Perturbation	Excess
PD_01_PD_06	0.0
PD_01_PD_14	1.4432899320127035e-15
PD_02_PD_05	-0.007260386791778983
PD_02_PD_07	-0.012221666375641038
PD_02_PD_12	-0.021029013404588737
PD_02_PD_15	-0.016092006460501018
PD_03_PD_15	4.43942882455417e-10
PD_04_PD_12	3.452827690431093e-09
PD_04_PD_14	1.4432899320127035e-15
PD_04_PD_15	4.892517502241844e-10
PD_06_PD_14	1.4432899320127035e-15
PD_07_PD_09	-6.653827666625034e-08
PD_07_PD_10	-0.010900898618472432
PD_07_PD_11	-5.61346878980018e-08
PD_07_PD_12	-3.854807547543082e-05
PD_07_PD_13	-6.653816064794427e-08
PD_07_PD_15	-7.049323104135752e-07
PD_07_PD_16	-7.054269329787033e-07
PD_07_PD_17	-4.1852405985309815e-09
PD_07_PD_20	-3.5913905183093675e-10
PD_08_PD_14	-0.0017554396297858599
PD_10_PD_12	1.7824688391954169e-09
PD_10_PD_15	-0.30336720540742795
PD_10_PD_19	-0.008227193100784125
PD_11_PD_12	-2.4272671961256265e-07
PD_11_PD_15	-1.064637733527718e-08
PD_12_PD_14	-1.3124727193947194e-08
PD_12_PD_15	-0.007724207718368792
PD_12_PD_17	-1.807772520567852e-08
PD_12_PD_19	-8.959445139611333e-05
PD_12_PD_20	-2.1665831351214138e-09
PD_15_PD_17	-3.175680185485419e-08
PD_15_PD_18	4.947493525975233e-10
PD_15_PD_20	-2.1537360783696613e-10
