Perturbation	Synergies	Non-synergies
[PD_03]-[PD_08]	32	118
[PD_02]-[PD_07]	6	144
[PD_02]-[PD_08]	17	133
[PD_01]-[PD_04]	0	3
[PD_02]-[PD_06]	1	149
[PD_02]-[PD_05]	0	149
[PD_01]-[PD_03]	0	144
[PD_03]-[PD_10]	22	128
[PD_03]-[PD_09]	36	114
[PD_03]-[PD_04]	0	3
[PD_03]-[PD_11]	58	88
