,drug_combination,cell_line,synergy
496,Everolimus + Capivasertib,SW620,5.715075498
497,Everolimus + Ipatasertib,SW620,0.931724977
498,Everolimus + Lapatinib,SW620,-14.25409909
499,Everolimus + Navitoclax,SW620,2.027709935
500,Everolimus + Neratinib,SW620,-9.236232
501,Everolimus + Obatoclax Mesylate,SW620,2.65104932
502,Everolimus + Palbociclib,SW620,0.414951528
503,Everolimus + SN-38,SW620,0.494557717
504,Everolimus + Ulixertinib,SW620,4.201106767
505,Everolimus + oxaliplatin,SW620,-7.430908643
506,Ipatasertib + Lapatinib,SW620,2.7275498
507,Ipatasertib + Neratinib,SW620,-13.81927941
508,PF 477736 + MK-1775 (Advosertib),SW620,10.19638407
509,PF 477736 + Niraparib,SW620,12.05283837
510,PF 477736 + Olaparib,SW620,-4.715592754
511,PF 477736 + PF-3644022,SW620,-21.53330619
512,PF 477736 + Palbociclib,SW620,0.16554918
513,Prexasertib + MK-1775 (Advosertib),SW620,16.78600606
514,Prexasertib + Niraparib,SW620,10.84192568
515,Prexasertib + Olaparib,SW620,-6.276146123
516,Prexasertib + PF-3644022,SW620,-15.44635798
517,Prexasertib + Palbociclib,SW620,-9.143599102
518,Torin 1 + Capivasertib,SW620,6.980714858
519,Torin 1 + Ipatasertib,SW620,-0.500862233
520,Torin 1 + Lapatinib,SW620,-14.03121221
521,Torin 1 + Navitoclax,SW620,2.164893253
522,Torin 1 + Neratinib,SW620,-8.303277491
523,Torin 1 + Obatoclax Mesylate,SW620,1.451990904
524,Torin 1 + Palbociclib,SW620,-1.759152707
525,Torin 1 + SN-38,SW620,-4.845685674
526,Torin 1 + Ulixertinib,SW620,-4.173807867
527,Torin 1 + oxaliplatin,SW620,-7.326024048
528,AZD-8055 + Capivasertib,SW837,10.41949605
529,AZD-8055 + Ipatasertib,SW837,10.70436546
530,AZD-8055 + Lapatinib,SW837,16.53929615
531,AZD-8055 + Navitoclax,SW837,27.28772275
532,AZD-8055 + Neratinib,SW837,12.46020885
533,AZD-8055 + Obatoclax Mesylate,SW837,10.53341113
534,AZD-8055 + Palbociclib,SW837,0.262354444
535,AZD-8055 + SN-38,SW837,11.33009877
536,AZD-8055 + Ulixertinib,SW837,5.664108703
537,AZD-8055 + oxaliplatin,SW837,0.658826936
538,Capivasertib + Lapatinib,SW837,17.79121924
539,Capivasertib + Neratinib,SW837,10.65231378
540,Everolimus + Capivasertib,SW837,4.432419864
541,Everolimus + Ipatasertib,SW837,2.81572331
542,Everolimus + Lapatinib,SW837,2.390166668
543,Everolimus + Navitoclax,SW837,19.27985961
544,Everolimus + Neratinib,SW837,1.359997669
545,Everolimus + Obatoclax Mesylate,SW837,7.118228137
546,Everolimus + Palbociclib,SW837,0.885087775
547,Everolimus + SN-38,SW837,3.3448595
548,Everolimus + Ulixertinib,SW837,1.316713492
549,Everolimus + oxaliplatin,SW837,-1.004235852
550,Ipatasertib + Lapatinib,SW837,16.02071915
551,Ipatasertib + Neratinib,SW837,11.22586995
552,PF 477736 + MK-1775 (Advosertib),SW837,6.744520906
553,PF 477736 + Niraparib,SW837,-0.509542366
554,PF 477736 + Olaparib,SW837,-0.733369812
555,PF 477736 + PF-3644022,SW837,-0.722686637
556,PF 477736 + Palbociclib,SW837,-6.544959341
557,Prexasertib + MK-1775 (Advosertib),SW837,6.542212019
558,Prexasertib + Niraparib,SW837,-2.859069112
559,Prexasertib + Olaparib,SW837,-0.685123349
560,Prexasertib + PF-3644022,SW837,-0.959242029
561,Prexasertib + Palbociclib,SW837,-8.336367485
562,Torin 1 + Capivasertib,SW837,5.39075182
563,Torin 1 + Ipatasertib,SW837,7.532483802
564,Torin 1 + Lapatinib,SW837,8.29385471
565,Torin 1 + Navitoclax,SW837,22.23685776
566,Torin 1 + Neratinib,SW837,6.30428563
567,Torin 1 + Obatoclax Mesylate,SW837,4.005375046
568,Torin 1 + Palbociclib,SW837,-1.706612285
569,Torin 1 + SN-38,SW837,3.16524105
570,Torin 1 + Ulixertinib,SW837,-1.263106291
571,Torin 1 + oxaliplatin,SW837,-2.192898924
572,AZD-8055 + Capivasertib,SW948,11.48249361
573,AZD-8055 + Ipatasertib,SW948,14.29622341
574,AZD-8055 + Lapatinib,SW948,19.14798562
575,AZD-8055 + Navitoclax,SW948,21.35125509
576,AZD-8055 + Neratinib,SW948,3.721114319
577,AZD-8055 + Obatoclax Mesylate,SW948,5.562877154
578,AZD-8055 + Palbociclib,SW948,2.168639871
579,AZD-8055 + SN-38,SW948,2.555140002
580,AZD-8055 + Ulixertinib,SW948,15.52562719
581,AZD-8055 + oxaliplatin,SW948,-1.57766525
582,Capivasertib + Lapatinib,SW948,25.9980947
583,Capivasertib + Neratinib,SW948,10.27745395
584,Everolimus + Capivasertib,SW948,18.48060176
585,Everolimus + Ipatasertib,SW948,15.00044431
586,Everolimus + Lapatinib,SW948,20.70480728
587,Everolimus + Navitoclax,SW948,22.05690745
588,Everolimus + Neratinib,SW948,8.997834727
589,Everolimus + Obatoclax Mesylate,SW948,2.274815328
590,Everolimus + Palbociclib,SW948,2.393139073
591,Everolimus + SN-38,SW948,6.243041544
592,Everolimus + Ulixertinib,SW948,15.15930073
593,Everolimus + oxaliplatin,SW948,0.820752843
594,Ipatasertib + Lapatinib,SW948,22.65986623
595,Ipatasertib + Neratinib,SW948,7.473154525
596,PF 477736 + MK-1775 (Advosertib),SW948,13.68267582
597,PF 477736 + Niraparib,SW948,-9.923716682
598,PF 477736 + Olaparib,SW948,0.540056896
599,PF 477736 + PF-3644022,SW948,5.446654713
600,PF 477736 + Palbociclib,SW948,-4.135512325
601,Prexasertib + MK-1775 (Advosertib),SW948,12.22025106
602,Prexasertib + Niraparib,SW948,-14.71541822
603,Prexasertib + Olaparib,SW948,-4.035372293
604,Prexasertib + PF-3644022,SW948,3.695878719
605,Prexasertib + Palbociclib,SW948,-11.05284949
606,Torin 1 + Capivasertib,SW948,11.15083392
607,Torin 1 + Ipatasertib,SW948,13.60609336
608,Torin 1 + Lapatinib,SW948,12.47788867
609,Torin 1 + Navitoclax,SW948,23.46498678
610,Torin 1 + Neratinib,SW948,5.243945872
611,Torin 1 + Obatoclax Mesylate,SW948,-1.549835066
612,Torin 1 + Palbociclib,SW948,2.490851872
613,Torin 1 + SN-38,SW948,0.97504086
614,Torin 1 + Ulixertinib,SW948,10.36758712
615,Torin 1 + oxaliplatin,SW948,-4.392424846
616,AZD-8055 + Capivasertib,T84,4.385304065
617,AZD-8055 + Ipatasertib,T84,18.63053595
618,AZD-8055 + Lapatinib,T84,30.6091966
619,AZD-8055 + Navitoclax,T84,32.17602391
620,AZD-8055 + Neratinib,T84,21.40115194
621,AZD-8055 + Obatoclax Mesylate,T84,6.940772205
622,AZD-8055 + Palbociclib,T84,6.621643111
623,AZD-8055 + SN-38,T84,18.17197091
624,AZD-8055 + Ulixertinib,T84,23.72198463
625,AZD-8055 + oxaliplatin,T84,10.20769425
626,Capivasertib + Lapatinib,T84,18.61143967
627,Capivasertib + Neratinib,T84,18.28655805
628,Everolimus + Capivasertib,T84,-4.296885041
629,Everolimus + Ipatasertib,T84,9.297607642
630,Everolimus + Lapatinib,T84,22.43872373
631,Everolimus + Navitoclax,T84,27.67981463
632,Everolimus + Neratinib,T84,18.04518076
633,Everolimus + Obatoclax Mesylate,T84,9.468724074
634,Everolimus + Palbociclib,T84,5.945518302
635,Everolimus + SN-38,T84,27.94979321
636,Everolimus + Ulixertinib,T84,33.90520676
637,Everolimus + oxaliplatin,T84,23.03010867
638,Ipatasertib + Lapatinib,T84,17.89778977
639,Ipatasertib + Neratinib,T84,11.8212632
640,PF 477736 + MK-1775 (Advosertib),T84,29.19306692
641,PF 477736 + Niraparib,T84,17.22530504
642,PF 477736 + Olaparib,T84,2.100593177
643,PF 477736 + PF-3644022,T84,29.14477387
644,PF 477736 + Palbociclib,T84,27.97296776
645,Prexasertib + MK-1775 (Advosertib),T84,44.96404262
646,Prexasertib + Niraparib,T84,12.765712
647,Prexasertib + Olaparib,T84,5.64384734
648,Prexasertib + PF-3644022,T84,24.12934529
649,Prexasertib + Palbociclib,T84,16.13862722
650,Torin 1 + Capivasertib,T84,-2.863349731
651,Torin 1 + Ipatasertib,T84,7.267595715
652,Torin 1 + Lapatinib,T84,18.68349368
653,Torin 1 + Navitoclax,T84,21.36683406
654,Torin 1 + Neratinib,T84,11.59941416
655,Torin 1 + Obatoclax Mesylate,T84,7.153675549
656,Torin 1 + Palbociclib,T84,6.938734263
657,Torin 1 + SN-38,T84,23.45821024
658,Torin 1 + Ulixertinib,T84,25.82933225
659,Torin 1 + oxaliplatin,T84,15.40283066
