Perturbation	Excess
PD_01_PD_06	0.0
PD_01_PD_14	0.0
PD_02_PD_05	0.12673442571099003
PD_02_PD_07	0.16389994356219717
PD_02_PD_12	0.0231996620548367
PD_02_PD_15	0.23174145230032545
PD_03_PD_15	0.09804166458650365
PD_04_PD_12	0.006720216814968594
PD_04_PD_14	0.0
PD_04_PD_15	-0.08854200868988615
PD_06_PD_14	0.0
PD_07_PD_09	-0.0007085884410169552
PD_07_PD_10	0.008231190281715373
PD_07_PD_11	0.015343702640970402
PD_07_PD_12	0.006936805993026596
PD_07_PD_13	0.010721201425365923
PD_07_PD_15	-0.39225984266948766
PD_07_PD_16	-0.6052680776971129
PD_07_PD_17	-0.0002380488282294202
PD_07_PD_20	-0.00013587525646363563
PD_08_PD_14	0.0
PD_10_PD_12	0.02106658488471347
PD_10_PD_15	-0.045235644160322996
PD_10_PD_19	0.015585166887415292
PD_11_PD_12	0.0057960467387147
PD_11_PD_15	0.03776272308683459
PD_12_PD_14	0.012304119717869155
PD_12_PD_15	-0.0026930855450372215
PD_12_PD_17	0.001641058797447914
PD_12_PD_19	0.010140791254922843
PD_12_PD_20	-7.914017350896252e-05
PD_15_PD_17	-0.0004063572748362887
PD_15_PD_18	0.17379244196540233
PD_15_PD_20	-0.035282212433110804
