Perturbation	Emax(k)	Bliss(k)	Excess
PD_01_PD_02	0.27052009215030215	0.2257580437219977	0.04476204842830449
PD_01_PD_07	0.24883243922143483	0.1755562316756246	0.07327620754581025
PD_01_PD_08	0.21666700539121586	0.160245372555115	0.05642163283610087
PD_05_PD_07	0.38418580899711613	0.21314314700608886	0.17104266199102727
PD_05_PD_08	0.0880067309492172	0.1892805130149333	-0.10127378206571612
PD_05_PD_12	0.30557427046505997	0.25829926323592917	0.0472750072291308
PD_06_PD_07	0.4567550754469146	0.4492481127085429	0.007506962738371656
PD_06_PD_08	0.42074813830907787	0.4073179906084329	0.01343014770064499
PD_07_PD_08	0.1981863232599919	0.22961115653562597	-0.031424833275634084
PD_07_PD_10	0.3841840730667366	0.445181928844685	-0.06099785577794839
PD_07_PD_12	0.3055717481161399	0.31479738523258793	-0.009225637116448037
PD_08_PD_10	0.3479820918651388	0.40466582528548495	-0.05668373342034609
PD_08_PD_11	0.43614591883745196	0.2114881112323008	0.2246578076051512
