Perturbation	Synergies	Non-synergies
[PD_01]-[PD_03]	0	0
[PD_07]-[PD_08]	31	19
[PD_01]-[PD_07]	11	39
[PD_05]-[PD_12]	0	50
[PD_03]-[PD_06]	0	0
[PD_07]-[PD_10]	8	42
[PD_03]-[PD_07]	0	0
[PD_07]-[PD_12]	8	42
[PD_03]-[PD_05]	0	0
[PD_01]-[PD_08]	6	44
[PD_06]-[PD_07]	5	45
[PD_03]-[PD_09]	0	0
[PD_03]-[PD_08]	0	0
[PD_05]-[PD_07]	0	50
[PD_01]-[PD_02]	0	50
[PD_03]-[PD_10]	0	0
[PD_08]-[PD_10]	33	17
[PD_06]-[PD_08]	16	34
[PD_05]-[PD_08]	50	0
[PD_08]-[PD_11]	0	50
