Perturbation	Excess
PD_01_PD_06	0.0
PD_01_PD_14	0.0
PD_02_PD_05	-0.006362618271619769
PD_02_PD_07	-0.0024833803772773555
PD_02_PD_12	-0.02330808712005683
PD_02_PD_15	0.12517064356782193
PD_03_PD_15	0.01723565093037349
PD_04_PD_12	6.829785625939166e-10
PD_04_PD_14	0.0
PD_04_PD_15	-0.0404639096138274
PD_06_PD_14	0.0
PD_07_PD_09	-0.019455343579678597
PD_07_PD_10	-0.04772645624268412
PD_07_PD_11	-0.005978028844734751
PD_07_PD_12	-1.0410707806496333e-05
PD_07_PD_13	-0.018594163186085866
PD_07_PD_15	-0.035016616686106894
PD_07_PD_16	-0.24822666661671944
PD_07_PD_17	-1.7548174024994978e-09
PD_07_PD_20	-0.004323778499680353
PD_08_PD_14	-0.007266636629191248
PD_10_PD_12	5.744587028289061e-10
PD_10_PD_15	-0.4423822242322938
PD_10_PD_19	-0.03012840566298558
PD_11_PD_12	-1.5138750086851616e-07
PD_11_PD_15	0.008685385194664108
PD_12_PD_14	-5.312208450902745e-10
PD_12_PD_15	-0.010420186362907646
PD_12_PD_17	-1.1097301522156044e-08
PD_12_PD_19	-5.539246919927798e-05
PD_12_PD_20	-5.381739498488969e-10
PD_15_PD_17	-1.5527335095466555e-07
PD_15_PD_18	0.17533885106407543
PD_15_PD_20	-0.026990448126997912
