Perturbation	Excess
PD_01_PD_06	0.0
PD_01_PD_14	0.0
PD_02_PD_05	-0.007882564735426256
PD_02_PD_07	-0.005767644740582889
PD_02_PD_12	-0.01937802481685935
PD_02_PD_15	0.12048878170438293
PD_03_PD_15	0.0173484978264542
PD_04_PD_12	1.3612881266666932e-08
PD_04_PD_14	0.0
PD_04_PD_15	-0.044879798026244866
PD_06_PD_14	0.0
PD_07_PD_09	-0.010256438730456563
PD_07_PD_10	-0.0003147806461950564
PD_07_PD_11	-0.0017319657916916587
PD_07_PD_12	-1.3261008751208614e-05
PD_07_PD_13	-0.010176005285480239
PD_07_PD_15	-0.052712133616059864
PD_07_PD_16	-0.2827254954537959
PD_07_PD_17	-2.446614233431177e-07
PD_07_PD_20	-0.0018445101546868958
PD_08_PD_14	-0.00011935431697540633
PD_10_PD_12	8.559024156085115e-09
PD_10_PD_15	-0.37659937210546757
PD_10_PD_19	0.00010459111247451691
PD_11_PD_12	-4.8039142552802616e-08
PD_11_PD_15	0.008481629305980953
PD_12_PD_14	1.375126257308068e-08
PD_12_PD_15	-0.0009130532092486154
PD_12_PD_17	-1.1876500971563786e-07
PD_12_PD_19	-8.169208332098332e-05
PD_12_PD_20	-6.560663901034047e-09
PD_15_PD_17	-2.9003918400327677e-07
PD_15_PD_18	0.17092119607573886
PD_15_PD_20	-0.029621233173592332
