Perturbation	Average	SD	Data
[PD_01]	0.74	0.5996597674804388	0.0	0.5	1.0	1.5	1.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	0.5	0.0	1.0	1.0	2.0	1.0	1.0	0.0	0.5	0.0	1.0	0.0	1.0	0.5	1.0	1.0	1.0	1.0	1.0	0.0	0.0	2.0	0.5	1.0	2.0	0.0	0.0	2.0	0.0	1.5	0.5	1.0	0.0
[PD_02]	2.0	0.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0
[PD_03]	0.0	0.0
[PD_05]	1.5166665649414062	0.8526668839282613	-1.0	2.0	2.0	1.0	2.0	2.0	1.0	2.0	2.0	2.0	2.0	2.0	1.0	2.0	2.0	1.0	0.6666667	2.0	1.5	2.0	2.0	0.0	2.0	1.0	2.0	-1.0	2.0	2.0	2.0	2.0	2.0	2.0	1.0	-1.0	2.0	0.6666667	2.0	2.0	2.0	0.0	2.0	2.0	2.0	2.0	2.0	0.5	2.0	2.0	1.5	2.0
[PD_06]	0.99	0.0707106781186547	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.5	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
[PD_07]	1.631666717529297	0.6721901271628735	0.0	1.5	2.0	2.0	2.0	2.0	2.0	2.0	2.0	1.0	1.5	2.0	2.0	2.0	2.0	1.0	2.0	2.0	1.75	0.6666667	2.0	0.0	2.0	1.0	2.0	2.0	2.0	0.5	2.0	2.0	2.0	2.0	0.6666667	2.0	1.3333334	2.0	2.0	-1.0	2.0	1.0	2.0	2.0	2.0	2.0	1.0	2.0	2.0	2.0	1.6666666	2.0
[PD_08]	1.811256866455078	0.21629155243927134	1.6470588	1.4864864	2.0	1.9375	1.8918918	1.8529412	1.5151515	2.0	1.8235294	1.4117647	1.8787879	1.3793104	1.7777778	1.9375	2.0	1.6756756	1.6764706	1.9090909	1.9354838	1.7666667	1.875	2.0	1.5588236	1.0789474	1.875	2.0	1.9375	2.0	2.0	1.7575758	1.6875	1.7575758	1.7027028	1.5882353	1.2702702	2.0	2.0	1.6774193	2.0	2.0	2.0	1.875	2.0	2.0	2.0	1.9672132	2.0	1.7941177	1.8235294	1.8333334
[PD_09]	1.8167741394042969	0.20842374648524378	1.6470588	1.9375	1.8529412	1.4864864	2.0	1.4117647	1.8918918	1.5151515	2.0	1.8787879	1.8235294	1.9354838	1.6551725	1.7777778	1.6764706	1.9375	1.6756756	1.7666667	2.0	1.9090909	1.875	1.5588236	2.0	1.0789474	1.9375	2.0	1.875	2.0	1.6875	2.0	1.7575758	1.7027028	1.7575758	1.2702702	2.0	2.0	1.5882353	1.6774193	2.0	2.0	2.0	1.875	2.0	2.0	2.0	1.9672132	1.7941177	2.0	1.8235294	1.8333334
[PD_10]	2.0	0.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0
[PD_11]	1.811256866455078	0.21629155243927137	1.6470588	1.4864864	1.9375	2.0	1.8529412	1.8918918	1.4117647	2.0	1.5151515	1.6764706	1.8235294	1.9354838	1.8787879	1.3793104	1.7777778	1.9375	1.7666667	1.9090909	2.0	1.6756756	1.875	1.5588236	2.0	1.0789474	1.9375	2.0	1.7027028	1.875	1.6875	2.0	1.7575758	1.2702702	1.7575758	2.0	2.0	1.5882353	2.0	1.6774193	2.0	2.0	2.0	1.875	2.0	2.0	2.0	2.0	1.7941177	1.9672132	1.8235294	1.8333334
