Perturbation	Excess
PD_01_PD_06	0.0
PD_01_PD_14	0.0
PD_02_PD_05	-0.08318526388036795
PD_02_PD_07	-0.10085262400113626
PD_02_PD_12	-0.058260613985684495
PD_02_PD_15	-0.028975452473195884
PD_03_PD_15	1.4548362514688051e-12
PD_04_PD_12	2.2526362963848356e-07
PD_04_PD_14	0.0
PD_04_PD_15	4.4722003877950556e-12
PD_06_PD_14	0.0
PD_07_PD_09	-2.6141450115702014e-09
PD_07_PD_10	-0.057855451951085324
PD_07_PD_11	-1.4776963763729611e-08
PD_07_PD_12	-9.296277347137227e-06
PD_07_PD_13	-8.758169883327227e-06
PD_07_PD_15	-6.711566080674913e-09
PD_07_PD_16	-6.716040390486455e-09
PD_07_PD_17	-8.535648410301633e-09
PD_07_PD_20	-2.094835416244223e-11
PD_08_PD_14	-0.002312815977174476
PD_10_PD_12	1.3660202435872293e-07
PD_10_PD_15	-0.34464880147802557
PD_10_PD_19	-0.04944421877582739
PD_11_PD_12	-2.553632789337179e-06
PD_11_PD_15	-6.780873640366281e-10
PD_12_PD_14	-6.295454058058425e-08
PD_12_PD_15	-0.0009190423960718785
PD_12_PD_17	-1.7643712841519665e-05
PD_12_PD_19	-0.0031733514442998656
PD_12_PD_20	-2.842142471370934e-07
PD_15_PD_17	-2.026413703504204e-09
PD_15_PD_18	4.4864112425102576e-12
PD_15_PD_20	-3.0890845437170356e-12
