Perturbation	Response excess over subset
[PD_01]-[PD_02]	0.0
[PD_01]-[PD_03]	0.0
[PD_01]-[PD_04]	-0.04491143477590476
[PD_01]-[PD_05]	-0.23403890378570247
[PD_01]-[PD_06]	0.0
[PD_01]-[PD_07]	-0.12862323760640193
[PD_01]-[PD_08]	-0.18767758977343463
[PD_01]-[PD_09]	-0.023120277806332412
[PD_01]-[PD_10]	-0.21767809875029376
[PD_01]-[PD_11]	-1.1669718898527806
[PD_01]-[PD_12]	-0.3344325315081409
[PD_01]-[PD_13]	-0.23907127896645908
[PD_01]-[PD_14]	-0.0021571109169409297
[PD_01]-[PD_15]	-0.22219718684528722
[PD_01]-[PD_16]	-0.13401875351414536
[PD_01]-[PD_17]	-0.09262149088605609
[PD_01]-[PD_18]	-9.044398497337625E-4
[PD_01]-[PD_19]	0.0
[PD_01]-[PD_20]	-0.333066196020551
[PD_01]-[PD_21]	-0.333066196020551
[PD_02]-[PD_03]	-0.010416666666666519
[PD_02]-[PD_04]	-0.051985740661621094
[PD_02]-[PD_05]	-0.7095364337497289
[PD_02]-[PD_06]	0.0
[PD_02]-[PD_07]	-0.6354836939839483
[PD_02]-[PD_08]	0.0
[PD_02]-[PD_09]	0.0
[PD_02]-[PD_10]	-0.3607753117879232
[PD_02]-[PD_11]	-0.9518391549748781
[PD_02]-[PD_12]	-0.41564004759222173
[PD_02]-[PD_13]	-0.3302363459269205
[PD_02]-[PD_14]	0.0
[PD_02]-[PD_15]	-0.3330910068088109
[PD_02]-[PD_16]	-0.2726967551491477
[PD_02]-[PD_17]	-0.09686973761781426
[PD_02]-[PD_18]	-0.03209849317411817
[PD_02]-[PD_19]	-0.007462467688694963
[PD_02]-[PD_20]	-0.7232839346623076
[PD_02]-[PD_21]	-0.7232839346623076
[PD_03]-[PD_04]	-0.06587462955050993
[PD_03]-[PD_05]	-0.7517058096991645
[PD_03]-[PD_06]	0.0
[PD_03]-[PD_07]	-0.7238299972879847
[PD_03]-[PD_08]	-0.010416666666666519
[PD_03]-[PD_09]	0.0
[PD_03]-[PD_10]	-0.42431698905097115
[PD_03]-[PD_11]	-0.9799556861401896
[PD_03]-[PD_12]	-0.4359260171766024
[PD_03]-[PD_13]	-0.4148428874545627
[PD_03]-[PD_14]	0.0
[PD_03]-[PD_15]	-0.4030561574300131
[PD_03]-[PD_16]	-0.3118242650598913
