Perturbation	Response excess over subset
[PD_01]-[PD_02]	0.0
[PD_01]-[PD_03]	0.0
[PD_01]-[PD_04]	-0.020201943137428957
[PD_01]-[PD_05]	-0.188923927589699
[PD_01]-[PD_06]	0.0
[PD_01]-[PD_07]	-0.013810501991361246
[PD_01]-[PD_08]	-0.23843495611357124
[PD_01]-[PD_09]	-0.01690603394673018
[PD_01]-[PD_10]	-0.17114899375221948
[PD_01]-[PD_11]	0.0
[PD_01]-[PD_12]	-0.30801033251213306
[PD_01]-[PD_13]	-0.1844993660666725
[PD_01]-[PD_14]	-0.013320691657788819
[PD_01]-[PD_15]	-0.17213949030095899
[PD_01]-[PD_16]	-0.1085858561775901
[PD_01]-[PD_17]	-0.07153447469075513
[PD_01]-[PD_18]	-0.04172978256687965
[PD_01]-[PD_19]	0.0
[PD_01]-[PD_20]	-0.39636433471634913
[PD_01]-[PD_21]	-0.39636433471634913
[PD_02]-[PD_03]	-1.0380128623310725E-7
[PD_02]-[PD_04]	-0.023242561184630084
[PD_02]-[PD_05]	-0.694650166829427
[PD_02]-[PD_06]	0.0
[PD_02]-[PD_07]	-0.5820913511334044
[PD_02]-[PD_08]	-1.0380128601106264E-7
[PD_02]-[PD_09]	-1.0380128601106264E-7
[PD_02]-[PD_10]	-0.3631761511977838
[PD_02]-[PD_11]	0.0
[PD_02]-[PD_12]	-0.3430960518973214
[PD_02]-[PD_13]	-0.32629695139774656
[PD_02]-[PD_14]	-0.006462771876328599
[PD_02]-[PD_15]	-0.39393951416015627
[PD_02]-[PD_16]	-0.26973542712983634
[PD_02]-[PD_17]	-0.11435164886266991
[PD_02]-[PD_18]	-0.05320376441592245
[PD_02]-[PD_19]	-0.014033290987766067
[PD_02]-[PD_20]	-0.8117305783872251
[PD_02]-[PD_21]	-0.8117305783872251
[PD_03]-[PD_04]	-0.023242561184630084
[PD_03]-[PD_05]	-0.725234629313151
[PD_03]-[PD_06]	0.0
[PD_03]-[PD_07]	-0.5878170972881895
[PD_03]-[PD_08]	-1.0380128623310725E-7
[PD_03]-[PD_09]	-1.0380128623310725E-7
[PD_03]-[PD_10]	-0.3830174037388393
[PD_03]-[PD_11]	0.0
[PD_03]-[PD_12]	-0.3544338511771896
[PD_03]-[PD_13]	-0.3558888296529549
[PD_03]-[PD_14]	-0.0024945525085033893
[PD_03]-[PD_15]	-0.4201460172692124
