Perturbation	Synergies	Non-synergies
[PD_03]-[PD_08]	24	126
[PD_02]-[PD_07]	1	149
[PD_02]-[PD_08]	7	143
[PD_01]-[PD_04]	0	14
[PD_02]-[PD_06]	1	149
[PD_02]-[PD_05]	0	150
[PD_01]-[PD_03]	0	140
[PD_03]-[PD_10]	9	141
[PD_03]-[PD_09]	17	133
[PD_03]-[PD_04]	0	18
[PD_03]-[PD_11]	48	90
