Perturbation	Excess
PD_01_PD_06	0.0
PD_01_PD_14	0.0
PD_02_PD_05	0.036690060492721055
PD_02_PD_07	0.05465680955213137
PD_02_PD_12	-0.003188189805453767
PD_02_PD_15	0.06010728255464565
PD_03_PD_15	0.027661692891387202
PD_04_PD_12	9.823144275777906e-08
PD_04_PD_14	0.0
PD_04_PD_15	-0.0066533611662277226
PD_06_PD_14	0.0
PD_07_PD_09	-0.015064562393677372
PD_07_PD_10	-0.046377962490687596
PD_07_PD_11	-0.0022463826736868198
PD_07_PD_12	-4.5419761049658725e-05
PD_07_PD_13	-0.01486126091329476
PD_07_PD_15	-0.003948223558033037
PD_07_PD_16	-0.2751566808365481
PD_07_PD_17	-4.0877917162340793e-07
PD_07_PD_20	-0.003030422372891639
PD_08_PD_14	-1.0831860936866278e-05
PD_10_PD_12	9.327971506323252e-08
PD_10_PD_15	-0.49792358025410316
PD_10_PD_19	-0.029124473583111987
PD_11_PD_12	-8.870348566780706e-09
PD_11_PD_15	0.02694932297213881
PD_12_PD_14	-7.425171588693047e-13
PD_12_PD_15	-0.04230541830897461
PD_12_PD_17	-5.54970601029936e-07
PD_12_PD_19	-0.00023489453344172073
PD_12_PD_20	-4.1255455607291935e-08
PD_15_PD_17	-0.001963115621601119
PD_15_PD_18	0.20418187472820215
PD_15_PD_20	-0.004493672536831972
