Perturbation	Excess
PD_01_PD_06	0.0
PD_01_PD_14	1.2423395645555502e-13
PD_02_PD_05	0.009087169870181988
PD_02_PD_07	0.003955545985116715
PD_02_PD_12	-0.06061538306080849
PD_02_PD_15	-0.027075576982167116
PD_03_PD_15	1.1657341758564144e-14
PD_04_PD_12	3.37967624500779e-05
PD_04_PD_14	1.254552017826427e-13
PD_04_PD_15	7.364245568908245e-08
PD_06_PD_14	1.254552017826427e-13
PD_07_PD_09	-2.6682707313652188e-06
PD_07_PD_10	0.08765366766979255
PD_07_PD_11	-1.3905669967728684e-06
PD_07_PD_12	-0.00011214082911659151
PD_07_PD_13	-0.0069822343672708564
PD_07_PD_15	-2.2550274333954512e-05
PD_07_PD_16	-2.2624248194214047e-05
PD_07_PD_17	-9.020589830655013e-10
PD_07_PD_20	-4.262533292997972e-08
PD_08_PD_14	-0.014223787618476202
PD_10_PD_12	1.8503543323333815e-05
PD_10_PD_15	-0.39311812624975134
PD_10_PD_19	-0.018726177954920487
PD_11_PD_12	-0.00017213663437232185
PD_11_PD_15	-4.975989524869107e-07
PD_12_PD_14	1.1357115821342134e-05
PD_12_PD_15	-0.016154470742049676
PD_12_PD_17	-2.1245123581148384e-05
PD_12_PD_19	-0.004173009420397444
PD_12_PD_20	-2.9125651592409874e-05
PD_15_PD_17	-2.764727335957673e-10
PD_15_PD_18	7.422780801125128e-08
PD_15_PD_20	-3.728068487252045e-08
