Perturbation	Response excess over subset
[PD_09]-[PD_19]	-1.6351725703978026E-4
[PD_09]-[PD_20]	-0.09631714785009415
[PD_09]-[PD_21]	-0.09631714785009415
[PD_10]-[PD_11]	0.0
[PD_10]-[PD_12]	-0.2517447408040364
[PD_10]-[PD_13]	-0.9999999872843425
[PD_10]-[PD_14]	0.0
[PD_10]-[PD_15]	-0.4035209655761719
[PD_10]-[PD_16]	0.0
[PD_10]-[PD_17]	-0.02077779134114588
[PD_10]-[PD_18]	-0.018892822265625053
[PD_10]-[PD_19]	-0.01705423990885413
[PD_10]-[PD_20]	-0.4813283475718104
[PD_10]-[PD_21]	-0.4813283475718104
[PD_11]-[PD_12]	-0.09036638047960088
[PD_11]-[PD_13]	-0.054973517523871585
[PD_11]-[PD_14]	0.0
[PD_11]-[PD_15]	0.0
[PD_11]-[PD_16]	0.0
[PD_11]-[PD_17]	0.0
[PD_11]-[PD_18]	-0.09707010904947921
[PD_11]-[PD_19]	0.0
[PD_11]-[PD_20]	-0.3269144753764448
[PD_11]-[PD_21]	-0.3269144753764448
[PD_12]-[PD_13]	-0.15696634928385422
[PD_12]-[PD_14]	0.0
[PD_12]-[PD_15]	-0.23313954671223946
[PD_12]-[PD_16]	-0.223612153728803
[PD_12]-[PD_17]	0.0
[PD_12]-[PD_18]	0.0
[PD_12]-[PD_19]	-0.04566373130147783
[PD_12]-[PD_20]	-0.36935700151257067
[PD_12]-[PD_21]	-0.36935700151257067
[PD_13]-[PD_14]	0.0
[PD_13]-[PD_15]	0.0
[PD_13]-[PD_16]	-1.18739681661129
[PD_13]-[PD_17]	-0.009759318033854214
[PD_13]-[PD_18]	-0.009814860026041705
[PD_13]-[PD_19]	0.0
[PD_13]-[PD_20]	-0.4202290107134291
[PD_13]-[PD_21]	-0.4202290107134291
[PD_14]-[PD_15]	0.0
[PD_14]-[PD_16]	-0.0011111110448837284
[PD_14]-[PD_17]	-0.0020001220703125266
[PD_14]-[PD_18]	0.0
[PD_14]-[PD_19]	0.0
[PD_14]-[PD_20]	-0.002325416507577671
[PD_14]-[PD_21]	-0.002325416507577671
[PD_15]-[PD_16]	-0.40352090617020925
[PD_15]-[PD_17]	-0.02666656494140618
[PD_15]-[PD_18]	-0.023010050455729125
[PD_15]-[PD_19]	0.0
[PD_15]-[PD_20]	-0.2896172086099038
[PD_15]-[PD_21]	-0.2896172086099038
[PD_16]-[PD_17]	-0.015222223003705343
[PD_16]-[PD_18]	-0.016670634945233666
[PD_16]-[PD_19]	-0.009664082374683646
[PD_16]-[PD_20]	-0.417373108889226
[PD_16]-[PD_21]	-0.417373108889226
[PD_17]-[PD_18]	-0.03377787272135424
[PD_17]-[PD_19]	-0.028036191481952466
[PD_17]-[PD_20]	-0.030510235549812137
[PD_17]-[PD_21]	-0.030510235549812137
[PD_18]-[PD_19]	-0.024320413752119796
[PD_18]-[PD_20]	-0.1753899136880288
[PD_18]-[PD_21]	-0.1753899136880288
[PD_19]-[PD_20]	-0.04260355204616517
[PD_19]-[PD_21]	-0.04260355204616517
[PD_20]-[PD_21]	0.0
