,drug_name_A,drug_name_B,cell_line,synergy,PD_A,PD_B,Perturbation,drug_combination,inhibitor_group_A,inhibitor_group_B,inhibitor_combination,targets_A,targets_B,target_combination
256,Torin 1,Lapatinib,NCI-H747,-6.638782819,PD_03,PD_04,PD_03-PD_04,Torin 1 + Lapatinib,mTOR_inhibitors,EGFR_inhibitors,mTOR_inhibitors + EGFR_inhibitors,"['mTOR_c2', 'mTOR_c1']","['ERBB2', 'EGFR']","['mTOR_c2', 'mTOR_c1'] + ['ERBB2', 'EGFR']"
257,Torin 1,Navitoclax,NCI-H747,-0.677601542,PD_03,PD_09,PD_03-PD_09,Torin 1 + Navitoclax,mTOR_inhibitors,BCL2L1_inhibitors,mTOR_inhibitors + BCL2L1_inhibitors,"['mTOR_c2', 'mTOR_c1']","['BCL2L1', 'BCL2']","['mTOR_c2', 'mTOR_c1'] + ['BCL2L1', 'BCL2']"
258,Torin 1,Neratinib,NCI-H747,-9.943137823,PD_03,PD_04,PD_03-PD_04,Torin 1 + Neratinib,mTOR_inhibitors,EGFR_inhibitors,mTOR_inhibitors + EGFR_inhibitors,"['mTOR_c2', 'mTOR_c1']","['ERBB2', 'EGFR']","['mTOR_c2', 'mTOR_c1'] + ['ERBB2', 'EGFR']"
259,Torin 1,Obatoclax Mesylate,NCI-H747,1.219536031,PD_03,PD_10,PD_03-PD_10,Torin 1 + Obatoclax Mesylate,mTOR_inhibitors,BCL2_inhibitors,mTOR_inhibitors + BCL2_inhibitors,"['mTOR_c2', 'mTOR_c1']",['BCL2'],"['mTOR_c2', 'mTOR_c1'] + ['BCL2']"
260,Torin 1,oxaliplatin,NCI-H747,-5.982235653,PD_03,,PD_03-nan,Torin 1 + oxaliplatin,mTOR_inhibitors,,,"['mTOR_c2', 'mTOR_c1']",,
261,Torin 1,Palbociclib,NCI-H747,-0.382919844,PD_03,PD_08,PD_03-PD_08,Torin 1 + Palbociclib,mTOR_inhibitors,CyclinD_inhibitors,mTOR_inhibitors + CyclinD_inhibitors,"['mTOR_c2', 'mTOR_c1']","['CCND1', 'CyclinD_CDK4_6', 'CyclinE_CDK2']","['mTOR_c2', 'mTOR_c1'] + ['CCND1', 'CyclinD_CDK4_6', 'CyclinE_CDK2']"
262,Torin 1,SN-38,NCI-H747,-2.722293188,PD_03,,PD_03-nan,Torin 1 + SN-38,mTOR_inhibitors,,,"['mTOR_c2', 'mTOR_c1']",,
263,Torin 1,Ulixertinib,NCI-H747,-3.231406312,PD_03,PD_11,PD_03-PD_11,Torin 1 + Ulixertinib,mTOR_inhibitors,ERK_inhibitors,mTOR_inhibitors + ERK_inhibitors,"['mTOR_c2', 'mTOR_c1']",['ERK_f'],"['mTOR_c2', 'mTOR_c1'] + ['ERK_f']"
264,AZD-8055,Capivasertib,SNU-81,-10.24000471,PD_03,PD_01,PD_03-PD_01,AZD-8055 + Capivasertib,mTOR_inhibitors,AKT_inhibitors,mTOR_inhibitors + AKT_inhibitors,"['mTOR_c2', 'mTOR_c1']",['AKT1'],"['mTOR_c2', 'mTOR_c1'] + ['AKT1']"
265,AZD-8055,Ipatasertib,SNU-81,-13.47286218,PD_03,PD_01,PD_03-PD_01,AZD-8055 + Ipatasertib,mTOR_inhibitors,AKT_inhibitors,mTOR_inhibitors + AKT_inhibitors,"['mTOR_c2', 'mTOR_c1']",['AKT1'],"['mTOR_c2', 'mTOR_c1'] + ['AKT1']"
266,AZD-8055,Lapatinib,SNU-81,-3.574844408,PD_03,PD_04,PD_03-PD_04,AZD-8055 + Lapatinib,mTOR_inhibitors,EGFR_inhibitors,mTOR_inhibitors + EGFR_inhibitors,"['mTOR_c2', 'mTOR_c1']","['ERBB2', 'EGFR']","['mTOR_c2', 'mTOR_c1'] + ['ERBB2', 'EGFR']"
267,AZD-8055,Navitoclax,SNU-81,4.180818485,PD_03,PD_09,PD_03-PD_09,AZD-8055 + Navitoclax,mTOR_inhibitors,BCL2L1_inhibitors,mTOR_inhibitors + BCL2L1_inhibitors,"['mTOR_c2', 'mTOR_c1']","['BCL2L1', 'BCL2']","['mTOR_c2', 'mTOR_c1'] + ['BCL2L1', 'BCL2']"
268,AZD-8055,Neratinib,SNU-81,-8.635228229,PD_03,PD_04,PD_03-PD_04,AZD-8055 + Neratinib,mTOR_inhibitors,EGFR_inhibitors,mTOR_inhibitors + EGFR_inhibitors,"['mTOR_c2', 'mTOR_c1']","['ERBB2', 'EGFR']","['mTOR_c2', 'mTOR_c1'] + ['ERBB2', 'EGFR']"
269,AZD-8055,Obatoclax Mesylate,SNU-81,0.418732743,PD_03,PD_10,PD_03-PD_10,AZD-8055 + Obatoclax Mesylate,mTOR_inhibitors,BCL2_inhibitors,mTOR_inhibitors + BCL2_inhibitors,"['mTOR_c2', 'mTOR_c1']",['BCL2'],"['mTOR_c2', 'mTOR_c1'] + ['BCL2']"
270,AZD-8055,oxaliplatin,SNU-81,-15.01483237,PD_03,,PD_03-nan,AZD-8055 + oxaliplatin,mTOR_inhibitors,,,"['mTOR_c2', 'mTOR_c1']",,
271,AZD-8055,Palbociclib,SNU-81,-3.737417347,PD_03,PD_08,PD_03-PD_08,AZD-8055 + Palbociclib,mTOR_inhibitors,CyclinD_inhibitors,mTOR_inhibitors + CyclinD_inhibitors,"['mTOR_c2', 'mTOR_c1']","['CCND1', 'CyclinD_CDK4_6', 'CyclinE_CDK2']","['mTOR_c2', 'mTOR_c1'] + ['CCND1', 'CyclinD_CDK4_6', 'CyclinE_CDK2']"
272,AZD-8055,SN-38,SNU-81,-15.6353081,PD_03,,PD_03-nan,AZD-8055 + SN-38,mTOR_inhibitors,,,"['mTOR_c2', 'mTOR_c1']",,
273,AZD-8055,Ulixertinib,SNU-81,-4.61279844,PD_03,PD_11,PD_03-PD_11,AZD-8055 + Ulixertinib,mTOR_inhibitors,ERK_inhibitors,mTOR_inhibitors + ERK_inhibitors,"['mTOR_c2', 'mTOR_c1']",['ERK_f'],"['mTOR_c2', 'mTOR_c1'] + ['ERK_f']"
274,Capivasertib,Lapatinib,SNU-81,-0.020870332,PD_01,PD_04,PD_01-PD_04,Capivasertib + Lapatinib,AKT_inhibitors,EGFR_inhibitors,AKT_inhibitors + EGFR_inhibitors,['AKT1'],"['ERBB2', 'EGFR']","['AKT1'] + ['ERBB2', 'EGFR']"
275,Capivasertib,Neratinib,SNU-81,2.553595083,PD_01,PD_04,PD_01-PD_04,Capivasertib + Neratinib,AKT_inhibitors,EGFR_inhibitors,AKT_inhibitors + EGFR_inhibitors,['AKT1'],"['ERBB2', 'EGFR']","['AKT1'] + ['ERBB2', 'EGFR']"
276,Everolimus,Capivasertib,SNU-81,-5.687021765,PD_03,PD_01,PD_03-PD_01,Everolimus + Capivasertib,mTOR_inhibitors,AKT_inhibitors,mTOR_inhibitors + AKT_inhibitors,"['mTOR_c2', 'mTOR_c1']",['AKT1'],"['mTOR_c2', 'mTOR_c1'] + ['AKT1']"
277,Everolimus,Ipatasertib,SNU-81,-9.687624732,PD_03,PD_01,PD_03-PD_01,Everolimus + Ipatasertib,mTOR_inhibitors,AKT_inhibitors,mTOR_inhibitors + AKT_inhibitors,"['mTOR_c2', 'mTOR_c1']",['AKT1'],"['mTOR_c2', 'mTOR_c1'] + ['AKT1']"
278,Everolimus,Lapatinib,SNU-81,-5.510117497,PD_03,PD_04,PD_03-PD_04,Everolimus + Lapatinib,mTOR_inhibitors,EGFR_inhibitors,mTOR_inhibitors + EGFR_inhibitors,"['mTOR_c2', 'mTOR_c1']","['ERBB2', 'EGFR']","['mTOR_c2', 'mTOR_c1'] + ['ERBB2', 'EGFR']"
279,Everolimus,Navitoclax,SNU-81,1.904378409,PD_03,PD_09,PD_03-PD_09,Everolimus + Navitoclax,mTOR_inhibitors,BCL2L1_inhibitors,mTOR_inhibitors + BCL2L1_inhibitors,"['mTOR_c2', 'mTOR_c1']","['BCL2L1', 'BCL2']","['mTOR_c2', 'mTOR_c1'] + ['BCL2L1', 'BCL2']"
280,Everolimus,Neratinib,SNU-81,-11.59564182,PD_03,PD_04,PD_03-PD_04,Everolimus + Neratinib,mTOR_inhibitors,EGFR_inhibitors,mTOR_inhibitors + EGFR_inhibitors,"['mTOR_c2', 'mTOR_c1']","['ERBB2', 'EGFR']","['mTOR_c2', 'mTOR_c1'] + ['ERBB2', 'EGFR']"
281,Everolimus,Obatoclax Mesylate,SNU-81,2.36234715,PD_03,PD_10,PD_03-PD_10,Everolimus + Obatoclax Mesylate,mTOR_inhibitors,BCL2_inhibitors,mTOR_inhibitors + BCL2_inhibitors,"['mTOR_c2', 'mTOR_c1']",['BCL2'],"['mTOR_c2', 'mTOR_c1'] + ['BCL2']"
282,Everolimus,oxaliplatin,SNU-81,-15.55621155,PD_03,,PD_03-nan,Everolimus + oxaliplatin,mTOR_inhibitors,,,"['mTOR_c2', 'mTOR_c1']",,
283,Everolimus,Palbociclib,SNU-81,-1.444915494,PD_03,PD_08,PD_03-PD_08,Everolimus + Palbociclib,mTOR_inhibitors,CyclinD_inhibitors,mTOR_inhibitors + CyclinD_inhibitors,"['mTOR_c2', 'mTOR_c1']","['CCND1', 'CyclinD_CDK4_6', 'CyclinE_CDK2']","['mTOR_c2', 'mTOR_c1'] + ['CCND1', 'CyclinD_CDK4_6', 'CyclinE_CDK2']"
284,Everolimus,SN-38,SNU-81,-13.38811996,PD_03,,PD_03-nan,Everolimus + SN-38,mTOR_inhibitors,,,"['mTOR_c2', 'mTOR_c1']",,
285,Everolimus,Ulixertinib,SNU-81,-3.299148398,PD_03,PD_11,PD_03-PD_11,Everolimus + Ulixertinib,mTOR_inhibitors,ERK_inhibitors,mTOR_inhibitors + ERK_inhibitors,"['mTOR_c2', 'mTOR_c1']",['ERK_f'],"['mTOR_c2', 'mTOR_c1'] + ['ERK_f']"
286,Ipatasertib,Lapatinib,SNU-81,-2.28931559,PD_01,PD_04,PD_01-PD_04,Ipatasertib + Lapatinib,AKT_inhibitors,EGFR_inhibitors,AKT_inhibitors + EGFR_inhibitors,['AKT1'],"['ERBB2', 'EGFR']","['AKT1'] + ['ERBB2', 'EGFR']"
287,Ipatasertib,Neratinib,SNU-81,-5.701379046,PD_01,PD_04,PD_01-PD_04,Ipatasertib + Neratinib,AKT_inhibitors,EGFR_inhibitors,AKT_inhibitors + EGFR_inhibitors,['AKT1'],"['ERBB2', 'EGFR']","['AKT1'] + ['ERBB2', 'EGFR']"
288,PF 477736,MK-1775 (Advosertib),SNU-81,6.052981493,PD_02,PD_06,PD_02-PD_06,PF 477736 + MK-1775 (Advosertib),CHK1_inhibitors,Wee1_inhibitors,CHK1_inhibitors + Wee1_inhibitors,"['CHEK1', 'CHEK2']","['WEE1', 'PLK1']","['CHEK1', 'CHEK2'] + ['WEE1', 'PLK1']"
289,PF 477736,Niraparib,SNU-81,-5.408335555,PD_02,PD_05,PD_02-PD_05,PF 477736 + Niraparib,CHK1_inhibitors,PARP_inhibitors,CHK1_inhibitors + PARP_inhibitors,"['CHEK1', 'CHEK2']",['PARP1'],"['CHEK1', 'CHEK2'] + ['PARP1']"
290,PF 477736,Olaparib,SNU-81,-3.288187262,PD_02,PD_05,PD_02-PD_05,PF 477736 + Olaparib,CHK1_inhibitors,PARP_inhibitors,CHK1_inhibitors + PARP_inhibitors,"['CHEK1', 'CHEK2']",['PARP1'],"['CHEK1', 'CHEK2'] + ['PARP1']"
291,PF 477736,Palbociclib,SNU-81,-10.80766265,PD_02,PD_08,PD_02-PD_08,PF 477736 + Palbociclib,CHK1_inhibitors,CyclinD_inhibitors,CHK1_inhibitors + CyclinD_inhibitors,"['CHEK1', 'CHEK2']","['CCND1', 'CyclinD_CDK4_6', 'CyclinE_CDK2']","['CHEK1', 'CHEK2'] + ['CCND1', 'CyclinD_CDK4_6', 'CyclinE_CDK2']"
292,PF 477736,PF-3644022,SNU-81,-4.449104567,PD_02,PD_07,PD_02-PD_07,PF 477736 + PF-3644022,CHK1_inhibitors,MK2_inhibitors,CHK1_inhibitors + MK2_inhibitors,"['CHEK1', 'CHEK2']",['MAPKAPK2'],"['CHEK1', 'CHEK2'] + ['MAPKAPK2']"
293,Prexasertib,MK-1775 (Advosertib),SNU-81,7.479519667,PD_02,PD_06,PD_02-PD_06,Prexasertib + MK-1775 (Advosertib),CHK1_inhibitors,Wee1_inhibitors,CHK1_inhibitors + Wee1_inhibitors,"['CHEK1', 'CHEK2']","['WEE1', 'PLK1']","['CHEK1', 'CHEK2'] + ['WEE1', 'PLK1']"
294,Prexasertib,Niraparib,SNU-81,-2.78490395,PD_02,PD_05,PD_02-PD_05,Prexasertib + Niraparib,CHK1_inhibitors,PARP_inhibitors,CHK1_inhibitors + PARP_inhibitors,"['CHEK1', 'CHEK2']",['PARP1'],"['CHEK1', 'CHEK2'] + ['PARP1']"
295,Prexasertib,Olaparib,SNU-81,-6.841075644,PD_02,PD_05,PD_02-PD_05,Prexasertib + Olaparib,CHK1_inhibitors,PARP_inhibitors,CHK1_inhibitors + PARP_inhibitors,"['CHEK1', 'CHEK2']",['PARP1'],"['CHEK1', 'CHEK2'] + ['PARP1']"
296,Prexasertib,Palbociclib,SNU-81,-11.78669138,PD_02,PD_08,PD_02-PD_08,Prexasertib + Palbociclib,CHK1_inhibitors,CyclinD_inhibitors,CHK1_inhibitors + CyclinD_inhibitors,"['CHEK1', 'CHEK2']","['CCND1', 'CyclinD_CDK4_6', 'CyclinE_CDK2']","['CHEK1', 'CHEK2'] + ['CCND1', 'CyclinD_CDK4_6', 'CyclinE_CDK2']"
297,Prexasertib,PF-3644022,SNU-81,-4.335453819,PD_02,PD_07,PD_02-PD_07,Prexasertib + PF-3644022,CHK1_inhibitors,MK2_inhibitors,CHK1_inhibitors + MK2_inhibitors,"['CHEK1', 'CHEK2']",['MAPKAPK2'],"['CHEK1', 'CHEK2'] + ['MAPKAPK2']"
298,Torin 1,Capivasertib,SNU-81,-9.007970669,PD_03,PD_01,PD_03-PD_01,Torin 1 + Capivasertib,mTOR_inhibitors,AKT_inhibitors,mTOR_inhibitors + AKT_inhibitors,"['mTOR_c2', 'mTOR_c1']",['AKT1'],"['mTOR_c2', 'mTOR_c1'] + ['AKT1']"
299,Torin 1,Ipatasertib,SNU-81,-11.38976721,PD_03,PD_01,PD_03-PD_01,Torin 1 + Ipatasertib,mTOR_inhibitors,AKT_inhibitors,mTOR_inhibitors + AKT_inhibitors,"['mTOR_c2', 'mTOR_c1']",['AKT1'],"['mTOR_c2', 'mTOR_c1'] + ['AKT1']"
300,Torin 1,Lapatinib,SNU-81,-7.351746452,PD_03,PD_04,PD_03-PD_04,Torin 1 + Lapatinib,mTOR_inhibitors,EGFR_inhibitors,mTOR_inhibitors + EGFR_inhibitors,"['mTOR_c2', 'mTOR_c1']","['ERBB2', 'EGFR']","['mTOR_c2', 'mTOR_c1'] + ['ERBB2', 'EGFR']"
301,Torin 1,Navitoclax,SNU-81,1.195208278,PD_03,PD_09,PD_03-PD_09,Torin 1 + Navitoclax,mTOR_inhibitors,BCL2L1_inhibitors,mTOR_inhibitors + BCL2L1_inhibitors,"['mTOR_c2', 'mTOR_c1']","['BCL2L1', 'BCL2']","['mTOR_c2', 'mTOR_c1'] + ['BCL2L1', 'BCL2']"
302,Torin 1,Neratinib,SNU-81,-7.717935303,PD_03,PD_04,PD_03-PD_04,Torin 1 + Neratinib,mTOR_inhibitors,EGFR_inhibitors,mTOR_inhibitors + EGFR_inhibitors,"['mTOR_c2', 'mTOR_c1']","['ERBB2', 'EGFR']","['mTOR_c2', 'mTOR_c1'] + ['ERBB2', 'EGFR']"
303,Torin 1,Obatoclax Mesylate,SNU-81,4.496628967,PD_03,PD_10,PD_03-PD_10,Torin 1 + Obatoclax Mesylate,mTOR_inhibitors,BCL2_inhibitors,mTOR_inhibitors + BCL2_inhibitors,"['mTOR_c2', 'mTOR_c1']",['BCL2'],"['mTOR_c2', 'mTOR_c1'] + ['BCL2']"
304,Torin 1,oxaliplatin,SNU-81,-11.77376001,PD_03,,PD_03-nan,Torin 1 + oxaliplatin,mTOR_inhibitors,,,"['mTOR_c2', 'mTOR_c1']",,
305,Torin 1,Palbociclib,SNU-81,-3.113984157,PD_03,PD_08,PD_03-PD_08,Torin 1 + Palbociclib,mTOR_inhibitors,CyclinD_inhibitors,mTOR_inhibitors + CyclinD_inhibitors,"['mTOR_c2', 'mTOR_c1']","['CCND1', 'CyclinD_CDK4_6', 'CyclinE_CDK2']","['mTOR_c2', 'mTOR_c1'] + ['CCND1', 'CyclinD_CDK4_6', 'CyclinE_CDK2']"
306,Torin 1,SN-38,SNU-81,-14.86027364,PD_03,,PD_03-nan,Torin 1 + SN-38,mTOR_inhibitors,,,"['mTOR_c2', 'mTOR_c1']",,
307,Torin 1,Ulixertinib,SNU-81,-5.279451752,PD_03,PD_11,PD_03-PD_11,Torin 1 + Ulixertinib,mTOR_inhibitors,ERK_inhibitors,mTOR_inhibitors + ERK_inhibitors,"['mTOR_c2', 'mTOR_c1']",['ERK_f'],"['mTOR_c2', 'mTOR_c1'] + ['ERK_f']"
308,AZD-8055,Capivasertib,SW620,-5.876362947,PD_03,PD_01,PD_03-PD_01,AZD-8055 + Capivasertib,mTOR_inhibitors,AKT_inhibitors,mTOR_inhibitors + AKT_inhibitors,"['mTOR_c2', 'mTOR_c1']",['AKT1'],"['mTOR_c2', 'mTOR_c1'] + ['AKT1']"
309,AZD-8055,Ipatasertib,SW620,-11.84254778,PD_03,PD_01,PD_03-PD_01,AZD-8055 + Ipatasertib,mTOR_inhibitors,AKT_inhibitors,mTOR_inhibitors + AKT_inhibitors,"['mTOR_c2', 'mTOR_c1']",['AKT1'],"['mTOR_c2', 'mTOR_c1'] + ['AKT1']"
310,AZD-8055,Lapatinib,SW620,-13.57761201,PD_03,PD_04,PD_03-PD_04,AZD-8055 + Lapatinib,mTOR_inhibitors,EGFR_inhibitors,mTOR_inhibitors + EGFR_inhibitors,"['mTOR_c2', 'mTOR_c1']","['ERBB2', 'EGFR']","['mTOR_c2', 'mTOR_c1'] + ['ERBB2', 'EGFR']"
311,AZD-8055,Navitoclax,SW620,0.326634277,PD_03,PD_09,PD_03-PD_09,AZD-8055 + Navitoclax,mTOR_inhibitors,BCL2L1_inhibitors,mTOR_inhibitors + BCL2L1_inhibitors,"['mTOR_c2', 'mTOR_c1']","['BCL2L1', 'BCL2']","['mTOR_c2', 'mTOR_c1'] + ['BCL2L1', 'BCL2']"
312,AZD-8055,Neratinib,SW620,-3.792017386,PD_03,PD_04,PD_03-PD_04,AZD-8055 + Neratinib,mTOR_inhibitors,EGFR_inhibitors,mTOR_inhibitors + EGFR_inhibitors,"['mTOR_c2', 'mTOR_c1']","['ERBB2', 'EGFR']","['mTOR_c2', 'mTOR_c1'] + ['ERBB2', 'EGFR']"
313,AZD-8055,Obatoclax Mesylate,SW620,-7.343905453,PD_03,PD_10,PD_03-PD_10,AZD-8055 + Obatoclax Mesylate,mTOR_inhibitors,BCL2_inhibitors,mTOR_inhibitors + BCL2_inhibitors,"['mTOR_c2', 'mTOR_c1']",['BCL2'],"['mTOR_c2', 'mTOR_c1'] + ['BCL2']"
314,AZD-8055,oxaliplatin,SW620,-7.243527607,PD_03,,PD_03-nan,AZD-8055 + oxaliplatin,mTOR_inhibitors,,,"['mTOR_c2', 'mTOR_c1']",,
315,AZD-8055,Palbociclib,SW620,-9.323486282,PD_03,PD_08,PD_03-PD_08,AZD-8055 + Palbociclib,mTOR_inhibitors,CyclinD_inhibitors,mTOR_inhibitors + CyclinD_inhibitors,"['mTOR_c2', 'mTOR_c1']","['CCND1', 'CyclinD_CDK4_6', 'CyclinE_CDK2']","['mTOR_c2', 'mTOR_c1'] + ['CCND1', 'CyclinD_CDK4_6', 'CyclinE_CDK2']"
316,AZD-8055,SN-38,SW620,-10.12900291,PD_03,,PD_03-nan,AZD-8055 + SN-38,mTOR_inhibitors,,,"['mTOR_c2', 'mTOR_c1']",,
317,AZD-8055,Ulixertinib,SW620,-5.490145699,PD_03,PD_11,PD_03-PD_11,AZD-8055 + Ulixertinib,mTOR_inhibitors,ERK_inhibitors,mTOR_inhibitors + ERK_inhibitors,"['mTOR_c2', 'mTOR_c1']",['ERK_f'],"['mTOR_c2', 'mTOR_c1'] + ['ERK_f']"
318,Capivasertib,Lapatinib,SW620,-2.050543922,PD_01,PD_04,PD_01-PD_04,Capivasertib + Lapatinib,AKT_inhibitors,EGFR_inhibitors,AKT_inhibitors + EGFR_inhibitors,['AKT1'],"['ERBB2', 'EGFR']","['AKT1'] + ['ERBB2', 'EGFR']"
319,Capivasertib,Neratinib,SW620,-4.964857125,PD_01,PD_04,PD_01-PD_04,Capivasertib + Neratinib,AKT_inhibitors,EGFR_inhibitors,AKT_inhibitors + EGFR_inhibitors,['AKT1'],"['ERBB2', 'EGFR']","['AKT1'] + ['ERBB2', 'EGFR']"
320,Everolimus,Capivasertib,SW620,-4.471908902,PD_03,PD_01,PD_03-PD_01,Everolimus + Capivasertib,mTOR_inhibitors,AKT_inhibitors,mTOR_inhibitors + AKT_inhibitors,"['mTOR_c2', 'mTOR_c1']",['AKT1'],"['mTOR_c2', 'mTOR_c1'] + ['AKT1']"
321,Everolimus,Ipatasertib,SW620,-7.910203164,PD_03,PD_01,PD_03-PD_01,Everolimus + Ipatasertib,mTOR_inhibitors,AKT_inhibitors,mTOR_inhibitors + AKT_inhibitors,"['mTOR_c2', 'mTOR_c1']",['AKT1'],"['mTOR_c2', 'mTOR_c1'] + ['AKT1']"
322,Everolimus,Lapatinib,SW620,-18.15550649,PD_03,PD_04,PD_03-PD_04,Everolimus + Lapatinib,mTOR_inhibitors,EGFR_inhibitors,mTOR_inhibitors + EGFR_inhibitors,"['mTOR_c2', 'mTOR_c1']","['ERBB2', 'EGFR']","['mTOR_c2', 'mTOR_c1'] + ['ERBB2', 'EGFR']"
323,Everolimus,Navitoclax,SW620,-3.281104069,PD_03,PD_09,PD_03-PD_09,Everolimus + Navitoclax,mTOR_inhibitors,BCL2L1_inhibitors,mTOR_inhibitors + BCL2L1_inhibitors,"['mTOR_c2', 'mTOR_c1']","['BCL2L1', 'BCL2']","['mTOR_c2', 'mTOR_c1'] + ['BCL2L1', 'BCL2']"
324,Everolimus,Neratinib,SW620,-12.77377267,PD_03,PD_04,PD_03-PD_04,Everolimus + Neratinib,mTOR_inhibitors,EGFR_inhibitors,mTOR_inhibitors + EGFR_inhibitors,"['mTOR_c2', 'mTOR_c1']","['ERBB2', 'EGFR']","['mTOR_c2', 'mTOR_c1'] + ['ERBB2', 'EGFR']"
325,Everolimus,Obatoclax Mesylate,SW620,-4.152148989,PD_03,PD_10,PD_03-PD_10,Everolimus + Obatoclax Mesylate,mTOR_inhibitors,BCL2_inhibitors,mTOR_inhibitors + BCL2_inhibitors,"['mTOR_c2', 'mTOR_c1']",['BCL2'],"['mTOR_c2', 'mTOR_c1'] + ['BCL2']"
326,Everolimus,oxaliplatin,SW620,-16.78477929,PD_03,,PD_03-nan,Everolimus + oxaliplatin,mTOR_inhibitors,,,"['mTOR_c2', 'mTOR_c1']",,
327,Everolimus,Palbociclib,SW620,-11.99206597,PD_03,PD_08,PD_03-PD_08,Everolimus + Palbociclib,mTOR_inhibitors,CyclinD_inhibitors,mTOR_inhibitors + CyclinD_inhibitors,"['mTOR_c2', 'mTOR_c1']","['CCND1', 'CyclinD_CDK4_6', 'CyclinE_CDK2']","['mTOR_c2', 'mTOR_c1'] + ['CCND1', 'CyclinD_CDK4_6', 'CyclinE_CDK2']"
328,Everolimus,SN-38,SW620,-12.21276182,PD_03,,PD_03-nan,Everolimus + SN-38,mTOR_inhibitors,,,"['mTOR_c2', 'mTOR_c1']",,
329,Everolimus,Ulixertinib,SW620,-7.991102142,PD_03,PD_11,PD_03-PD_11,Everolimus + Ulixertinib,mTOR_inhibitors,ERK_inhibitors,mTOR_inhibitors + ERK_inhibitors,"['mTOR_c2', 'mTOR_c1']",['ERK_f'],"['mTOR_c2', 'mTOR_c1'] + ['ERK_f']"
330,Ipatasertib,Lapatinib,SW620,-1.056416653,PD_01,PD_04,PD_01-PD_04,Ipatasertib + Lapatinib,AKT_inhibitors,EGFR_inhibitors,AKT_inhibitors + EGFR_inhibitors,['AKT1'],"['ERBB2', 'EGFR']","['AKT1'] + ['ERBB2', 'EGFR']"
331,Ipatasertib,Neratinib,SW620,-13.71747088,PD_01,PD_04,PD_01-PD_04,Ipatasertib + Neratinib,AKT_inhibitors,EGFR_inhibitors,AKT_inhibitors + EGFR_inhibitors,['AKT1'],"['ERBB2', 'EGFR']","['AKT1'] + ['ERBB2', 'EGFR']"
332,PF 477736,MK-1775 (Advosertib),SW620,3.955687148,PD_02,PD_06,PD_02-PD_06,PF 477736 + MK-1775 (Advosertib),CHK1_inhibitors,Wee1_inhibitors,CHK1_inhibitors + Wee1_inhibitors,"['CHEK1', 'CHEK2']","['WEE1', 'PLK1']","['CHEK1', 'CHEK2'] + ['WEE1', 'PLK1']"
333,PF 477736,Niraparib,SW620,3.331719868,PD_02,PD_05,PD_02-PD_05,PF 477736 + Niraparib,CHK1_inhibitors,PARP_inhibitors,CHK1_inhibitors + PARP_inhibitors,"['CHEK1', 'CHEK2']",['PARP1'],"['CHEK1', 'CHEK2'] + ['PARP1']"
334,PF 477736,Olaparib,SW620,-10.84154923,PD_02,PD_05,PD_02-PD_05,PF 477736 + Olaparib,CHK1_inhibitors,PARP_inhibitors,CHK1_inhibitors + PARP_inhibitors,"['CHEK1', 'CHEK2']",['PARP1'],"['CHEK1', 'CHEK2'] + ['PARP1']"
335,PF 477736,Palbociclib,SW620,-9.07663928,PD_02,PD_08,PD_02-PD_08,PF 477736 + Palbociclib,CHK1_inhibitors,CyclinD_inhibitors,CHK1_inhibitors + CyclinD_inhibitors,"['CHEK1', 'CHEK2']","['CCND1', 'CyclinD_CDK4_6', 'CyclinE_CDK2']","['CHEK1', 'CHEK2'] + ['CCND1', 'CyclinD_CDK4_6', 'CyclinE_CDK2']"
336,PF 477736,PF-3644022,SW620,-16.95028805,PD_02,PD_07,PD_02-PD_07,PF 477736 + PF-3644022,CHK1_inhibitors,MK2_inhibitors,CHK1_inhibitors + MK2_inhibitors,"['CHEK1', 'CHEK2']",['MAPKAPK2'],"['CHEK1', 'CHEK2'] + ['MAPKAPK2']"
337,Prexasertib,MK-1775 (Advosertib),SW620,8.414530295,PD_02,PD_06,PD_02-PD_06,Prexasertib + MK-1775 (Advosertib),CHK1_inhibitors,Wee1_inhibitors,CHK1_inhibitors + Wee1_inhibitors,"['CHEK1', 'CHEK2']","['WEE1', 'PLK1']","['CHEK1', 'CHEK2'] + ['WEE1', 'PLK1']"
338,Prexasertib,Niraparib,SW620,-0.126429631,PD_02,PD_05,PD_02-PD_05,Prexasertib + Niraparib,CHK1_inhibitors,PARP_inhibitors,CHK1_inhibitors + PARP_inhibitors,"['CHEK1', 'CHEK2']",['PARP1'],"['CHEK1', 'CHEK2'] + ['PARP1']"
339,Prexasertib,Olaparib,SW620,-11.4155131,PD_02,PD_05,PD_02-PD_05,Prexasertib + Olaparib,CHK1_inhibitors,PARP_inhibitors,CHK1_inhibitors + PARP_inhibitors,"['CHEK1', 'CHEK2']",['PARP1'],"['CHEK1', 'CHEK2'] + ['PARP1']"
340,Prexasertib,Palbociclib,SW620,-18.97975747,PD_02,PD_08,PD_02-PD_08,Prexasertib + Palbociclib,CHK1_inhibitors,CyclinD_inhibitors,CHK1_inhibitors + CyclinD_inhibitors,"['CHEK1', 'CHEK2']","['CCND1', 'CyclinD_CDK4_6', 'CyclinE_CDK2']","['CHEK1', 'CHEK2'] + ['CCND1', 'CyclinD_CDK4_6', 'CyclinE_CDK2']"
