Perturbation	Synergies	Non-synergies
[PD_03]-[PD_08]	43	103
[PD_02]-[PD_07]	6	144
[PD_02]-[PD_08]	12	137
[PD_01]-[PD_04]	12	19
[PD_02]-[PD_06]	0	150
[PD_02]-[PD_05]	0	150
[PD_01]-[PD_03]	0	81
[PD_03]-[PD_10]	27	120
[PD_03]-[PD_09]	39	108
[PD_03]-[PD_04]	12	86
[PD_03]-[PD_11]	52	89
