Perturbation	Ensemble average response
[PD_01]	1.6294346010781886
[PD_02]	1.3372813257677802
[PD_03]	1.3404996674636314
[PD_04]	1.9444443766276043
[PD_05]	1.308423466152615
[PD_06]	1.34594906700982
[PD_07]	0.2322553735030325
[PD_08]	1.7272648111979167
[PD_09]	2.0
[PD_10]	1.0
[PD_11]	0.0
[PD_12]	1.8752779134114583
[PD_13]	0.8143176392420827
[PD_14]	2.0
[PD_15]	1.3705555216471355
[PD_16]	0.0
[PD_17]	1.8566666666666667
[PD_18]	1.9783333333333333
[PD_19]	1.955681818181818
[PD_20]	1.031772585680885
[PD_21]	1.031772585680885
[PD_01]-[PD_02]	1.3372813257677802
[PD_01]-[PD_03]	1.3404996674636314
[PD_01]-[PD_04]	1.5616839649231453
[PD_01]-[PD_05]	0.6882650913336338
[PD_01]-[PD_06]	1.34594906700982
[PD_01]-[PD_07]	-0.09150910600323543
[PD_01]-[PD_08]	1.3372813257677802
[PD_01]-[PD_09]	1.6284183409155868
[PD_01]-[PD_10]	0.7145233154296875
[PD_01]-[PD_11]	-0.22999999523162842
[PD_01]-[PD_12]	1.4026698450888357
[PD_01]-[PD_13]	0.5115176255140848
[PD_01]-[PD_14]	1.640289306640625
[PD_01]-[PD_15]	1.0035619968321265
[PD_01]-[PD_16]	-0.20262096774193547
[PD_01]-[PD_17]	1.5026795171922254
[PD_01]-[PD_18]	1.6218841306624874
[PD_01]-[PD_19]	1.5417112462660845
[PD_01]-[PD_20]	0.3066856816129864
[PD_01]-[PD_21]	0.3066856456252764
[PD_02]-[PD_03]	1.3267065640153557
[PD_02]-[PD_04]	1.297051475787985
[PD_02]-[PD_05]	0.3180549928805972
[PD_02]-[PD_06]	1.34594906700982
[PD_02]-[PD_07]	-0.4638530985514323
[PD_02]-[PD_08]	1.3372813257677802
[PD_02]-[PD_09]	1.3372813257677802
[PD_02]-[PD_10]	0.4831818153118265
[PD_02]-[PD_11]	-0.28861004597431905
[PD_02]-[PD_12]	1.1367561653868792
[PD_02]-[PD_13]	0.3212452066355738
[PD_02]-[PD_14]	1.335736788236178
[PD_02]-[PD_15]	0.7323128009664601
[PD_02]-[PD_16]	-0.3811643940128692
[PD_02]-[PD_17]	1.245869466703232
[PD_02]-[PD_18]	1.2929016531330266
[PD_02]-[PD_19]	1.1605072715065696
[PD_02]-[PD_20]	0.032501355113599126
[PD_02]-[PD_21]	0.032501355113599126
[PD_03]-[PD_04]	1.2864767140355604
[PD_03]-[PD_05]	0.3177315116728712
[PD_03]-[PD_06]	1.332060178120931
[PD_03]-[PD_07]	-0.4249985504150391
[PD_03]-[PD_08]	1.3267065640153557
[PD_03]-[PD_09]	1.3404996674636314
[PD_03]-[PD_10]	0.4795036579000539
[PD_03]-[PD_11]	-0.28861004597431905
[PD_03]-[PD_12]	1.1236282766681829
[PD_03]-[PD_13]	0.31503829956054685
[PD_03]-[PD_14]	1.3369022182651333
[PD_03]-[PD_15]	0.7335771231815733
[PD_03]-[PD_16]	-0.3828767227799925
[PD_03]-[PD_17]	1.2654225597642872
[PD_03]-[PD_18]	1.2860523380645335
[PD_03]-[PD_19]	1.1715678821910511
[PD_03]-[PD_20]	0.045855122124588726
[PD_03]-[PD_21]	0.045855122124588726
[PD_04]-[PD_05]	1.2699303097195096
[PD_04]-[PD_06]	1.3077546225653753
[PD_04]-[PD_07]	0.14904321177621907
[PD_04]-[PD_08]	1.6994869995117188
[PD_04]-[PD_09]	1.9444443766276043
[PD_04]-[PD_10]	0.9744444783528646
[PD_04]-[PD_11]	0.0
[PD_04]-[PD_12]	1.8157222493489584
[PD_04]-[PD_13]	0.7841162969602035
[PD_04]-[PD_14]	1.9429223047543878
[PD_04]-[PD_15]	1.297222188313802
[PD_04]-[PD_16]	-0.025555556615193684
[PD_04]-[PD_17]	1.7626668294270833
[PD_04]-[PD_18]	1.9227777099609376
[PD_04]-[PD_19]	1.8878786954012785
[PD_04]-[PD_20]	1.0000100240220118
[PD_04]-[PD_21]	1.0000100240220118
[PD_05]-[PD_06]	0.31649089019570575
[PD_05]-[PD_07]	0.2322553735030325
[PD_05]-[PD_08]	0.858600362141927
[PD_05]-[PD_09]	1.227280404832628
[PD_05]-[PD_10]	0.4737531873914931
[PD_05]-[PD_11]	0.3771126195004112
[PD_05]-[PD_12]	1.1335435443454318
[PD_05]-[PD_13]	0.37890150163557146
[PD_05]-[PD_14]	1.3096649169921875
[PD_05]-[PD_15]	0.8534854253133138
[PD_05]-[PD_16]	-0.42888641357421875
[PD_05]-[PD_17]	1.223833401997884
[PD_05]-[PD_18]	1.2426905102199979
[PD_05]-[PD_19]	1.2566359266102742
[PD_05]-[PD_20]	1.0317726970589074
[PD_05]-[PD_21]	1.0317726970589074
[PD_06]-[PD_07]	-0.46458132955051906
[PD_06]-[PD_08]	1.34594906700982
[PD_06]-[PD_09]	1.34594906700982
[PD_06]-[PD_10]	0.512731499142117
[PD_06]-[PD_11]	-0.29504502786172404
[PD_06]-[PD_12]	1.1745434068653682
[PD_06]-[PD_13]	0.3144675890604655
[PD_06]-[PD_14]	1.344483603893871
[PD_06]-[PD_15]	0.7457175784640842
[PD_06]-[PD_16]	-0.3652641871204115
[PD_06]-[PD_17]	1.3219259601749787
[PD_06]-[PD_18]	1.329223737324754
[PD_06]-[PD_19]	1.161969687721946
[PD_06]-[PD_20]	0.044852315163125794
[PD_06]-[PD_21]	0.044852315163125794
[PD_07]-[PD_08]	0.10938769022623698
[PD_07]-[PD_09]	0.07171906922992907
[PD_07]-[PD_10]	-0.21131999367161802
[PD_07]-[PD_11]	0.23225539358038652
[PD_07]-[PD_12]	-0.006625853086772718
[PD_07]-[PD_13]	-0.3850549798262747
[PD_07]-[PD_14]	0.2635548089140205
[PD_07]-[PD_15]	-0.06666269804302015
[PD_07]-[PD_16]	-0.987179886667352
[PD_07]-[PD_17]	0.23225539358038652
[PD_07]-[PD_18]	0.1692729949951172
[PD_07]-[PD_19]	0.23225539358038652
[PD_07]-[PD_20]	0.23225539358038652
[PD_07]-[PD_21]	0.23225539358038652
[PD_08]-[PD_09]	1.7322648111979166
[PD_08]-[PD_10]	0.8326587422688803
[PD_08]-[PD_11]	0.7024285888671875
[PD_08]-[PD_12]	1.603550516764323
[PD_08]-[PD_13]	0.6190660603841146
[PD_08]-[PD_14]	1.7272623282711521
[PD_08]-[PD_15]	1.1452257283528646
[PD_08]-[PD_16]	-0.13111905415852865
[PD_08]-[PD_17]	1.6268570963541666
[PD_08]-[PD_18]	1.6768889363606772
[PD_08]-[PD_19]	1.5917882998127582
[PD_08]-[PD_20]	0.6741505432128906
[PD_08]-[PD_21]	0.6741505432128906
[PD_09]-[PD_10]	1.0
[PD_09]-[PD_11]	0.0
[PD_09]-[PD_12]	1.8677779134114583
[PD_09]-[PD_13]	0.8120805369127517
[PD_09]-[PD_14]	2.0
[PD_09]-[PD_15]	1.367222188313802
[PD_09]-[PD_16]	0.0
[PD_09]-[PD_17]	1.85
[PD_09]-[PD_18]	1.9783333333333333
[PD_09]-[PD_19]	1.9522727272727274
[PD_09]-[PD_20]	0.9412258176037865
[PD_09]-[PD_21]	0.9412258176037865
[PD_10]-[PD_11]	0.0
[PD_10]-[PD_12]	0.9252777099609375
[PD_10]-[PD_13]	-0.1856823351559223
[PD_10]-[PD_14]	1.0
[PD_10]-[PD_15]	0.3705555470784505
[PD_10]-[PD_16]	0.0
[PD_10]-[PD_17]	0.89
[PD_10]-[PD_18]	0.9983333333333333
[PD_10]-[PD_19]	0.9568181818181818
[PD_10]-[PD_20]	0.24664245382712705
[PD_10]-[PD_21]	0.24664245382712705
[PD_11]-[PD_12]	0.0
[PD_11]-[PD_13]	0.0
[PD_11]-[PD_14]	0.0
[PD_11]-[PD_15]	0.0
[PD_11]-[PD_16]	0.0
[PD_11]-[PD_17]	0.0
[PD_11]-[PD_18]	0.0
[PD_11]-[PD_19]	0.0
[PD_11]-[PD_20]	0.3771126195004112
[PD_11]-[PD_21]	0.37711257934570314
[PD_12]-[PD_13]	0.7030555216471354
[PD_12]-[PD_14]	1.8752779134114583
[PD_12]-[PD_15]	1.257420654296875
[PD_12]-[PD_16]	-0.0580555534362793
[PD_12]-[PD_17]	1.836944580078125
[PD_12]-[PD_18]	1.8752779134114583
[PD_12]-[PD_19]	1.8197043678977274
[PD_12]-[PD_20]	0.8705348550838276
[PD_12]-[PD_21]	0.8705348550838276
[PD_13]-[PD_14]	0.8105022482676049
[PD_13]-[PD_15]	0.8143176392420827
[PD_13]-[PD_16]	-1.1911111450195313
[PD_13]-[PD_17]	0.7505555216471355
[PD_13]-[PD_18]	0.7838888549804688
[PD_13]-[PD_19]	0.6601682190501362
[PD_13]-[PD_20]	0.22792111149540653
[PD_13]-[PD_21]	0.22792111149540653
[PD_14]-[PD_15]	1.3601597825141802
[PD_14]-[PD_16]	0.0
[PD_14]-[PD_17]	1.857471124057112
[PD_14]-[PD_18]	1.9783333333333333
[PD_14]-[PD_19]	1.9540094339622642
