Perturbation	Synergies	Non-synergies
[PD_03]-[PD_08]	28	122
[PD_02]-[PD_07]	6	144
[PD_02]-[PD_08]	7	143
[PD_01]-[PD_04]	0	0
[PD_02]-[PD_06]	3	147
[PD_02]-[PD_05]	0	150
[PD_01]-[PD_03]	0	147
[PD_03]-[PD_10]	21	129
[PD_03]-[PD_09]	26	124
[PD_03]-[PD_04]	0	0
[PD_03]-[PD_11]	62	73
