Perturbation	Synergies	Non-synergies
[PD_03]-[PD_08]	32	91
[PD_02]-[PD_07]	2	145
[PD_02]-[PD_08]	4	146
[PD_01]-[PD_04]	21	8
[PD_02]-[PD_06]	0	150
[PD_02]-[PD_05]	0	150
[PD_01]-[PD_03]	2	106
[PD_03]-[PD_10]	22	101
[PD_03]-[PD_09]	27	96
[PD_03]-[PD_04]	10	31
[PD_03]-[PD_11]	34	86
