Perturbation	Excess
PD_01_PD_06	0.0
PD_01_PD_14	2.220446049250313e-16
PD_02_PD_05	-0.03530670197393104
PD_02_PD_07	-0.048300775409790275
PD_02_PD_12	-0.04893233310283296
PD_02_PD_15	-0.06918114036534306
PD_03_PD_15	3.919976898636435e-09
PD_04_PD_12	1.0877880871618117e-06
PD_04_PD_14	2.220446049250313e-16
PD_04_PD_15	5.456448685103865e-07
PD_06_PD_14	2.220446049250313e-16
PD_07_PD_09	-2.8762085935163384e-06
PD_07_PD_10	-0.06458378740791004
PD_07_PD_11	-1.6400854734310855e-06
PD_07_PD_12	-0.00019871671108340205
PD_07_PD_13	-2.8660382210832225e-06
PD_07_PD_15	-3.278643310367091e-05
PD_07_PD_16	-3.3304496653951965e-05
PD_07_PD_17	-8.745210286043026e-06
PD_07_PD_20	-1.1311661340940304e-07
PD_08_PD_14	0.009922778754023698
PD_10_PD_12	7.183961535650596e-07
PD_10_PD_15	-0.538150443700075
PD_10_PD_19	-0.04613398232166621
PD_11_PD_12	-2.5244089251197366e-06
PD_11_PD_15	-1.300109495394608e-06
PD_12_PD_14	1.1265906917357071e-06
PD_12_PD_15	-0.028871708553799613
PD_12_PD_17	-4.663501045887308e-06
PD_12_PD_19	-0.0006119296188534795
PD_12_PD_20	-3.686260098278993e-07
PD_15_PD_17	-9.841690020939708e-06
PD_15_PD_18	5.656233861284221e-07
PD_15_PD_20	-1.9511344107048245e-07
