Perturbation	Ensemble average response
[PD_01]	1.0349239773220487
[PD_02]	1.9452591959635417
[PD_03]	1.6881092350657394
[PD_04]	2.0
[PD_05]	1.9813334147135417
[PD_06]	1.8723704020182292
[PD_07]	1.9495463468590561
[PD_08]	0.8233333333333334
[PD_09]	0.7797197977701823
[PD_10]	1.488458760579427
[PD_11]	1.2639579513446004
[PD_03]-[PD_08]	0.5948896950822535
[PD_02]-[PD_07]	1.899497273763021
[PD_02]-[PD_08]	0.8020740254720052
[PD_01]-[PD_04]	-0.18848237758729516
[PD_02]-[PD_06]	1.861926066080729
[PD_02]-[PD_05]	1.9457222493489583
[PD_01]-[PD_03]	1.03183760466399
[PD_03]-[PD_10]	1.1609256403232977
[PD_03]-[PD_09]	0.5428389262377731
[PD_03]-[PD_04]	1.1616957815069902
[PD_03]-[PD_11]	0.8450066630045573
