Perturbation	Excess
PD_01_PD_06	0.0
PD_01_PD_14	0.0
PD_02_PD_12	-0.03812909238867401
PD_02_PD_15	-0.05933186498408982
PD_03_PD_15	1.8895995879120164e-13
PD_04_PD_12	0.0036956015320593893
PD_04_PD_14	0.0
PD_04_PD_15	0.008250475625468767
PD_06_PD_14	0.0
PD_08_PD_14	0.021726663757729803
PD_10_PD_12	0.0029651911491818117
PD_10_PD_15	-0.6457598779468228
PD_10_PD_19	-0.058283908284618824
PD_11_PD_12	-0.004739835791532254
PD_11_PD_15	-0.019702804708687127
PD_12_PD_14	0.0023624482094056765
PD_12_PD_15	-0.07752182952539699
PD_12_PD_17	-0.00342749019071531
PD_12_PD_19	-0.03616974566790143
PD_12_PD_20	-0.0014567892489133483
PD_15_PD_17	-0.007392112868118472
PD_15_PD_18	0.016348791166539645
PD_15_PD_20	-0.0011048647308397053
