Perturbation	Synergies	Non-synergies
[PD_01]-[PD_03]	1	11
[PD_07]-[PD_08]	20	30
[PD_01]-[PD_07]	13	37
[PD_05]-[PD_12]	1	49
[PD_03]-[PD_06]	0	12
[PD_07]-[PD_10]	6	44
[PD_03]-[PD_07]	0	12
[PD_07]-[PD_12]	17	33
[PD_03]-[PD_05]	12	0
[PD_01]-[PD_08]	9	41
[PD_06]-[PD_07]	4	46
[PD_03]-[PD_09]	0	12
[PD_03]-[PD_08]	0	12
[PD_05]-[PD_07]	0	50
[PD_01]-[PD_02]	1	49
[PD_03]-[PD_10]	0	9
[PD_08]-[PD_10]	22	28
[PD_06]-[PD_08]	14	36
[PD_05]-[PD_08]	50	0
[PD_08]-[PD_11]	0	50
