,drug_combination,cell_line,synergy
574,MK-1775 + Pictilisib,HCT15,1.0
575,MK-2206 + OSI-027,HCT15,1.0
576,Navitoclax + Afatinib,HCT15,1.0
577,Navitoclax + Axitinib,HCT15,1.0
578,Navitoclax + Taselisib,HCT15,1.0
579,Navitoclax + Trametinib,HCT15,1.0
580,Nilotinib + Trametinib,HCT15,0.0
581,Olaparib + MK-1775,HCT15,0.0
582,Taselisib + Afatinib,HCT15,1.0
583,Taselisib + LGK974,HCT15,1.0
584,Taselisib + Linsitinib,HCT15,1.0
585,Taselisib + MK-2206,HCT15,0.0
586,Taselisib + Navitoclax,HCT15,1.0
587,Taselisib + OSI-027,HCT15,1.0
588,Taselisib + Olaparib,HCT15,1.0
589,Taselisib + Palbociclib,HCT15,1.0
590,Taselisib + Sapitinib,HCT15,1.0
591,Taselisib + Trametinib,HCT15,1.0
592,Trametinib + Afatinib,HCT15,1.0
593,Trametinib + LGK974,HCT15,1.0
594,Trametinib + Linsitinib,HCT15,1.0
595,Trametinib + MK-2206,HCT15,1.0
596,Trametinib + Navitoclax,HCT15,1.0
597,Trametinib + Olaparib,HCT15,0.0
598,Trametinib + Palbociclib,HCT15,1.0
599,Trametinib + Pictilisib,HCT15,1.0
600,Trametinib + SCH772984,HCT15,0.0
601,Trametinib + Taselisib,HCT15,1.0
602,AZD7762 + Cisplatin,HT29,1.0
603,AZD7762 + MK-1775,HT29,1.0
604,Lapatinib + Crizotinib,HT29,1.0
605,Lapatinib + Dabrafenib,HT29,1.0
606,Lapatinib + LGK974,HT29,1.0
607,Lapatinib + Linsitinib,HT29,1.0
608,Lapatinib + MK-2206,HT29,1.0
609,Lapatinib + Navitoclax,HT29,1.0
610,Lapatinib + PD173074,HT29,1.0
611,Lapatinib + Palbociclib,HT29,0.0
612,Lapatinib + Pictilisib,HT29,0.0
613,Lapatinib + Taselisib,HT29,1.0
614,Lapatinib + Trametinib,HT29,1.0
615,MK-1775 + Cisplatin,HT29,1.0
616,MK-1775 + Nutlin-3a (-),HT29,1.0
617,MK-1775 + Pictilisib,HT29,0.0
618,MK-2206 + OSI-027,HT29,1.0
619,Navitoclax + Afatinib,HT29,1.0
620,Navitoclax + Axitinib,HT29,1.0
621,Navitoclax + Taselisib,HT29,1.0
622,Navitoclax + Trametinib,HT29,1.0
623,Nilotinib + Trametinib,HT29,0.0
624,Olaparib + MK-1775,HT29,0.0
625,Taselisib + Afatinib,HT29,1.0
626,Taselisib + LGK974,HT29,1.0
627,Taselisib + Linsitinib,HT29,0.0
628,Taselisib + MK-2206,HT29,1.0
629,Taselisib + Navitoclax,HT29,1.0
630,Taselisib + OSI-027,HT29,0.0
631,Taselisib + Olaparib,HT29,1.0
632,Taselisib + Palbociclib,HT29,1.0
633,Taselisib + Sapitinib,HT29,1.0
634,Taselisib + Trametinib,HT29,1.0
635,Trametinib + Afatinib,HT29,1.0
636,Trametinib + LGK974,HT29,1.0
637,Trametinib + Linsitinib,HT29,0.0
638,Trametinib + MK-2206,HT29,1.0
639,Trametinib + Navitoclax,HT29,1.0
640,Trametinib + Olaparib,HT29,1.0
641,Trametinib + Palbociclib,HT29,0.0
642,Trametinib + Pictilisib,HT29,1.0
643,Trametinib + SCH772984,HT29,0.0
644,Trametinib + Taselisib,HT29,0.0
645,AZD7762 + Cisplatin,HT55,1.0
646,AZD7762 + MK-1775,HT55,1.0
647,Lapatinib + Crizotinib,HT55,1.0
648,Lapatinib + Dabrafenib,HT55,1.0
649,Lapatinib + LGK974,HT55,0.0
650,Lapatinib + Linsitinib,HT55,1.0
651,Lapatinib + MK-2206,HT55,1.0
652,Lapatinib + Navitoclax,HT55,1.0
653,Lapatinib + PD173074,HT55,1.0
654,Lapatinib + Palbociclib,HT55,1.0
655,Lapatinib + Pictilisib,HT55,1.0
656,Lapatinib + Taselisib,HT55,0.0
657,Lapatinib + Trametinib,HT55,0.0
658,MK-1775 + Cisplatin,HT55,1.0
659,MK-1775 + Nutlin-3a (-),HT55,1.0
660,MK-1775 + Pictilisib,HT55,1.0
661,MK-2206 + OSI-027,HT55,1.0
662,Navitoclax + Afatinib,HT55,1.0
663,Navitoclax + Axitinib,HT55,1.0
664,Navitoclax + Taselisib,HT55,1.0
665,Navitoclax + Trametinib,HT55,1.0
666,Nilotinib + Trametinib,HT55,1.0
667,Olaparib + MK-1775,HT55,1.0
668,Taselisib + Afatinib,HT55,1.0
669,Taselisib + LGK974,HT55,1.0
670,Taselisib + Linsitinib,HT55,0.0
671,Taselisib + MK-2206,HT55,0.0
672,Taselisib + Navitoclax,HT55,1.0
673,Taselisib + OSI-027,HT55,1.0
674,Taselisib + Olaparib,HT55,1.0
675,Taselisib + Palbociclib,HT55,1.0
676,Taselisib + Sapitinib,HT55,1.0
677,Taselisib + Trametinib,HT55,1.0
678,Trametinib + Afatinib,HT55,0.0
679,Trametinib + LGK974,HT55,0.0
680,Trametinib + Linsitinib,HT55,0.0
681,Trametinib + MK-2206,HT55,0.0
682,Trametinib + Navitoclax,HT55,1.0
683,Trametinib + Olaparib,HT55,1.0
684,Trametinib + Palbociclib,HT55,0.0
685,Trametinib + Pictilisib,HT55,1.0
686,Trametinib + SCH772984,HT55,0.0
687,Trametinib + Taselisib,HT55,0.0
688,AZD7762 + Cisplatin,KM12,1.0
689,AZD7762 + MK-1775,KM12,1.0
690,Lapatinib + Crizotinib,KM12,1.0
691,Lapatinib + Dabrafenib,KM12,1.0
692,Lapatinib + LGK974,KM12,0.0
693,Lapatinib + Linsitinib,KM12,1.0
694,Lapatinib + MK-2206,KM12,1.0
695,Lapatinib + Navitoclax,KM12,1.0
696,Lapatinib + PD173074,KM12,1.0
697,Lapatinib + Palbociclib,KM12,0.0
698,Lapatinib + Pictilisib,KM12,1.0
699,Lapatinib + Taselisib,KM12,0.0
700,Lapatinib + Trametinib,KM12,0.0
701,MK-1775 + Cisplatin,KM12,1.0
702,MK-1775 + Nutlin-3a (-),KM12,1.0
703,MK-1775 + Pictilisib,KM12,1.0
704,MK-2206 + OSI-027,KM12,0.0
705,Navitoclax + Afatinib,KM12,1.0
706,Navitoclax + Axitinib,KM12,1.0
707,Navitoclax + Taselisib,KM12,0.0
708,Navitoclax + Trametinib,KM12,1.0
709,Nilotinib + Trametinib,KM12,1.0
710,Olaparib + MK-1775,KM12,0.0
711,Taselisib + Afatinib,KM12,0.0
712,Taselisib + LGK974,KM12,1.0
713,Taselisib + Linsitinib,KM12,1.0
714,Taselisib + MK-2206,KM12,1.0
715,Taselisib + Navitoclax,KM12,0.0
716,Taselisib + OSI-027,KM12,0.0
717,Taselisib + Olaparib,KM12,0.0
718,Taselisib + Palbociclib,KM12,1.0
719,Taselisib + Sapitinib,KM12,0.0
720,Taselisib + Trametinib,KM12,1.0
721,Trametinib + Afatinib,KM12,0.0
722,Trametinib + LGK974,KM12,1.0
723,Trametinib + Linsitinib,KM12,1.0
724,Trametinib + MK-2206,KM12,1.0
725,Trametinib + Navitoclax,KM12,1.0
726,Trametinib + Olaparib,KM12,0.0
727,Trametinib + Palbociclib,KM12,0.0
728,Trametinib + Pictilisib,KM12,1.0
729,Trametinib + SCH772984,KM12,0.0
730,Trametinib + Taselisib,KM12,1.0
731,AZD7762 + Cisplatin,LOVO,1.0
732,AZD7762 + MK-1775,LOVO,1.0
733,Lapatinib + Crizotinib,LOVO,1.0
734,Lapatinib + Dabrafenib,LOVO,1.0
735,Lapatinib + LGK974,LOVO,0.0
736,Lapatinib + Linsitinib,LOVO,1.0
737,Lapatinib + MK-2206,LOVO,1.0
738,Lapatinib + Navitoclax,LOVO,1.0
739,Lapatinib + PD173074,LOVO,1.0
740,Lapatinib + Palbociclib,LOVO,1.0
741,Lapatinib + Pictilisib,LOVO,0.0
742,Lapatinib + Taselisib,LOVO,1.0
743,Lapatinib + Trametinib,LOVO,1.0
744,MK-1775 + Cisplatin,LOVO,1.0
745,MK-1775 + Nutlin-3a (-),LOVO,0.0
746,MK-1775 + Pictilisib,LOVO,1.0
747,MK-2206 + OSI-027,LOVO,1.0
748,Navitoclax + Afatinib,LOVO,1.0
749,Navitoclax + Axitinib,LOVO,1.0
750,Navitoclax + Taselisib,LOVO,1.0
751,Navitoclax + Trametinib,LOVO,1.0
752,Nilotinib + Trametinib,LOVO,1.0
753,Olaparib + MK-1775,LOVO,1.0
754,Taselisib + Afatinib,LOVO,1.0
755,Taselisib + LGK974,LOVO,1.0
756,Taselisib + Linsitinib,LOVO,1.0
757,Taselisib + MK-2206,LOVO,1.0
758,Taselisib + Navitoclax,LOVO,1.0
759,Taselisib + OSI-027,LOVO,1.0
760,Taselisib + Olaparib,LOVO,0.0
761,Taselisib + Palbociclib,LOVO,1.0
762,Taselisib + Sapitinib,LOVO,1.0
763,Taselisib + Trametinib,LOVO,1.0
764,Trametinib + Afatinib,LOVO,1.0
765,Trametinib + LGK974,LOVO,1.0
766,Trametinib + Linsitinib,LOVO,1.0
767,Trametinib + MK-2206,LOVO,1.0
768,Trametinib + Navitoclax,LOVO,1.0
769,Trametinib + Olaparib,LOVO,1.0
770,Trametinib + Palbociclib,LOVO,0.0
771,Trametinib + Pictilisib,LOVO,1.0
772,Trametinib + SCH772984,LOVO,0.0
773,Trametinib + Taselisib,LOVO,1.0
774,AZD7762 + Cisplatin,LS123,1.0
775,AZD7762 + MK-1775,LS123,1.0
776,Lapatinib + Crizotinib,LS123,1.0
777,Lapatinib + Dabrafenib,LS123,1.0
778,Lapatinib + LGK974,LS123,0.0
779,Lapatinib + Linsitinib,LS123,0.0
780,Lapatinib + MK-2206,LS123,0.0
781,Lapatinib + Navitoclax,LS123,1.0
782,Lapatinib + PD173074,LS123,1.0
783,Lapatinib + Palbociclib,LS123,0.0
784,Lapatinib + Pictilisib,LS123,1.0
785,Lapatinib + Taselisib,LS123,1.0
786,Lapatinib + Trametinib,LS123,1.0
787,MK-1775 + Cisplatin,LS123,1.0
788,MK-1775 + Nutlin-3a (-),LS123,1.0
789,MK-1775 + Pictilisib,LS123,0.0
790,MK-2206 + OSI-027,LS123,1.0
791,Navitoclax + Afatinib,LS123,1.0
792,Navitoclax + Axitinib,LS123,1.0
793,Navitoclax + Taselisib,LS123,1.0
794,Navitoclax + Trametinib,LS123,1.0
795,Nilotinib + Trametinib,LS123,0.0
796,Olaparib + MK-1775,LS123,1.0
797,Taselisib + Afatinib,LS123,1.0
798,Taselisib + LGK974,LS123,0.0
799,Taselisib + Linsitinib,LS123,1.0
800,Taselisib + MK-2206,LS123,1.0
801,Taselisib + Navitoclax,LS123,1.0
802,Taselisib + OSI-027,LS123,1.0
803,Taselisib + Olaparib,LS123,0.0
804,Taselisib + Palbociclib,LS123,1.0
805,Taselisib + Sapitinib,LS123,1.0
806,Taselisib + Trametinib,LS123,1.0
807,Trametinib + Afatinib,LS123,1.0
808,Trametinib + LGK974,LS123,0.0
809,Trametinib + Linsitinib,LS123,0.0
810,Trametinib + MK-2206,LS123,1.0
811,Trametinib + Navitoclax,LS123,1.0
812,Trametinib + Olaparib,LS123,0.0
813,Trametinib + Palbociclib,LS123,0.0
814,Trametinib + Pictilisib,LS123,1.0
815,Trametinib + SCH772984,LS123,0.0
816,Trametinib + Taselisib,LS123,1.0
817,AZD7762 + Cisplatin,LS180,1.0
818,AZD7762 + MK-1775,LS180,1.0
819,Lapatinib + Crizotinib,LS180,1.0
820,Lapatinib + Dabrafenib,LS180,0.0
821,Lapatinib + LGK974,LS180,0.0
822,Lapatinib + Linsitinib,LS180,1.0
823,Lapatinib + MK-2206,LS180,1.0
824,Lapatinib + Navitoclax,LS180,1.0
825,Lapatinib + PD173074,LS180,1.0
826,Lapatinib + Palbociclib,LS180,1.0
827,Lapatinib + Pictilisib,LS180,0.0
828,Lapatinib + Taselisib,LS180,1.0
829,Lapatinib + Trametinib,LS180,1.0
830,MK-1775 + Cisplatin,LS180,0.0
831,MK-1775 + Nutlin-3a (-),LS180,0.0
832,MK-1775 + Pictilisib,LS180,1.0
833,MK-2206 + OSI-027,LS180,1.0
834,Navitoclax + Afatinib,LS180,1.0
835,Navitoclax + Axitinib,LS180,1.0
836,Navitoclax + Taselisib,LS180,1.0
837,Navitoclax + Trametinib,LS180,1.0
838,Nilotinib + Trametinib,LS180,1.0
839,Olaparib + MK-1775,LS180,0.0
840,Taselisib + Afatinib,LS180,1.0
841,Taselisib + LGK974,LS180,1.0
842,Taselisib + Linsitinib,LS180,1.0
843,Taselisib + MK-2206,LS180,1.0
844,Taselisib + Navitoclax,LS180,1.0
845,Taselisib + OSI-027,LS180,1.0
846,Taselisib + Olaparib,LS180,1.0
847,Taselisib + Palbociclib,LS180,1.0
848,Taselisib + Sapitinib,LS180,1.0
849,Taselisib + Trametinib,LS180,1.0
850,Trametinib + Afatinib,LS180,1.0
851,Trametinib + LGK974,LS180,0.0
852,Trametinib + Linsitinib,LS180,1.0
853,Trametinib + MK-2206,LS180,1.0
854,Trametinib + Navitoclax,LS180,1.0
855,Trametinib + Olaparib,LS180,0.0
856,Trametinib + Palbociclib,LS180,1.0
857,Trametinib + Pictilisib,LS180,1.0
858,Trametinib + SCH772984,LS180,0.0
859,Trametinib + Taselisib,LS180,1.0
860,AZD7762 + Cisplatin,LS411N,1.0
861,AZD7762 + MK-1775,LS411N,1.0
862,Lapatinib + Crizotinib,LS411N,1.0
863,Lapatinib + Dabrafenib,LS411N,1.0
864,Lapatinib + LGK974,LS411N,0.0
865,Lapatinib + Linsitinib,LS411N,1.0
866,Lapatinib + MK-2206,LS411N,1.0
867,Lapatinib + Navitoclax,LS411N,1.0
868,Lapatinib + PD173074,LS411N,1.0
869,Lapatinib + Palbociclib,LS411N,0.0
870,Lapatinib + Pictilisib,LS411N,1.0
871,Lapatinib + Taselisib,LS411N,1.0
872,Lapatinib + Trametinib,LS411N,1.0
873,MK-1775 + Cisplatin,LS411N,1.0
874,MK-1775 + Nutlin-3a (-),LS411N,1.0
875,MK-1775 + Pictilisib,LS411N,1.0
876,MK-2206 + OSI-027,LS411N,1.0
877,Navitoclax + Afatinib,LS411N,1.0
878,Navitoclax + Axitinib,LS411N,1.0
879,Navitoclax + Taselisib,LS411N,1.0
880,Navitoclax + Trametinib,LS411N,1.0
881,Nilotinib + Trametinib,LS411N,1.0
882,Olaparib + MK-1775,LS411N,0.0
883,Taselisib + Afatinib,LS411N,0.0
884,Taselisib + LGK974,LS411N,1.0
885,Taselisib + Linsitinib,LS411N,1.0
886,Taselisib + MK-2206,LS411N,1.0
887,Taselisib + Navitoclax,LS411N,1.0
888,Taselisib + OSI-027,LS411N,1.0
889,Taselisib + Olaparib,LS411N,1.0
890,Taselisib + Palbociclib,LS411N,1.0
891,Taselisib + Sapitinib,LS411N,1.0
892,Taselisib + Trametinib,LS411N,1.0
893,Trametinib + Afatinib,LS411N,1.0
894,Trametinib + LGK974,LS411N,1.0
895,Trametinib + Linsitinib,LS411N,1.0
896,Trametinib + MK-2206,LS411N,1.0
897,Trametinib + Navitoclax,LS411N,1.0
898,Trametinib + Olaparib,LS411N,1.0
899,Trametinib + Palbociclib,LS411N,1.0
900,Trametinib + Pictilisib,LS411N,1.0
901,Trametinib + SCH772984,LS411N,0.0
902,Trametinib + Taselisib,LS411N,1.0
903,AZD7762 + Cisplatin,LS513,1.0
904,AZD7762 + MK-1775,LS513,1.0
905,Lapatinib + Crizotinib,LS513,1.0
906,Lapatinib + Dabrafenib,LS513,
907,Lapatinib + LGK974,LS513,
908,Lapatinib + Linsitinib,LS513,1.0
909,Lapatinib + MK-2206,LS513,0.0
910,Lapatinib + Navitoclax,LS513,1.0
911,Lapatinib + PD173074,LS513,1.0
912,Lapatinib + Palbociclib,LS513,0.0
913,Lapatinib + Pictilisib,LS513,1.0
914,Lapatinib + Taselisib,LS513,1.0
915,Lapatinib + Trametinib,LS513,1.0
916,MK-1775 + Cisplatin,LS513,1.0
917,MK-1775 + Nutlin-3a (-),LS513,
918,MK-1775 + Pictilisib,LS513,1.0
919,MK-2206 + OSI-027,LS513,1.0
920,Navitoclax + Afatinib,LS513,1.0
921,Navitoclax + Axitinib,LS513,1.0
922,Navitoclax + Taselisib,LS513,1.0
923,Navitoclax + Trametinib,LS513,1.0
924,Nilotinib + Trametinib,LS513,1.0
925,Olaparib + MK-1775,LS513,
926,Taselisib + Afatinib,LS513,1.0
927,Taselisib + LGK974,LS513,
928,Taselisib + Linsitinib,LS513,0.0
929,Taselisib + MK-2206,LS513,1.0
930,Taselisib + Navitoclax,LS513,1.0
931,Taselisib + OSI-027,LS513,1.0
932,Taselisib + Olaparib,LS513,0.0
933,Taselisib + Palbociclib,LS513,0.0
934,Taselisib + Sapitinib,LS513,1.0
935,Taselisib + Trametinib,LS513,1.0
936,Trametinib + Afatinib,LS513,1.0
937,Trametinib + LGK974,LS513,
938,Trametinib + Linsitinib,LS513,1.0
939,Trametinib + MK-2206,LS513,1.0
940,Trametinib + Navitoclax,LS513,1.0
941,Trametinib + Olaparib,LS513,1.0
942,Trametinib + Palbociclib,LS513,
943,Trametinib + Pictilisib,LS513,1.0
944,Trametinib + SCH772984,LS513,
945,Trametinib + Taselisib,LS513,1.0
946,AZD7762 + Cisplatin,MDST8,1.0
947,AZD7762 + MK-1775,MDST8,1.0
948,Lapatinib + Crizotinib,MDST8,1.0
949,Lapatinib + Dabrafenib,MDST8,
950,Lapatinib + LGK974,MDST8,
951,Lapatinib + Linsitinib,MDST8,0.0
952,Lapatinib + MK-2206,MDST8,1.0
953,Lapatinib + Navitoclax,MDST8,1.0
954,Lapatinib + PD173074,MDST8,1.0
955,Lapatinib + Palbociclib,MDST8,0.0
956,Lapatinib + Pictilisib,MDST8,0.0
957,Lapatinib + Taselisib,MDST8,0.0
958,Lapatinib + Trametinib,MDST8,0.0
959,MK-1775 + Cisplatin,MDST8,0.0
960,MK-1775 + Nutlin-3a (-),MDST8,
961,MK-1775 + Pictilisib,MDST8,1.0
962,MK-2206 + OSI-027,MDST8,1.0
963,Navitoclax + Afatinib,MDST8,1.0
964,Navitoclax + Axitinib,MDST8,1.0
965,Navitoclax + Taselisib,MDST8,1.0
966,Navitoclax + Trametinib,MDST8,1.0
967,Nilotinib + Trametinib,MDST8,1.0
968,Olaparib + MK-1775,MDST8,
969,Taselisib + Afatinib,MDST8,0.0
970,Taselisib + LGK974,MDST8,
971,Taselisib + Linsitinib,MDST8,1.0
972,Taselisib + MK-2206,MDST8,0.0
973,Taselisib + Navitoclax,MDST8,1.0
974,Taselisib + OSI-027,MDST8,1.0
975,Taselisib + Olaparib,MDST8,0.0
976,Taselisib + Palbociclib,MDST8,1.0
977,Taselisib + Sapitinib,MDST8,1.0
978,Taselisib + Trametinib,MDST8,1.0
979,Trametinib + Afatinib,MDST8,1.0
980,Trametinib + LGK974,MDST8,
981,Trametinib + Linsitinib,MDST8,1.0
982,Trametinib + MK-2206,MDST8,1.0
983,Trametinib + Navitoclax,MDST8,1.0
984,Trametinib + Olaparib,MDST8,1.0
985,Trametinib + Palbociclib,MDST8,
986,Trametinib + Pictilisib,MDST8,1.0
987,Trametinib + SCH772984,MDST8,
988,Trametinib + Taselisib,MDST8,1.0
989,AZD7762 + Cisplatin,NCIH716,1.0
990,AZD7762 + MK-1775,NCIH716,1.0
991,Lapatinib + Crizotinib,NCIH716,1.0
992,Lapatinib + Dabrafenib,NCIH716,1.0
993,Lapatinib + LGK974,NCIH716,0.0
994,Lapatinib + Linsitinib,NCIH716,0.0
995,Lapatinib + MK-2206,NCIH716,1.0
996,Lapatinib + Navitoclax,NCIH716,0.0
997,Lapatinib + PD173074,NCIH716,0.0
998,Lapatinib + Palbociclib,NCIH716,0.0
999,Lapatinib + Pictilisib,NCIH716,0.0
1000,Lapatinib + Taselisib,NCIH716,1.0
1001,Lapatinib + Trametinib,NCIH716,0.0
1002,MK-1775 + Cisplatin,NCIH716,1.0
1003,MK-1775 + Nutlin-3a (-),NCIH716,1.0
1004,MK-1775 + Pictilisib,NCIH716,1.0
1005,MK-2206 + OSI-027,NCIH716,1.0
1006,Navitoclax + Afatinib,NCIH716,1.0
1007,Navitoclax + Axitinib,NCIH716,1.0
1008,Navitoclax + Taselisib,NCIH716,1.0
1009,Navitoclax + Trametinib,NCIH716,1.0
1010,Nilotinib + Trametinib,NCIH716,1.0
1011,Olaparib + MK-1775,NCIH716,0.0
1012,Taselisib + Afatinib,NCIH716,0.0
1013,Taselisib + LGK974,NCIH716,0.0
1014,Taselisib + Linsitinib,NCIH716,0.0
1015,Taselisib + MK-2206,NCIH716,0.0
1016,Taselisib + Navitoclax,NCIH716,1.0
1017,Taselisib + OSI-027,NCIH716,1.0
1018,Taselisib + Olaparib,NCIH716,0.0
1019,Taselisib + Palbociclib,NCIH716,0.0
1020,Taselisib + Sapitinib,NCIH716,1.0
1021,Taselisib + Trametinib,NCIH716,1.0
1022,Trametinib + Afatinib,NCIH716,1.0
1023,Trametinib + LGK974,NCIH716,1.0
1024,Trametinib + Linsitinib,NCIH716,0.0
1025,Trametinib + MK-2206,NCIH716,1.0
1026,Trametinib + Navitoclax,NCIH716,1.0
1027,Trametinib + Olaparib,NCIH716,0.0
1028,Trametinib + Palbociclib,NCIH716,0.0
1029,Trametinib + Pictilisib,NCIH716,1.0
1030,Trametinib + SCH772984,NCIH716,0.0
1031,Trametinib + Taselisib,NCIH716,1.0
1032,AZD7762 + Cisplatin,NCIH747,1.0
1033,AZD7762 + MK-1775,NCIH747,1.0
1034,Lapatinib + Crizotinib,NCIH747,1.0
1035,Lapatinib + Dabrafenib,NCIH747,1.0
1036,Lapatinib + LGK974,NCIH747,1.0
1037,Lapatinib + Linsitinib,NCIH747,1.0
1038,Lapatinib + MK-2206,NCIH747,1.0
1039,Lapatinib + Navitoclax,NCIH747,1.0
1040,Lapatinib + PD173074,NCIH747,1.0
1041,Lapatinib + Palbociclib,NCIH747,1.0
1042,Lapatinib + Pictilisib,NCIH747,0.0
1043,Lapatinib + Taselisib,NCIH747,1.0
1044,Lapatinib + Trametinib,NCIH747,1.0
1045,MK-1775 + Cisplatin,NCIH747,1.0
1046,MK-1775 + Nutlin-3a (-),NCIH747,1.0
1047,MK-1775 + Pictilisib,NCIH747,1.0
1048,MK-2206 + OSI-027,NCIH747,1.0
1049,Navitoclax + Afatinib,NCIH747,1.0
1050,Navitoclax + Axitinib,NCIH747,1.0
1051,Navitoclax + Taselisib,NCIH747,1.0
1052,Navitoclax + Trametinib,NCIH747,1.0
1053,Nilotinib + Trametinib,NCIH747,0.0
1054,Olaparib + MK-1775,NCIH747,0.0
1055,Taselisib + Afatinib,NCIH747,1.0
1056,Taselisib + LGK974,NCIH747,1.0
1057,Taselisib + Linsitinib,NCIH747,0.0
1058,Taselisib + MK-2206,NCIH747,0.0
1059,Taselisib + Navitoclax,NCIH747,1.0
1060,Taselisib + OSI-027,NCIH747,1.0
1061,Taselisib + Olaparib,NCIH747,1.0
1062,Taselisib + Palbociclib,NCIH747,1.0
1063,Taselisib + Sapitinib,NCIH747,1.0
1064,Taselisib + Trametinib,NCIH747,1.0
1065,Trametinib + Afatinib,NCIH747,1.0
1066,Trametinib + LGK974,NCIH747,1.0
1067,Trametinib + Linsitinib,NCIH747,1.0
1068,Trametinib + MK-2206,NCIH747,1.0
1069,Trametinib + Navitoclax,NCIH747,1.0
1070,Trametinib + Olaparib,NCIH747,1.0
1071,Trametinib + Palbociclib,NCIH747,0.0
1072,Trametinib + Pictilisib,NCIH747,1.0
1073,Trametinib + SCH772984,NCIH747,0.0
1074,Trametinib + Taselisib,NCIH747,1.0
1075,AZD7762 + Cisplatin,RCM1,1.0
1076,AZD7762 + MK-1775,RCM1,1.0
1077,Lapatinib + Crizotinib,RCM1,1.0
1078,Lapatinib + Dabrafenib,RCM1,0.0
1079,Lapatinib + LGK974,RCM1,0.0
1080,Lapatinib + Linsitinib,RCM1,1.0
1081,Lapatinib + MK-2206,RCM1,1.0
1082,Lapatinib + Navitoclax,RCM1,1.0
1083,Lapatinib + PD173074,RCM1,1.0
1084,Lapatinib + Palbociclib,RCM1,0.0
1085,Lapatinib + Pictilisib,RCM1,1.0
1086,Lapatinib + Taselisib,RCM1,1.0
1087,Lapatinib + Trametinib,RCM1,1.0
1088,MK-1775 + Cisplatin,RCM1,1.0
1089,MK-1775 + Nutlin-3a (-),RCM1,1.0
1090,MK-1775 + Pictilisib,RCM1,0.0
1091,MK-2206 + OSI-027,RCM1,0.0
1092,Navitoclax + Afatinib,RCM1,1.0
1093,Navitoclax + Axitinib,RCM1,1.0
1094,Navitoclax + Taselisib,RCM1,1.0
1095,Navitoclax + Trametinib,RCM1,1.0
1096,Nilotinib + Trametinib,RCM1,1.0
1097,Olaparib + MK-1775,RCM1,0.0
1098,Taselisib + Afatinib,RCM1,0.0
1099,Taselisib + LGK974,RCM1,1.0
1100,Taselisib + Linsitinib,RCM1,0.0
1101,Taselisib + MK-2206,RCM1,1.0
1102,Taselisib + Navitoclax,RCM1,0.0
1103,Taselisib + OSI-027,RCM1,0.0
1104,Taselisib + Olaparib,RCM1,1.0
1105,Taselisib + Palbociclib,RCM1,0.0
1106,Taselisib + Sapitinib,RCM1,0.0
1107,Taselisib + Trametinib,RCM1,1.0
1108,Trametinib + Afatinib,RCM1,1.0
1109,Trametinib + LGK974,RCM1,1.0
1110,Trametinib + Linsitinib,RCM1,1.0
1111,Trametinib + MK-2206,RCM1,1.0
1112,Trametinib + Navitoclax,RCM1,1.0
1113,Trametinib + Olaparib,RCM1,1.0
1114,Trametinib + Palbociclib,RCM1,0.0
1115,Trametinib + Pictilisib,RCM1,1.0
1116,Trametinib + SCH772984,RCM1,0.0
1117,Trametinib + Taselisib,RCM1,1.0
1118,AZD7762 + Cisplatin,RKO,1.0
1119,AZD7762 + MK-1775,RKO,1.0
1120,Lapatinib + Crizotinib,RKO,1.0
1121,Lapatinib + Dabrafenib,RKO,0.0
1122,Lapatinib + LGK974,RKO,0.0
1123,Lapatinib + Linsitinib,RKO,1.0
1124,Lapatinib + MK-2206,RKO,1.0
1125,Lapatinib + Navitoclax,RKO,1.0
1126,Lapatinib + PD173074,RKO,1.0
1127,Lapatinib + Palbociclib,RKO,0.0
1128,Lapatinib + Pictilisib,RKO,1.0
1129,Lapatinib + Taselisib,RKO,1.0
1130,Lapatinib + Trametinib,RKO,1.0
1131,MK-1775 + Cisplatin,RKO,1.0
1132,MK-1775 + Nutlin-3a (-),RKO,1.0
1133,MK-1775 + Pictilisib,RKO,1.0
1134,MK-2206 + OSI-027,RKO,1.0
1135,Navitoclax + Afatinib,RKO,1.0
1136,Navitoclax + Axitinib,RKO,1.0
1137,Navitoclax + Taselisib,RKO,1.0
1138,Navitoclax + Trametinib,RKO,1.0
1139,Nilotinib + Trametinib,RKO,1.0
1140,Olaparib + MK-1775,RKO,1.0
1141,Taselisib + Afatinib,RKO,1.0
1142,Taselisib + LGK974,RKO,0.0
1143,Taselisib + Linsitinib,RKO,1.0
1144,Taselisib + MK-2206,RKO,0.0
1145,Taselisib + Navitoclax,RKO,0.0
1146,Taselisib + OSI-027,RKO,1.0
1147,Taselisib + Olaparib,RKO,1.0
1148,Taselisib + Palbociclib,RKO,1.0
1149,Taselisib + Sapitinib,RKO,1.0
1150,Taselisib + Trametinib,RKO,1.0
1151,Trametinib + Afatinib,RKO,1.0
1152,Trametinib + LGK974,RKO,1.0
1153,Trametinib + Linsitinib,RKO,1.0
1154,Trametinib + MK-2206,RKO,1.0
1155,Trametinib + Navitoclax,RKO,1.0
1156,Trametinib + Olaparib,RKO,1.0
1157,Trametinib + Palbociclib,RKO,1.0
1158,Trametinib + Pictilisib,RKO,1.0
1159,Trametinib + SCH772984,RKO,0.0
1160,Trametinib + Taselisib,RKO,1.0
1161,AZD7762 + Cisplatin,SKCO1,1.0
