,drug_name_A,drug_name_B,PD_A,PD_B,cell_line,synergy,Perturbation,drug_combination,inhibitor_group_A,inhibitor_group_B,inhibitor_combination,targets_A,targets_B,target_combination
385,Trametinib,Afatinib,PD_15,PD_07,CL40,0,PD_15-PD_07,Trametinib + Afatinib,MEKi,ErrBi,MEKi + ErrBi,['MEK_f'],"['EGFR', 'ERBB2']","['MEK_f'] + ['EGFR', 'ERBB2']"
386,Trametinib,Afatinib,PD_15,PD_07,COLO205,1,PD_15-PD_07,Trametinib + Afatinib,MEKi,ErrBi,MEKi + ErrBi,['MEK_f'],"['EGFR', 'ERBB2']","['MEK_f'] + ['EGFR', 'ERBB2']"
387,Trametinib,Afatinib,PD_15,PD_07,COLO320HSR,1,PD_15-PD_07,Trametinib + Afatinib,MEKi,ErrBi,MEKi + ErrBi,['MEK_f'],"['EGFR', 'ERBB2']","['MEK_f'] + ['EGFR', 'ERBB2']"
388,Trametinib,Afatinib,PD_15,PD_07,COLO678,0,PD_15-PD_07,Trametinib + Afatinib,MEKi,ErrBi,MEKi + ErrBi,['MEK_f'],"['EGFR', 'ERBB2']","['MEK_f'] + ['EGFR', 'ERBB2']"
389,Trametinib,Afatinib,PD_15,PD_07,CW2,1,PD_15-PD_07,Trametinib + Afatinib,MEKi,ErrBi,MEKi + ErrBi,['MEK_f'],"['EGFR', 'ERBB2']","['MEK_f'] + ['EGFR', 'ERBB2']"
390,Trametinib,Afatinib,PD_15,PD_07,CAR1,1,PD_15-PD_07,Trametinib + Afatinib,MEKi,ErrBi,MEKi + ErrBi,['MEK_f'],"['EGFR', 'ERBB2']","['MEK_f'] + ['EGFR', 'ERBB2']"
391,Trametinib,Afatinib,PD_15,PD_07,DIFI,0,PD_15-PD_07,Trametinib + Afatinib,MEKi,ErrBi,MEKi + ErrBi,['MEK_f'],"['EGFR', 'ERBB2']","['MEK_f'] + ['EGFR', 'ERBB2']"
392,Trametinib,Afatinib,PD_15,PD_07,GP5D,1,PD_15-PD_07,Trametinib + Afatinib,MEKi,ErrBi,MEKi + ErrBi,['MEK_f'],"['EGFR', 'ERBB2']","['MEK_f'] + ['EGFR', 'ERBB2']"
393,Trametinib,Afatinib,PD_15,PD_07,HCC2998,1,PD_15-PD_07,Trametinib + Afatinib,MEKi,ErrBi,MEKi + ErrBi,['MEK_f'],"['EGFR', 'ERBB2']","['MEK_f'] + ['EGFR', 'ERBB2']"
394,Trametinib,Afatinib,PD_15,PD_07,HCT116,1,PD_15-PD_07,Trametinib + Afatinib,MEKi,ErrBi,MEKi + ErrBi,['MEK_f'],"['EGFR', 'ERBB2']","['MEK_f'] + ['EGFR', 'ERBB2']"
395,Trametinib,Afatinib,PD_15,PD_07,HCT15,1,PD_15-PD_07,Trametinib + Afatinib,MEKi,ErrBi,MEKi + ErrBi,['MEK_f'],"['EGFR', 'ERBB2']","['MEK_f'] + ['EGFR', 'ERBB2']"
396,Trametinib,Afatinib,PD_15,PD_07,HT29,1,PD_15-PD_07,Trametinib + Afatinib,MEKi,ErrBi,MEKi + ErrBi,['MEK_f'],"['EGFR', 'ERBB2']","['MEK_f'] + ['EGFR', 'ERBB2']"
397,Trametinib,Afatinib,PD_15,PD_07,HT55,0,PD_15-PD_07,Trametinib + Afatinib,MEKi,ErrBi,MEKi + ErrBi,['MEK_f'],"['EGFR', 'ERBB2']","['MEK_f'] + ['EGFR', 'ERBB2']"
398,Trametinib,Afatinib,PD_15,PD_07,KM12,0,PD_15-PD_07,Trametinib + Afatinib,MEKi,ErrBi,MEKi + ErrBi,['MEK_f'],"['EGFR', 'ERBB2']","['MEK_f'] + ['EGFR', 'ERBB2']"
399,Trametinib,Afatinib,PD_15,PD_07,LS123,1,PD_15-PD_07,Trametinib + Afatinib,MEKi,ErrBi,MEKi + ErrBi,['MEK_f'],"['EGFR', 'ERBB2']","['MEK_f'] + ['EGFR', 'ERBB2']"
400,Trametinib,Afatinib,PD_15,PD_07,LS180,1,PD_15-PD_07,Trametinib + Afatinib,MEKi,ErrBi,MEKi + ErrBi,['MEK_f'],"['EGFR', 'ERBB2']","['MEK_f'] + ['EGFR', 'ERBB2']"
401,Trametinib,Afatinib,PD_15,PD_07,LS411N,1,PD_15-PD_07,Trametinib + Afatinib,MEKi,ErrBi,MEKi + ErrBi,['MEK_f'],"['EGFR', 'ERBB2']","['MEK_f'] + ['EGFR', 'ERBB2']"
402,Trametinib,Afatinib,PD_15,PD_07,LS513,1,PD_15-PD_07,Trametinib + Afatinib,MEKi,ErrBi,MEKi + ErrBi,['MEK_f'],"['EGFR', 'ERBB2']","['MEK_f'] + ['EGFR', 'ERBB2']"
403,Trametinib,Afatinib,PD_15,PD_07,LOVO,1,PD_15-PD_07,Trametinib + Afatinib,MEKi,ErrBi,MEKi + ErrBi,['MEK_f'],"['EGFR', 'ERBB2']","['MEK_f'] + ['EGFR', 'ERBB2']"
404,Trametinib,Afatinib,PD_15,PD_07,MDST8,1,PD_15-PD_07,Trametinib + Afatinib,MEKi,ErrBi,MEKi + ErrBi,['MEK_f'],"['EGFR', 'ERBB2']","['MEK_f'] + ['EGFR', 'ERBB2']"
405,Trametinib,Afatinib,PD_15,PD_07,NCIH716,1,PD_15-PD_07,Trametinib + Afatinib,MEKi,ErrBi,MEKi + ErrBi,['MEK_f'],"['EGFR', 'ERBB2']","['MEK_f'] + ['EGFR', 'ERBB2']"
406,Trametinib,Afatinib,PD_15,PD_07,NCIH747,1,PD_15-PD_07,Trametinib + Afatinib,MEKi,ErrBi,MEKi + ErrBi,['MEK_f'],"['EGFR', 'ERBB2']","['MEK_f'] + ['EGFR', 'ERBB2']"
407,Trametinib,Afatinib,PD_15,PD_07,RCM1,1,PD_15-PD_07,Trametinib + Afatinib,MEKi,ErrBi,MEKi + ErrBi,['MEK_f'],"['EGFR', 'ERBB2']","['MEK_f'] + ['EGFR', 'ERBB2']"
408,Trametinib,Afatinib,PD_15,PD_07,RKO,1,PD_15-PD_07,Trametinib + Afatinib,MEKi,ErrBi,MEKi + ErrBi,['MEK_f'],"['EGFR', 'ERBB2']","['MEK_f'] + ['EGFR', 'ERBB2']"
409,Trametinib,Afatinib,PD_15,PD_07,SKCO1,1,PD_15-PD_07,Trametinib + Afatinib,MEKi,ErrBi,MEKi + ErrBi,['MEK_f'],"['EGFR', 'ERBB2']","['MEK_f'] + ['EGFR', 'ERBB2']"
410,Trametinib,Afatinib,PD_15,PD_07,SNU175,0,PD_15-PD_07,Trametinib + Afatinib,MEKi,ErrBi,MEKi + ErrBi,['MEK_f'],"['EGFR', 'ERBB2']","['MEK_f'] + ['EGFR', 'ERBB2']"
411,Trametinib,Afatinib,PD_15,PD_07,SNU407,1,PD_15-PD_07,Trametinib + Afatinib,MEKi,ErrBi,MEKi + ErrBi,['MEK_f'],"['EGFR', 'ERBB2']","['MEK_f'] + ['EGFR', 'ERBB2']"
412,Trametinib,Afatinib,PD_15,PD_07,SNU61,1,PD_15-PD_07,Trametinib + Afatinib,MEKi,ErrBi,MEKi + ErrBi,['MEK_f'],"['EGFR', 'ERBB2']","['MEK_f'] + ['EGFR', 'ERBB2']"
413,Trametinib,Afatinib,PD_15,PD_07,SNUC1,0,PD_15-PD_07,Trametinib + Afatinib,MEKi,ErrBi,MEKi + ErrBi,['MEK_f'],"['EGFR', 'ERBB2']","['MEK_f'] + ['EGFR', 'ERBB2']"
414,Trametinib,Afatinib,PD_15,PD_07,SNUC2B,0,PD_15-PD_07,Trametinib + Afatinib,MEKi,ErrBi,MEKi + ErrBi,['MEK_f'],"['EGFR', 'ERBB2']","['MEK_f'] + ['EGFR', 'ERBB2']"
415,Trametinib,Afatinib,PD_15,PD_07,SNUC5,1,PD_15-PD_07,Trametinib + Afatinib,MEKi,ErrBi,MEKi + ErrBi,['MEK_f'],"['EGFR', 'ERBB2']","['MEK_f'] + ['EGFR', 'ERBB2']"
416,Trametinib,Afatinib,PD_15,PD_07,SW1116,1,PD_15-PD_07,Trametinib + Afatinib,MEKi,ErrBi,MEKi + ErrBi,['MEK_f'],"['EGFR', 'ERBB2']","['MEK_f'] + ['EGFR', 'ERBB2']"
417,Trametinib,Afatinib,PD_15,PD_07,SW1417,1,PD_15-PD_07,Trametinib + Afatinib,MEKi,ErrBi,MEKi + ErrBi,['MEK_f'],"['EGFR', 'ERBB2']","['MEK_f'] + ['EGFR', 'ERBB2']"
418,Trametinib,Afatinib,PD_15,PD_07,SW1463,1,PD_15-PD_07,Trametinib + Afatinib,MEKi,ErrBi,MEKi + ErrBi,['MEK_f'],"['EGFR', 'ERBB2']","['MEK_f'] + ['EGFR', 'ERBB2']"
419,Trametinib,Afatinib,PD_15,PD_07,SW48,1,PD_15-PD_07,Trametinib + Afatinib,MEKi,ErrBi,MEKi + ErrBi,['MEK_f'],"['EGFR', 'ERBB2']","['MEK_f'] + ['EGFR', 'ERBB2']"
420,Trametinib,Afatinib,PD_15,PD_07,SW620,0,PD_15-PD_07,Trametinib + Afatinib,MEKi,ErrBi,MEKi + ErrBi,['MEK_f'],"['EGFR', 'ERBB2']","['MEK_f'] + ['EGFR', 'ERBB2']"
421,Trametinib,Afatinib,PD_15,PD_07,SW626,1,PD_15-PD_07,Trametinib + Afatinib,MEKi,ErrBi,MEKi + ErrBi,['MEK_f'],"['EGFR', 'ERBB2']","['MEK_f'] + ['EGFR', 'ERBB2']"
422,Trametinib,Afatinib,PD_15,PD_07,SW837,1,PD_15-PD_07,Trametinib + Afatinib,MEKi,ErrBi,MEKi + ErrBi,['MEK_f'],"['EGFR', 'ERBB2']","['MEK_f'] + ['EGFR', 'ERBB2']"
423,Trametinib,Afatinib,PD_15,PD_07,SW948,1,PD_15-PD_07,Trametinib + Afatinib,MEKi,ErrBi,MEKi + ErrBi,['MEK_f'],"['EGFR', 'ERBB2']","['MEK_f'] + ['EGFR', 'ERBB2']"
424,Trametinib,Afatinib,PD_15,PD_07,T84,1,PD_15-PD_07,Trametinib + Afatinib,MEKi,ErrBi,MEKi + ErrBi,['MEK_f'],"['EGFR', 'ERBB2']","['MEK_f'] + ['EGFR', 'ERBB2']"
425,Taselisib,Afatinib,PD_12,PD_07,C2BBE1,1,PD_12-PD_07,Taselisib + Afatinib,PI3Ki,ErrBi,PI3Ki + ErrBi,['PIK3CA'],"['EGFR', 'ERBB2']","['PIK3CA'] + ['EGFR', 'ERBB2']"
426,Taselisib,Afatinib,PD_12,PD_07,CCK81,1,PD_12-PD_07,Taselisib + Afatinib,PI3Ki,ErrBi,PI3Ki + ErrBi,['PIK3CA'],"['EGFR', 'ERBB2']","['PIK3CA'] + ['EGFR', 'ERBB2']"
427,Taselisib,Afatinib,PD_12,PD_07,CL11,0,PD_12-PD_07,Taselisib + Afatinib,PI3Ki,ErrBi,PI3Ki + ErrBi,['PIK3CA'],"['EGFR', 'ERBB2']","['PIK3CA'] + ['EGFR', 'ERBB2']"
428,Taselisib,Afatinib,PD_12,PD_07,CL40,1,PD_12-PD_07,Taselisib + Afatinib,PI3Ki,ErrBi,PI3Ki + ErrBi,['PIK3CA'],"['EGFR', 'ERBB2']","['PIK3CA'] + ['EGFR', 'ERBB2']"
429,Taselisib,Afatinib,PD_12,PD_07,COLO205,1,PD_12-PD_07,Taselisib + Afatinib,PI3Ki,ErrBi,PI3Ki + ErrBi,['PIK3CA'],"['EGFR', 'ERBB2']","['PIK3CA'] + ['EGFR', 'ERBB2']"
430,Taselisib,Afatinib,PD_12,PD_07,COLO320HSR,1,PD_12-PD_07,Taselisib + Afatinib,PI3Ki,ErrBi,PI3Ki + ErrBi,['PIK3CA'],"['EGFR', 'ERBB2']","['PIK3CA'] + ['EGFR', 'ERBB2']"
431,Taselisib,Afatinib,PD_12,PD_07,COLO678,0,PD_12-PD_07,Taselisib + Afatinib,PI3Ki,ErrBi,PI3Ki + ErrBi,['PIK3CA'],"['EGFR', 'ERBB2']","['PIK3CA'] + ['EGFR', 'ERBB2']"
432,Taselisib,Afatinib,PD_12,PD_07,CW2,1,PD_12-PD_07,Taselisib + Afatinib,PI3Ki,ErrBi,PI3Ki + ErrBi,['PIK3CA'],"['EGFR', 'ERBB2']","['PIK3CA'] + ['EGFR', 'ERBB2']"
433,Taselisib,Afatinib,PD_12,PD_07,CAR1,1,PD_12-PD_07,Taselisib + Afatinib,PI3Ki,ErrBi,PI3Ki + ErrBi,['PIK3CA'],"['EGFR', 'ERBB2']","['PIK3CA'] + ['EGFR', 'ERBB2']"
434,Taselisib,Afatinib,PD_12,PD_07,DIFI,0,PD_12-PD_07,Taselisib + Afatinib,PI3Ki,ErrBi,PI3Ki + ErrBi,['PIK3CA'],"['EGFR', 'ERBB2']","['PIK3CA'] + ['EGFR', 'ERBB2']"
435,Taselisib,Afatinib,PD_12,PD_07,GP5D,0,PD_12-PD_07,Taselisib + Afatinib,PI3Ki,ErrBi,PI3Ki + ErrBi,['PIK3CA'],"['EGFR', 'ERBB2']","['PIK3CA'] + ['EGFR', 'ERBB2']"
436,Taselisib,Afatinib,PD_12,PD_07,HCC2998,1,PD_12-PD_07,Taselisib + Afatinib,PI3Ki,ErrBi,PI3Ki + ErrBi,['PIK3CA'],"['EGFR', 'ERBB2']","['PIK3CA'] + ['EGFR', 'ERBB2']"
437,Taselisib,Afatinib,PD_12,PD_07,HCT116,1,PD_12-PD_07,Taselisib + Afatinib,PI3Ki,ErrBi,PI3Ki + ErrBi,['PIK3CA'],"['EGFR', 'ERBB2']","['PIK3CA'] + ['EGFR', 'ERBB2']"
438,Taselisib,Afatinib,PD_12,PD_07,HCT15,1,PD_12-PD_07,Taselisib + Afatinib,PI3Ki,ErrBi,PI3Ki + ErrBi,['PIK3CA'],"['EGFR', 'ERBB2']","['PIK3CA'] + ['EGFR', 'ERBB2']"
439,Taselisib,Afatinib,PD_12,PD_07,HT29,1,PD_12-PD_07,Taselisib + Afatinib,PI3Ki,ErrBi,PI3Ki + ErrBi,['PIK3CA'],"['EGFR', 'ERBB2']","['PIK3CA'] + ['EGFR', 'ERBB2']"
440,Taselisib,Afatinib,PD_12,PD_07,HT55,1,PD_12-PD_07,Taselisib + Afatinib,PI3Ki,ErrBi,PI3Ki + ErrBi,['PIK3CA'],"['EGFR', 'ERBB2']","['PIK3CA'] + ['EGFR', 'ERBB2']"
441,Taselisib,Afatinib,PD_12,PD_07,KM12,0,PD_12-PD_07,Taselisib + Afatinib,PI3Ki,ErrBi,PI3Ki + ErrBi,['PIK3CA'],"['EGFR', 'ERBB2']","['PIK3CA'] + ['EGFR', 'ERBB2']"
442,Taselisib,Afatinib,PD_12,PD_07,LS123,1,PD_12-PD_07,Taselisib + Afatinib,PI3Ki,ErrBi,PI3Ki + ErrBi,['PIK3CA'],"['EGFR', 'ERBB2']","['PIK3CA'] + ['EGFR', 'ERBB2']"
443,Taselisib,Afatinib,PD_12,PD_07,LS180,1,PD_12-PD_07,Taselisib + Afatinib,PI3Ki,ErrBi,PI3Ki + ErrBi,['PIK3CA'],"['EGFR', 'ERBB2']","['PIK3CA'] + ['EGFR', 'ERBB2']"
444,Taselisib,Afatinib,PD_12,PD_07,LS411N,0,PD_12-PD_07,Taselisib + Afatinib,PI3Ki,ErrBi,PI3Ki + ErrBi,['PIK3CA'],"['EGFR', 'ERBB2']","['PIK3CA'] + ['EGFR', 'ERBB2']"
445,Taselisib,Afatinib,PD_12,PD_07,LS513,1,PD_12-PD_07,Taselisib + Afatinib,PI3Ki,ErrBi,PI3Ki + ErrBi,['PIK3CA'],"['EGFR', 'ERBB2']","['PIK3CA'] + ['EGFR', 'ERBB2']"
446,Taselisib,Afatinib,PD_12,PD_07,LOVO,1,PD_12-PD_07,Taselisib + Afatinib,PI3Ki,ErrBi,PI3Ki + ErrBi,['PIK3CA'],"['EGFR', 'ERBB2']","['PIK3CA'] + ['EGFR', 'ERBB2']"
447,Taselisib,Afatinib,PD_12,PD_07,MDST8,0,PD_12-PD_07,Taselisib + Afatinib,PI3Ki,ErrBi,PI3Ki + ErrBi,['PIK3CA'],"['EGFR', 'ERBB2']","['PIK3CA'] + ['EGFR', 'ERBB2']"
448,Taselisib,Afatinib,PD_12,PD_07,NCIH716,0,PD_12-PD_07,Taselisib + Afatinib,PI3Ki,ErrBi,PI3Ki + ErrBi,['PIK3CA'],"['EGFR', 'ERBB2']","['PIK3CA'] + ['EGFR', 'ERBB2']"
449,Taselisib,Afatinib,PD_12,PD_07,NCIH747,1,PD_12-PD_07,Taselisib + Afatinib,PI3Ki,ErrBi,PI3Ki + ErrBi,['PIK3CA'],"['EGFR', 'ERBB2']","['PIK3CA'] + ['EGFR', 'ERBB2']"
450,Taselisib,Afatinib,PD_12,PD_07,RCM1,0,PD_12-PD_07,Taselisib + Afatinib,PI3Ki,ErrBi,PI3Ki + ErrBi,['PIK3CA'],"['EGFR', 'ERBB2']","['PIK3CA'] + ['EGFR', 'ERBB2']"
451,Taselisib,Afatinib,PD_12,PD_07,RKO,1,PD_12-PD_07,Taselisib + Afatinib,PI3Ki,ErrBi,PI3Ki + ErrBi,['PIK3CA'],"['EGFR', 'ERBB2']","['PIK3CA'] + ['EGFR', 'ERBB2']"
452,Taselisib,Afatinib,PD_12,PD_07,SKCO1,1,PD_12-PD_07,Taselisib + Afatinib,PI3Ki,ErrBi,PI3Ki + ErrBi,['PIK3CA'],"['EGFR', 'ERBB2']","['PIK3CA'] + ['EGFR', 'ERBB2']"
453,Taselisib,Afatinib,PD_12,PD_07,SNU175,0,PD_12-PD_07,Taselisib + Afatinib,PI3Ki,ErrBi,PI3Ki + ErrBi,['PIK3CA'],"['EGFR', 'ERBB2']","['PIK3CA'] + ['EGFR', 'ERBB2']"
454,Taselisib,Afatinib,PD_12,PD_07,SNU407,1,PD_12-PD_07,Taselisib + Afatinib,PI3Ki,ErrBi,PI3Ki + ErrBi,['PIK3CA'],"['EGFR', 'ERBB2']","['PIK3CA'] + ['EGFR', 'ERBB2']"
455,Taselisib,Afatinib,PD_12,PD_07,SNU61,1,PD_12-PD_07,Taselisib + Afatinib,PI3Ki,ErrBi,PI3Ki + ErrBi,['PIK3CA'],"['EGFR', 'ERBB2']","['PIK3CA'] + ['EGFR', 'ERBB2']"
456,Taselisib,Afatinib,PD_12,PD_07,SNUC1,1,PD_12-PD_07,Taselisib + Afatinib,PI3Ki,ErrBi,PI3Ki + ErrBi,['PIK3CA'],"['EGFR', 'ERBB2']","['PIK3CA'] + ['EGFR', 'ERBB2']"
457,Taselisib,Afatinib,PD_12,PD_07,SNUC2B,1,PD_12-PD_07,Taselisib + Afatinib,PI3Ki,ErrBi,PI3Ki + ErrBi,['PIK3CA'],"['EGFR', 'ERBB2']","['PIK3CA'] + ['EGFR', 'ERBB2']"
458,Taselisib,Afatinib,PD_12,PD_07,SNUC5,0,PD_12-PD_07,Taselisib + Afatinib,PI3Ki,ErrBi,PI3Ki + ErrBi,['PIK3CA'],"['EGFR', 'ERBB2']","['PIK3CA'] + ['EGFR', 'ERBB2']"
459,Taselisib,Afatinib,PD_12,PD_07,SW1116,1,PD_12-PD_07,Taselisib + Afatinib,PI3Ki,ErrBi,PI3Ki + ErrBi,['PIK3CA'],"['EGFR', 'ERBB2']","['PIK3CA'] + ['EGFR', 'ERBB2']"
460,Taselisib,Afatinib,PD_12,PD_07,SW1417,1,PD_12-PD_07,Taselisib + Afatinib,PI3Ki,ErrBi,PI3Ki + ErrBi,['PIK3CA'],"['EGFR', 'ERBB2']","['PIK3CA'] + ['EGFR', 'ERBB2']"
461,Taselisib,Afatinib,PD_12,PD_07,SW1463,1,PD_12-PD_07,Taselisib + Afatinib,PI3Ki,ErrBi,PI3Ki + ErrBi,['PIK3CA'],"['EGFR', 'ERBB2']","['PIK3CA'] + ['EGFR', 'ERBB2']"
462,Taselisib,Afatinib,PD_12,PD_07,SW48,0,PD_12-PD_07,Taselisib + Afatinib,PI3Ki,ErrBi,PI3Ki + ErrBi,['PIK3CA'],"['EGFR', 'ERBB2']","['PIK3CA'] + ['EGFR', 'ERBB2']"
463,Taselisib,Afatinib,PD_12,PD_07,SW620,1,PD_12-PD_07,Taselisib + Afatinib,PI3Ki,ErrBi,PI3Ki + ErrBi,['PIK3CA'],"['EGFR', 'ERBB2']","['PIK3CA'] + ['EGFR', 'ERBB2']"
464,Taselisib,Afatinib,PD_12,PD_07,SW626,1,PD_12-PD_07,Taselisib + Afatinib,PI3Ki,ErrBi,PI3Ki + ErrBi,['PIK3CA'],"['EGFR', 'ERBB2']","['PIK3CA'] + ['EGFR', 'ERBB2']"
465,Taselisib,Afatinib,PD_12,PD_07,SW837,1,PD_12-PD_07,Taselisib + Afatinib,PI3Ki,ErrBi,PI3Ki + ErrBi,['PIK3CA'],"['EGFR', 'ERBB2']","['PIK3CA'] + ['EGFR', 'ERBB2']"
466,Taselisib,Afatinib,PD_12,PD_07,SW948,1,PD_12-PD_07,Taselisib + Afatinib,PI3Ki,ErrBi,PI3Ki + ErrBi,['PIK3CA'],"['EGFR', 'ERBB2']","['PIK3CA'] + ['EGFR', 'ERBB2']"
467,Taselisib,Afatinib,PD_12,PD_07,T84,1,PD_12-PD_07,Taselisib + Afatinib,PI3Ki,ErrBi,PI3Ki + ErrBi,['PIK3CA'],"['EGFR', 'ERBB2']","['PIK3CA'] + ['EGFR', 'ERBB2']"
468,MK-1775,Nutlin-3a (-),PD_14,PD_08,C2BBE1,0,PD_14-PD_08,MK-1775 + Nutlin-3a (-),WEE1i,MDM2i,WEE1i + MDM2i,"['PLK1', 'WEE1']",['MDM2'],"['PLK1', 'WEE1'] + ['MDM2']"
469,MK-1775,Nutlin-3a (-),PD_14,PD_08,CCK81,1,PD_14-PD_08,MK-1775 + Nutlin-3a (-),WEE1i,MDM2i,WEE1i + MDM2i,"['PLK1', 'WEE1']",['MDM2'],"['PLK1', 'WEE1'] + ['MDM2']"
470,MK-1775,Nutlin-3a (-),PD_14,PD_08,CL11,1,PD_14-PD_08,MK-1775 + Nutlin-3a (-),WEE1i,MDM2i,WEE1i + MDM2i,"['PLK1', 'WEE1']",['MDM2'],"['PLK1', 'WEE1'] + ['MDM2']"
471,MK-1775,Nutlin-3a (-),PD_14,PD_08,CL40,1,PD_14-PD_08,MK-1775 + Nutlin-3a (-),WEE1i,MDM2i,WEE1i + MDM2i,"['PLK1', 'WEE1']",['MDM2'],"['PLK1', 'WEE1'] + ['MDM2']"
472,MK-1775,Nutlin-3a (-),PD_14,PD_08,COLO205,1,PD_14-PD_08,MK-1775 + Nutlin-3a (-),WEE1i,MDM2i,WEE1i + MDM2i,"['PLK1', 'WEE1']",['MDM2'],"['PLK1', 'WEE1'] + ['MDM2']"
473,MK-1775,Nutlin-3a (-),PD_14,PD_08,COLO320HSR,1,PD_14-PD_08,MK-1775 + Nutlin-3a (-),WEE1i,MDM2i,WEE1i + MDM2i,"['PLK1', 'WEE1']",['MDM2'],"['PLK1', 'WEE1'] + ['MDM2']"
474,MK-1775,Nutlin-3a (-),PD_14,PD_08,COLO678,0,PD_14-PD_08,MK-1775 + Nutlin-3a (-),WEE1i,MDM2i,WEE1i + MDM2i,"['PLK1', 'WEE1']",['MDM2'],"['PLK1', 'WEE1'] + ['MDM2']"
475,MK-1775,Nutlin-3a (-),PD_14,PD_08,CW2,0,PD_14-PD_08,MK-1775 + Nutlin-3a (-),WEE1i,MDM2i,WEE1i + MDM2i,"['PLK1', 'WEE1']",['MDM2'],"['PLK1', 'WEE1'] + ['MDM2']"
476,MK-1775,Nutlin-3a (-),PD_14,PD_08,CAR1,1,PD_14-PD_08,MK-1775 + Nutlin-3a (-),WEE1i,MDM2i,WEE1i + MDM2i,"['PLK1', 'WEE1']",['MDM2'],"['PLK1', 'WEE1'] + ['MDM2']"
477,MK-1775,Nutlin-3a (-),PD_14,PD_08,DIFI,1,PD_14-PD_08,MK-1775 + Nutlin-3a (-),WEE1i,MDM2i,WEE1i + MDM2i,"['PLK1', 'WEE1']",['MDM2'],"['PLK1', 'WEE1'] + ['MDM2']"
478,MK-1775,Nutlin-3a (-),PD_14,PD_08,GP5D,1,PD_14-PD_08,MK-1775 + Nutlin-3a (-),WEE1i,MDM2i,WEE1i + MDM2i,"['PLK1', 'WEE1']",['MDM2'],"['PLK1', 'WEE1'] + ['MDM2']"
479,MK-1775,Nutlin-3a (-),PD_14,PD_08,HCC2998,1,PD_14-PD_08,MK-1775 + Nutlin-3a (-),WEE1i,MDM2i,WEE1i + MDM2i,"['PLK1', 'WEE1']",['MDM2'],"['PLK1', 'WEE1'] + ['MDM2']"
480,MK-1775,Nutlin-3a (-),PD_14,PD_08,HCT116,0,PD_14-PD_08,MK-1775 + Nutlin-3a (-),WEE1i,MDM2i,WEE1i + MDM2i,"['PLK1', 'WEE1']",['MDM2'],"['PLK1', 'WEE1'] + ['MDM2']"
481,MK-1775,Nutlin-3a (-),PD_14,PD_08,HCT15,1,PD_14-PD_08,MK-1775 + Nutlin-3a (-),WEE1i,MDM2i,WEE1i + MDM2i,"['PLK1', 'WEE1']",['MDM2'],"['PLK1', 'WEE1'] + ['MDM2']"
482,MK-1775,Nutlin-3a (-),PD_14,PD_08,HT29,1,PD_14-PD_08,MK-1775 + Nutlin-3a (-),WEE1i,MDM2i,WEE1i + MDM2i,"['PLK1', 'WEE1']",['MDM2'],"['PLK1', 'WEE1'] + ['MDM2']"
483,MK-1775,Nutlin-3a (-),PD_14,PD_08,HT55,1,PD_14-PD_08,MK-1775 + Nutlin-3a (-),WEE1i,MDM2i,WEE1i + MDM2i,"['PLK1', 'WEE1']",['MDM2'],"['PLK1', 'WEE1'] + ['MDM2']"
484,MK-1775,Nutlin-3a (-),PD_14,PD_08,KM12,1,PD_14-PD_08,MK-1775 + Nutlin-3a (-),WEE1i,MDM2i,WEE1i + MDM2i,"['PLK1', 'WEE1']",['MDM2'],"['PLK1', 'WEE1'] + ['MDM2']"
485,MK-1775,Nutlin-3a (-),PD_14,PD_08,LS123,1,PD_14-PD_08,MK-1775 + Nutlin-3a (-),WEE1i,MDM2i,WEE1i + MDM2i,"['PLK1', 'WEE1']",['MDM2'],"['PLK1', 'WEE1'] + ['MDM2']"
486,MK-1775,Nutlin-3a (-),PD_14,PD_08,LS180,0,PD_14-PD_08,MK-1775 + Nutlin-3a (-),WEE1i,MDM2i,WEE1i + MDM2i,"['PLK1', 'WEE1']",['MDM2'],"['PLK1', 'WEE1'] + ['MDM2']"
487,MK-1775,Nutlin-3a (-),PD_14,PD_08,LS411N,1,PD_14-PD_08,MK-1775 + Nutlin-3a (-),WEE1i,MDM2i,WEE1i + MDM2i,"['PLK1', 'WEE1']",['MDM2'],"['PLK1', 'WEE1'] + ['MDM2']"
488,MK-1775,Nutlin-3a (-),PD_14,PD_08,LOVO,0,PD_14-PD_08,MK-1775 + Nutlin-3a (-),WEE1i,MDM2i,WEE1i + MDM2i,"['PLK1', 'WEE1']",['MDM2'],"['PLK1', 'WEE1'] + ['MDM2']"
489,MK-1775,Nutlin-3a (-),PD_14,PD_08,NCIH716,1,PD_14-PD_08,MK-1775 + Nutlin-3a (-),WEE1i,MDM2i,WEE1i + MDM2i,"['PLK1', 'WEE1']",['MDM2'],"['PLK1', 'WEE1'] + ['MDM2']"
490,MK-1775,Nutlin-3a (-),PD_14,PD_08,NCIH747,1,PD_14-PD_08,MK-1775 + Nutlin-3a (-),WEE1i,MDM2i,WEE1i + MDM2i,"['PLK1', 'WEE1']",['MDM2'],"['PLK1', 'WEE1'] + ['MDM2']"
491,MK-1775,Nutlin-3a (-),PD_14,PD_08,RCM1,1,PD_14-PD_08,MK-1775 + Nutlin-3a (-),WEE1i,MDM2i,WEE1i + MDM2i,"['PLK1', 'WEE1']",['MDM2'],"['PLK1', 'WEE1'] + ['MDM2']"
