,inhibitor_combination,cell_line,synergy
613,ErrBi + MEKi,HT55,0.0
614,ErrBi + METi,HT55,1.0
615,ErrBi + PI3Ki,HT55,0.5
616,ErrBi + PORCNi,HT55,0.0
617,ErrBi + RAFi,HT55,1.0
618,MEKi + AKTi,HT55,0.0
619,MEKi + BCL2i,HT55,1.0
620,MEKi + CDKi,HT55,0.0
621,MEKi + ERKi,HT55,0.0
622,MEKi + ErrBi,HT55,0.0
623,MEKi + IGFRi,HT55,0.0
624,MEKi + PARPi,HT55,1.0
625,MEKi + PI3Ki,HT55,0.5
626,MEKi + PORCNi,HT55,0.0
627,PARPi + WEE1i,HT55,1.0
628,PI3Ki + AKTi,HT55,0.0
629,PI3Ki + BCL2i,HT55,1.0
630,PI3Ki + CDKi,HT55,1.0
631,PI3Ki + ErrBi,HT55,1.0
632,PI3Ki + IGFRi,HT55,0.0
633,PI3Ki + MEKi,HT55,1.0
634,PI3Ki + MTORi,HT55,1.0
635,PI3Ki + PARPi,HT55,1.0
636,PI3Ki + PORCNi,HT55,1.0
637,WEE1i + ATMa,HT55,1.0
638,WEE1i + MDM2i,HT55,1.0
639,WEE1i + PI3Ki,HT55,1.0
640,ABL1i + MEKi,KM12,1.0
641,AKTi + MTORi,KM12,0.0
642,BCL2i + EGFRi,KM12,1.0
643,BCL2i + ErrBi,KM12,1.0
644,BCL2i + MEKi,KM12,1.0
645,BCL2i + PI3Ki,KM12,0.0
646,CHEKi + ATMa,KM12,1.0
647,CHEKi + WEE1i,KM12,1.0
648,ErrBi + AKTi,KM12,1.0
649,ErrBi + BCL2i,KM12,1.0
650,ErrBi + CDKi,KM12,0.0
651,ErrBi + FGFRi,KM12,1.0
652,ErrBi + IGFRi,KM12,1.0
653,ErrBi + MEKi,KM12,0.0
654,ErrBi + METi,KM12,1.0
655,ErrBi + PI3Ki,KM12,0.5
656,ErrBi + PORCNi,KM12,0.0
657,ErrBi + RAFi,KM12,1.0
658,MEKi + AKTi,KM12,1.0
659,MEKi + BCL2i,KM12,1.0
660,MEKi + CDKi,KM12,0.0
661,MEKi + ERKi,KM12,0.0
662,MEKi + ErrBi,KM12,0.0
663,MEKi + IGFRi,KM12,1.0
664,MEKi + PARPi,KM12,0.0
665,MEKi + PI3Ki,KM12,1.0
666,MEKi + PORCNi,KM12,1.0
667,PARPi + WEE1i,KM12,0.0
668,PI3Ki + AKTi,KM12,1.0
669,PI3Ki + BCL2i,KM12,0.0
670,PI3Ki + CDKi,KM12,1.0
671,PI3Ki + ErrBi,KM12,0.0
672,PI3Ki + IGFRi,KM12,1.0
673,PI3Ki + MEKi,KM12,1.0
674,PI3Ki + MTORi,KM12,0.0
675,PI3Ki + PARPi,KM12,0.0
676,PI3Ki + PORCNi,KM12,1.0
677,WEE1i + ATMa,KM12,1.0
678,WEE1i + MDM2i,KM12,1.0
679,WEE1i + PI3Ki,KM12,1.0
680,ABL1i + MEKi,LOVO,1.0
681,AKTi + MTORi,LOVO,1.0
682,BCL2i + EGFRi,LOVO,1.0
683,BCL2i + ErrBi,LOVO,1.0
684,BCL2i + MEKi,LOVO,1.0
685,BCL2i + PI3Ki,LOVO,1.0
686,CHEKi + ATMa,LOVO,1.0
687,CHEKi + WEE1i,LOVO,1.0
688,ErrBi + AKTi,LOVO,1.0
689,ErrBi + BCL2i,LOVO,1.0
690,ErrBi + CDKi,LOVO,1.0
691,ErrBi + FGFRi,LOVO,1.0
692,ErrBi + IGFRi,LOVO,1.0
693,ErrBi + MEKi,LOVO,1.0
694,ErrBi + METi,LOVO,1.0
695,ErrBi + PI3Ki,LOVO,0.5
696,ErrBi + PORCNi,LOVO,0.0
697,ErrBi + RAFi,LOVO,1.0
698,MEKi + AKTi,LOVO,1.0
699,MEKi + BCL2i,LOVO,1.0
700,MEKi + CDKi,LOVO,0.0
701,MEKi + ERKi,LOVO,0.0
702,MEKi + ErrBi,LOVO,1.0
703,MEKi + IGFRi,LOVO,1.0
704,MEKi + PARPi,LOVO,1.0
705,MEKi + PI3Ki,LOVO,1.0
706,MEKi + PORCNi,LOVO,1.0
707,PARPi + WEE1i,LOVO,1.0
708,PI3Ki + AKTi,LOVO,1.0
709,PI3Ki + BCL2i,LOVO,1.0
710,PI3Ki + CDKi,LOVO,1.0
711,PI3Ki + ErrBi,LOVO,1.0
712,PI3Ki + IGFRi,LOVO,1.0
713,PI3Ki + MEKi,LOVO,1.0
714,PI3Ki + MTORi,LOVO,1.0
715,PI3Ki + PARPi,LOVO,0.0
716,PI3Ki + PORCNi,LOVO,1.0
717,WEE1i + ATMa,LOVO,1.0
718,WEE1i + MDM2i,LOVO,0.0
719,WEE1i + PI3Ki,LOVO,1.0
720,ABL1i + MEKi,LS123,0.0
721,AKTi + MTORi,LS123,1.0
722,BCL2i + EGFRi,LS123,1.0
723,BCL2i + ErrBi,LS123,1.0
724,BCL2i + MEKi,LS123,1.0
725,BCL2i + PI3Ki,LS123,1.0
726,CHEKi + ATMa,LS123,1.0
727,CHEKi + WEE1i,LS123,1.0
728,ErrBi + AKTi,LS123,0.0
729,ErrBi + BCL2i,LS123,1.0
730,ErrBi + CDKi,LS123,0.0
731,ErrBi + FGFRi,LS123,1.0
732,ErrBi + IGFRi,LS123,0.0
733,ErrBi + MEKi,LS123,1.0
734,ErrBi + METi,LS123,1.0
735,ErrBi + PI3Ki,LS123,1.0
736,ErrBi + PORCNi,LS123,0.0
737,ErrBi + RAFi,LS123,1.0
738,MEKi + AKTi,LS123,1.0
739,MEKi + BCL2i,LS123,1.0
740,MEKi + CDKi,LS123,0.0
741,MEKi + ERKi,LS123,0.0
742,MEKi + ErrBi,LS123,1.0
743,MEKi + IGFRi,LS123,0.0
744,MEKi + PARPi,LS123,0.0
745,MEKi + PI3Ki,LS123,1.0
746,MEKi + PORCNi,LS123,0.0
747,PARPi + WEE1i,LS123,1.0
748,PI3Ki + AKTi,LS123,1.0
749,PI3Ki + BCL2i,LS123,1.0
750,PI3Ki + CDKi,LS123,1.0
751,PI3Ki + ErrBi,LS123,1.0
752,PI3Ki + IGFRi,LS123,1.0
753,PI3Ki + MEKi,LS123,1.0
754,PI3Ki + MTORi,LS123,1.0
755,PI3Ki + PARPi,LS123,0.0
756,PI3Ki + PORCNi,LS123,0.0
757,WEE1i + ATMa,LS123,1.0
758,WEE1i + MDM2i,LS123,1.0
759,WEE1i + PI3Ki,LS123,0.0
760,ABL1i + MEKi,LS180,1.0
761,AKTi + MTORi,LS180,1.0
762,BCL2i + EGFRi,LS180,1.0
763,BCL2i + ErrBi,LS180,1.0
764,BCL2i + MEKi,LS180,1.0
765,BCL2i + PI3Ki,LS180,1.0
766,CHEKi + ATMa,LS180,1.0
767,CHEKi + WEE1i,LS180,1.0
768,ErrBi + AKTi,LS180,1.0
769,ErrBi + BCL2i,LS180,1.0
770,ErrBi + CDKi,LS180,1.0
771,ErrBi + FGFRi,LS180,1.0
772,ErrBi + IGFRi,LS180,1.0
773,ErrBi + MEKi,LS180,1.0
774,ErrBi + METi,LS180,1.0
775,ErrBi + PI3Ki,LS180,0.5
776,ErrBi + PORCNi,LS180,0.0
777,ErrBi + RAFi,LS180,0.0
778,MEKi + AKTi,LS180,1.0
779,MEKi + BCL2i,LS180,1.0
780,MEKi + CDKi,LS180,1.0
781,MEKi + ERKi,LS180,0.0
782,MEKi + ErrBi,LS180,1.0
783,MEKi + IGFRi,LS180,1.0
784,MEKi + PARPi,LS180,0.0
785,MEKi + PI3Ki,LS180,1.0
786,MEKi + PORCNi,LS180,0.0
787,PARPi + WEE1i,LS180,0.0
788,PI3Ki + AKTi,LS180,1.0
789,PI3Ki + BCL2i,LS180,1.0
790,PI3Ki + CDKi,LS180,1.0
791,PI3Ki + ErrBi,LS180,1.0
792,PI3Ki + IGFRi,LS180,1.0
793,PI3Ki + MEKi,LS180,1.0
794,PI3Ki + MTORi,LS180,1.0
795,PI3Ki + PARPi,LS180,1.0
796,PI3Ki + PORCNi,LS180,1.0
797,WEE1i + ATMa,LS180,0.0
798,WEE1i + MDM2i,LS180,0.0
799,WEE1i + PI3Ki,LS180,1.0
800,ABL1i + MEKi,LS411N,1.0
801,AKTi + MTORi,LS411N,1.0
802,BCL2i + EGFRi,LS411N,1.0
803,BCL2i + ErrBi,LS411N,1.0
804,BCL2i + MEKi,LS411N,1.0
805,BCL2i + PI3Ki,LS411N,1.0
806,CHEKi + ATMa,LS411N,1.0
807,CHEKi + WEE1i,LS411N,1.0
808,ErrBi + AKTi,LS411N,1.0
809,ErrBi + BCL2i,LS411N,1.0
810,ErrBi + CDKi,LS411N,0.0
811,ErrBi + FGFRi,LS411N,1.0
812,ErrBi + IGFRi,LS411N,1.0
813,ErrBi + MEKi,LS411N,1.0
814,ErrBi + METi,LS411N,1.0
815,ErrBi + PI3Ki,LS411N,1.0
816,ErrBi + PORCNi,LS411N,0.0
817,ErrBi + RAFi,LS411N,1.0
818,MEKi + AKTi,LS411N,1.0
819,MEKi + BCL2i,LS411N,1.0
820,MEKi + CDKi,LS411N,1.0
821,MEKi + ERKi,LS411N,0.0
822,MEKi + ErrBi,LS411N,1.0
823,MEKi + IGFRi,LS411N,1.0
824,MEKi + PARPi,LS411N,1.0
825,MEKi + PI3Ki,LS411N,1.0
826,MEKi + PORCNi,LS411N,1.0
827,PARPi + WEE1i,LS411N,0.0
828,PI3Ki + AKTi,LS411N,1.0
829,PI3Ki + BCL2i,LS411N,1.0
830,PI3Ki + CDKi,LS411N,1.0
831,PI3Ki + ErrBi,LS411N,0.5
832,PI3Ki + IGFRi,LS411N,1.0
833,PI3Ki + MEKi,LS411N,1.0
834,PI3Ki + MTORi,LS411N,1.0
835,PI3Ki + PARPi,LS411N,1.0
836,PI3Ki + PORCNi,LS411N,1.0
837,WEE1i + ATMa,LS411N,1.0
838,WEE1i + MDM2i,LS411N,1.0
839,WEE1i + PI3Ki,LS411N,1.0
840,ABL1i + MEKi,LS513,1.0
841,AKTi + MTORi,LS513,1.0
842,BCL2i + EGFRi,LS513,1.0
843,BCL2i + ErrBi,LS513,1.0
844,BCL2i + MEKi,LS513,1.0
845,BCL2i + PI3Ki,LS513,1.0
846,CHEKi + ATMa,LS513,1.0
847,CHEKi + WEE1i,LS513,1.0
848,ErrBi + AKTi,LS513,0.0
849,ErrBi + BCL2i,LS513,1.0
850,ErrBi + CDKi,LS513,0.0
851,ErrBi + FGFRi,LS513,1.0
852,ErrBi + IGFRi,LS513,1.0
853,ErrBi + MEKi,LS513,1.0
854,ErrBi + METi,LS513,1.0
855,ErrBi + PI3Ki,LS513,1.0
856,ErrBi + PORCNi,LS513,
857,ErrBi + RAFi,LS513,
858,MEKi + AKTi,LS513,1.0
859,MEKi + BCL2i,LS513,1.0
860,MEKi + CDKi,LS513,
861,MEKi + ERKi,LS513,
862,MEKi + ErrBi,LS513,1.0
863,MEKi + IGFRi,LS513,1.0
864,MEKi + PARPi,LS513,1.0
865,MEKi + PI3Ki,LS513,1.0
866,MEKi + PORCNi,LS513,
867,PARPi + WEE1i,LS513,
868,PI3Ki + AKTi,LS513,1.0
869,PI3Ki + BCL2i,LS513,1.0
870,PI3Ki + CDKi,LS513,0.0
871,PI3Ki + ErrBi,LS513,1.0
872,PI3Ki + IGFRi,LS513,0.0
873,PI3Ki + MEKi,LS513,1.0
874,PI3Ki + MTORi,LS513,1.0
875,PI3Ki + PARPi,LS513,0.0
876,PI3Ki + PORCNi,LS513,
877,WEE1i + ATMa,LS513,1.0
878,WEE1i + MDM2i,LS513,
879,WEE1i + PI3Ki,LS513,1.0
880,ABL1i + MEKi,MDST8,1.0
881,AKTi + MTORi,MDST8,1.0
882,BCL2i + EGFRi,MDST8,1.0
883,BCL2i + ErrBi,MDST8,1.0
884,BCL2i + MEKi,MDST8,1.0
885,BCL2i + PI3Ki,MDST8,1.0
886,CHEKi + ATMa,MDST8,1.0
887,CHEKi + WEE1i,MDST8,1.0
888,ErrBi + AKTi,MDST8,1.0
889,ErrBi + BCL2i,MDST8,1.0
890,ErrBi + CDKi,MDST8,0.0
891,ErrBi + FGFRi,MDST8,1.0
892,ErrBi + IGFRi,MDST8,0.0
893,ErrBi + MEKi,MDST8,0.0
894,ErrBi + METi,MDST8,1.0
895,ErrBi + PI3Ki,MDST8,0.0
896,ErrBi + PORCNi,MDST8,
897,ErrBi + RAFi,MDST8,
898,MEKi + AKTi,MDST8,1.0
899,MEKi + BCL2i,MDST8,1.0
900,MEKi + CDKi,MDST8,
901,MEKi + ERKi,MDST8,
902,MEKi + ErrBi,MDST8,1.0
903,MEKi + IGFRi,MDST8,1.0
904,MEKi + PARPi,MDST8,1.0
905,MEKi + PI3Ki,MDST8,1.0
906,MEKi + PORCNi,MDST8,
907,PARPi + WEE1i,MDST8,
908,PI3Ki + AKTi,MDST8,0.0
909,PI3Ki + BCL2i,MDST8,1.0
910,PI3Ki + CDKi,MDST8,1.0
911,PI3Ki + ErrBi,MDST8,0.5
912,PI3Ki + IGFRi,MDST8,1.0
913,PI3Ki + MEKi,MDST8,1.0
914,PI3Ki + MTORi,MDST8,1.0
915,PI3Ki + PARPi,MDST8,0.0
916,PI3Ki + PORCNi,MDST8,
917,WEE1i + ATMa,MDST8,0.0
918,WEE1i + MDM2i,MDST8,
919,WEE1i + PI3Ki,MDST8,1.0
920,ABL1i + MEKi,NCIH716,1.0
921,AKTi + MTORi,NCIH716,1.0
922,BCL2i + EGFRi,NCIH716,1.0
923,BCL2i + ErrBi,NCIH716,1.0
924,BCL2i + MEKi,NCIH716,1.0
925,BCL2i + PI3Ki,NCIH716,1.0
926,CHEKi + ATMa,NCIH716,1.0
927,CHEKi + WEE1i,NCIH716,1.0
928,ErrBi + AKTi,NCIH716,1.0
929,ErrBi + BCL2i,NCIH716,0.0
930,ErrBi + CDKi,NCIH716,0.0
931,ErrBi + FGFRi,NCIH716,0.0
932,ErrBi + IGFRi,NCIH716,0.0
933,ErrBi + MEKi,NCIH716,0.0
934,ErrBi + METi,NCIH716,1.0
935,ErrBi + PI3Ki,NCIH716,0.5
936,ErrBi + PORCNi,NCIH716,0.0
937,ErrBi + RAFi,NCIH716,1.0
938,MEKi + AKTi,NCIH716,1.0
939,MEKi + BCL2i,NCIH716,1.0
940,MEKi + CDKi,NCIH716,0.0
941,MEKi + ERKi,NCIH716,0.0
942,MEKi + ErrBi,NCIH716,1.0
943,MEKi + IGFRi,NCIH716,0.0
944,MEKi + PARPi,NCIH716,0.0
945,MEKi + PI3Ki,NCIH716,1.0
946,MEKi + PORCNi,NCIH716,1.0
947,PARPi + WEE1i,NCIH716,0.0
948,PI3Ki + AKTi,NCIH716,0.0
949,PI3Ki + BCL2i,NCIH716,1.0
950,PI3Ki + CDKi,NCIH716,0.0
951,PI3Ki + ErrBi,NCIH716,0.5
952,PI3Ki + IGFRi,NCIH716,0.0
953,PI3Ki + MEKi,NCIH716,1.0
954,PI3Ki + MTORi,NCIH716,1.0
955,PI3Ki + PARPi,NCIH716,0.0
956,PI3Ki + PORCNi,NCIH716,0.0
957,WEE1i + ATMa,NCIH716,1.0
958,WEE1i + MDM2i,NCIH716,1.0
959,WEE1i + PI3Ki,NCIH716,1.0
960,ABL1i + MEKi,NCIH747,0.0
961,AKTi + MTORi,NCIH747,1.0
962,BCL2i + EGFRi,NCIH747,1.0
963,BCL2i + ErrBi,NCIH747,1.0
964,BCL2i + MEKi,NCIH747,1.0
965,BCL2i + PI3Ki,NCIH747,1.0
966,CHEKi + ATMa,NCIH747,1.0
967,CHEKi + WEE1i,NCIH747,1.0
968,ErrBi + AKTi,NCIH747,1.0
969,ErrBi + BCL2i,NCIH747,1.0
970,ErrBi + CDKi,NCIH747,1.0
971,ErrBi + FGFRi,NCIH747,1.0
972,ErrBi + IGFRi,NCIH747,1.0
973,ErrBi + MEKi,NCIH747,1.0
974,ErrBi + METi,NCIH747,1.0
975,ErrBi + PI3Ki,NCIH747,0.5
976,ErrBi + PORCNi,NCIH747,1.0
977,ErrBi + RAFi,NCIH747,1.0
978,MEKi + AKTi,NCIH747,1.0
979,MEKi + BCL2i,NCIH747,1.0
980,MEKi + CDKi,NCIH747,0.0
981,MEKi + ERKi,NCIH747,0.0
982,MEKi + ErrBi,NCIH747,1.0
983,MEKi + IGFRi,NCIH747,1.0
984,MEKi + PARPi,NCIH747,1.0
985,MEKi + PI3Ki,NCIH747,1.0
986,MEKi + PORCNi,NCIH747,1.0
987,PARPi + WEE1i,NCIH747,0.0
988,PI3Ki + AKTi,NCIH747,0.0
989,PI3Ki + BCL2i,NCIH747,1.0
990,PI3Ki + CDKi,NCIH747,1.0
991,PI3Ki + ErrBi,NCIH747,1.0
992,PI3Ki + IGFRi,NCIH747,0.0
993,PI3Ki + MEKi,NCIH747,1.0
994,PI3Ki + MTORi,NCIH747,1.0
995,PI3Ki + PARPi,NCIH747,1.0
996,PI3Ki + PORCNi,NCIH747,1.0
997,WEE1i + ATMa,NCIH747,1.0
998,WEE1i + MDM2i,NCIH747,1.0
999,WEE1i + PI3Ki,NCIH747,1.0
1000,ABL1i + MEKi,RCM1,1.0
1001,AKTi + MTORi,RCM1,0.0
1002,BCL2i + EGFRi,RCM1,1.0
1003,BCL2i + ErrBi,RCM1,1.0
1004,BCL2i + MEKi,RCM1,1.0
1005,BCL2i + PI3Ki,RCM1,1.0
1006,CHEKi + ATMa,RCM1,1.0
1007,CHEKi + WEE1i,RCM1,1.0
1008,ErrBi + AKTi,RCM1,1.0
1009,ErrBi + BCL2i,RCM1,1.0
1010,ErrBi + CDKi,RCM1,0.0
1011,ErrBi + FGFRi,RCM1,1.0
1012,ErrBi + IGFRi,RCM1,1.0
1013,ErrBi + MEKi,RCM1,1.0
1014,ErrBi + METi,RCM1,1.0
1015,ErrBi + PI3Ki,RCM1,1.0
1016,ErrBi + PORCNi,RCM1,0.0
1017,ErrBi + RAFi,RCM1,0.0
1018,MEKi + AKTi,RCM1,1.0
1019,MEKi + BCL2i,RCM1,1.0
1020,MEKi + CDKi,RCM1,0.0
1021,MEKi + ERKi,RCM1,0.0
1022,MEKi + ErrBi,RCM1,1.0
1023,MEKi + IGFRi,RCM1,1.0
1024,MEKi + PARPi,RCM1,1.0
1025,MEKi + PI3Ki,RCM1,1.0
1026,MEKi + PORCNi,RCM1,1.0
1027,PARPi + WEE1i,RCM1,0.0
1028,PI3Ki + AKTi,RCM1,1.0
1029,PI3Ki + BCL2i,RCM1,0.0
1030,PI3Ki + CDKi,RCM1,0.0
1031,PI3Ki + ErrBi,RCM1,0.0
1032,PI3Ki + IGFRi,RCM1,0.0
1033,PI3Ki + MEKi,RCM1,1.0
1034,PI3Ki + MTORi,RCM1,0.0
1035,PI3Ki + PARPi,RCM1,1.0
1036,PI3Ki + PORCNi,RCM1,1.0
1037,WEE1i + ATMa,RCM1,1.0
1038,WEE1i + MDM2i,RCM1,1.0
1039,WEE1i + PI3Ki,RCM1,0.0
1040,ABL1i + MEKi,RKO,1.0
1041,AKTi + MTORi,RKO,1.0
1042,BCL2i + EGFRi,RKO,1.0
1043,BCL2i + ErrBi,RKO,1.0
1044,BCL2i + MEKi,RKO,1.0
1045,BCL2i + PI3Ki,RKO,1.0
1046,CHEKi + ATMa,RKO,1.0
1047,CHEKi + WEE1i,RKO,1.0
1048,ErrBi + AKTi,RKO,1.0
1049,ErrBi + BCL2i,RKO,1.0
1050,ErrBi + CDKi,RKO,0.0
1051,ErrBi + FGFRi,RKO,1.0
1052,ErrBi + IGFRi,RKO,1.0
1053,ErrBi + MEKi,RKO,1.0
1054,ErrBi + METi,RKO,1.0
1055,ErrBi + PI3Ki,RKO,1.0
1056,ErrBi + PORCNi,RKO,0.0
1057,ErrBi + RAFi,RKO,0.0
1058,MEKi + AKTi,RKO,1.0
1059,MEKi + BCL2i,RKO,1.0
1060,MEKi + CDKi,RKO,1.0
1061,MEKi + ERKi,RKO,0.0
1062,MEKi + ErrBi,RKO,1.0
1063,MEKi + IGFRi,RKO,1.0
1064,MEKi + PARPi,RKO,1.0
1065,MEKi + PI3Ki,RKO,1.0
1066,MEKi + PORCNi,RKO,1.0
1067,PARPi + WEE1i,RKO,1.0
1068,PI3Ki + AKTi,RKO,0.0
1069,PI3Ki + BCL2i,RKO,0.0
1070,PI3Ki + CDKi,RKO,1.0
1071,PI3Ki + ErrBi,RKO,1.0
1072,PI3Ki + IGFRi,RKO,1.0
1073,PI3Ki + MEKi,RKO,1.0
1074,PI3Ki + MTORi,RKO,1.0
1075,PI3Ki + PARPi,RKO,1.0
1076,PI3Ki + PORCNi,RKO,0.0
1077,WEE1i + ATMa,RKO,1.0
1078,WEE1i + MDM2i,RKO,1.0
1079,WEE1i + PI3Ki,RKO,1.0
1080,ABL1i + MEKi,SKCO1,1.0
1081,AKTi + MTORi,SKCO1,0.0
1082,BCL2i + EGFRi,SKCO1,1.0
1083,BCL2i + ErrBi,SKCO1,1.0
1084,BCL2i + MEKi,SKCO1,1.0
1085,BCL2i + PI3Ki,SKCO1,1.0
1086,CHEKi + ATMa,SKCO1,1.0
1087,CHEKi + WEE1i,SKCO1,1.0
1088,ErrBi + AKTi,SKCO1,1.0
1089,ErrBi + BCL2i,SKCO1,1.0
1090,ErrBi + CDKi,SKCO1,1.0
1091,ErrBi + FGFRi,SKCO1,1.0
1092,ErrBi + IGFRi,SKCO1,1.0
1093,ErrBi + MEKi,SKCO1,1.0
1094,ErrBi + METi,SKCO1,1.0
1095,ErrBi + PI3Ki,SKCO1,1.0
1096,ErrBi + PORCNi,SKCO1,0.0
1097,ErrBi + RAFi,SKCO1,0.0
1098,MEKi + AKTi,SKCO1,1.0
1099,MEKi + BCL2i,SKCO1,1.0
1100,MEKi + CDKi,SKCO1,1.0
1101,MEKi + ERKi,SKCO1,0.0
1102,MEKi + ErrBi,SKCO1,1.0
1103,MEKi + IGFRi,SKCO1,1.0
1104,MEKi + PARPi,SKCO1,0.0
1105,MEKi + PI3Ki,SKCO1,1.0
1106,MEKi + PORCNi,SKCO1,1.0
1107,PARPi + WEE1i,SKCO1,0.0
1108,PI3Ki + AKTi,SKCO1,0.0
1109,PI3Ki + BCL2i,SKCO1,1.0
1110,PI3Ki + CDKi,SKCO1,1.0
1111,PI3Ki + ErrBi,SKCO1,1.0
1112,PI3Ki + IGFRi,SKCO1,0.0
1113,PI3Ki + MEKi,SKCO1,1.0
1114,PI3Ki + MTORi,SKCO1,0.0
1115,PI3Ki + PARPi,SKCO1,0.0
1116,PI3Ki + PORCNi,SKCO1,0.0
1117,WEE1i + ATMa,SKCO1,0.0
1118,WEE1i + MDM2i,SKCO1,0.0
1119,WEE1i + PI3Ki,SKCO1,0.0
1120,ABL1i + MEKi,SNU175,0.0
1121,AKTi + MTORi,SNU175,1.0
1122,BCL2i + EGFRi,SNU175,1.0
1123,BCL2i + ErrBi,SNU175,1.0
1124,BCL2i + MEKi,SNU175,1.0
1125,BCL2i + PI3Ki,SNU175,1.0
1126,CHEKi + ATMa,SNU175,0.0
1127,CHEKi + WEE1i,SNU175,1.0
1128,ErrBi + AKTi,SNU175,1.0
1129,ErrBi + BCL2i,SNU175,1.0
1130,ErrBi + CDKi,SNU175,0.0
1131,ErrBi + FGFRi,SNU175,1.0
1132,ErrBi + IGFRi,SNU175,1.0
1133,ErrBi + MEKi,SNU175,0.0
1134,ErrBi + METi,SNU175,1.0
1135,ErrBi + PI3Ki,SNU175,0.0
1136,ErrBi + PORCNi,SNU175,0.0
1137,ErrBi + RAFi,SNU175,0.0
1138,MEKi + AKTi,SNU175,0.0
1139,MEKi + BCL2i,SNU175,1.0
1140,MEKi + CDKi,SNU175,0.0
1141,MEKi + ERKi,SNU175,0.0
1142,MEKi + ErrBi,SNU175,0.0
1143,MEKi + IGFRi,SNU175,1.0
1144,MEKi + PARPi,SNU175,1.0
1145,MEKi + PI3Ki,SNU175,0.5
1146,MEKi + PORCNi,SNU175,0.0
1147,PARPi + WEE1i,SNU175,0.0
1148,PI3Ki + AKTi,SNU175,0.0
1149,PI3Ki + BCL2i,SNU175,1.0
1150,PI3Ki + CDKi,SNU175,0.0
1151,PI3Ki + ErrBi,SNU175,0.0
1152,PI3Ki + IGFRi,SNU175,0.0
1153,PI3Ki + MEKi,SNU175,1.0
1154,PI3Ki + MTORi,SNU175,1.0
1155,PI3Ki + PARPi,SNU175,0.0
1156,PI3Ki + PORCNi,SNU175,1.0
1157,WEE1i + ATMa,SNU175,1.0
1158,WEE1i + MDM2i,SNU175,0.0
1159,WEE1i + PI3Ki,SNU175,1.0
1160,ABL1i + MEKi,SNU407,1.0
1161,AKTi + MTORi,SNU407,1.0
1162,BCL2i + EGFRi,SNU407,1.0
1163,BCL2i + ErrBi,SNU407,0.0
1164,BCL2i + MEKi,SNU407,0.0
1165,BCL2i + PI3Ki,SNU407,1.0
1166,CHEKi + ATMa,SNU407,1.0
1167,CHEKi + WEE1i,SNU407,1.0
1168,ErrBi + AKTi,SNU407,1.0
1169,ErrBi + BCL2i,SNU407,1.0
1170,ErrBi + CDKi,SNU407,1.0
1171,ErrBi + FGFRi,SNU407,1.0
1172,ErrBi + IGFRi,SNU407,1.0
1173,ErrBi + MEKi,SNU407,1.0
1174,ErrBi + METi,SNU407,1.0
1175,ErrBi + PI3Ki,SNU407,1.0
1176,ErrBi + PORCNi,SNU407,
1177,ErrBi + RAFi,SNU407,
1178,MEKi + AKTi,SNU407,1.0
1179,MEKi + BCL2i,SNU407,1.0
1180,MEKi + CDKi,SNU407,
1181,MEKi + ERKi,SNU407,
1182,MEKi + ErrBi,SNU407,1.0
1183,MEKi + IGFRi,SNU407,1.0
1184,MEKi + PARPi,SNU407,1.0
1185,MEKi + PI3Ki,SNU407,1.0
1186,MEKi + PORCNi,SNU407,
1187,PARPi + WEE1i,SNU407,
1188,PI3Ki + AKTi,SNU407,0.0
1189,PI3Ki + BCL2i,SNU407,1.0
1190,PI3Ki + CDKi,SNU407,1.0
1191,PI3Ki + ErrBi,SNU407,1.0
1192,PI3Ki + IGFRi,SNU407,1.0
1193,PI3Ki + MEKi,SNU407,1.0
1194,PI3Ki + MTORi,SNU407,1.0
1195,PI3Ki + PARPi,SNU407,1.0
1196,PI3Ki + PORCNi,SNU407,
1197,WEE1i + ATMa,SNU407,1.0
1198,WEE1i + MDM2i,SNU407,
1199,WEE1i + PI3Ki,SNU407,1.0
1200,ABL1i + MEKi,SNU61,1.0
1201,AKTi + MTORi,SNU61,0.0
1202,BCL2i + EGFRi,SNU61,1.0
1203,BCL2i + ErrBi,SNU61,1.0
1204,BCL2i + MEKi,SNU61,1.0
1205,BCL2i + PI3Ki,SNU61,1.0
1206,CHEKi + ATMa,SNU61,1.0
1207,CHEKi + WEE1i,SNU61,1.0
1208,ErrBi + AKTi,SNU61,1.0
1209,ErrBi + BCL2i,SNU61,0.0
1210,ErrBi + CDKi,SNU61,1.0
1211,ErrBi + FGFRi,SNU61,1.0
1212,ErrBi + IGFRi,SNU61,0.0
1213,ErrBi + MEKi,SNU61,1.0
1214,ErrBi + METi,SNU61,1.0
1215,ErrBi + PI3Ki,SNU61,0.5
1216,ErrBi + PORCNi,SNU61,
1217,ErrBi + RAFi,SNU61,
1218,MEKi + AKTi,SNU61,1.0
1219,MEKi + BCL2i,SNU61,1.0
1220,MEKi + CDKi,SNU61,
1221,MEKi + ERKi,SNU61,
1222,MEKi + ErrBi,SNU61,1.0
1223,MEKi + IGFRi,SNU61,0.0
1224,MEKi + PARPi,SNU61,1.0
1225,MEKi + PI3Ki,SNU61,1.0
1226,MEKi + PORCNi,SNU61,
1227,PARPi + WEE1i,SNU61,
1228,PI3Ki + AKTi,SNU61,0.0
1229,PI3Ki + BCL2i,SNU61,1.0
1230,PI3Ki + CDKi,SNU61,1.0
1231,PI3Ki + ErrBi,SNU61,0.5
