Perturbation	Excess
PD_01_PD_06	0.0
PD_01_PD_14	0.00035395361407974946
PD_02_PD_05	0.14036328188444513
PD_02_PD_07	0.17580245843645081
PD_02_PD_12	0.00568861873605786
PD_02_PD_15	0.25417985681401023
PD_03_PD_15	0.04983525717155313
PD_04_PD_12	0.0033975672072994456
PD_04_PD_14	0.00035395361407974946
PD_04_PD_15	-0.08790321105060361
PD_06_PD_14	0.0
PD_07_PD_09	-0.00030866945782392907
PD_07_PD_10	0.004527899626719845
PD_07_PD_11	0.018860060311681526
PD_07_PD_12	0.0035999706479293847
PD_07_PD_13	0.009390264504602452
PD_07_PD_15	-0.5632535497937201
PD_07_PD_16	-0.700190564777295
PD_07_PD_17	-0.00019961045149885503
PD_07_PD_20	-5.7030441433569834e-05
PD_08_PD_14	0.0
PD_10_PD_12	0.011630669780303582
PD_10_PD_15	-0.029942011950793268
PD_10_PD_19	0.00825419214353118
PD_11_PD_12	0.0008936765441845962
PD_11_PD_15	0.04701368052030963
PD_12_PD_14	0.00027001331276788054
PD_12_PD_15	-0.0021414813084618123
PD_12_PD_17	0.0016213728555519724
PD_12_PD_19	0.00520825201907793
PD_12_PD_20	-3.507126212054512e-05
PD_15_PD_17	-0.0006165230597917626
PD_15_PD_18	0.12709422284611438
PD_15_PD_20	-0.038805882010778614
