Perturbation	Emax(k)	Bliss(k)	Excess
PD_01_PD_02	0.19260869706719347	0.15931203437456357	0.033296662692629916
PD_01_PD_07	0.17465273854077634	0.12550203459325057	0.04915070394752579
PD_01_PD_08	0.1645648502123546	0.11344701916823467	0.051117831044119925
PD_05_PD_07	0.32763381032601674	0.17829862520297837	0.14933518512303834
PD_05_PD_08	0.0	0.15317455167952498	-0.15317455167952498
PD_05_PD_12	0.23776820906134422	0.1869197347230447	0.0508484743382995
PD_06_PD_07	0.46252498087298727	0.4575372466230759	0.004987734249911331
PD_06_PD_08	0.41026037749011024	0.4020324921385036	0.008227885351606682
PD_07_PD_08	0.21208982953622918	0.22532506916794162	-0.01323523963171242
PD_07_PD_10	0.32762796040152703	0.41524381245776465	-0.08761585205623765
PD_07_PD_12	0.23776683260852308	0.28050785967024655	-0.04274102706172347
PD_08_PD_10	0.36778386816705494	0.3661169401541796	0.001666928012875285
PD_08_PD_11	0.4360256931748663	0.20547052924336906	0.23055516393149722
