Perturbation	Response excess over subset
[PD_01]-[PD_03]	0.16050000190734864
[PD_07]-[PD_08]	-0.12305438822582793
[PD_01]-[PD_07]	-0.00256126325448347
[PD_05]-[PD_12]	0.0
[PD_03]-[PD_06]	0.12624999999999997
[PD_07]-[PD_10]	-0.02541667938232428
[PD_03]-[PD_07]	0.02229166030883789
[PD_07]-[PD_12]	-0.02541667938232428
[PD_03]-[PD_05]	0.03500000000000003
[PD_01]-[PD_08]	0.019369762259946577
[PD_06]-[PD_07]	0.0012427115440368786
[PD_03]-[PD_09]	0.359312801361084
[PD_03]-[PD_08]	0.36660547256469733
[PD_05]-[PD_07]	0.04146248817443843
[PD_01]-[PD_02]	0.0
[PD_03]-[PD_10]	0.0
[PD_08]-[PD_10]	-0.027961387634277246
[PD_06]-[PD_08]	-0.00213200635910038
[PD_05]-[PD_08]	-0.4058495517730712
[PD_08]-[PD_11]	0.0669260714842691
