drug_name_A,drug_name_B,PD_A,PD_B,cell_line,synergy
Trametinib,Palbociclib,PD_08,PD_06,SW948,1
Trametinib,Palbociclib,PD_08,PD_06,T84,0
Lapatinib,Palbociclib,PD_03,PD_06,C2BBE1,0
Lapatinib,Palbociclib,PD_03,PD_06,CCK81,1
Lapatinib,Palbociclib,PD_03,PD_06,CL11,1
Lapatinib,Palbociclib,PD_03,PD_06,CL40,0
Lapatinib,Palbociclib,PD_03,PD_06,COLO205,0
Lapatinib,Palbociclib,PD_03,PD_06,COLO320HSR,1
Lapatinib,Palbociclib,PD_03,PD_06,COLO678,0
Lapatinib,Palbociclib,PD_03,PD_06,CW2,0
Lapatinib,Palbociclib,PD_03,PD_06,CAR1,0
Lapatinib,Palbociclib,PD_03,PD_06,DIFI,0
Lapatinib,Palbociclib,PD_03,PD_06,GP5D,1
Lapatinib,Palbociclib,PD_03,PD_06,HCC2998,0
Lapatinib,Palbociclib,PD_03,PD_06,HCT116,1
Lapatinib,Palbociclib,PD_03,PD_06,HCT15,1
Lapatinib,Palbociclib,PD_03,PD_06,HT29,0
Lapatinib,Palbociclib,PD_03,PD_06,HT55,1
Lapatinib,Palbociclib,PD_03,PD_06,KM12,0
Lapatinib,Palbociclib,PD_03,PD_06,LS123,0
Lapatinib,Palbociclib,PD_03,PD_06,LS180,1
Lapatinib,Palbociclib,PD_03,PD_06,LS411N,0
Lapatinib,Palbociclib,PD_03,PD_06,LS513,0
Lapatinib,Palbociclib,PD_03,PD_06,LOVO,1
Lapatinib,Palbociclib,PD_03,PD_06,MDST8,0
Lapatinib,Palbociclib,PD_03,PD_06,NCIH716,0
Lapatinib,Palbociclib,PD_03,PD_06,NCIH747,1
Lapatinib,Palbociclib,PD_03,PD_06,RCM1,0
Lapatinib,Palbociclib,PD_03,PD_06,RKO,0
Lapatinib,Palbociclib,PD_03,PD_06,SKCO1,1
Lapatinib,Palbociclib,PD_03,PD_06,SNU175,0
Lapatinib,Palbociclib,PD_03,PD_06,SNU407,1
Lapatinib,Palbociclib,PD_03,PD_06,SNU61,1
Lapatinib,Palbociclib,PD_03,PD_06,SNUC1,1
Lapatinib,Palbociclib,PD_03,PD_06,SNUC2B,0
Lapatinib,Palbociclib,PD_03,PD_06,SNUC5,1
Lapatinib,Palbociclib,PD_03,PD_06,SW1116,1
Lapatinib,Palbociclib,PD_03,PD_06,SW1417,0
Lapatinib,Palbociclib,PD_03,PD_06,SW1463,0
Lapatinib,Palbociclib,PD_03,PD_06,SW48,0
Lapatinib,Palbociclib,PD_03,PD_06,SW620,0
Lapatinib,Palbociclib,PD_03,PD_06,SW626,0
Lapatinib,Palbociclib,PD_03,PD_06,SW837,0
Lapatinib,Palbociclib,PD_03,PD_06,SW948,0
Lapatinib,Palbociclib,PD_03,PD_06,T84,0
Taselisib,Palbociclib,PD_07,PD_06,C2BBE1,1
Taselisib,Palbociclib,PD_07,PD_06,CCK81,1
Taselisib,Palbociclib,PD_07,PD_06,CL11,1
Taselisib,Palbociclib,PD_07,PD_06,CL40,1
Taselisib,Palbociclib,PD_07,PD_06,COLO205,1
Taselisib,Palbociclib,PD_07,PD_06,COLO320HSR,1
Taselisib,Palbociclib,PD_07,PD_06,COLO678,0
Taselisib,Palbociclib,PD_07,PD_06,CW2,1
Taselisib,Palbociclib,PD_07,PD_06,CAR1,1
Taselisib,Palbociclib,PD_07,PD_06,DIFI,0
Taselisib,Palbociclib,PD_07,PD_06,GP5D,1
Taselisib,Palbociclib,PD_07,PD_06,HCC2998,1
Taselisib,Palbociclib,PD_07,PD_06,HCT116,1
Taselisib,Palbociclib,PD_07,PD_06,HCT15,1
Taselisib,Palbociclib,PD_07,PD_06,HT29,1
Taselisib,Palbociclib,PD_07,PD_06,HT55,1
Taselisib,Palbociclib,PD_07,PD_06,KM12,1
Taselisib,Palbociclib,PD_07,PD_06,LS123,1
Taselisib,Palbociclib,PD_07,PD_06,LS180,1
Taselisib,Palbociclib,PD_07,PD_06,LS411N,1
Taselisib,Palbociclib,PD_07,PD_06,LS513,0
Taselisib,Palbociclib,PD_07,PD_06,LOVO,1
Taselisib,Palbociclib,PD_07,PD_06,MDST8,1
Taselisib,Palbociclib,PD_07,PD_06,NCIH716,0
Taselisib,Palbociclib,PD_07,PD_06,NCIH747,1
Taselisib,Palbociclib,PD_07,PD_06,RCM1,0
Taselisib,Palbociclib,PD_07,PD_06,RKO,1
Taselisib,Palbociclib,PD_07,PD_06,SKCO1,1
Taselisib,Palbociclib,PD_07,PD_06,SNU175,0
Taselisib,Palbociclib,PD_07,PD_06,SNU407,1
Taselisib,Palbociclib,PD_07,PD_06,SNU61,1
Taselisib,Palbociclib,PD_07,PD_06,SNUC1,1
Taselisib,Palbociclib,PD_07,PD_06,SNUC2B,0
Taselisib,Palbociclib,PD_07,PD_06,SNUC5,1
Taselisib,Palbociclib,PD_07,PD_06,SW1116,1
Taselisib,Palbociclib,PD_07,PD_06,SW1417,1
Taselisib,Palbociclib,PD_07,PD_06,SW1463,0
Taselisib,Palbociclib,PD_07,PD_06,SW48,1
Taselisib,Palbociclib,PD_07,PD_06,SW620,1
Taselisib,Palbociclib,PD_07,PD_06,SW626,1
Taselisib,Palbociclib,PD_07,PD_06,SW837,1
Taselisib,Palbociclib,PD_07,PD_06,SW948,1
Taselisib,Palbociclib,PD_07,PD_06,T84,0
Trametinib,Pictilisib,PD_08,PD_07,C2BBE1,1
Trametinib,Pictilisib,PD_08,PD_07,CCK81,1
Trametinib,Pictilisib,PD_08,PD_07,CL11,1
Trametinib,Pictilisib,PD_08,PD_07,CL40,1
Trametinib,Pictilisib,PD_08,PD_07,COLO205,1
Trametinib,Pictilisib,PD_08,PD_07,COLO320HSR,1
Trametinib,Pictilisib,PD_08,PD_07,COLO678,1
Trametinib,Pictilisib,PD_08,PD_07,CW2,1
Trametinib,Pictilisib,PD_08,PD_07,CAR1,1
Trametinib,Pictilisib,PD_08,PD_07,DIFI,1
Trametinib,Pictilisib,PD_08,PD_07,GP5D,1
Trametinib,Pictilisib,PD_08,PD_07,HCC2998,1
Trametinib,Pictilisib,PD_08,PD_07,HCT116,1
Trametinib,Pictilisib,PD_08,PD_07,HCT15,1
Trametinib,Pictilisib,PD_08,PD_07,HT29,1
Trametinib,Pictilisib,PD_08,PD_07,HT55,1
Trametinib,Pictilisib,PD_08,PD_07,KM12,1
Trametinib,Pictilisib,PD_08,PD_07,LS123,1
Trametinib,Pictilisib,PD_08,PD_07,LS180,1
Trametinib,Pictilisib,PD_08,PD_07,LS411N,1
Trametinib,Pictilisib,PD_08,PD_07,LS513,1
Trametinib,Pictilisib,PD_08,PD_07,LOVO,1
Trametinib,Pictilisib,PD_08,PD_07,MDST8,1
Trametinib,Pictilisib,PD_08,PD_07,NCIH716,1
Trametinib,Pictilisib,PD_08,PD_07,NCIH747,1
Trametinib,Pictilisib,PD_08,PD_07,RCM1,1
Trametinib,Pictilisib,PD_08,PD_07,RKO,1
Trametinib,Pictilisib,PD_08,PD_07,SKCO1,1
Trametinib,Pictilisib,PD_08,PD_07,SNU175,1
Trametinib,Pictilisib,PD_08,PD_07,SNU407,1
Trametinib,Pictilisib,PD_08,PD_07,SNU61,1
Trametinib,Pictilisib,PD_08,PD_07,SNUC1,1
Trametinib,Pictilisib,PD_08,PD_07,SNUC2B,1
Trametinib,Pictilisib,PD_08,PD_07,SNUC5,1
Trametinib,Pictilisib,PD_08,PD_07,SW1116,1
Trametinib,Pictilisib,PD_08,PD_07,SW1417,0
Trametinib,Pictilisib,PD_08,PD_07,SW1463,1
Trametinib,Pictilisib,PD_08,PD_07,SW48,1
Trametinib,Pictilisib,PD_08,PD_07,SW620,1
Trametinib,Pictilisib,PD_08,PD_07,SW626,1
Trametinib,Pictilisib,PD_08,PD_07,SW837,1
Trametinib,Pictilisib,PD_08,PD_07,SW948,1
Trametinib,Pictilisib,PD_08,PD_07,T84,1
Lapatinib,Pictilisib,PD_03,PD_07,C2BBE1,1
Lapatinib,Pictilisib,PD_03,PD_07,CCK81,1
Lapatinib,Pictilisib,PD_03,PD_07,CL11,0
Lapatinib,Pictilisib,PD_03,PD_07,CL40,1
Lapatinib,Pictilisib,PD_03,PD_07,COLO205,0
Lapatinib,Pictilisib,PD_03,PD_07,COLO320HSR,1
Lapatinib,Pictilisib,PD_03,PD_07,COLO678,1
Lapatinib,Pictilisib,PD_03,PD_07,CW2,0
Lapatinib,Pictilisib,PD_03,PD_07,CAR1,1
Lapatinib,Pictilisib,PD_03,PD_07,DIFI,1
Lapatinib,Pictilisib,PD_03,PD_07,GP5D,0
Lapatinib,Pictilisib,PD_03,PD_07,HCC2998,0
Lapatinib,Pictilisib,PD_03,PD_07,HCT116,0
Lapatinib,Pictilisib,PD_03,PD_07,HCT15,0
Lapatinib,Pictilisib,PD_03,PD_07,HT29,0
Lapatinib,Pictilisib,PD_03,PD_07,HT55,1
Lapatinib,Pictilisib,PD_03,PD_07,KM12,1
Lapatinib,Pictilisib,PD_03,PD_07,LS123,1
Lapatinib,Pictilisib,PD_03,PD_07,LS180,0
Lapatinib,Pictilisib,PD_03,PD_07,LS411N,1
Lapatinib,Pictilisib,PD_03,PD_07,LS513,1
Lapatinib,Pictilisib,PD_03,PD_07,LOVO,0
Lapatinib,Pictilisib,PD_03,PD_07,MDST8,0
Lapatinib,Pictilisib,PD_03,PD_07,NCIH716,0
Lapatinib,Pictilisib,PD_03,PD_07,NCIH747,0
Lapatinib,Pictilisib,PD_03,PD_07,RCM1,1
Lapatinib,Pictilisib,PD_03,PD_07,RKO,1
Lapatinib,Pictilisib,PD_03,PD_07,SKCO1,1
Lapatinib,Pictilisib,PD_03,PD_07,SNU175,0
Lapatinib,Pictilisib,PD_03,PD_07,SNU407,1
Lapatinib,Pictilisib,PD_03,PD_07,SNU61,1
Lapatinib,Pictilisib,PD_03,PD_07,SNUC1,1
Lapatinib,Pictilisib,PD_03,PD_07,SNUC2B,0
Lapatinib,Pictilisib,PD_03,PD_07,SNUC5,0
Lapatinib,Pictilisib,PD_03,PD_07,SW1116,0
Lapatinib,Pictilisib,PD_03,PD_07,SW1417,1
Lapatinib,Pictilisib,PD_03,PD_07,SW1463,1
Lapatinib,Pictilisib,PD_03,PD_07,SW48,1
Lapatinib,Pictilisib,PD_03,PD_07,SW620,0
Lapatinib,Pictilisib,PD_03,PD_07,SW626,0
Lapatinib,Pictilisib,PD_03,PD_07,SW837,1
Lapatinib,Pictilisib,PD_03,PD_07,SW948,0
Lapatinib,Pictilisib,PD_03,PD_07,T84,1
Navitoclax,Trametinib,PD_01,PD_08,C2BBE1,1
Navitoclax,Trametinib,PD_01,PD_08,CCK81,1
Navitoclax,Trametinib,PD_01,PD_08,CL11,1
Navitoclax,Trametinib,PD_01,PD_08,CL40,1
Navitoclax,Trametinib,PD_01,PD_08,COLO205,1
Navitoclax,Trametinib,PD_01,PD_08,COLO320HSR,1
Navitoclax,Trametinib,PD_01,PD_08,COLO678,0
Navitoclax,Trametinib,PD_01,PD_08,CW2,1
Navitoclax,Trametinib,PD_01,PD_08,CAR1,1
Navitoclax,Trametinib,PD_01,PD_08,DIFI,1
Navitoclax,Trametinib,PD_01,PD_08,GP5D,1
Navitoclax,Trametinib,PD_01,PD_08,HCC2998,1
Navitoclax,Trametinib,PD_01,PD_08,HCT116,1
Navitoclax,Trametinib,PD_01,PD_08,HCT15,1
Navitoclax,Trametinib,PD_01,PD_08,HT29,1
Navitoclax,Trametinib,PD_01,PD_08,HT55,1
Navitoclax,Trametinib,PD_01,PD_08,KM12,1
Navitoclax,Trametinib,PD_01,PD_08,LS123,1
Navitoclax,Trametinib,PD_01,PD_08,LS180,1
Navitoclax,Trametinib,PD_01,PD_08,LS411N,1
Navitoclax,Trametinib,PD_01,PD_08,LS513,1
Navitoclax,Trametinib,PD_01,PD_08,LOVO,1
Navitoclax,Trametinib,PD_01,PD_08,MDST8,1
Navitoclax,Trametinib,PD_01,PD_08,NCIH716,1
Navitoclax,Trametinib,PD_01,PD_08,NCIH747,1
Navitoclax,Trametinib,PD_01,PD_08,RCM1,1
Navitoclax,Trametinib,PD_01,PD_08,RKO,1
Navitoclax,Trametinib,PD_01,PD_08,SKCO1,1
Navitoclax,Trametinib,PD_01,PD_08,SNU175,1
Navitoclax,Trametinib,PD_01,PD_08,SNU407,0
Navitoclax,Trametinib,PD_01,PD_08,SNU61,1
Navitoclax,Trametinib,PD_01,PD_08,SNUC2B,0
Navitoclax,Trametinib,PD_01,PD_08,SNUC5,0
Navitoclax,Trametinib,PD_01,PD_08,SW1116,1
Navitoclax,Trametinib,PD_01,PD_08,SW1417,1
Navitoclax,Trametinib,PD_01,PD_08,SW1463,1
Navitoclax,Trametinib,PD_01,PD_08,SW48,1
Navitoclax,Trametinib,PD_01,PD_08,SW620,1
Navitoclax,Trametinib,PD_01,PD_08,SW626,0
Navitoclax,Trametinib,PD_01,PD_08,SW837,1
Navitoclax,Trametinib,PD_01,PD_08,SW948,1
Navitoclax,Trametinib,PD_01,PD_08,T84,1
Lapatinib,Trametinib,PD_03,PD_08,C2BBE1,0
Lapatinib,Trametinib,PD_03,PD_08,CCK81,0
Lapatinib,Trametinib,PD_03,PD_08,CL11,1
Lapatinib,Trametinib,PD_03,PD_08,CL40,0
Lapatinib,Trametinib,PD_03,PD_08,COLO205,1
Lapatinib,Trametinib,PD_03,PD_08,COLO320HSR,1
Lapatinib,Trametinib,PD_03,PD_08,COLO678,0
Lapatinib,Trametinib,PD_03,PD_08,CW2,0
Lapatinib,Trametinib,PD_03,PD_08,CAR1,0
Lapatinib,Trametinib,PD_03,PD_08,DIFI,0
Lapatinib,Trametinib,PD_03,PD_08,GP5D,1
Lapatinib,Trametinib,PD_03,PD_08,HCC2998,1
Lapatinib,Trametinib,PD_03,PD_08,HCT116,1
Lapatinib,Trametinib,PD_03,PD_08,HCT15,1
Lapatinib,Trametinib,PD_03,PD_08,HT29,1
Lapatinib,Trametinib,PD_03,PD_08,HT55,0
Lapatinib,Trametinib,PD_03,PD_08,KM12,0
Lapatinib,Trametinib,PD_03,PD_08,LS123,1
Lapatinib,Trametinib,PD_03,PD_08,LS180,1
Lapatinib,Trametinib,PD_03,PD_08,LS411N,1
Lapatinib,Trametinib,PD_03,PD_08,LS513,1
Lapatinib,Trametinib,PD_03,PD_08,LOVO,1
Lapatinib,Trametinib,PD_03,PD_08,MDST8,0
Lapatinib,Trametinib,PD_03,PD_08,NCIH716,0
Lapatinib,Trametinib,PD_03,PD_08,NCIH747,1
Lapatinib,Trametinib,PD_03,PD_08,RCM1,1
Lapatinib,Trametinib,PD_03,PD_08,RKO,1
Lapatinib,Trametinib,PD_03,PD_08,SKCO1,1
Lapatinib,Trametinib,PD_03,PD_08,SNU175,0
Lapatinib,Trametinib,PD_03,PD_08,SNU407,1
Lapatinib,Trametinib,PD_03,PD_08,SNU61,1
Lapatinib,Trametinib,PD_03,PD_08,SNUC1,1
Lapatinib,Trametinib,PD_03,PD_08,SNUC2B,0
Lapatinib,Trametinib,PD_03,PD_08,SNUC5,1
Lapatinib,Trametinib,PD_03,PD_08,SW1116,1
Lapatinib,Trametinib,PD_03,PD_08,SW1417,1
Lapatinib,Trametinib,PD_03,PD_08,SW1463,1
Lapatinib,Trametinib,PD_03,PD_08,SW48,1
Lapatinib,Trametinib,PD_03,PD_08,SW620,0
Lapatinib,Trametinib,PD_03,PD_08,SW626,0
Lapatinib,Trametinib,PD_03,PD_08,SW837,1
Lapatinib,Trametinib,PD_03,PD_08,SW948,1
Lapatinib,Trametinib,PD_03,PD_08,T84,0
Taselisib,Trametinib,PD_07,PD_08,C2BBE1,1
Taselisib,Trametinib,PD_07,PD_08,CCK81,1
Taselisib,Trametinib,PD_07,PD_08,CL11,1
Taselisib,Trametinib,PD_07,PD_08,CL40,1
Taselisib,Trametinib,PD_07,PD_08,COLO205,1
Taselisib,Trametinib,PD_07,PD_08,COLO320HSR,1
Taselisib,Trametinib,PD_07,PD_08,COLO678,0
Taselisib,Trametinib,PD_07,PD_08,CW2,1
Taselisib,Trametinib,PD_07,PD_08,CAR1,1
Taselisib,Trametinib,PD_07,PD_08,DIFI,1
Taselisib,Trametinib,PD_07,PD_08,GP5D,1
Taselisib,Trametinib,PD_07,PD_08,HCC2998,1
Taselisib,Trametinib,PD_07,PD_08,HCT116,1
Taselisib,Trametinib,PD_07,PD_08,HCT15,1
Taselisib,Trametinib,PD_07,PD_08,HT29,1
Taselisib,Trametinib,PD_07,PD_08,HT55,1
Taselisib,Trametinib,PD_07,PD_08,KM12,1
Taselisib,Trametinib,PD_07,PD_08,LS123,1
Taselisib,Trametinib,PD_07,PD_08,LS180,1
Taselisib,Trametinib,PD_07,PD_08,LS411N,1
Taselisib,Trametinib,PD_07,PD_08,LS513,1
Taselisib,Trametinib,PD_07,PD_08,LOVO,1
Taselisib,Trametinib,PD_07,PD_08,MDST8,1
Taselisib,Trametinib,PD_07,PD_08,NCIH716,1
Taselisib,Trametinib,PD_07,PD_08,NCIH747,1
Taselisib,Trametinib,PD_07,PD_08,RCM1,1
Taselisib,Trametinib,PD_07,PD_08,RKO,1
Taselisib,Trametinib,PD_07,PD_08,SKCO1,1
Taselisib,Trametinib,PD_07,PD_08,SNU175,1
Taselisib,Trametinib,PD_07,PD_08,SNU407,1
Taselisib,Trametinib,PD_07,PD_08,SNU61,1
Taselisib,Trametinib,PD_07,PD_08,SNUC1,1
Taselisib,Trametinib,PD_07,PD_08,SNUC2B,1
Taselisib,Trametinib,PD_07,PD_08,SNUC5,1
Taselisib,Trametinib,PD_07,PD_08,SW1116,1
Taselisib,Trametinib,PD_07,PD_08,SW1417,0
Taselisib,Trametinib,PD_07,PD_08,SW1463,1
Taselisib,Trametinib,PD_07,PD_08,SW48,1
Taselisib,Trametinib,PD_07,PD_08,SW620,1
Taselisib,Trametinib,PD_07,PD_08,SW626,1
Taselisib,Trametinib,PD_07,PD_08,SW837,1
Taselisib,Trametinib,PD_07,PD_08,SW948,1
Taselisib,Trametinib,PD_07,PD_08,T84,1
Lapatinib,Dabrafenib,PD_03,PD_09,C2BBE1,1
Lapatinib,Dabrafenib,PD_03,PD_09,CCK81,1
Lapatinib,Dabrafenib,PD_03,PD_09,CL11,0
Lapatinib,Dabrafenib,PD_03,PD_09,CL40,0
Lapatinib,Dabrafenib,PD_03,PD_09,COLO205,0
Lapatinib,Dabrafenib,PD_03,PD_09,COLO320HSR,1
Lapatinib,Dabrafenib,PD_03,PD_09,COLO678,0
Lapatinib,Dabrafenib,PD_03,PD_09,CW2,0
Lapatinib,Dabrafenib,PD_03,PD_09,CAR1,1
Lapatinib,Dabrafenib,PD_03,PD_09,DIFI,1
Lapatinib,Dabrafenib,PD_03,PD_09,GP5D,0
Lapatinib,Dabrafenib,PD_03,PD_09,HCC2998,1
Lapatinib,Dabrafenib,PD_03,PD_09,HCT116,0
Lapatinib,Dabrafenib,PD_03,PD_09,HCT15,1
Lapatinib,Dabrafenib,PD_03,PD_09,HT29,1
Lapatinib,Dabrafenib,PD_03,PD_09,HT55,1
Lapatinib,Dabrafenib,PD_03,PD_09,KM12,1
Lapatinib,Dabrafenib,PD_03,PD_09,LS123,1
Lapatinib,Dabrafenib,PD_03,PD_09,LS180,0
Lapatinib,Dabrafenib,PD_03,PD_09,LS411N,1
Lapatinib,Dabrafenib,PD_03,PD_09,LOVO,1
Lapatinib,Dabrafenib,PD_03,PD_09,NCIH716,1
Lapatinib,Dabrafenib,PD_03,PD_09,NCIH747,1
Lapatinib,Dabrafenib,PD_03,PD_09,RCM1,0
Lapatinib,Dabrafenib,PD_03,PD_09,RKO,0
Lapatinib,Dabrafenib,PD_03,PD_09,SKCO1,0
Lapatinib,Dabrafenib,PD_03,PD_09,SNU175,0
Lapatinib,Dabrafenib,PD_03,PD_09,SNUC1,0
Lapatinib,Dabrafenib,PD_03,PD_09,SNUC2B,1
Lapatinib,Dabrafenib,PD_03,PD_09,SNUC5,1
Lapatinib,Dabrafenib,PD_03,PD_09,SW1116,1
Lapatinib,Dabrafenib,PD_03,PD_09,SW1417,1
Lapatinib,Dabrafenib,PD_03,PD_09,SW1463,1
Lapatinib,Dabrafenib,PD_03,PD_09,SW48,0
Lapatinib,Dabrafenib,PD_03,PD_09,SW620,0
Lapatinib,Dabrafenib,PD_03,PD_09,SW626,0
Lapatinib,Dabrafenib,PD_03,PD_09,SW837,0
Lapatinib,Dabrafenib,PD_03,PD_09,SW948,0
Lapatinib,Dabrafenib,PD_03,PD_09,T84,1
Trametinib,Linsitinib,PD_08,PD_10,C2BBE1,1
Trametinib,Linsitinib,PD_08,PD_10,CCK81,1
Trametinib,Linsitinib,PD_08,PD_10,CL11,1
Trametinib,Linsitinib,PD_08,PD_10,CL40,1
Trametinib,Linsitinib,PD_08,PD_10,COLO205,1
Trametinib,Linsitinib,PD_08,PD_10,COLO320HSR,1
Trametinib,Linsitinib,PD_08,PD_10,COLO678,0
Trametinib,Linsitinib,PD_08,PD_10,CW2,1
Trametinib,Linsitinib,PD_08,PD_10,CAR1,1
Trametinib,Linsitinib,PD_08,PD_10,DIFI,1
Trametinib,Linsitinib,PD_08,PD_10,GP5D,1
Trametinib,Linsitinib,PD_08,PD_10,HCC2998,1
Trametinib,Linsitinib,PD_08,PD_10,HCT116,1
Trametinib,Linsitinib,PD_08,PD_10,HCT15,1
Trametinib,Linsitinib,PD_08,PD_10,HT29,0
Trametinib,Linsitinib,PD_08,PD_10,HT55,0
Trametinib,Linsitinib,PD_08,PD_10,KM12,1
Trametinib,Linsitinib,PD_08,PD_10,LS123,0
Trametinib,Linsitinib,PD_08,PD_10,LS180,1
Trametinib,Linsitinib,PD_08,PD_10,LS411N,1
Trametinib,Linsitinib,PD_08,PD_10,LS513,1
Trametinib,Linsitinib,PD_08,PD_10,LOVO,1
Trametinib,Linsitinib,PD_08,PD_10,MDST8,1
Trametinib,Linsitinib,PD_08,PD_10,NCIH716,0
Trametinib,Linsitinib,PD_08,PD_10,NCIH747,1
Trametinib,Linsitinib,PD_08,PD_10,RCM1,1
Trametinib,Linsitinib,PD_08,PD_10,RKO,1
Trametinib,Linsitinib,PD_08,PD_10,SKCO1,1
Trametinib,Linsitinib,PD_08,PD_10,SNU175,1
Trametinib,Linsitinib,PD_08,PD_10,SNU407,1
Trametinib,Linsitinib,PD_08,PD_10,SNU61,0
Trametinib,Linsitinib,PD_08,PD_10,SNUC1,1
Trametinib,Linsitinib,PD_08,PD_10,SNUC2B,0
Trametinib,Linsitinib,PD_08,PD_10,SNUC5,0
Trametinib,Linsitinib,PD_08,PD_10,SW1116,1
Trametinib,Linsitinib,PD_08,PD_10,SW1417,0
Trametinib,Linsitinib,PD_08,PD_10,SW1463,1
Trametinib,Linsitinib,PD_08,PD_10,SW48,1
Trametinib,Linsitinib,PD_08,PD_10,SW620,1
Trametinib,Linsitinib,PD_08,PD_10,SW626,1
Trametinib,Linsitinib,PD_08,PD_10,SW837,1
Trametinib,Linsitinib,PD_08,PD_10,SW948,1
Trametinib,Linsitinib,PD_08,PD_10,T84,1
Lapatinib,Linsitinib,PD_03,PD_10,C2BBE1,1
Lapatinib,Linsitinib,PD_03,PD_10,CCK81,1
Lapatinib,Linsitinib,PD_03,PD_10,CL11,0
Lapatinib,Linsitinib,PD_03,PD_10,CL40,0
Lapatinib,Linsitinib,PD_03,PD_10,COLO205,0
Lapatinib,Linsitinib,PD_03,PD_10,COLO320HSR,1
Lapatinib,Linsitinib,PD_03,PD_10,COLO678,0
Lapatinib,Linsitinib,PD_03,PD_10,CW2,1
Lapatinib,Linsitinib,PD_03,PD_10,CAR1,1
Lapatinib,Linsitinib,PD_03,PD_10,DIFI,1
Lapatinib,Linsitinib,PD_03,PD_10,GP5D,1
Lapatinib,Linsitinib,PD_03,PD_10,HCC2998,1
Lapatinib,Linsitinib,PD_03,PD_10,HCT116,1
Lapatinib,Linsitinib,PD_03,PD_10,HCT15,1
Lapatinib,Linsitinib,PD_03,PD_10,HT29,1
Lapatinib,Linsitinib,PD_03,PD_10,HT55,1
Lapatinib,Linsitinib,PD_03,PD_10,KM12,1
Lapatinib,Linsitinib,PD_03,PD_10,LS123,0
Lapatinib,Linsitinib,PD_03,PD_10,LS180,1
Lapatinib,Linsitinib,PD_03,PD_10,LS411N,1
Lapatinib,Linsitinib,PD_03,PD_10,LS513,1
Lapatinib,Linsitinib,PD_03,PD_10,LOVO,1
Lapatinib,Linsitinib,PD_03,PD_10,MDST8,0
Lapatinib,Linsitinib,PD_03,PD_10,NCIH716,0
Lapatinib,Linsitinib,PD_03,PD_10,NCIH747,1
Lapatinib,Linsitinib,PD_03,PD_10,RCM1,1
Lapatinib,Linsitinib,PD_03,PD_10,RKO,1
Lapatinib,Linsitinib,PD_03,PD_10,SKCO1,1
Lapatinib,Linsitinib,PD_03,PD_10,SNU175,1
Lapatinib,Linsitinib,PD_03,PD_10,SNU407,1
Lapatinib,Linsitinib,PD_03,PD_10,SNU61,0
Lapatinib,Linsitinib,PD_03,PD_10,SNUC1,1
Lapatinib,Linsitinib,PD_03,PD_10,SNUC2B,1
Lapatinib,Linsitinib,PD_03,PD_10,SNUC5,1
Lapatinib,Linsitinib,PD_03,PD_10,SW1116,1
Lapatinib,Linsitinib,PD_03,PD_10,SW1417,1
Lapatinib,Linsitinib,PD_03,PD_10,SW1463,1
Lapatinib,Linsitinib,PD_03,PD_10,SW48,1
Lapatinib,Linsitinib,PD_03,PD_10,SW620,0
Lapatinib,Linsitinib,PD_03,PD_10,SW626,0
Lapatinib,Linsitinib,PD_03,PD_10,SW837,1
Lapatinib,Linsitinib,PD_03,PD_10,SW948,1
Lapatinib,Linsitinib,PD_03,PD_10,T84,1
Taselisib,Linsitinib,PD_07,PD_10,C2BBE1,1
Taselisib,Linsitinib,PD_07,PD_10,CCK81,1
Taselisib,Linsitinib,PD_07,PD_10,CL11,0
Taselisib,Linsitinib,PD_07,PD_10,CL40,0
Taselisib,Linsitinib,PD_07,PD_10,COLO205,0
Taselisib,Linsitinib,PD_07,PD_10,COLO320HSR,0
Taselisib,Linsitinib,PD_07,PD_10,COLO678,0
Taselisib,Linsitinib,PD_07,PD_10,CW2,1
Taselisib,Linsitinib,PD_07,PD_10,CAR1,1
Taselisib,Linsitinib,PD_07,PD_10,DIFI,1
Taselisib,Linsitinib,PD_07,PD_10,GP5D,1
Taselisib,Linsitinib,PD_07,PD_10,HCC2998,1
Taselisib,Linsitinib,PD_07,PD_10,HCT116,0
Taselisib,Linsitinib,PD_07,PD_10,HCT15,1
Taselisib,Linsitinib,PD_07,PD_10,HT29,0
Taselisib,Linsitinib,PD_07,PD_10,HT55,0
Taselisib,Linsitinib,PD_07,PD_10,KM12,1
Taselisib,Linsitinib,PD_07,PD_10,LS123,1
Taselisib,Linsitinib,PD_07,PD_10,LS180,1
Taselisib,Linsitinib,PD_07,PD_10,LS411N,1
Taselisib,Linsitinib,PD_07,PD_10,LS513,0
Taselisib,Linsitinib,PD_07,PD_10,LOVO,1
Taselisib,Linsitinib,PD_07,PD_10,MDST8,1
Taselisib,Linsitinib,PD_07,PD_10,NCIH716,0
Taselisib,Linsitinib,PD_07,PD_10,NCIH747,0
Taselisib,Linsitinib,PD_07,PD_10,RCM1,0
Taselisib,Linsitinib,PD_07,PD_10,RKO,1
Taselisib,Linsitinib,PD_07,PD_10,SKCO1,0
Taselisib,Linsitinib,PD_07,PD_10,SNU175,0
Taselisib,Linsitinib,PD_07,PD_10,SNU407,1
Taselisib,Linsitinib,PD_07,PD_10,SNU61,0
Taselisib,Linsitinib,PD_07,PD_10,SNUC1,1
Taselisib,Linsitinib,PD_07,PD_10,SNUC2B,0
Taselisib,Linsitinib,PD_07,PD_10,SNUC5,1
