Perturbation	Response excess over subset
[PD_01]-[PD_02]	0.0
[PD_01]-[PD_03]	0.0
[PD_01]-[PD_04]	-0.03223388643237923
[PD_01]-[PD_05]	-0.3148014244666466
[PD_01]-[PD_06]	0.0
[PD_01]-[PD_07]	-0.3641591022838996
[PD_01]-[PD_08]	-0.17959756276718353
[PD_01]-[PD_09]	-0.03899634138904284
[PD_01]-[PD_10]	-0.15995485813497634
[PD_01]-[PD_11]	-0.27416484072407155
[PD_01]-[PD_12]	-0.23801577737145374
[PD_01]-[PD_13]	-0.1414524509595788
[PD_01]-[PD_14]	-0.006447281086513046
[PD_01]-[PD_15]	-0.17498393033619974
[PD_01]-[PD_16]	-0.15087134927722579
[PD_01]-[PD_17]	-0.09098540852028192
[PD_01]-[PD_18]	-0.10034758928229759
[PD_01]-[PD_19]	-0.027296474004559812
[PD_01]-[PD_20]	-0.3999450913168857
[PD_01]-[PD_21]	-0.3999450913168857
[PD_02]-[PD_03]	-0.018799625225921268
[PD_02]-[PD_04]	-0.015415590200851259
[PD_02]-[PD_05]	-0.7550209629135644
[PD_02]-[PD_06]	0.0
[PD_02]-[PD_07]	-0.9961164240750572
[PD_02]-[PD_08]	0.0
[PD_02]-[PD_09]	0.0
[PD_02]-[PD_10]	-0.2804906497784515
[PD_02]-[PD_11]	-1.089014768492631
[PD_02]-[PD_12]	-0.393141332086278
[PD_02]-[PD_13]	-0.30086634432761594
[PD_02]-[PD_14]	-0.008528817675869549
[PD_02]-[PD_15]	-0.38567643198800927
[PD_02]-[PD_16]	-0.2711922102043594
[PD_02]-[PD_17]	-0.14705605377116893
[PD_02]-[PD_18]	-0.127265114921423
[PD_02]-[PD_19]	-0.06050002202897087
[PD_02]-[PD_20]	-0.8405706867781784
[PD_02]-[PD_21]	-0.8405706867781784
[PD_03]-[PD_04]	-0.03359336283669534
[PD_03]-[PD_05]	-0.8188165262721528
[PD_03]-[PD_06]	-0.0013445953824626766
[PD_03]-[PD_07]	-1.1067205677280674
[PD_03]-[PD_08]	-0.018799625225921268
[PD_03]-[PD_09]	0.0
[PD_03]-[PD_10]	-0.3034601376661613
[PD_03]-[PD_11]	-1.1745349693384606
[PD_03]-[PD_12]	-0.4111798084481
[PD_03]-[PD_13]	-0.349326422746319
[PD_03]-[PD_14]	-0.011067244220459349
[PD_03]-[PD_15]	-0.42126801296253114
