drug_name_A,drug_name_B,PD_A,PD_B,cell_line,synergy
Nilotinib,Trametinib,PD_03,PD_15,RT4,1
Nilotinib,Trametinib,PD_03,PD_15,SW1710,1
Nilotinib,Trametinib,PD_03,PD_15,SW780,0
Nilotinib,Trametinib,PD_03,PD_15,TCCSUP,1
Nilotinib,Trametinib,PD_03,PD_15,UMUC3,1
Nilotinib,Trametinib,PD_03,PD_15,VMCUB1,0
Lapatinib,Trametinib,PD_07,PD_15,5637,0
Lapatinib,Trametinib,PD_07,PD_15,639V,0
Lapatinib,Trametinib,PD_07,PD_15,647V,1
Lapatinib,Trametinib,PD_07,PD_15,BFTC905,1
Lapatinib,Trametinib,PD_07,PD_15,CAL29,1
Lapatinib,Trametinib,PD_07,PD_15,DSH1,0
Lapatinib,Trametinib,PD_07,PD_15,HT1197,0
Lapatinib,Trametinib,PD_07,PD_15,HT1376,0
Lapatinib,Trametinib,PD_07,PD_15,J82,0
Lapatinib,Trametinib,PD_07,PD_15,KU1919,1
Lapatinib,Trametinib,PD_07,PD_15,LB831BLC,0
Lapatinib,Trametinib,PD_07,PD_15,RT112,1
Lapatinib,Trametinib,PD_07,PD_15,RT4,1
Lapatinib,Trametinib,PD_07,PD_15,SW1710,1
Lapatinib,Trametinib,PD_07,PD_15,SW780,1
Lapatinib,Trametinib,PD_07,PD_15,TCCSUP,1
Lapatinib,Trametinib,PD_07,PD_15,UMUC3,1
Lapatinib,Trametinib,PD_07,PD_15,VMCUB1,1
Taselisib,Trametinib,PD_12,PD_15,5637,1
Taselisib,Trametinib,PD_12,PD_15,639V,1
Taselisib,Trametinib,PD_12,PD_15,647V,1
Taselisib,Trametinib,PD_12,PD_15,BFTC905,1
Taselisib,Trametinib,PD_12,PD_15,CAL29,1
Taselisib,Trametinib,PD_12,PD_15,DSH1,0
Taselisib,Trametinib,PD_12,PD_15,HT1197,1
Taselisib,Trametinib,PD_12,PD_15,HT1376,1
Taselisib,Trametinib,PD_12,PD_15,J82,1
Taselisib,Trametinib,PD_12,PD_15,KU1919,1
Taselisib,Trametinib,PD_12,PD_15,LB831BLC,1
Taselisib,Trametinib,PD_12,PD_15,RT112,1
Taselisib,Trametinib,PD_12,PD_15,RT4,1
Taselisib,Trametinib,PD_12,PD_15,SW1710,1
Taselisib,Trametinib,PD_12,PD_15,SW780,1
Taselisib,Trametinib,PD_12,PD_15,TCCSUP,1
Taselisib,Trametinib,PD_12,PD_15,UMUC3,1
Taselisib,Trametinib,PD_12,PD_15,VMCUB1,1
Lapatinib,Dabrafenib,PD_07,PD_16,5637,0
Lapatinib,Dabrafenib,PD_07,PD_16,639V,1
Lapatinib,Dabrafenib,PD_07,PD_16,647V,0
Lapatinib,Dabrafenib,PD_07,PD_16,BFTC905,1
Lapatinib,Dabrafenib,PD_07,PD_16,CAL29,1
Lapatinib,Dabrafenib,PD_07,PD_16,DSH1,1
Lapatinib,Dabrafenib,PD_07,PD_16,HT1197,1
Lapatinib,Dabrafenib,PD_07,PD_16,HT1376,0
Lapatinib,Dabrafenib,PD_07,PD_16,J82,0
Lapatinib,Dabrafenib,PD_07,PD_16,KU1919,1
Lapatinib,Dabrafenib,PD_07,PD_16,LB831BLC,1
Lapatinib,Dabrafenib,PD_07,PD_16,RT112,0
Lapatinib,Dabrafenib,PD_07,PD_16,RT4,1
Lapatinib,Dabrafenib,PD_07,PD_16,SW1710,1
Lapatinib,Dabrafenib,PD_07,PD_16,SW780,1
Lapatinib,Dabrafenib,PD_07,PD_16,TCCSUP,0
Lapatinib,Dabrafenib,PD_07,PD_16,UMUC3,1
Lapatinib,Dabrafenib,PD_07,PD_16,VMCUB1,1
Trametinib,Linsitinib,PD_15,PD_17,5637,0
Trametinib,Linsitinib,PD_15,PD_17,639V,0
Trametinib,Linsitinib,PD_15,PD_17,647V,0
Trametinib,Linsitinib,PD_15,PD_17,BFTC905,1
Trametinib,Linsitinib,PD_15,PD_17,CAL29,1
Trametinib,Linsitinib,PD_15,PD_17,DSH1,1
Trametinib,Linsitinib,PD_15,PD_17,HT1197,0
Trametinib,Linsitinib,PD_15,PD_17,HT1376,0
Trametinib,Linsitinib,PD_15,PD_17,J82,1
Trametinib,Linsitinib,PD_15,PD_17,KU1919,1
Trametinib,Linsitinib,PD_15,PD_17,LB831BLC,1
Trametinib,Linsitinib,PD_15,PD_17,RT112,0
Trametinib,Linsitinib,PD_15,PD_17,RT4,1
Trametinib,Linsitinib,PD_15,PD_17,SW1710,1
Trametinib,Linsitinib,PD_15,PD_17,SW780,1
Trametinib,Linsitinib,PD_15,PD_17,TCCSUP,0
Trametinib,Linsitinib,PD_15,PD_17,UMUC3,1
Trametinib,Linsitinib,PD_15,PD_17,VMCUB1,1
Lapatinib,Linsitinib,PD_07,PD_17,5637,1
Lapatinib,Linsitinib,PD_07,PD_17,639V,0
Lapatinib,Linsitinib,PD_07,PD_17,647V,1
Lapatinib,Linsitinib,PD_07,PD_17,BFTC905,1
Lapatinib,Linsitinib,PD_07,PD_17,CAL29,1
Lapatinib,Linsitinib,PD_07,PD_17,DSH1,1
Lapatinib,Linsitinib,PD_07,PD_17,HT1197,0
Lapatinib,Linsitinib,PD_07,PD_17,HT1376,0
Lapatinib,Linsitinib,PD_07,PD_17,J82,1
Lapatinib,Linsitinib,PD_07,PD_17,KU1919,0
Lapatinib,Linsitinib,PD_07,PD_17,LB831BLC,1
Lapatinib,Linsitinib,PD_07,PD_17,RT112,1
Lapatinib,Linsitinib,PD_07,PD_17,RT4,1
Lapatinib,Linsitinib,PD_07,PD_17,SW1710,1
Lapatinib,Linsitinib,PD_07,PD_17,SW780,0
Lapatinib,Linsitinib,PD_07,PD_17,TCCSUP,0
Lapatinib,Linsitinib,PD_07,PD_17,UMUC3,1
Lapatinib,Linsitinib,PD_07,PD_17,VMCUB1,1
Taselisib,Linsitinib,PD_12,PD_17,5637,1
Taselisib,Linsitinib,PD_12,PD_17,639V,1
Taselisib,Linsitinib,PD_12,PD_17,647V,1
Taselisib,Linsitinib,PD_12,PD_17,BFTC905,1
Taselisib,Linsitinib,PD_12,PD_17,CAL29,1
Taselisib,Linsitinib,PD_12,PD_17,DSH1,1
Taselisib,Linsitinib,PD_12,PD_17,HT1197,1
Taselisib,Linsitinib,PD_12,PD_17,HT1376,0
Taselisib,Linsitinib,PD_12,PD_17,J82,1
Taselisib,Linsitinib,PD_12,PD_17,KU1919,0
Taselisib,Linsitinib,PD_12,PD_17,LB831BLC,1
Taselisib,Linsitinib,PD_12,PD_17,RT112,1
Taselisib,Linsitinib,PD_12,PD_17,RT4,0
Taselisib,Linsitinib,PD_12,PD_17,SW1710,1
Taselisib,Linsitinib,PD_12,PD_17,SW780,0
Taselisib,Linsitinib,PD_12,PD_17,TCCSUP,0
Taselisib,Linsitinib,PD_12,PD_17,UMUC3,1
Taselisib,Linsitinib,PD_12,PD_17,VMCUB1,0
Taselisib,Sapitinib,PD_12,PD_07,5637,1
Taselisib,Sapitinib,PD_12,PD_07,639V,1
Taselisib,Sapitinib,PD_12,PD_07,647V,1
Taselisib,Sapitinib,PD_12,PD_07,BFTC905,1
Taselisib,Sapitinib,PD_12,PD_07,CAL29,1
Taselisib,Sapitinib,PD_12,PD_07,DSH1,1
Taselisib,Sapitinib,PD_12,PD_07,HT1376,0
Taselisib,Sapitinib,PD_12,PD_07,J82,1
Taselisib,Sapitinib,PD_12,PD_07,KU1919,0
Taselisib,Sapitinib,PD_12,PD_07,LB831BLC,0
Taselisib,Sapitinib,PD_12,PD_07,RT112,1
Taselisib,Sapitinib,PD_12,PD_07,RT4,1
Taselisib,Sapitinib,PD_12,PD_07,SW1710,1
Taselisib,Sapitinib,PD_12,PD_07,SW780,0
Taselisib,Sapitinib,PD_12,PD_07,TCCSUP,1
Taselisib,Sapitinib,PD_12,PD_07,UMUC3,1
Taselisib,Sapitinib,PD_12,PD_07,VMCUB1,0
Navitoclax,Taselisib,PD_02,PD_12,5637,1
Navitoclax,Taselisib,PD_02,PD_12,639V,0
Navitoclax,Taselisib,PD_02,PD_12,647V,1
Navitoclax,Taselisib,PD_02,PD_12,BFTC905,1
Navitoclax,Taselisib,PD_02,PD_12,CAL29,1
Navitoclax,Taselisib,PD_02,PD_12,DSH1,1
Navitoclax,Taselisib,PD_02,PD_12,HT1376,0
Navitoclax,Taselisib,PD_02,PD_12,J82,0
Navitoclax,Taselisib,PD_02,PD_12,KU1919,0
Navitoclax,Taselisib,PD_02,PD_12,LB831BLC,1
Navitoclax,Taselisib,PD_02,PD_12,RT112,1
Navitoclax,Taselisib,PD_02,PD_12,RT4,0
Navitoclax,Taselisib,PD_02,PD_12,SW1710,1
Navitoclax,Taselisib,PD_02,PD_12,SW780,0
Navitoclax,Taselisib,PD_02,PD_12,TCCSUP,1
Navitoclax,Taselisib,PD_02,PD_12,UMUC3,1
Navitoclax,Taselisib,PD_02,PD_12,VMCUB1,1
Trametinib,Taselisib,PD_15,PD_12,5637,1
Trametinib,Taselisib,PD_15,PD_12,639V,1
Trametinib,Taselisib,PD_15,PD_12,647V,1
Trametinib,Taselisib,PD_15,PD_12,BFTC905,1
Trametinib,Taselisib,PD_15,PD_12,CAL29,1
Trametinib,Taselisib,PD_15,PD_12,DSH1,1
Trametinib,Taselisib,PD_15,PD_12,HT1197,1
Trametinib,Taselisib,PD_15,PD_12,HT1376,1
Trametinib,Taselisib,PD_15,PD_12,J82,1
Trametinib,Taselisib,PD_15,PD_12,KU1919,1
Trametinib,Taselisib,PD_15,PD_12,LB831BLC,1
Trametinib,Taselisib,PD_15,PD_12,RT112,1
Trametinib,Taselisib,PD_15,PD_12,RT4,1
Trametinib,Taselisib,PD_15,PD_12,SW1710,1
Trametinib,Taselisib,PD_15,PD_12,SW780,1
Trametinib,Taselisib,PD_15,PD_12,TCCSUP,1
Trametinib,Taselisib,PD_15,PD_12,UMUC3,1
Trametinib,Taselisib,PD_15,PD_12,VMCUB1,1
Lapatinib,Taselisib,PD_07,PD_12,5637,1
Lapatinib,Taselisib,PD_07,PD_12,639V,0
Lapatinib,Taselisib,PD_07,PD_12,647V,0
Lapatinib,Taselisib,PD_07,PD_12,BFTC905,1
Lapatinib,Taselisib,PD_07,PD_12,CAL29,1
Lapatinib,Taselisib,PD_07,PD_12,DSH1,1
Lapatinib,Taselisib,PD_07,PD_12,HT1197,0
Lapatinib,Taselisib,PD_07,PD_12,HT1376,1
Lapatinib,Taselisib,PD_07,PD_12,J82,1
Lapatinib,Taselisib,PD_07,PD_12,KU1919,0
Lapatinib,Taselisib,PD_07,PD_12,LB831BLC,1
Lapatinib,Taselisib,PD_07,PD_12,RT112,1
Lapatinib,Taselisib,PD_07,PD_12,RT4,1
Lapatinib,Taselisib,PD_07,PD_12,SW1710,1
Lapatinib,Taselisib,PD_07,PD_12,SW780,0
Lapatinib,Taselisib,PD_07,PD_12,TCCSUP,0
Lapatinib,Taselisib,PD_07,PD_12,UMUC3,1
Lapatinib,Taselisib,PD_07,PD_12,VMCUB1,1
Trametinib,SCH772984,PD_15,PD_18,5637,0
Trametinib,SCH772984,PD_15,PD_18,639V,0
Trametinib,SCH772984,PD_15,PD_18,647V,0
Trametinib,SCH772984,PD_15,PD_18,BFTC905,1
Trametinib,SCH772984,PD_15,PD_18,CAL29,0
Trametinib,SCH772984,PD_15,PD_18,DSH1,0
Trametinib,SCH772984,PD_15,PD_18,HT1197,0
Trametinib,SCH772984,PD_15,PD_18,HT1376,0
Trametinib,SCH772984,PD_15,PD_18,J82,0
Trametinib,SCH772984,PD_15,PD_18,KU1919,1
Trametinib,SCH772984,PD_15,PD_18,LB831BLC,0
Trametinib,SCH772984,PD_15,PD_18,RT112,0
Trametinib,SCH772984,PD_15,PD_18,RT4,0
Trametinib,SCH772984,PD_15,PD_18,SW1710,0
Trametinib,SCH772984,PD_15,PD_18,SW780,0
Trametinib,SCH772984,PD_15,PD_18,TCCSUP,0
Trametinib,SCH772984,PD_15,PD_18,UMUC3,0
Trametinib,SCH772984,PD_15,PD_18,VMCUB1,0
MK-2206,OSI-027,PD_10,PD_19,5637,1
MK-2206,OSI-027,PD_10,PD_19,639V,1
MK-2206,OSI-027,PD_10,PD_19,647V,1
MK-2206,OSI-027,PD_10,PD_19,BFTC905,1
MK-2206,OSI-027,PD_10,PD_19,CAL29,1
MK-2206,OSI-027,PD_10,PD_19,DSH1,1
MK-2206,OSI-027,PD_10,PD_19,HT1376,0
MK-2206,OSI-027,PD_10,PD_19,J82,1
MK-2206,OSI-027,PD_10,PD_19,KU1919,1
MK-2206,OSI-027,PD_10,PD_19,LB831BLC,1
MK-2206,OSI-027,PD_10,PD_19,RT112,1
MK-2206,OSI-027,PD_10,PD_19,RT4,1
MK-2206,OSI-027,PD_10,PD_19,SW1710,1
MK-2206,OSI-027,PD_10,PD_19,SW780,1
MK-2206,OSI-027,PD_10,PD_19,TCCSUP,1
MK-2206,OSI-027,PD_10,PD_19,UMUC3,1
MK-2206,OSI-027,PD_10,PD_19,VMCUB1,1
Taselisib,OSI-027,PD_12,PD_19,5637,1
Taselisib,OSI-027,PD_12,PD_19,639V,0
Taselisib,OSI-027,PD_12,PD_19,647V,1
Taselisib,OSI-027,PD_12,PD_19,BFTC905,1
Taselisib,OSI-027,PD_12,PD_19,CAL29,1
Taselisib,OSI-027,PD_12,PD_19,DSH1,1
Taselisib,OSI-027,PD_12,PD_19,HT1376,0
Taselisib,OSI-027,PD_12,PD_19,J82,1
Taselisib,OSI-027,PD_12,PD_19,KU1919,0
Taselisib,OSI-027,PD_12,PD_19,LB831BLC,1
Taselisib,OSI-027,PD_12,PD_19,RT112,1
Taselisib,OSI-027,PD_12,PD_19,RT4,1
Taselisib,OSI-027,PD_12,PD_19,SW1710,1
Taselisib,OSI-027,PD_12,PD_19,SW780,1
Taselisib,OSI-027,PD_12,PD_19,TCCSUP,1
Taselisib,OSI-027,PD_12,PD_19,UMUC3,1
Taselisib,OSI-027,PD_12,PD_19,VMCUB1,1
Trametinib,LGK974,PD_15,PD_20,5637,0
Trametinib,LGK974,PD_15,PD_20,639V,0
Trametinib,LGK974,PD_15,PD_20,647V,0
Trametinib,LGK974,PD_15,PD_20,BFTC905,1
Trametinib,LGK974,PD_15,PD_20,CAL29,0
Trametinib,LGK974,PD_15,PD_20,DSH1,0
Trametinib,LGK974,PD_15,PD_20,HT1197,0
Trametinib,LGK974,PD_15,PD_20,HT1376,0
Trametinib,LGK974,PD_15,PD_20,J82,1
Trametinib,LGK974,PD_15,PD_20,KU1919,1
Trametinib,LGK974,PD_15,PD_20,LB831BLC,0
Trametinib,LGK974,PD_15,PD_20,RT112,0
Trametinib,LGK974,PD_15,PD_20,RT4,1
Trametinib,LGK974,PD_15,PD_20,SW1710,0
Trametinib,LGK974,PD_15,PD_20,SW780,1
Trametinib,LGK974,PD_15,PD_20,TCCSUP,0
Trametinib,LGK974,PD_15,PD_20,UMUC3,1
Trametinib,LGK974,PD_15,PD_20,VMCUB1,0
Lapatinib,LGK974,PD_07,PD_20,5637,0
Lapatinib,LGK974,PD_07,PD_20,639V,0
Lapatinib,LGK974,PD_07,PD_20,647V,1
Lapatinib,LGK974,PD_07,PD_20,BFTC905,1
Lapatinib,LGK974,PD_07,PD_20,CAL29,0
Lapatinib,LGK974,PD_07,PD_20,DSH1,0
Lapatinib,LGK974,PD_07,PD_20,HT1197,0
Lapatinib,LGK974,PD_07,PD_20,HT1376,0
Lapatinib,LGK974,PD_07,PD_20,J82,0
Lapatinib,LGK974,PD_07,PD_20,KU1919,0
Lapatinib,LGK974,PD_07,PD_20,LB831BLC,0
Lapatinib,LGK974,PD_07,PD_20,RT112,1
Lapatinib,LGK974,PD_07,PD_20,RT4,1
Lapatinib,LGK974,PD_07,PD_20,SW1710,1
Lapatinib,LGK974,PD_07,PD_20,SW780,0
Lapatinib,LGK974,PD_07,PD_20,TCCSUP,0
Lapatinib,LGK974,PD_07,PD_20,UMUC3,1
Lapatinib,LGK974,PD_07,PD_20,VMCUB1,0
Taselisib,LGK974,PD_12,PD_20,5637,0
Taselisib,LGK974,PD_12,PD_20,639V,0
Taselisib,LGK974,PD_12,PD_20,647V,1
Taselisib,LGK974,PD_12,PD_20,BFTC905,1
Taselisib,LGK974,PD_12,PD_20,CAL29,1
Taselisib,LGK974,PD_12,PD_20,DSH1,0
Taselisib,LGK974,PD_12,PD_20,HT1197,1
Taselisib,LGK974,PD_12,PD_20,HT1376,0
Taselisib,LGK974,PD_12,PD_20,J82,1
Taselisib,LGK974,PD_12,PD_20,KU1919,0
Taselisib,LGK974,PD_12,PD_20,LB831BLC,0
Taselisib,LGK974,PD_12,PD_20,RT112,1
Taselisib,LGK974,PD_12,PD_20,RT4,1
Taselisib,LGK974,PD_12,PD_20,SW1710,1
Taselisib,LGK974,PD_12,PD_20,SW780,0
Taselisib,LGK974,PD_12,PD_20,TCCSUP,0
Taselisib,LGK974,PD_12,PD_20,UMUC3,1
Taselisib,LGK974,PD_12,PD_20,VMCUB1,0
