drug_name_A,drug_name_B,PD_A,PD_B,cell_line,synergy
Taselisib,Afatinib,PD_12,PD_07,SW626,1
Taselisib,Afatinib,PD_12,PD_07,SW837,1
Taselisib,Afatinib,PD_12,PD_07,SW948,1
Taselisib,Afatinib,PD_12,PD_07,T84,1
MK-1775,Nutlin-3a (-),PD_14,PD_08,C2BBE1,0
MK-1775,Nutlin-3a (-),PD_14,PD_08,CCK81,1
MK-1775,Nutlin-3a (-),PD_14,PD_08,CL11,1
MK-1775,Nutlin-3a (-),PD_14,PD_08,CL40,1
MK-1775,Nutlin-3a (-),PD_14,PD_08,COLO205,1
MK-1775,Nutlin-3a (-),PD_14,PD_08,COLO320HSR,1
MK-1775,Nutlin-3a (-),PD_14,PD_08,COLO678,0
MK-1775,Nutlin-3a (-),PD_14,PD_08,CW2,0
MK-1775,Nutlin-3a (-),PD_14,PD_08,CAR1,1
MK-1775,Nutlin-3a (-),PD_14,PD_08,DIFI,1
MK-1775,Nutlin-3a (-),PD_14,PD_08,GP5D,1
MK-1775,Nutlin-3a (-),PD_14,PD_08,HCC2998,1
MK-1775,Nutlin-3a (-),PD_14,PD_08,HCT116,0
MK-1775,Nutlin-3a (-),PD_14,PD_08,HCT15,1
MK-1775,Nutlin-3a (-),PD_14,PD_08,HT29,1
MK-1775,Nutlin-3a (-),PD_14,PD_08,HT55,1
MK-1775,Nutlin-3a (-),PD_14,PD_08,KM12,1
MK-1775,Nutlin-3a (-),PD_14,PD_08,LS123,1
MK-1775,Nutlin-3a (-),PD_14,PD_08,LS180,0
MK-1775,Nutlin-3a (-),PD_14,PD_08,LS411N,1
MK-1775,Nutlin-3a (-),PD_14,PD_08,LOVO,0
MK-1775,Nutlin-3a (-),PD_14,PD_08,NCIH716,1
MK-1775,Nutlin-3a (-),PD_14,PD_08,NCIH747,1
MK-1775,Nutlin-3a (-),PD_14,PD_08,RCM1,1
MK-1775,Nutlin-3a (-),PD_14,PD_08,RKO,1
MK-1775,Nutlin-3a (-),PD_14,PD_08,SKCO1,0
MK-1775,Nutlin-3a (-),PD_14,PD_08,SNU175,0
MK-1775,Nutlin-3a (-),PD_14,PD_08,SNUC1,1
MK-1775,Nutlin-3a (-),PD_14,PD_08,SNUC2B,1
MK-1775,Nutlin-3a (-),PD_14,PD_08,SNUC5,1
MK-1775,Nutlin-3a (-),PD_14,PD_08,SW1116,1
MK-1775,Nutlin-3a (-),PD_14,PD_08,SW1417,1
MK-1775,Nutlin-3a (-),PD_14,PD_08,SW1463,1
MK-1775,Nutlin-3a (-),PD_14,PD_08,SW48,0
MK-1775,Nutlin-3a (-),PD_14,PD_08,SW620,1
MK-1775,Nutlin-3a (-),PD_14,PD_08,SW626,1
MK-1775,Nutlin-3a (-),PD_14,PD_08,SW837,1
MK-1775,Nutlin-3a (-),PD_14,PD_08,SW948,1
MK-1775,Nutlin-3a (-),PD_14,PD_08,T84,1
Lapatinib,PD173074,PD_07,PD_09,C2BBE1,1
Lapatinib,PD173074,PD_07,PD_09,CCK81,1
Lapatinib,PD173074,PD_07,PD_09,CL11,1
Lapatinib,PD173074,PD_07,PD_09,CL40,1
Lapatinib,PD173074,PD_07,PD_09,COLO205,1
Lapatinib,PD173074,PD_07,PD_09,COLO320HSR,1
Lapatinib,PD173074,PD_07,PD_09,COLO678,1
Lapatinib,PD173074,PD_07,PD_09,CW2,1
Lapatinib,PD173074,PD_07,PD_09,CAR1,1
Lapatinib,PD173074,PD_07,PD_09,DIFI,1
Lapatinib,PD173074,PD_07,PD_09,GP5D,1
Lapatinib,PD173074,PD_07,PD_09,HCC2998,1
Lapatinib,PD173074,PD_07,PD_09,HCT116,1
Lapatinib,PD173074,PD_07,PD_09,HCT15,1
Lapatinib,PD173074,PD_07,PD_09,HT29,1
Lapatinib,PD173074,PD_07,PD_09,HT55,1
Lapatinib,PD173074,PD_07,PD_09,KM12,1
Lapatinib,PD173074,PD_07,PD_09,LS123,1
Lapatinib,PD173074,PD_07,PD_09,LS180,1
Lapatinib,PD173074,PD_07,PD_09,LS411N,1
Lapatinib,PD173074,PD_07,PD_09,LS513,1
Lapatinib,PD173074,PD_07,PD_09,LOVO,1
Lapatinib,PD173074,PD_07,PD_09,MDST8,1
Lapatinib,PD173074,PD_07,PD_09,NCIH716,0
Lapatinib,PD173074,PD_07,PD_09,NCIH747,1
Lapatinib,PD173074,PD_07,PD_09,RCM1,1
Lapatinib,PD173074,PD_07,PD_09,RKO,1
Lapatinib,PD173074,PD_07,PD_09,SKCO1,1
Lapatinib,PD173074,PD_07,PD_09,SNU175,1
Lapatinib,PD173074,PD_07,PD_09,SNU407,1
Lapatinib,PD173074,PD_07,PD_09,SNU61,1
Lapatinib,PD173074,PD_07,PD_09,SNUC1,1
Lapatinib,PD173074,PD_07,PD_09,SNUC2B,1
Lapatinib,PD173074,PD_07,PD_09,SNUC5,1
Lapatinib,PD173074,PD_07,PD_09,SW1116,1
Lapatinib,PD173074,PD_07,PD_09,SW1417,1
Lapatinib,PD173074,PD_07,PD_09,SW1463,1
Lapatinib,PD173074,PD_07,PD_09,SW48,1
Lapatinib,PD173074,PD_07,PD_09,SW620,0
Lapatinib,PD173074,PD_07,PD_09,SW626,1
Lapatinib,PD173074,PD_07,PD_09,SW837,1
Lapatinib,PD173074,PD_07,PD_09,SW948,1
Lapatinib,PD173074,PD_07,PD_09,T84,1
Trametinib,MK-2206,PD_15,PD_10,C2BBE1,1
Trametinib,MK-2206,PD_15,PD_10,CCK81,1
Trametinib,MK-2206,PD_15,PD_10,CL11,1
Trametinib,MK-2206,PD_15,PD_10,CL40,1
Trametinib,MK-2206,PD_15,PD_10,COLO205,1
Trametinib,MK-2206,PD_15,PD_10,COLO320HSR,0
Trametinib,MK-2206,PD_15,PD_10,COLO678,1
Trametinib,MK-2206,PD_15,PD_10,CW2,1
Trametinib,MK-2206,PD_15,PD_10,CAR1,1
Trametinib,MK-2206,PD_15,PD_10,DIFI,1
Trametinib,MK-2206,PD_15,PD_10,GP5D,1
Trametinib,MK-2206,PD_15,PD_10,HCC2998,1
Trametinib,MK-2206,PD_15,PD_10,HCT116,1
Trametinib,MK-2206,PD_15,PD_10,HCT15,1
Trametinib,MK-2206,PD_15,PD_10,HT29,1
Trametinib,MK-2206,PD_15,PD_10,HT55,0
Trametinib,MK-2206,PD_15,PD_10,KM12,1
Trametinib,MK-2206,PD_15,PD_10,LS123,1
Trametinib,MK-2206,PD_15,PD_10,LS180,1
Trametinib,MK-2206,PD_15,PD_10,LS411N,1
Trametinib,MK-2206,PD_15,PD_10,LS513,1
Trametinib,MK-2206,PD_15,PD_10,LOVO,1
Trametinib,MK-2206,PD_15,PD_10,MDST8,1
Trametinib,MK-2206,PD_15,PD_10,NCIH716,1
Trametinib,MK-2206,PD_15,PD_10,NCIH747,1
Trametinib,MK-2206,PD_15,PD_10,RCM1,1
Trametinib,MK-2206,PD_15,PD_10,RKO,1
Trametinib,MK-2206,PD_15,PD_10,SKCO1,1
Trametinib,MK-2206,PD_15,PD_10,SNU175,0
Trametinib,MK-2206,PD_15,PD_10,SNU407,1
Trametinib,MK-2206,PD_15,PD_10,SNU61,1
Trametinib,MK-2206,PD_15,PD_10,SNUC1,1
Trametinib,MK-2206,PD_15,PD_10,SNUC2B,1
Trametinib,MK-2206,PD_15,PD_10,SNUC5,1
Trametinib,MK-2206,PD_15,PD_10,SW1116,1
Trametinib,MK-2206,PD_15,PD_10,SW1417,0
Trametinib,MK-2206,PD_15,PD_10,SW1463,1
Trametinib,MK-2206,PD_15,PD_10,SW48,1
Trametinib,MK-2206,PD_15,PD_10,SW620,1
Trametinib,MK-2206,PD_15,PD_10,SW626,1
Trametinib,MK-2206,PD_15,PD_10,SW837,1
Trametinib,MK-2206,PD_15,PD_10,SW948,1
Trametinib,MK-2206,PD_15,PD_10,T84,1
Lapatinib,MK-2206,PD_07,PD_10,C2BBE1,1
Lapatinib,MK-2206,PD_07,PD_10,CCK81,1
Lapatinib,MK-2206,PD_07,PD_10,CL11,1
Lapatinib,MK-2206,PD_07,PD_10,CL40,1
Lapatinib,MK-2206,PD_07,PD_10,COLO205,1
Lapatinib,MK-2206,PD_07,PD_10,COLO320HSR,1
Lapatinib,MK-2206,PD_07,PD_10,COLO678,0
Lapatinib,MK-2206,PD_07,PD_10,CW2,1
Lapatinib,MK-2206,PD_07,PD_10,CAR1,1
Lapatinib,MK-2206,PD_07,PD_10,DIFI,1
Lapatinib,MK-2206,PD_07,PD_10,GP5D,1
Lapatinib,MK-2206,PD_07,PD_10,HCC2998,1
Lapatinib,MK-2206,PD_07,PD_10,HCT116,1
Lapatinib,MK-2206,PD_07,PD_10,HCT15,1
Lapatinib,MK-2206,PD_07,PD_10,HT29,1
Lapatinib,MK-2206,PD_07,PD_10,HT55,1
Lapatinib,MK-2206,PD_07,PD_10,KM12,1
Lapatinib,MK-2206,PD_07,PD_10,LS123,0
Lapatinib,MK-2206,PD_07,PD_10,LS180,1
Lapatinib,MK-2206,PD_07,PD_10,LS411N,1
Lapatinib,MK-2206,PD_07,PD_10,LS513,0
Lapatinib,MK-2206,PD_07,PD_10,LOVO,1
Lapatinib,MK-2206,PD_07,PD_10,MDST8,1
Lapatinib,MK-2206,PD_07,PD_10,NCIH716,1
Lapatinib,MK-2206,PD_07,PD_10,NCIH747,1
Lapatinib,MK-2206,PD_07,PD_10,RCM1,1
Lapatinib,MK-2206,PD_07,PD_10,RKO,1
Lapatinib,MK-2206,PD_07,PD_10,SKCO1,1
Lapatinib,MK-2206,PD_07,PD_10,SNU175,1
Lapatinib,MK-2206,PD_07,PD_10,SNU407,1
Lapatinib,MK-2206,PD_07,PD_10,SNU61,1
Lapatinib,MK-2206,PD_07,PD_10,SNUC1,1
Lapatinib,MK-2206,PD_07,PD_10,SNUC2B,1
Lapatinib,MK-2206,PD_07,PD_10,SNUC5,1
Lapatinib,MK-2206,PD_07,PD_10,SW1116,1
Lapatinib,MK-2206,PD_07,PD_10,SW1417,1
Lapatinib,MK-2206,PD_07,PD_10,SW1463,1
Lapatinib,MK-2206,PD_07,PD_10,SW48,1
Lapatinib,MK-2206,PD_07,PD_10,SW620,1
Lapatinib,MK-2206,PD_07,PD_10,SW626,1
Lapatinib,MK-2206,PD_07,PD_10,SW837,1
Lapatinib,MK-2206,PD_07,PD_10,SW948,1
Lapatinib,MK-2206,PD_07,PD_10,T84,1
Taselisib,MK-2206,PD_12,PD_10,C2BBE1,0
Taselisib,MK-2206,PD_12,PD_10,CCK81,0
Taselisib,MK-2206,PD_12,PD_10,CL11,0
Taselisib,MK-2206,PD_12,PD_10,CL40,0
Taselisib,MK-2206,PD_12,PD_10,COLO205,1
Taselisib,MK-2206,PD_12,PD_10,COLO320HSR,0
Taselisib,MK-2206,PD_12,PD_10,COLO678,0
Taselisib,MK-2206,PD_12,PD_10,CW2,0
Taselisib,MK-2206,PD_12,PD_10,CAR1,1
Taselisib,MK-2206,PD_12,PD_10,DIFI,1
Taselisib,MK-2206,PD_12,PD_10,GP5D,0
Taselisib,MK-2206,PD_12,PD_10,HCC2998,1
Taselisib,MK-2206,PD_12,PD_10,HCT116,0
Taselisib,MK-2206,PD_12,PD_10,HCT15,0
Taselisib,MK-2206,PD_12,PD_10,HT29,1
Taselisib,MK-2206,PD_12,PD_10,HT55,0
Taselisib,MK-2206,PD_12,PD_10,KM12,1
Taselisib,MK-2206,PD_12,PD_10,LS123,1
Taselisib,MK-2206,PD_12,PD_10,LS180,1
Taselisib,MK-2206,PD_12,PD_10,LS411N,1
Taselisib,MK-2206,PD_12,PD_10,LS513,1
Taselisib,MK-2206,PD_12,PD_10,LOVO,1
Taselisib,MK-2206,PD_12,PD_10,MDST8,0
Taselisib,MK-2206,PD_12,PD_10,NCIH716,0
Taselisib,MK-2206,PD_12,PD_10,NCIH747,0
Taselisib,MK-2206,PD_12,PD_10,RCM1,1
Taselisib,MK-2206,PD_12,PD_10,RKO,0
Taselisib,MK-2206,PD_12,PD_10,SKCO1,0
Taselisib,MK-2206,PD_12,PD_10,SNU175,0
Taselisib,MK-2206,PD_12,PD_10,SNU407,0
Taselisib,MK-2206,PD_12,PD_10,SNU61,0
Taselisib,MK-2206,PD_12,PD_10,SNUC1,1
Taselisib,MK-2206,PD_12,PD_10,SNUC2B,0
Taselisib,MK-2206,PD_12,PD_10,SNUC5,0
Taselisib,MK-2206,PD_12,PD_10,SW1116,0
Taselisib,MK-2206,PD_12,PD_10,SW1417,0
Taselisib,MK-2206,PD_12,PD_10,SW1463,1
Taselisib,MK-2206,PD_12,PD_10,SW48,0
Taselisib,MK-2206,PD_12,PD_10,SW620,1
Taselisib,MK-2206,PD_12,PD_10,SW626,1
Taselisib,MK-2206,PD_12,PD_10,SW837,1
Taselisib,MK-2206,PD_12,PD_10,SW948,1
Taselisib,MK-2206,PD_12,PD_10,T84,1
Trametinib,Palbociclib,PD_15,PD_11,C2BBE1,0
Trametinib,Palbociclib,PD_15,PD_11,CCK81,1
Trametinib,Palbociclib,PD_15,PD_11,CL11,1
Trametinib,Palbociclib,PD_15,PD_11,CL40,0
Trametinib,Palbociclib,PD_15,PD_11,COLO205,0
Trametinib,Palbociclib,PD_15,PD_11,COLO320HSR,0
Trametinib,Palbociclib,PD_15,PD_11,COLO678,0
Trametinib,Palbociclib,PD_15,PD_11,CW2,0
Trametinib,Palbociclib,PD_15,PD_11,CAR1,0
Trametinib,Palbociclib,PD_15,PD_11,DIFI,0
Trametinib,Palbociclib,PD_15,PD_11,GP5D,1
Trametinib,Palbociclib,PD_15,PD_11,HCC2998,1
Trametinib,Palbociclib,PD_15,PD_11,HCT116,1
Trametinib,Palbociclib,PD_15,PD_11,HCT15,1
Trametinib,Palbociclib,PD_15,PD_11,HT29,0
Trametinib,Palbociclib,PD_15,PD_11,HT55,0
Trametinib,Palbociclib,PD_15,PD_11,KM12,0
Trametinib,Palbociclib,PD_15,PD_11,LS123,0
Trametinib,Palbociclib,PD_15,PD_11,LS180,1
Trametinib,Palbociclib,PD_15,PD_11,LS411N,1
Trametinib,Palbociclib,PD_15,PD_11,LOVO,0
Trametinib,Palbociclib,PD_15,PD_11,NCIH716,0
Trametinib,Palbociclib,PD_15,PD_11,NCIH747,0
Trametinib,Palbociclib,PD_15,PD_11,RCM1,0
Trametinib,Palbociclib,PD_15,PD_11,RKO,1
Trametinib,Palbociclib,PD_15,PD_11,SKCO1,1
Trametinib,Palbociclib,PD_15,PD_11,SNU175,0
Trametinib,Palbociclib,PD_15,PD_11,SNUC1,1
Trametinib,Palbociclib,PD_15,PD_11,SNUC2B,0
Trametinib,Palbociclib,PD_15,PD_11,SNUC5,0
Trametinib,Palbociclib,PD_15,PD_11,SW1116,1
Trametinib,Palbociclib,PD_15,PD_11,SW1417,0
Trametinib,Palbociclib,PD_15,PD_11,SW1463,0
Trametinib,Palbociclib,PD_15,PD_11,SW48,1
Trametinib,Palbociclib,PD_15,PD_11,SW620,0
Trametinib,Palbociclib,PD_15,PD_11,SW626,0
Trametinib,Palbociclib,PD_15,PD_11,SW837,1
Trametinib,Palbociclib,PD_15,PD_11,SW948,1
Trametinib,Palbociclib,PD_15,PD_11,T84,0
Lapatinib,Palbociclib,PD_07,PD_11,C2BBE1,0
Lapatinib,Palbociclib,PD_07,PD_11,CCK81,1
Lapatinib,Palbociclib,PD_07,PD_11,CL11,1
Lapatinib,Palbociclib,PD_07,PD_11,CL40,0
Lapatinib,Palbociclib,PD_07,PD_11,COLO205,0
Lapatinib,Palbociclib,PD_07,PD_11,COLO320HSR,1
Lapatinib,Palbociclib,PD_07,PD_11,COLO678,0
Lapatinib,Palbociclib,PD_07,PD_11,CW2,0
Lapatinib,Palbociclib,PD_07,PD_11,CAR1,0
Lapatinib,Palbociclib,PD_07,PD_11,DIFI,0
Lapatinib,Palbociclib,PD_07,PD_11,GP5D,1
Lapatinib,Palbociclib,PD_07,PD_11,HCC2998,0
Lapatinib,Palbociclib,PD_07,PD_11,HCT116,1
Lapatinib,Palbociclib,PD_07,PD_11,HCT15,1
Lapatinib,Palbociclib,PD_07,PD_11,HT29,0
Lapatinib,Palbociclib,PD_07,PD_11,HT55,1
Lapatinib,Palbociclib,PD_07,PD_11,KM12,0
Lapatinib,Palbociclib,PD_07,PD_11,LS123,0
Lapatinib,Palbociclib,PD_07,PD_11,LS180,1
Lapatinib,Palbociclib,PD_07,PD_11,LS411N,0
Lapatinib,Palbociclib,PD_07,PD_11,LS513,0
Lapatinib,Palbociclib,PD_07,PD_11,LOVO,1
Lapatinib,Palbociclib,PD_07,PD_11,MDST8,0
Lapatinib,Palbociclib,PD_07,PD_11,NCIH716,0
Lapatinib,Palbociclib,PD_07,PD_11,NCIH747,1
Lapatinib,Palbociclib,PD_07,PD_11,RCM1,0
Lapatinib,Palbociclib,PD_07,PD_11,RKO,0
Lapatinib,Palbociclib,PD_07,PD_11,SKCO1,1
Lapatinib,Palbociclib,PD_07,PD_11,SNU175,0
Lapatinib,Palbociclib,PD_07,PD_11,SNU407,1
Lapatinib,Palbociclib,PD_07,PD_11,SNU61,1
Lapatinib,Palbociclib,PD_07,PD_11,SNUC1,1
Lapatinib,Palbociclib,PD_07,PD_11,SNUC2B,0
Lapatinib,Palbociclib,PD_07,PD_11,SNUC5,1
Lapatinib,Palbociclib,PD_07,PD_11,SW1116,1
Lapatinib,Palbociclib,PD_07,PD_11,SW1417,0
Lapatinib,Palbociclib,PD_07,PD_11,SW1463,0
Lapatinib,Palbociclib,PD_07,PD_11,SW48,0
Lapatinib,Palbociclib,PD_07,PD_11,SW620,0
Lapatinib,Palbociclib,PD_07,PD_11,SW626,0
Lapatinib,Palbociclib,PD_07,PD_11,SW837,0
Lapatinib,Palbociclib,PD_07,PD_11,SW948,0
Lapatinib,Palbociclib,PD_07,PD_11,T84,0
Taselisib,Palbociclib,PD_12,PD_11,C2BBE1,1
Taselisib,Palbociclib,PD_12,PD_11,CCK81,1
Taselisib,Palbociclib,PD_12,PD_11,CL11,1
Taselisib,Palbociclib,PD_12,PD_11,CL40,1
Taselisib,Palbociclib,PD_12,PD_11,COLO205,1
Taselisib,Palbociclib,PD_12,PD_11,COLO320HSR,1
Taselisib,Palbociclib,PD_12,PD_11,COLO678,0
Taselisib,Palbociclib,PD_12,PD_11,CW2,1
Taselisib,Palbociclib,PD_12,PD_11,CAR1,1
Taselisib,Palbociclib,PD_12,PD_11,DIFI,0
Taselisib,Palbociclib,PD_12,PD_11,GP5D,1
Taselisib,Palbociclib,PD_12,PD_11,HCC2998,1
Taselisib,Palbociclib,PD_12,PD_11,HCT116,1
Taselisib,Palbociclib,PD_12,PD_11,HCT15,1
Taselisib,Palbociclib,PD_12,PD_11,HT29,1
Taselisib,Palbociclib,PD_12,PD_11,HT55,1
Taselisib,Palbociclib,PD_12,PD_11,KM12,1
Taselisib,Palbociclib,PD_12,PD_11,LS123,1
Taselisib,Palbociclib,PD_12,PD_11,LS180,1
Taselisib,Palbociclib,PD_12,PD_11,LS411N,1
Taselisib,Palbociclib,PD_12,PD_11,LS513,0
Taselisib,Palbociclib,PD_12,PD_11,LOVO,1
Taselisib,Palbociclib,PD_12,PD_11,MDST8,1
Taselisib,Palbociclib,PD_12,PD_11,NCIH716,0
Taselisib,Palbociclib,PD_12,PD_11,NCIH747,1
Taselisib,Palbociclib,PD_12,PD_11,RCM1,0
Taselisib,Palbociclib,PD_12,PD_11,RKO,1
Taselisib,Palbociclib,PD_12,PD_11,SKCO1,1
Taselisib,Palbociclib,PD_12,PD_11,SNU175,0
Taselisib,Palbociclib,PD_12,PD_11,SNU407,1
Taselisib,Palbociclib,PD_12,PD_11,SNU61,1
Taselisib,Palbociclib,PD_12,PD_11,SNUC1,1
Taselisib,Palbociclib,PD_12,PD_11,SNUC2B,0
Taselisib,Palbociclib,PD_12,PD_11,SNUC5,1
Taselisib,Palbociclib,PD_12,PD_11,SW1116,1
Taselisib,Palbociclib,PD_12,PD_11,SW1417,1
Taselisib,Palbociclib,PD_12,PD_11,SW1463,0
Taselisib,Palbociclib,PD_12,PD_11,SW48,1
Taselisib,Palbociclib,PD_12,PD_11,SW620,1
Taselisib,Palbociclib,PD_12,PD_11,SW626,1
Taselisib,Palbociclib,PD_12,PD_11,SW837,1
Taselisib,Palbociclib,PD_12,PD_11,SW948,1
Taselisib,Palbociclib,PD_12,PD_11,T84,0
MK-1775,Pictilisib,PD_14,PD_12,C2BBE1,1
MK-1775,Pictilisib,PD_14,PD_12,CCK81,1
MK-1775,Pictilisib,PD_14,PD_12,CL11,1
MK-1775,Pictilisib,PD_14,PD_12,CL40,1
MK-1775,Pictilisib,PD_14,PD_12,COLO205,1
MK-1775,Pictilisib,PD_14,PD_12,COLO320HSR,0
MK-1775,Pictilisib,PD_14,PD_12,COLO678,1
MK-1775,Pictilisib,PD_14,PD_12,CW2,0
MK-1775,Pictilisib,PD_14,PD_12,CAR1,1
MK-1775,Pictilisib,PD_14,PD_12,DIFI,1
MK-1775,Pictilisib,PD_14,PD_12,GP5D,0
MK-1775,Pictilisib,PD_14,PD_12,HCC2998,1
MK-1775,Pictilisib,PD_14,PD_12,HCT116,1
MK-1775,Pictilisib,PD_14,PD_12,HCT15,1
MK-1775,Pictilisib,PD_14,PD_12,HT29,0
MK-1775,Pictilisib,PD_14,PD_12,HT55,1
MK-1775,Pictilisib,PD_14,PD_12,KM12,1
MK-1775,Pictilisib,PD_14,PD_12,LS123,0
MK-1775,Pictilisib,PD_14,PD_12,LS180,1
MK-1775,Pictilisib,PD_14,PD_12,LS411N,1
MK-1775,Pictilisib,PD_14,PD_12,LS513,1
MK-1775,Pictilisib,PD_14,PD_12,LOVO,1
MK-1775,Pictilisib,PD_14,PD_12,MDST8,1
MK-1775,Pictilisib,PD_14,PD_12,NCIH716,1
MK-1775,Pictilisib,PD_14,PD_12,NCIH747,1
MK-1775,Pictilisib,PD_14,PD_12,RCM1,0
MK-1775,Pictilisib,PD_14,PD_12,RKO,1
MK-1775,Pictilisib,PD_14,PD_12,SKCO1,0
MK-1775,Pictilisib,PD_14,PD_12,SNU175,1
MK-1775,Pictilisib,PD_14,PD_12,SNU407,1
MK-1775,Pictilisib,PD_14,PD_12,SNU61,1
MK-1775,Pictilisib,PD_14,PD_12,SNUC1,1
MK-1775,Pictilisib,PD_14,PD_12,SNUC2B,0
MK-1775,Pictilisib,PD_14,PD_12,SNUC5,1
MK-1775,Pictilisib,PD_14,PD_12,SW1116,1
MK-1775,Pictilisib,PD_14,PD_12,SW1417,1
MK-1775,Pictilisib,PD_14,PD_12,SW1463,1
MK-1775,Pictilisib,PD_14,PD_12,SW48,1
MK-1775,Pictilisib,PD_14,PD_12,SW620,1
MK-1775,Pictilisib,PD_14,PD_12,SW626,0
MK-1775,Pictilisib,PD_14,PD_12,SW837,1
MK-1775,Pictilisib,PD_14,PD_12,SW948,1
MK-1775,Pictilisib,PD_14,PD_12,T84,0
Trametinib,Pictilisib,PD_15,PD_12,C2BBE1,1
Trametinib,Pictilisib,PD_15,PD_12,CCK81,1
Trametinib,Pictilisib,PD_15,PD_12,CL11,1
Trametinib,Pictilisib,PD_15,PD_12,CL40,1
Trametinib,Pictilisib,PD_15,PD_12,COLO205,1
Trametinib,Pictilisib,PD_15,PD_12,COLO320HSR,1
Trametinib,Pictilisib,PD_15,PD_12,COLO678,1
Trametinib,Pictilisib,PD_15,PD_12,CW2,1
Trametinib,Pictilisib,PD_15,PD_12,CAR1,1
Trametinib,Pictilisib,PD_15,PD_12,DIFI,1
Trametinib,Pictilisib,PD_15,PD_12,GP5D,1
Trametinib,Pictilisib,PD_15,PD_12,HCC2998,1
Trametinib,Pictilisib,PD_15,PD_12,HCT116,1
Trametinib,Pictilisib,PD_15,PD_12,HCT15,1
Trametinib,Pictilisib,PD_15,PD_12,HT29,1
Trametinib,Pictilisib,PD_15,PD_12,HT55,1
Trametinib,Pictilisib,PD_15,PD_12,KM12,1
Trametinib,Pictilisib,PD_15,PD_12,LS123,1
Trametinib,Pictilisib,PD_15,PD_12,LS180,1
Trametinib,Pictilisib,PD_15,PD_12,LS411N,1
Trametinib,Pictilisib,PD_15,PD_12,LS513,1
Trametinib,Pictilisib,PD_15,PD_12,LOVO,1
Trametinib,Pictilisib,PD_15,PD_12,MDST8,1
Trametinib,Pictilisib,PD_15,PD_12,NCIH716,1
Trametinib,Pictilisib,PD_15,PD_12,NCIH747,1
Trametinib,Pictilisib,PD_15,PD_12,RCM1,1
Trametinib,Pictilisib,PD_15,PD_12,RKO,1
Trametinib,Pictilisib,PD_15,PD_12,SKCO1,1
Trametinib,Pictilisib,PD_15,PD_12,SNU175,1
Trametinib,Pictilisib,PD_15,PD_12,SNU407,1
Trametinib,Pictilisib,PD_15,PD_12,SNU61,1
Trametinib,Pictilisib,PD_15,PD_12,SNUC1,1
Trametinib,Pictilisib,PD_15,PD_12,SNUC2B,1
Trametinib,Pictilisib,PD_15,PD_12,SNUC5,1
Trametinib,Pictilisib,PD_15,PD_12,SW1116,1
Trametinib,Pictilisib,PD_15,PD_12,SW1417,0
Trametinib,Pictilisib,PD_15,PD_12,SW1463,1
Trametinib,Pictilisib,PD_15,PD_12,SW48,1
Trametinib,Pictilisib,PD_15,PD_12,SW620,1
Trametinib,Pictilisib,PD_15,PD_12,SW626,1
Trametinib,Pictilisib,PD_15,PD_12,SW837,1
Trametinib,Pictilisib,PD_15,PD_12,SW948,1
Trametinib,Pictilisib,PD_15,PD_12,T84,1
Lapatinib,Pictilisib,PD_07,PD_12,C2BBE1,1
Lapatinib,Pictilisib,PD_07,PD_12,CCK81,1
Lapatinib,Pictilisib,PD_07,PD_12,CL11,0
Lapatinib,Pictilisib,PD_07,PD_12,CL40,1
Lapatinib,Pictilisib,PD_07,PD_12,COLO205,0
Lapatinib,Pictilisib,PD_07,PD_12,COLO320HSR,1
Lapatinib,Pictilisib,PD_07,PD_12,COLO678,1
Lapatinib,Pictilisib,PD_07,PD_12,CW2,0
Lapatinib,Pictilisib,PD_07,PD_12,CAR1,1
Lapatinib,Pictilisib,PD_07,PD_12,DIFI,1
Lapatinib,Pictilisib,PD_07,PD_12,GP5D,0
Lapatinib,Pictilisib,PD_07,PD_12,HCC2998,0
Lapatinib,Pictilisib,PD_07,PD_12,HCT116,0
Lapatinib,Pictilisib,PD_07,PD_12,HCT15,0
Lapatinib,Pictilisib,PD_07,PD_12,HT29,0
Lapatinib,Pictilisib,PD_07,PD_12,HT55,1
Lapatinib,Pictilisib,PD_07,PD_12,KM12,1
Lapatinib,Pictilisib,PD_07,PD_12,LS123,1
Lapatinib,Pictilisib,PD_07,PD_12,LS180,0
Lapatinib,Pictilisib,PD_07,PD_12,LS411N,1
Lapatinib,Pictilisib,PD_07,PD_12,LS513,1
Lapatinib,Pictilisib,PD_07,PD_12,LOVO,0
Lapatinib,Pictilisib,PD_07,PD_12,MDST8,0
Lapatinib,Pictilisib,PD_07,PD_12,NCIH716,0
Lapatinib,Pictilisib,PD_07,PD_12,NCIH747,0
Lapatinib,Pictilisib,PD_07,PD_12,RCM1,1
Lapatinib,Pictilisib,PD_07,PD_12,RKO,1
Lapatinib,Pictilisib,PD_07,PD_12,SKCO1,1
Lapatinib,Pictilisib,PD_07,PD_12,SNU175,0
Lapatinib,Pictilisib,PD_07,PD_12,SNU407,1
Lapatinib,Pictilisib,PD_07,PD_12,SNU61,1
Lapatinib,Pictilisib,PD_07,PD_12,SNUC1,1
Lapatinib,Pictilisib,PD_07,PD_12,SNUC2B,0
Lapatinib,Pictilisib,PD_07,PD_12,SNUC5,0
Lapatinib,Pictilisib,PD_07,PD_12,SW1116,0
Lapatinib,Pictilisib,PD_07,PD_12,SW1417,1
Lapatinib,Pictilisib,PD_07,PD_12,SW1463,1
