Perturbation	Response excess over subset
[PD_01]-[PD_02]	0.0
[PD_01]-[PD_03]	0.0
[PD_01]-[PD_04]	-0.026984182344812924
[PD_01]-[PD_05]	-0.31949302349311504
[PD_01]-[PD_06]	-1.0172526021534622E-7
[PD_01]-[PD_07]	-0.24385939717746585
[PD_01]-[PD_08]	-0.1546331102020886
[PD_01]-[PD_09]	-0.04512470271311653
[PD_01]-[PD_10]	-0.21674227552349068
[PD_01]-[PD_11]	-0.6016251959768282
[PD_01]-[PD_12]	-0.4229420896776679
[PD_01]-[PD_13]	-0.27650156656901037
[PD_01]-[PD_14]	0.0
[PD_01]-[PD_15]	-0.2758826929209184
[PD_01]-[PD_16]	-0.15551775977725074
[PD_01]-[PD_17]	-0.02526813948235551
[PD_01]-[PD_18]	-0.045445967693718226
[PD_01]-[PD_19]	0.0
[PD_01]-[PD_20]	-0.4362277064705211
[PD_01]-[PD_21]	-0.4362277064705211
[PD_02]-[PD_03]	-0.007777811686197955
[PD_02]-[PD_04]	-0.027851867675781294
[PD_02]-[PD_05]	-0.7426210970491975
[PD_02]-[PD_06]	0.0
[PD_02]-[PD_07]	-0.7307287721552401
[PD_02]-[PD_08]	0.0
[PD_02]-[PD_09]	0.0
[PD_02]-[PD_10]	-0.32634852091471356
[PD_02]-[PD_11]	-1.1126339142898034
[PD_02]-[PD_12]	-0.47033681233723956
[PD_02]-[PD_13]	-0.3743087259928385
[PD_02]-[PD_14]	0.0
[PD_02]-[PD_15]	-0.3931631469726564
[PD_02]-[PD_16]	-0.2628571573893229
[PD_02]-[PD_17]	-0.06894032796223959
[PD_02]-[PD_18]	-0.09861277262369805
[PD_02]-[PD_19]	-0.006379451751709064
[PD_02]-[PD_20]	-0.7851267231374547
[PD_02]-[PD_21]	-0.7851267231374547
[PD_03]-[PD_04]	-0.04111114501953117
[PD_03]-[PD_05]	-0.7710735575358072
[PD_03]-[PD_06]	0.0
[PD_03]-[PD_07]	-0.7518432741083652
[PD_03]-[PD_08]	-0.007777811686197955
[PD_03]-[PD_09]	0.0
[PD_03]-[PD_10]	-0.34984130859374996
[PD_03]-[PD_11]	-1.1694431230391578
[PD_03]-[PD_12]	-0.5377403767903646
[PD_03]-[PD_13]	-0.40948582967122393
[PD_03]-[PD_14]	0.0
[PD_03]-[PD_15]	-0.41701009114583343
