Perturbation	Emax(k)	Bliss(k)	Excess
PD_01_PD_02	0.3046910291990918	0.25043131041181865	0.054259718787273155
PD_01_PD_07	0.28643246879666345	0.20161886729361478	0.08481360150304867
PD_01_PD_08	0.2541269797296572	0.1800929733659386	0.07403400636371861
PD_05_PD_07	0.41915094485814536	0.24756808558257756	0.17158285927556777
PD_05_PD_08	0.11188825466868604	0.213604453369007	-0.10171619870032098
PD_05_PD_12	0.343422385523236	0.29072318972441574	0.052699195798820236
PD_06_PD_07	0.486039172328867	0.4789088988778144	0.007130273451052636
PD_06_PD_08	0.43884817809909793	0.4273882778132884	0.011459900285809429
PD_07_PD_08	0.24357500974688284	0.2529130576405003	-0.009338047893617423
PD_07_PD_10	0.419146778906712	0.46894561692482206	-0.049798838018110005
PD_07_PD_12	0.34342137662160255	0.342071455525237	0.0013499210963654952
PD_08_PD_10	0.3776203042660192	0.4199429276256451	-0.04232262335962588
PD_08_PD_11	0.45177503502402877	0.23073199440597225	0.22104304061805657
