,drug_combination,cell_line,synergy
591,Taselisib + Trametinib,SW1710,1.0
592,Trametinib + Afatinib,SW1710,0.0
593,Trametinib + LGK974,SW1710,0.0
594,Trametinib + Linsitinib,SW1710,1.0
595,Trametinib + MK-2206,SW1710,1.0
596,Trametinib + Navitoclax,SW1710,0.0
597,Trametinib + Olaparib,SW1710,0.0
598,Trametinib + Palbociclib,SW1710,0.0
599,Trametinib + Pictilisib,SW1710,1.0
600,Trametinib + SCH772984,SW1710,0.0
601,Trametinib + Taselisib,SW1710,1.0
602,AZD7762 + Cisplatin,SW780,1.0
603,AZD7762 + MK-1775,SW780,0.0
604,Lapatinib + Crizotinib,SW780,1.0
605,Lapatinib + Dabrafenib,SW780,1.0
606,Lapatinib + LGK974,SW780,0.0
607,Lapatinib + Linsitinib,SW780,0.0
608,Lapatinib + MK-2206,SW780,0.0
609,Lapatinib + Navitoclax,SW780,0.0
610,Lapatinib + PD173074,SW780,1.0
611,Lapatinib + Palbociclib,SW780,0.0
612,Lapatinib + Pictilisib,SW780,1.0
613,Lapatinib + Taselisib,SW780,0.0
614,Lapatinib + Trametinib,SW780,1.0
615,MK-1775 + Cisplatin,SW780,1.0
616,MK-1775 + Nutlin-3a (-),SW780,0.0
617,MK-1775 + Pictilisib,SW780,1.0
618,MK-2206 + OSI-027,SW780,1.0
619,Navitoclax + Afatinib,SW780,1.0
620,Navitoclax + Axitinib,SW780,1.0
621,Navitoclax + Taselisib,SW780,0.0
622,Navitoclax + Trametinib,SW780,1.0
623,Nilotinib + Trametinib,SW780,0.0
624,Olaparib + MK-1775,SW780,0.0
625,Taselisib + Afatinib,SW780,0.0
626,Taselisib + LGK974,SW780,0.0
627,Taselisib + Linsitinib,SW780,0.0
628,Taselisib + MK-2206,SW780,0.0
629,Taselisib + Navitoclax,SW780,0.0
630,Taselisib + OSI-027,SW780,1.0
631,Taselisib + Olaparib,SW780,1.0
632,Taselisib + Palbociclib,SW780,1.0
633,Taselisib + Sapitinib,SW780,0.0
634,Taselisib + Trametinib,SW780,1.0
635,Trametinib + Afatinib,SW780,1.0
636,Trametinib + LGK974,SW780,1.0
637,Trametinib + Linsitinib,SW780,1.0
638,Trametinib + MK-2206,SW780,1.0
639,Trametinib + Navitoclax,SW780,1.0
640,Trametinib + Olaparib,SW780,1.0
641,Trametinib + Palbociclib,SW780,0.0
642,Trametinib + Pictilisib,SW780,1.0
643,Trametinib + SCH772984,SW780,0.0
644,Trametinib + Taselisib,SW780,1.0
645,AZD7762 + Cisplatin,TCCSUP,1.0
646,AZD7762 + MK-1775,TCCSUP,1.0
647,Lapatinib + Crizotinib,TCCSUP,0.0
648,Lapatinib + Dabrafenib,TCCSUP,0.0
649,Lapatinib + LGK974,TCCSUP,0.0
650,Lapatinib + Linsitinib,TCCSUP,0.0
651,Lapatinib + MK-2206,TCCSUP,1.0
652,Lapatinib + Navitoclax,TCCSUP,1.0
653,Lapatinib + PD173074,TCCSUP,1.0
654,Lapatinib + Palbociclib,TCCSUP,0.0
655,Lapatinib + Pictilisib,TCCSUP,0.0
656,Lapatinib + Taselisib,TCCSUP,0.0
657,Lapatinib + Trametinib,TCCSUP,1.0
658,MK-1775 + Cisplatin,TCCSUP,1.0
659,MK-1775 + Nutlin-3a (-),TCCSUP,1.0
660,MK-1775 + Pictilisib,TCCSUP,0.0
661,MK-2206 + OSI-027,TCCSUP,1.0
662,Navitoclax + Afatinib,TCCSUP,1.0
663,Navitoclax + Axitinib,TCCSUP,1.0
664,Navitoclax + Taselisib,TCCSUP,1.0
665,Navitoclax + Trametinib,TCCSUP,1.0
666,Nilotinib + Trametinib,TCCSUP,1.0
667,Olaparib + MK-1775,TCCSUP,0.0
668,Taselisib + Afatinib,TCCSUP,1.0
669,Taselisib + LGK974,TCCSUP,0.0
670,Taselisib + Linsitinib,TCCSUP,0.0
671,Taselisib + MK-2206,TCCSUP,0.0
672,Taselisib + Navitoclax,TCCSUP,1.0
673,Taselisib + OSI-027,TCCSUP,1.0
674,Taselisib + Olaparib,TCCSUP,1.0
675,Taselisib + Palbociclib,TCCSUP,0.0
676,Taselisib + Sapitinib,TCCSUP,1.0
677,Taselisib + Trametinib,TCCSUP,1.0
678,Trametinib + Afatinib,TCCSUP,0.0
679,Trametinib + LGK974,TCCSUP,0.0
680,Trametinib + Linsitinib,TCCSUP,0.0
681,Trametinib + MK-2206,TCCSUP,1.0
682,Trametinib + Navitoclax,TCCSUP,0.0
683,Trametinib + Olaparib,TCCSUP,0.0
684,Trametinib + Palbociclib,TCCSUP,0.0
685,Trametinib + Pictilisib,TCCSUP,1.0
686,Trametinib + SCH772984,TCCSUP,0.0
687,Trametinib + Taselisib,TCCSUP,1.0
688,AZD7762 + Cisplatin,UMUC3,1.0
689,AZD7762 + MK-1775,UMUC3,1.0
690,Lapatinib + Crizotinib,UMUC3,1.0
691,Lapatinib + Dabrafenib,UMUC3,1.0
692,Lapatinib + LGK974,UMUC3,1.0
693,Lapatinib + Linsitinib,UMUC3,1.0
694,Lapatinib + MK-2206,UMUC3,1.0
695,Lapatinib + Navitoclax,UMUC3,1.0
696,Lapatinib + PD173074,UMUC3,1.0
697,Lapatinib + Palbociclib,UMUC3,1.0
698,Lapatinib + Pictilisib,UMUC3,0.0
699,Lapatinib + Taselisib,UMUC3,1.0
700,Lapatinib + Trametinib,UMUC3,1.0
701,MK-1775 + Cisplatin,UMUC3,1.0
702,MK-1775 + Nutlin-3a (-),UMUC3,1.0
703,MK-1775 + Pictilisib,UMUC3,1.0
704,MK-2206 + OSI-027,UMUC3,1.0
705,Navitoclax + Afatinib,UMUC3,1.0
706,Navitoclax + Axitinib,UMUC3,1.0
707,Navitoclax + Taselisib,UMUC3,1.0
708,Navitoclax + Trametinib,UMUC3,1.0
709,Nilotinib + Trametinib,UMUC3,1.0
710,Olaparib + MK-1775,UMUC3,1.0
711,Taselisib + Afatinib,UMUC3,1.0
712,Taselisib + LGK974,UMUC3,1.0
713,Taselisib + Linsitinib,UMUC3,1.0
714,Taselisib + MK-2206,UMUC3,1.0
715,Taselisib + Navitoclax,UMUC3,0.0
716,Taselisib + OSI-027,UMUC3,1.0
717,Taselisib + Olaparib,UMUC3,0.0
718,Taselisib + Palbociclib,UMUC3,1.0
719,Taselisib + Sapitinib,UMUC3,1.0
720,Taselisib + Trametinib,UMUC3,1.0
721,Trametinib + Afatinib,UMUC3,1.0
722,Trametinib + LGK974,UMUC3,1.0
723,Trametinib + Linsitinib,UMUC3,1.0
724,Trametinib + MK-2206,UMUC3,1.0
725,Trametinib + Navitoclax,UMUC3,1.0
726,Trametinib + Olaparib,UMUC3,0.0
727,Trametinib + Palbociclib,UMUC3,1.0
728,Trametinib + Pictilisib,UMUC3,1.0
729,Trametinib + SCH772984,UMUC3,0.0
730,Trametinib + Taselisib,UMUC3,1.0
731,AZD7762 + Cisplatin,VMCUB1,1.0
732,AZD7762 + MK-1775,VMCUB1,1.0
733,Lapatinib + Crizotinib,VMCUB1,1.0
734,Lapatinib + Dabrafenib,VMCUB1,1.0
735,Lapatinib + LGK974,VMCUB1,0.0
736,Lapatinib + Linsitinib,VMCUB1,1.0
737,Lapatinib + MK-2206,VMCUB1,1.0
738,Lapatinib + Navitoclax,VMCUB1,1.0
739,Lapatinib + PD173074,VMCUB1,0.0
740,Lapatinib + Palbociclib,VMCUB1,1.0
741,Lapatinib + Pictilisib,VMCUB1,1.0
742,Lapatinib + Taselisib,VMCUB1,1.0
743,Lapatinib + Trametinib,VMCUB1,1.0
744,MK-1775 + Cisplatin,VMCUB1,1.0
745,MK-1775 + Nutlin-3a (-),VMCUB1,1.0
746,MK-1775 + Pictilisib,VMCUB1,1.0
747,MK-2206 + OSI-027,VMCUB1,1.0
748,Navitoclax + Afatinib,VMCUB1,1.0
749,Navitoclax + Axitinib,VMCUB1,1.0
750,Navitoclax + Taselisib,VMCUB1,1.0
751,Navitoclax + Trametinib,VMCUB1,1.0
752,Nilotinib + Trametinib,VMCUB1,0.0
753,Olaparib + MK-1775,VMCUB1,1.0
754,Taselisib + Afatinib,VMCUB1,1.0
755,Taselisib + LGK974,VMCUB1,0.0
756,Taselisib + Linsitinib,VMCUB1,0.0
757,Taselisib + MK-2206,VMCUB1,0.0
758,Taselisib + Navitoclax,VMCUB1,1.0
759,Taselisib + OSI-027,VMCUB1,1.0
760,Taselisib + Olaparib,VMCUB1,1.0
761,Taselisib + Palbociclib,VMCUB1,1.0
762,Taselisib + Sapitinib,VMCUB1,0.0
763,Taselisib + Trametinib,VMCUB1,1.0
764,Trametinib + Afatinib,VMCUB1,1.0
765,Trametinib + LGK974,VMCUB1,0.0
766,Trametinib + Linsitinib,VMCUB1,1.0
767,Trametinib + MK-2206,VMCUB1,1.0
768,Trametinib + Navitoclax,VMCUB1,1.0
769,Trametinib + Olaparib,VMCUB1,1.0
770,Trametinib + Palbociclib,VMCUB1,1.0
771,Trametinib + Pictilisib,VMCUB1,1.0
772,Trametinib + SCH772984,VMCUB1,0.0
773,Trametinib + Taselisib,VMCUB1,1.0
