,drug_name_A,drug_name_B,PD_A,PD_B,cell_line,synergy,Perturbation,drug_combination,inhibitor_group_A,inhibitor_group_B,inhibitor_combination,targets_A,targets_B,target_combination
106,Taselisib,Olaparib,PD_12,PD_04,BFTC905,0,PD_12-PD_04,Taselisib + Olaparib,PI3Ki,PARPi,PI3Ki + PARPi,['PIK3CA'],['PARP1'],['PIK3CA'] + ['PARP1']
107,Taselisib,Olaparib,PD_12,PD_04,CAL29,1,PD_12-PD_04,Taselisib + Olaparib,PI3Ki,PARPi,PI3Ki + PARPi,['PIK3CA'],['PARP1'],['PIK3CA'] + ['PARP1']
108,Taselisib,Olaparib,PD_12,PD_04,DSH1,1,PD_12-PD_04,Taselisib + Olaparib,PI3Ki,PARPi,PI3Ki + PARPi,['PIK3CA'],['PARP1'],['PIK3CA'] + ['PARP1']
109,Taselisib,Olaparib,PD_12,PD_04,HT1376,0,PD_12-PD_04,Taselisib + Olaparib,PI3Ki,PARPi,PI3Ki + PARPi,['PIK3CA'],['PARP1'],['PIK3CA'] + ['PARP1']
110,Taselisib,Olaparib,PD_12,PD_04,J82,1,PD_12-PD_04,Taselisib + Olaparib,PI3Ki,PARPi,PI3Ki + PARPi,['PIK3CA'],['PARP1'],['PIK3CA'] + ['PARP1']
111,Taselisib,Olaparib,PD_12,PD_04,KU1919,0,PD_12-PD_04,Taselisib + Olaparib,PI3Ki,PARPi,PI3Ki + PARPi,['PIK3CA'],['PARP1'],['PIK3CA'] + ['PARP1']
112,Taselisib,Olaparib,PD_12,PD_04,LB831BLC,1,PD_12-PD_04,Taselisib + Olaparib,PI3Ki,PARPi,PI3Ki + PARPi,['PIK3CA'],['PARP1'],['PIK3CA'] + ['PARP1']
113,Taselisib,Olaparib,PD_12,PD_04,RT112,1,PD_12-PD_04,Taselisib + Olaparib,PI3Ki,PARPi,PI3Ki + PARPi,['PIK3CA'],['PARP1'],['PIK3CA'] + ['PARP1']
114,Taselisib,Olaparib,PD_12,PD_04,RT4,0,PD_12-PD_04,Taselisib + Olaparib,PI3Ki,PARPi,PI3Ki + PARPi,['PIK3CA'],['PARP1'],['PIK3CA'] + ['PARP1']
115,Taselisib,Olaparib,PD_12,PD_04,SW1710,0,PD_12-PD_04,Taselisib + Olaparib,PI3Ki,PARPi,PI3Ki + PARPi,['PIK3CA'],['PARP1'],['PIK3CA'] + ['PARP1']
116,Taselisib,Olaparib,PD_12,PD_04,SW780,1,PD_12-PD_04,Taselisib + Olaparib,PI3Ki,PARPi,PI3Ki + PARPi,['PIK3CA'],['PARP1'],['PIK3CA'] + ['PARP1']
117,Taselisib,Olaparib,PD_12,PD_04,TCCSUP,1,PD_12-PD_04,Taselisib + Olaparib,PI3Ki,PARPi,PI3Ki + PARPi,['PIK3CA'],['PARP1'],['PIK3CA'] + ['PARP1']
118,Taselisib,Olaparib,PD_12,PD_04,UMUC3,0,PD_12-PD_04,Taselisib + Olaparib,PI3Ki,PARPi,PI3Ki + PARPi,['PIK3CA'],['PARP1'],['PIK3CA'] + ['PARP1']
119,Taselisib,Olaparib,PD_12,PD_04,VMCUB1,1,PD_12-PD_04,Taselisib + Olaparib,PI3Ki,PARPi,PI3Ki + PARPi,['PIK3CA'],['PARP1'],['PIK3CA'] + ['PARP1']
120,Navitoclax,Axitinib,PD_02,PD_05,5637,1,PD_02-PD_05,Navitoclax + Axitinib,BCL2i,EGFRi,BCL2i + EGFRi,"['BCL2', 'BCL2L1']",['EGFR'],"['BCL2', 'BCL2L1'] + ['EGFR']"
121,Navitoclax,Axitinib,PD_02,PD_05,639V,1,PD_02-PD_05,Navitoclax + Axitinib,BCL2i,EGFRi,BCL2i + EGFRi,"['BCL2', 'BCL2L1']",['EGFR'],"['BCL2', 'BCL2L1'] + ['EGFR']"
122,Navitoclax,Axitinib,PD_02,PD_05,647V,1,PD_02-PD_05,Navitoclax + Axitinib,BCL2i,EGFRi,BCL2i + EGFRi,"['BCL2', 'BCL2L1']",['EGFR'],"['BCL2', 'BCL2L1'] + ['EGFR']"
123,Navitoclax,Axitinib,PD_02,PD_05,BFTC905,1,PD_02-PD_05,Navitoclax + Axitinib,BCL2i,EGFRi,BCL2i + EGFRi,"['BCL2', 'BCL2L1']",['EGFR'],"['BCL2', 'BCL2L1'] + ['EGFR']"
124,Navitoclax,Axitinib,PD_02,PD_05,CAL29,1,PD_02-PD_05,Navitoclax + Axitinib,BCL2i,EGFRi,BCL2i + EGFRi,"['BCL2', 'BCL2L1']",['EGFR'],"['BCL2', 'BCL2L1'] + ['EGFR']"
125,Navitoclax,Axitinib,PD_02,PD_05,DSH1,1,PD_02-PD_05,Navitoclax + Axitinib,BCL2i,EGFRi,BCL2i + EGFRi,"['BCL2', 'BCL2L1']",['EGFR'],"['BCL2', 'BCL2L1'] + ['EGFR']"
126,Navitoclax,Axitinib,PD_02,PD_05,HT1376,1,PD_02-PD_05,Navitoclax + Axitinib,BCL2i,EGFRi,BCL2i + EGFRi,"['BCL2', 'BCL2L1']",['EGFR'],"['BCL2', 'BCL2L1'] + ['EGFR']"
127,Navitoclax,Axitinib,PD_02,PD_05,J82,1,PD_02-PD_05,Navitoclax + Axitinib,BCL2i,EGFRi,BCL2i + EGFRi,"['BCL2', 'BCL2L1']",['EGFR'],"['BCL2', 'BCL2L1'] + ['EGFR']"
128,Navitoclax,Axitinib,PD_02,PD_05,KU1919,1,PD_02-PD_05,Navitoclax + Axitinib,BCL2i,EGFRi,BCL2i + EGFRi,"['BCL2', 'BCL2L1']",['EGFR'],"['BCL2', 'BCL2L1'] + ['EGFR']"
129,Navitoclax,Axitinib,PD_02,PD_05,LB831BLC,1,PD_02-PD_05,Navitoclax + Axitinib,BCL2i,EGFRi,BCL2i + EGFRi,"['BCL2', 'BCL2L1']",['EGFR'],"['BCL2', 'BCL2L1'] + ['EGFR']"
130,Navitoclax,Axitinib,PD_02,PD_05,RT112,1,PD_02-PD_05,Navitoclax + Axitinib,BCL2i,EGFRi,BCL2i + EGFRi,"['BCL2', 'BCL2L1']",['EGFR'],"['BCL2', 'BCL2L1'] + ['EGFR']"
131,Navitoclax,Axitinib,PD_02,PD_05,RT4,1,PD_02-PD_05,Navitoclax + Axitinib,BCL2i,EGFRi,BCL2i + EGFRi,"['BCL2', 'BCL2L1']",['EGFR'],"['BCL2', 'BCL2L1'] + ['EGFR']"
132,Navitoclax,Axitinib,PD_02,PD_05,SW1710,1,PD_02-PD_05,Navitoclax + Axitinib,BCL2i,EGFRi,BCL2i + EGFRi,"['BCL2', 'BCL2L1']",['EGFR'],"['BCL2', 'BCL2L1'] + ['EGFR']"
133,Navitoclax,Axitinib,PD_02,PD_05,SW780,1,PD_02-PD_05,Navitoclax + Axitinib,BCL2i,EGFRi,BCL2i + EGFRi,"['BCL2', 'BCL2L1']",['EGFR'],"['BCL2', 'BCL2L1'] + ['EGFR']"
134,Navitoclax,Axitinib,PD_02,PD_05,TCCSUP,1,PD_02-PD_05,Navitoclax + Axitinib,BCL2i,EGFRi,BCL2i + EGFRi,"['BCL2', 'BCL2L1']",['EGFR'],"['BCL2', 'BCL2L1'] + ['EGFR']"
135,Navitoclax,Axitinib,PD_02,PD_05,UMUC3,1,PD_02-PD_05,Navitoclax + Axitinib,BCL2i,EGFRi,BCL2i + EGFRi,"['BCL2', 'BCL2L1']",['EGFR'],"['BCL2', 'BCL2L1'] + ['EGFR']"
136,Navitoclax,Axitinib,PD_02,PD_05,VMCUB1,1,PD_02-PD_05,Navitoclax + Axitinib,BCL2i,EGFRi,BCL2i + EGFRi,"['BCL2', 'BCL2L1']",['EGFR'],"['BCL2', 'BCL2L1'] + ['EGFR']"
137,Navitoclax,Afatinib,PD_02,PD_07,5637,1,PD_02-PD_07,Navitoclax + Afatinib,BCL2i,ErrBi,BCL2i + ErrBi,"['BCL2', 'BCL2L1']","['EGFR', 'ERBB2']","['BCL2', 'BCL2L1'] + ['EGFR', 'ERBB2']"
138,Navitoclax,Afatinib,PD_02,PD_07,639V,0,PD_02-PD_07,Navitoclax + Afatinib,BCL2i,ErrBi,BCL2i + ErrBi,"['BCL2', 'BCL2L1']","['EGFR', 'ERBB2']","['BCL2', 'BCL2L1'] + ['EGFR', 'ERBB2']"
139,Navitoclax,Afatinib,PD_02,PD_07,647V,1,PD_02-PD_07,Navitoclax + Afatinib,BCL2i,ErrBi,BCL2i + ErrBi,"['BCL2', 'BCL2L1']","['EGFR', 'ERBB2']","['BCL2', 'BCL2L1'] + ['EGFR', 'ERBB2']"
140,Navitoclax,Afatinib,PD_02,PD_07,BFTC905,1,PD_02-PD_07,Navitoclax + Afatinib,BCL2i,ErrBi,BCL2i + ErrBi,"['BCL2', 'BCL2L1']","['EGFR', 'ERBB2']","['BCL2', 'BCL2L1'] + ['EGFR', 'ERBB2']"
141,Navitoclax,Afatinib,PD_02,PD_07,CAL29,1,PD_02-PD_07,Navitoclax + Afatinib,BCL2i,ErrBi,BCL2i + ErrBi,"['BCL2', 'BCL2L1']","['EGFR', 'ERBB2']","['BCL2', 'BCL2L1'] + ['EGFR', 'ERBB2']"
142,Navitoclax,Afatinib,PD_02,PD_07,DSH1,1,PD_02-PD_07,Navitoclax + Afatinib,BCL2i,ErrBi,BCL2i + ErrBi,"['BCL2', 'BCL2L1']","['EGFR', 'ERBB2']","['BCL2', 'BCL2L1'] + ['EGFR', 'ERBB2']"
143,Navitoclax,Afatinib,PD_02,PD_07,HT1376,1,PD_02-PD_07,Navitoclax + Afatinib,BCL2i,ErrBi,BCL2i + ErrBi,"['BCL2', 'BCL2L1']","['EGFR', 'ERBB2']","['BCL2', 'BCL2L1'] + ['EGFR', 'ERBB2']"
144,Navitoclax,Afatinib,PD_02,PD_07,J82,1,PD_02-PD_07,Navitoclax + Afatinib,BCL2i,ErrBi,BCL2i + ErrBi,"['BCL2', 'BCL2L1']","['EGFR', 'ERBB2']","['BCL2', 'BCL2L1'] + ['EGFR', 'ERBB2']"
145,Navitoclax,Afatinib,PD_02,PD_07,KU1919,1,PD_02-PD_07,Navitoclax + Afatinib,BCL2i,ErrBi,BCL2i + ErrBi,"['BCL2', 'BCL2L1']","['EGFR', 'ERBB2']","['BCL2', 'BCL2L1'] + ['EGFR', 'ERBB2']"
146,Navitoclax,Afatinib,PD_02,PD_07,LB831BLC,1,PD_02-PD_07,Navitoclax + Afatinib,BCL2i,ErrBi,BCL2i + ErrBi,"['BCL2', 'BCL2L1']","['EGFR', 'ERBB2']","['BCL2', 'BCL2L1'] + ['EGFR', 'ERBB2']"
147,Navitoclax,Afatinib,PD_02,PD_07,RT112,1,PD_02-PD_07,Navitoclax + Afatinib,BCL2i,ErrBi,BCL2i + ErrBi,"['BCL2', 'BCL2L1']","['EGFR', 'ERBB2']","['BCL2', 'BCL2L1'] + ['EGFR', 'ERBB2']"
148,Navitoclax,Afatinib,PD_02,PD_07,RT4,1,PD_02-PD_07,Navitoclax + Afatinib,BCL2i,ErrBi,BCL2i + ErrBi,"['BCL2', 'BCL2L1']","['EGFR', 'ERBB2']","['BCL2', 'BCL2L1'] + ['EGFR', 'ERBB2']"
149,Navitoclax,Afatinib,PD_02,PD_07,SW1710,1,PD_02-PD_07,Navitoclax + Afatinib,BCL2i,ErrBi,BCL2i + ErrBi,"['BCL2', 'BCL2L1']","['EGFR', 'ERBB2']","['BCL2', 'BCL2L1'] + ['EGFR', 'ERBB2']"
150,Navitoclax,Afatinib,PD_02,PD_07,SW780,1,PD_02-PD_07,Navitoclax + Afatinib,BCL2i,ErrBi,BCL2i + ErrBi,"['BCL2', 'BCL2L1']","['EGFR', 'ERBB2']","['BCL2', 'BCL2L1'] + ['EGFR', 'ERBB2']"
151,Navitoclax,Afatinib,PD_02,PD_07,TCCSUP,1,PD_02-PD_07,Navitoclax + Afatinib,BCL2i,ErrBi,BCL2i + ErrBi,"['BCL2', 'BCL2L1']","['EGFR', 'ERBB2']","['BCL2', 'BCL2L1'] + ['EGFR', 'ERBB2']"
152,Navitoclax,Afatinib,PD_02,PD_07,UMUC3,1,PD_02-PD_07,Navitoclax + Afatinib,BCL2i,ErrBi,BCL2i + ErrBi,"['BCL2', 'BCL2L1']","['EGFR', 'ERBB2']","['BCL2', 'BCL2L1'] + ['EGFR', 'ERBB2']"
153,Navitoclax,Afatinib,PD_02,PD_07,VMCUB1,1,PD_02-PD_07,Navitoclax + Afatinib,BCL2i,ErrBi,BCL2i + ErrBi,"['BCL2', 'BCL2L1']","['EGFR', 'ERBB2']","['BCL2', 'BCL2L1'] + ['EGFR', 'ERBB2']"
154,Trametinib,Afatinib,PD_15,PD_07,5637,1,PD_15-PD_07,Trametinib + Afatinib,MEKi,ErrBi,MEKi + ErrBi,['MEK_f'],"['EGFR', 'ERBB2']","['MEK_f'] + ['EGFR', 'ERBB2']"
155,Trametinib,Afatinib,PD_15,PD_07,639V,1,PD_15-PD_07,Trametinib + Afatinib,MEKi,ErrBi,MEKi + ErrBi,['MEK_f'],"['EGFR', 'ERBB2']","['MEK_f'] + ['EGFR', 'ERBB2']"
156,Trametinib,Afatinib,PD_15,PD_07,647V,1,PD_15-PD_07,Trametinib + Afatinib,MEKi,ErrBi,MEKi + ErrBi,['MEK_f'],"['EGFR', 'ERBB2']","['MEK_f'] + ['EGFR', 'ERBB2']"
157,Trametinib,Afatinib,PD_15,PD_07,BFTC905,1,PD_15-PD_07,Trametinib + Afatinib,MEKi,ErrBi,MEKi + ErrBi,['MEK_f'],"['EGFR', 'ERBB2']","['MEK_f'] + ['EGFR', 'ERBB2']"
158,Trametinib,Afatinib,PD_15,PD_07,CAL29,1,PD_15-PD_07,Trametinib + Afatinib,MEKi,ErrBi,MEKi + ErrBi,['MEK_f'],"['EGFR', 'ERBB2']","['MEK_f'] + ['EGFR', 'ERBB2']"
159,Trametinib,Afatinib,PD_15,PD_07,DSH1,0,PD_15-PD_07,Trametinib + Afatinib,MEKi,ErrBi,MEKi + ErrBi,['MEK_f'],"['EGFR', 'ERBB2']","['MEK_f'] + ['EGFR', 'ERBB2']"
160,Trametinib,Afatinib,PD_15,PD_07,HT1197,1,PD_15-PD_07,Trametinib + Afatinib,MEKi,ErrBi,MEKi + ErrBi,['MEK_f'],"['EGFR', 'ERBB2']","['MEK_f'] + ['EGFR', 'ERBB2']"
161,Trametinib,Afatinib,PD_15,PD_07,HT1376,1,PD_15-PD_07,Trametinib + Afatinib,MEKi,ErrBi,MEKi + ErrBi,['MEK_f'],"['EGFR', 'ERBB2']","['MEK_f'] + ['EGFR', 'ERBB2']"
162,Trametinib,Afatinib,PD_15,PD_07,J82,0,PD_15-PD_07,Trametinib + Afatinib,MEKi,ErrBi,MEKi + ErrBi,['MEK_f'],"['EGFR', 'ERBB2']","['MEK_f'] + ['EGFR', 'ERBB2']"
163,Trametinib,Afatinib,PD_15,PD_07,KU1919,1,PD_15-PD_07,Trametinib + Afatinib,MEKi,ErrBi,MEKi + ErrBi,['MEK_f'],"['EGFR', 'ERBB2']","['MEK_f'] + ['EGFR', 'ERBB2']"
164,Trametinib,Afatinib,PD_15,PD_07,LB831BLC,1,PD_15-PD_07,Trametinib + Afatinib,MEKi,ErrBi,MEKi + ErrBi,['MEK_f'],"['EGFR', 'ERBB2']","['MEK_f'] + ['EGFR', 'ERBB2']"
165,Trametinib,Afatinib,PD_15,PD_07,RT112,1,PD_15-PD_07,Trametinib + Afatinib,MEKi,ErrBi,MEKi + ErrBi,['MEK_f'],"['EGFR', 'ERBB2']","['MEK_f'] + ['EGFR', 'ERBB2']"
166,Trametinib,Afatinib,PD_15,PD_07,RT4,1,PD_15-PD_07,Trametinib + Afatinib,MEKi,ErrBi,MEKi + ErrBi,['MEK_f'],"['EGFR', 'ERBB2']","['MEK_f'] + ['EGFR', 'ERBB2']"
167,Trametinib,Afatinib,PD_15,PD_07,SW1710,0,PD_15-PD_07,Trametinib + Afatinib,MEKi,ErrBi,MEKi + ErrBi,['MEK_f'],"['EGFR', 'ERBB2']","['MEK_f'] + ['EGFR', 'ERBB2']"
168,Trametinib,Afatinib,PD_15,PD_07,SW780,1,PD_15-PD_07,Trametinib + Afatinib,MEKi,ErrBi,MEKi + ErrBi,['MEK_f'],"['EGFR', 'ERBB2']","['MEK_f'] + ['EGFR', 'ERBB2']"
169,Trametinib,Afatinib,PD_15,PD_07,TCCSUP,0,PD_15-PD_07,Trametinib + Afatinib,MEKi,ErrBi,MEKi + ErrBi,['MEK_f'],"['EGFR', 'ERBB2']","['MEK_f'] + ['EGFR', 'ERBB2']"
170,Trametinib,Afatinib,PD_15,PD_07,UMUC3,1,PD_15-PD_07,Trametinib + Afatinib,MEKi,ErrBi,MEKi + ErrBi,['MEK_f'],"['EGFR', 'ERBB2']","['MEK_f'] + ['EGFR', 'ERBB2']"
171,Trametinib,Afatinib,PD_15,PD_07,VMCUB1,1,PD_15-PD_07,Trametinib + Afatinib,MEKi,ErrBi,MEKi + ErrBi,['MEK_f'],"['EGFR', 'ERBB2']","['MEK_f'] + ['EGFR', 'ERBB2']"
172,Taselisib,Afatinib,PD_12,PD_07,5637,1,PD_12-PD_07,Taselisib + Afatinib,PI3Ki,ErrBi,PI3Ki + ErrBi,['PIK3CA'],"['EGFR', 'ERBB2']","['PIK3CA'] + ['EGFR', 'ERBB2']"
173,Taselisib,Afatinib,PD_12,PD_07,639V,1,PD_12-PD_07,Taselisib + Afatinib,PI3Ki,ErrBi,PI3Ki + ErrBi,['PIK3CA'],"['EGFR', 'ERBB2']","['PIK3CA'] + ['EGFR', 'ERBB2']"
174,Taselisib,Afatinib,PD_12,PD_07,647V,1,PD_12-PD_07,Taselisib + Afatinib,PI3Ki,ErrBi,PI3Ki + ErrBi,['PIK3CA'],"['EGFR', 'ERBB2']","['PIK3CA'] + ['EGFR', 'ERBB2']"
175,Taselisib,Afatinib,PD_12,PD_07,BFTC905,1,PD_12-PD_07,Taselisib + Afatinib,PI3Ki,ErrBi,PI3Ki + ErrBi,['PIK3CA'],"['EGFR', 'ERBB2']","['PIK3CA'] + ['EGFR', 'ERBB2']"
176,Taselisib,Afatinib,PD_12,PD_07,CAL29,1,PD_12-PD_07,Taselisib + Afatinib,PI3Ki,ErrBi,PI3Ki + ErrBi,['PIK3CA'],"['EGFR', 'ERBB2']","['PIK3CA'] + ['EGFR', 'ERBB2']"
177,Taselisib,Afatinib,PD_12,PD_07,DSH1,1,PD_12-PD_07,Taselisib + Afatinib,PI3Ki,ErrBi,PI3Ki + ErrBi,['PIK3CA'],"['EGFR', 'ERBB2']","['PIK3CA'] + ['EGFR', 'ERBB2']"
178,Taselisib,Afatinib,PD_12,PD_07,HT1197,1,PD_12-PD_07,Taselisib + Afatinib,PI3Ki,ErrBi,PI3Ki + ErrBi,['PIK3CA'],"['EGFR', 'ERBB2']","['PIK3CA'] + ['EGFR', 'ERBB2']"
179,Taselisib,Afatinib,PD_12,PD_07,HT1376,1,PD_12-PD_07,Taselisib + Afatinib,PI3Ki,ErrBi,PI3Ki + ErrBi,['PIK3CA'],"['EGFR', 'ERBB2']","['PIK3CA'] + ['EGFR', 'ERBB2']"
180,Taselisib,Afatinib,PD_12,PD_07,J82,1,PD_12-PD_07,Taselisib + Afatinib,PI3Ki,ErrBi,PI3Ki + ErrBi,['PIK3CA'],"['EGFR', 'ERBB2']","['PIK3CA'] + ['EGFR', 'ERBB2']"
181,Taselisib,Afatinib,PD_12,PD_07,KU1919,0,PD_12-PD_07,Taselisib + Afatinib,PI3Ki,ErrBi,PI3Ki + ErrBi,['PIK3CA'],"['EGFR', 'ERBB2']","['PIK3CA'] + ['EGFR', 'ERBB2']"
182,Taselisib,Afatinib,PD_12,PD_07,LB831BLC,1,PD_12-PD_07,Taselisib + Afatinib,PI3Ki,ErrBi,PI3Ki + ErrBi,['PIK3CA'],"['EGFR', 'ERBB2']","['PIK3CA'] + ['EGFR', 'ERBB2']"
183,Taselisib,Afatinib,PD_12,PD_07,RT112,1,PD_12-PD_07,Taselisib + Afatinib,PI3Ki,ErrBi,PI3Ki + ErrBi,['PIK3CA'],"['EGFR', 'ERBB2']","['PIK3CA'] + ['EGFR', 'ERBB2']"
184,Taselisib,Afatinib,PD_12,PD_07,RT4,1,PD_12-PD_07,Taselisib + Afatinib,PI3Ki,ErrBi,PI3Ki + ErrBi,['PIK3CA'],"['EGFR', 'ERBB2']","['PIK3CA'] + ['EGFR', 'ERBB2']"
185,Taselisib,Afatinib,PD_12,PD_07,SW1710,1,PD_12-PD_07,Taselisib + Afatinib,PI3Ki,ErrBi,PI3Ki + ErrBi,['PIK3CA'],"['EGFR', 'ERBB2']","['PIK3CA'] + ['EGFR', 'ERBB2']"
186,Taselisib,Afatinib,PD_12,PD_07,SW780,0,PD_12-PD_07,Taselisib + Afatinib,PI3Ki,ErrBi,PI3Ki + ErrBi,['PIK3CA'],"['EGFR', 'ERBB2']","['PIK3CA'] + ['EGFR', 'ERBB2']"
187,Taselisib,Afatinib,PD_12,PD_07,TCCSUP,1,PD_12-PD_07,Taselisib + Afatinib,PI3Ki,ErrBi,PI3Ki + ErrBi,['PIK3CA'],"['EGFR', 'ERBB2']","['PIK3CA'] + ['EGFR', 'ERBB2']"
188,Taselisib,Afatinib,PD_12,PD_07,UMUC3,1,PD_12-PD_07,Taselisib + Afatinib,PI3Ki,ErrBi,PI3Ki + ErrBi,['PIK3CA'],"['EGFR', 'ERBB2']","['PIK3CA'] + ['EGFR', 'ERBB2']"
189,Taselisib,Afatinib,PD_12,PD_07,VMCUB1,1,PD_12-PD_07,Taselisib + Afatinib,PI3Ki,ErrBi,PI3Ki + ErrBi,['PIK3CA'],"['EGFR', 'ERBB2']","['PIK3CA'] + ['EGFR', 'ERBB2']"
190,MK-1775,Nutlin-3a (-),PD_14,PD_08,5637,1,PD_14-PD_08,MK-1775 + Nutlin-3a (-),WEE1i,MDM2i,WEE1i + MDM2i,"['PLK1', 'WEE1']",['MDM2'],"['PLK1', 'WEE1'] + ['MDM2']"
191,MK-1775,Nutlin-3a (-),PD_14,PD_08,639V,1,PD_14-PD_08,MK-1775 + Nutlin-3a (-),WEE1i,MDM2i,WEE1i + MDM2i,"['PLK1', 'WEE1']",['MDM2'],"['PLK1', 'WEE1'] + ['MDM2']"
192,MK-1775,Nutlin-3a (-),PD_14,PD_08,647V,1,PD_14-PD_08,MK-1775 + Nutlin-3a (-),WEE1i,MDM2i,WEE1i + MDM2i,"['PLK1', 'WEE1']",['MDM2'],"['PLK1', 'WEE1'] + ['MDM2']"
193,MK-1775,Nutlin-3a (-),PD_14,PD_08,BFTC905,1,PD_14-PD_08,MK-1775 + Nutlin-3a (-),WEE1i,MDM2i,WEE1i + MDM2i,"['PLK1', 'WEE1']",['MDM2'],"['PLK1', 'WEE1'] + ['MDM2']"
194,MK-1775,Nutlin-3a (-),PD_14,PD_08,CAL29,1,PD_14-PD_08,MK-1775 + Nutlin-3a (-),WEE1i,MDM2i,WEE1i + MDM2i,"['PLK1', 'WEE1']",['MDM2'],"['PLK1', 'WEE1'] + ['MDM2']"
195,MK-1775,Nutlin-3a (-),PD_14,PD_08,DSH1,1,PD_14-PD_08,MK-1775 + Nutlin-3a (-),WEE1i,MDM2i,WEE1i + MDM2i,"['PLK1', 'WEE1']",['MDM2'],"['PLK1', 'WEE1'] + ['MDM2']"
196,MK-1775,Nutlin-3a (-),PD_14,PD_08,HT1197,0,PD_14-PD_08,MK-1775 + Nutlin-3a (-),WEE1i,MDM2i,WEE1i + MDM2i,"['PLK1', 'WEE1']",['MDM2'],"['PLK1', 'WEE1'] + ['MDM2']"
197,MK-1775,Nutlin-3a (-),PD_14,PD_08,HT1376,1,PD_14-PD_08,MK-1775 + Nutlin-3a (-),WEE1i,MDM2i,WEE1i + MDM2i,"['PLK1', 'WEE1']",['MDM2'],"['PLK1', 'WEE1'] + ['MDM2']"
198,MK-1775,Nutlin-3a (-),PD_14,PD_08,J82,1,PD_14-PD_08,MK-1775 + Nutlin-3a (-),WEE1i,MDM2i,WEE1i + MDM2i,"['PLK1', 'WEE1']",['MDM2'],"['PLK1', 'WEE1'] + ['MDM2']"
199,MK-1775,Nutlin-3a (-),PD_14,PD_08,KU1919,0,PD_14-PD_08,MK-1775 + Nutlin-3a (-),WEE1i,MDM2i,WEE1i + MDM2i,"['PLK1', 'WEE1']",['MDM2'],"['PLK1', 'WEE1'] + ['MDM2']"
200,MK-1775,Nutlin-3a (-),PD_14,PD_08,LB831BLC,1,PD_14-PD_08,MK-1775 + Nutlin-3a (-),WEE1i,MDM2i,WEE1i + MDM2i,"['PLK1', 'WEE1']",['MDM2'],"['PLK1', 'WEE1'] + ['MDM2']"
201,MK-1775,Nutlin-3a (-),PD_14,PD_08,RT112,1,PD_14-PD_08,MK-1775 + Nutlin-3a (-),WEE1i,MDM2i,WEE1i + MDM2i,"['PLK1', 'WEE1']",['MDM2'],"['PLK1', 'WEE1'] + ['MDM2']"
202,MK-1775,Nutlin-3a (-),PD_14,PD_08,RT4,0,PD_14-PD_08,MK-1775 + Nutlin-3a (-),WEE1i,MDM2i,WEE1i + MDM2i,"['PLK1', 'WEE1']",['MDM2'],"['PLK1', 'WEE1'] + ['MDM2']"
203,MK-1775,Nutlin-3a (-),PD_14,PD_08,SW1710,1,PD_14-PD_08,MK-1775 + Nutlin-3a (-),WEE1i,MDM2i,WEE1i + MDM2i,"['PLK1', 'WEE1']",['MDM2'],"['PLK1', 'WEE1'] + ['MDM2']"
204,MK-1775,Nutlin-3a (-),PD_14,PD_08,SW780,0,PD_14-PD_08,MK-1775 + Nutlin-3a (-),WEE1i,MDM2i,WEE1i + MDM2i,"['PLK1', 'WEE1']",['MDM2'],"['PLK1', 'WEE1'] + ['MDM2']"
205,MK-1775,Nutlin-3a (-),PD_14,PD_08,TCCSUP,1,PD_14-PD_08,MK-1775 + Nutlin-3a (-),WEE1i,MDM2i,WEE1i + MDM2i,"['PLK1', 'WEE1']",['MDM2'],"['PLK1', 'WEE1'] + ['MDM2']"
206,MK-1775,Nutlin-3a (-),PD_14,PD_08,UMUC3,1,PD_14-PD_08,MK-1775 + Nutlin-3a (-),WEE1i,MDM2i,WEE1i + MDM2i,"['PLK1', 'WEE1']",['MDM2'],"['PLK1', 'WEE1'] + ['MDM2']"
207,MK-1775,Nutlin-3a (-),PD_14,PD_08,VMCUB1,1,PD_14-PD_08,MK-1775 + Nutlin-3a (-),WEE1i,MDM2i,WEE1i + MDM2i,"['PLK1', 'WEE1']",['MDM2'],"['PLK1', 'WEE1'] + ['MDM2']"
208,Lapatinib,PD173074,PD_07,PD_09,5637,1,PD_07-PD_09,Lapatinib + PD173074,ErrBi,FGFRi,ErrBi + FGFRi,"['EGFR', 'ERBB2']",['FGFR1'],"['EGFR', 'ERBB2'] + ['FGFR1']"
209,Lapatinib,PD173074,PD_07,PD_09,639V,0,PD_07-PD_09,Lapatinib + PD173074,ErrBi,FGFRi,ErrBi + FGFRi,"['EGFR', 'ERBB2']",['FGFR1'],"['EGFR', 'ERBB2'] + ['FGFR1']"
210,Lapatinib,PD173074,PD_07,PD_09,647V,1,PD_07-PD_09,Lapatinib + PD173074,ErrBi,FGFRi,ErrBi + FGFRi,"['EGFR', 'ERBB2']",['FGFR1'],"['EGFR', 'ERBB2'] + ['FGFR1']"
211,Lapatinib,PD173074,PD_07,PD_09,BFTC905,1,PD_07-PD_09,Lapatinib + PD173074,ErrBi,FGFRi,ErrBi + FGFRi,"['EGFR', 'ERBB2']",['FGFR1'],"['EGFR', 'ERBB2'] + ['FGFR1']"
212,Lapatinib,PD173074,PD_07,PD_09,CAL29,1,PD_07-PD_09,Lapatinib + PD173074,ErrBi,FGFRi,ErrBi + FGFRi,"['EGFR', 'ERBB2']",['FGFR1'],"['EGFR', 'ERBB2'] + ['FGFR1']"
