Perturbation	Excess
PD_01_PD_06	0.0
PD_01_PD_14	0.0
PD_02_PD_05	-0.03239911983528654
PD_02_PD_07	-0.04379397428503673
PD_02_PD_12	-0.05575058382876197
PD_02_PD_15	-0.07090220015492132
PD_03_PD_15	2.5354802701826884e-09
PD_04_PD_12	1.5065257553681377e-06
PD_04_PD_14	0.0
PD_04_PD_15	6.103674319302144e-07
PD_06_PD_14	0.0
PD_07_PD_09	-9.503828499846101e-06
PD_07_PD_10	-0.048087758341125775
PD_07_PD_11	-4.502995331057136e-07
PD_07_PD_12	-0.00014872384214403844
PD_07_PD_13	-9.503828499846101e-06
PD_07_PD_15	-1.7688575321916922e-05
PD_07_PD_16	-1.8257992576375948e-05
PD_07_PD_17	-3.2397068576717203e-06
PD_07_PD_20	-5.275754788591769e-08
PD_08_PD_14	0.012083713429841936
PD_10_PD_12	9.974798403922236e-07
PD_10_PD_15	-0.4828890840641145
PD_10_PD_19	-0.04046625383916069
PD_11_PD_12	-3.0317975102667205e-06
PD_11_PD_15	-1.0352027307591882e-06
PD_12_PD_14	1.5861755134904953e-06
PD_12_PD_15	-0.03628946056214366
PD_12_PD_17	-5.270904752996408e-06
PD_12_PD_19	-0.0006694043433040919
PD_12_PD_20	-4.5686114036325165e-07
PD_15_PD_17	-8.736253539143313e-06
PD_15_PD_18	6.440004284291589e-07
PD_15_PD_20	-1.9060066136500353e-07
