drug_name_A,drug_name_B,cell_line,synergy,PD_A,PD_B
Torin 1,Obatoclax Mesylate,SW837,-4.013892803,PD_03,PD_10
Torin 1,oxaliplatin,SW837,-10.97785699,PD_03,
Torin 1,Palbociclib,SW837,-9.138451962,PD_03,PD_08
Torin 1,SN-38,SW837,-4.724290003,PD_03,
Torin 1,Ulixertinib,SW837,-10.26233782,PD_03,PD_11
AZD-8055,Capivasertib,SW948,-0.799256482,PD_03,PD_01
AZD-8055,Ipatasertib,SW948,-0.875309946,PD_03,PD_01
AZD-8055,Lapatinib,SW948,8.655880129,PD_03,PD_04
AZD-8055,Navitoclax,SW948,6.751236108,PD_03,PD_09
AZD-8055,Neratinib,SW948,-7.136135383,PD_03,PD_04
AZD-8055,Obatoclax Mesylate,SW948,-6.858466376,PD_03,PD_10
AZD-8055,oxaliplatin,SW948,-15.05708065,PD_03,
AZD-8055,Palbociclib,SW948,-6.108098885,PD_03,PD_08
AZD-8055,SN-38,SW948,-3.452588993,PD_03,
AZD-8055,Ulixertinib,SW948,3.141215504,PD_03,PD_11
Capivasertib,Lapatinib,SW948,16.16412012,PD_01,PD_04
Capivasertib,Neratinib,SW948,0.605395757,PD_01,PD_04
Everolimus,Capivasertib,SW948,4.478515188,PD_03,PD_01
Everolimus,Ipatasertib,SW948,0.680869075,PD_03,PD_01
Everolimus,Lapatinib,SW948,7.878219546,PD_03,PD_04
Everolimus,Navitoclax,SW948,7.326873844,PD_03,PD_09
Everolimus,Neratinib,SW948,-5.961188518,PD_03,PD_04
Everolimus,Obatoclax Mesylate,SW948,-10.9400941,PD_03,PD_10
Everolimus,oxaliplatin,SW948,-16.32039502,PD_03,
Everolimus,Palbociclib,SW948,-9.382267412,PD_03,PD_08
Everolimus,SN-38,SW948,-2.33747254,PD_03,
Everolimus,Ulixertinib,SW948,-1.858548612,PD_03,PD_11
Ipatasertib,Lapatinib,SW948,13.30291756,PD_01,PD_04
Ipatasertib,Neratinib,SW948,-1.376280257,PD_01,PD_04
PF 477736,MK-1775 (Advosertib),SW948,6.674108679,PD_02,PD_06
PF 477736,Niraparib,SW948,-17.12062012,PD_02,PD_05
PF 477736,Olaparib,SW948,-7.111656211,PD_02,PD_05
PF 477736,Palbociclib,SW948,-12.00173123,PD_02,PD_08
PF 477736,PF-3644022,SW948,-2.154817552,PD_02,PD_07
Prexasertib,MK-1775 (Advosertib),SW948,3.110248766,PD_02,PD_06
Prexasertib,Niraparib,SW948,-20.6641034,PD_02,PD_05
Prexasertib,Olaparib,SW948,-12.06855566,PD_02,PD_05
Prexasertib,Palbociclib,SW948,-19.39480199,PD_02,PD_08
Prexasertib,PF-3644022,SW948,-3.138720059,PD_02,PD_07
Torin 1,Capivasertib,SW948,-2.281914018,PD_03,PD_01
Torin 1,Ipatasertib,SW948,-2.935657586,PD_03,PD_01
Torin 1,Lapatinib,SW948,0.814939477,PD_03,PD_04
Torin 1,Navitoclax,SW948,7.656253829,PD_03,PD_09
Torin 1,Neratinib,SW948,-6.725585857,PD_03,PD_04
Torin 1,Obatoclax Mesylate,SW948,-12.19033481,PD_03,PD_10
Torin 1,oxaliplatin,SW948,-16.30731189,PD_03,
Torin 1,Palbociclib,SW948,-6.460977313,PD_03,PD_08
Torin 1,SN-38,SW948,-6.250021389,PD_03,
Torin 1,Ulixertinib,SW948,-1.144825605,PD_03,PD_11
AZD-8055,Capivasertib,SW1417,-10.04006855,PD_03,PD_01
AZD-8055,Ipatasertib,SW1417,-10.28874478,PD_03,PD_01
AZD-8055,Lapatinib,SW1417,-8.738633726,PD_03,PD_04
AZD-8055,Navitoclax,SW1417,-1.495241175,PD_03,PD_09
AZD-8055,Neratinib,SW1417,-5.692441121,PD_03,PD_04
AZD-8055,Obatoclax Mesylate,SW1417,-11.8713962,PD_03,PD_10
AZD-8055,oxaliplatin,SW1417,-9.590258477,PD_03,
AZD-8055,Palbociclib,SW1417,-7.196188408,PD_03,PD_08
AZD-8055,SN-38,SW1417,-8.338897629,PD_03,
AZD-8055,Ulixertinib,SW1417,-6.474077384,PD_03,PD_11
Capivasertib,Lapatinib,SW1417,-4.575862617,PD_01,PD_04
Capivasertib,Neratinib,SW1417,-10.08466722,PD_01,PD_04
Everolimus,Capivasertib,SW1417,-6.519890785,PD_03,PD_01
Everolimus,Ipatasertib,SW1417,-9.248287174,PD_03,PD_01
Everolimus,Lapatinib,SW1417,-7.984717849,PD_03,PD_04
Everolimus,Navitoclax,SW1417,-5.29793744,PD_03,PD_09
Everolimus,Neratinib,SW1417,-8.371646317,PD_03,PD_04
Everolimus,Obatoclax Mesylate,SW1417,-9.935064629,PD_03,PD_10
Everolimus,oxaliplatin,SW1417,-12.91356335,PD_03,
Everolimus,Palbociclib,SW1417,-10.46806535,PD_03,PD_08
Everolimus,SN-38,SW1417,-12.09685393,PD_03,
Everolimus,Ulixertinib,SW1417,-7.21767418,PD_03,PD_11
Ipatasertib,Lapatinib,SW1417,-3.474019274,PD_01,PD_04
Ipatasertib,Neratinib,SW1417,-12.25427932,PD_01,PD_04
PF 477736,MK-1775 (Advosertib),SW1417,-10.90836503,PD_02,PD_06
PF 477736,Niraparib,SW1417,-11.20825677,PD_02,PD_05
PF 477736,Olaparib,SW1417,-15.25279022,PD_02,PD_05
PF 477736,Palbociclib,SW1417,-12.40181807,PD_02,PD_08
PF 477736,PF-3644022,SW1417,-11.8082475,PD_02,PD_07
Prexasertib,MK-1775 (Advosertib),SW1417,-15.02677797,PD_02,PD_06
Prexasertib,Niraparib,SW1417,-15.55505102,PD_02,PD_05
Prexasertib,Olaparib,SW1417,-17.92162096,PD_02,PD_05
Prexasertib,Palbociclib,SW1417,-18.59399839,PD_02,PD_08
Prexasertib,PF-3644022,SW1417,-16.31018543,PD_02,PD_07
Torin 1,Capivasertib,SW1417,-12.62039018,PD_03,PD_01
Torin 1,Ipatasertib,SW1417,-10.74372454,PD_03,PD_01
Torin 1,Lapatinib,SW1417,-11.37532693,PD_03,PD_04
Torin 1,Navitoclax,SW1417,-6.844714413,PD_03,PD_09
Torin 1,Neratinib,SW1417,-15.7664295,PD_03,PD_04
Torin 1,Obatoclax Mesylate,SW1417,-12.64673666,PD_03,PD_10
Torin 1,oxaliplatin,SW1417,-18.07122448,PD_03,
Torin 1,Palbociclib,SW1417,-15.39497266,PD_03,PD_08
Torin 1,SN-38,SW1417,-17.38965041,PD_03,
Torin 1,Ulixertinib,SW1417,-12.9995195,PD_03,PD_11
AZD-8055,Capivasertib,SW1463,9.160423298,PD_03,PD_01
AZD-8055,Ipatasertib,SW1463,6.718529783,PD_03,PD_01
AZD-8055,Lapatinib,SW1463,12.71635883,PD_03,PD_04
AZD-8055,Navitoclax,SW1463,11.89014112,PD_03,PD_09
AZD-8055,Neratinib,SW1463,-5.205278498,PD_03,PD_04
AZD-8055,Obatoclax Mesylate,SW1463,4.552803221,PD_03,PD_10
AZD-8055,oxaliplatin,SW1463,-14.07834571,PD_03,
AZD-8055,Palbociclib,SW1463,-7.458505375,PD_03,PD_08
AZD-8055,SN-38,SW1463,-5.376293606,PD_03,
AZD-8055,Ulixertinib,SW1463,-2.565569587,PD_03,PD_11
Capivasertib,Lapatinib,SW1463,13.12717625,PD_01,PD_04
Capivasertib,Neratinib,SW1463,-1.617478389,PD_01,PD_04
Everolimus,Capivasertib,SW1463,15.34937083,PD_03,PD_01
Everolimus,Ipatasertib,SW1463,13.83487742,PD_03,PD_01
Everolimus,Lapatinib,SW1463,9.692173331,PD_03,PD_04
Everolimus,Navitoclax,SW1463,7.866466752,PD_03,PD_09
Everolimus,Neratinib,SW1463,-11.30777967,PD_03,PD_04
Everolimus,Obatoclax Mesylate,SW1463,9.262349382,PD_03,PD_10
Everolimus,oxaliplatin,SW1463,-12.91606008,PD_03,
Everolimus,Palbociclib,SW1463,-6.341722623,PD_03,PD_08
Everolimus,SN-38,SW1463,1.049633764,PD_03,
Everolimus,Ulixertinib,SW1463,0.237890295,PD_03,PD_11
Ipatasertib,Lapatinib,SW1463,6.259234097,PD_01,PD_04
Ipatasertib,Neratinib,SW1463,-8.709476717,PD_01,PD_04
PF 477736,MK-1775 (Advosertib),SW1463,-9.440336459,PD_02,PD_06
PF 477736,Niraparib,SW1463,-30.62011996,PD_02,PD_05
PF 477736,Olaparib,SW1463,-34.42360701,PD_02,PD_05
PF 477736,Palbociclib,SW1463,0.314214147,PD_02,PD_08
PF 477736,PF-3644022,SW1463,-5.700713806,PD_02,PD_07
Prexasertib,MK-1775 (Advosertib),SW1463,0.449174055,PD_02,PD_06
Prexasertib,Niraparib,SW1463,-33.29784054,PD_02,PD_05
Prexasertib,Olaparib,SW1463,-37.0076763,PD_02,PD_05
Prexasertib,Palbociclib,SW1463,-14.33956678,PD_02,PD_08
Prexasertib,PF-3644022,SW1463,-7.533720391,PD_02,PD_07
Torin 1,Capivasertib,SW1463,5.446031193,PD_03,PD_01
Torin 1,Ipatasertib,SW1463,7.564076243,PD_03,PD_01
Torin 1,Lapatinib,SW1463,9.091837356,PD_03,PD_04
Torin 1,Navitoclax,SW1463,7.96749058,PD_03,PD_09
Torin 1,Neratinib,SW1463,-9.768162884,PD_03,PD_04
Torin 1,Obatoclax Mesylate,SW1463,3.224270112,PD_03,PD_10
Torin 1,oxaliplatin,SW1463,-14.6989555,PD_03,
Torin 1,Palbociclib,SW1463,-5.936531971,PD_03,PD_08
Torin 1,SN-38,SW1463,-3.068597176,PD_03,
Torin 1,Ulixertinib,SW1463,-3.190885781,PD_03,PD_11
AZD-8055,Capivasertib,C2BBe1,2.639918849,PD_03,PD_01
AZD-8055,Ipatasertib,C2BBe1,3.3812239,PD_03,PD_01
AZD-8055,Lapatinib,C2BBe1,0.949744254,PD_03,PD_04
AZD-8055,Navitoclax,C2BBe1,-2.258419406,PD_03,PD_09
AZD-8055,Neratinib,C2BBe1,-1.516195285,PD_03,PD_04
AZD-8055,Obatoclax Mesylate,C2BBe1,1.937046884,PD_03,PD_10
AZD-8055,oxaliplatin,C2BBe1,-7.225330478,PD_03,
AZD-8055,Palbociclib,C2BBe1,-0.135083456,PD_03,PD_08
AZD-8055,SN-38,C2BBe1,-0.772428934,PD_03,
AZD-8055,Ulixertinib,C2BBe1,4.525286334,PD_03,PD_11
Capivasertib,Lapatinib,C2BBe1,12.31919388,PD_01,PD_04
Capivasertib,Neratinib,C2BBe1,11.70293624,PD_01,PD_04
Everolimus,Capivasertib,C2BBe1,11.30046472,PD_03,PD_01
Everolimus,Ipatasertib,C2BBe1,14.39479379,PD_03,PD_01
Everolimus,Lapatinib,C2BBe1,4.891702091,PD_03,PD_04
Everolimus,Navitoclax,C2BBe1,-0.686946637,PD_03,PD_09
Everolimus,Neratinib,C2BBe1,-2.950839987,PD_03,PD_04
Everolimus,Obatoclax Mesylate,C2BBe1,11.49003094,PD_03,PD_10
Everolimus,oxaliplatin,C2BBe1,-2.618861026,PD_03,
Everolimus,Palbociclib,C2BBe1,10.90704623,PD_03,PD_08
Everolimus,SN-38,C2BBe1,5.962563174,PD_03,
Everolimus,Ulixertinib,C2BBe1,13.24206806,PD_03,PD_11
Ipatasertib,Lapatinib,C2BBe1,13.23705677,PD_01,PD_04
Ipatasertib,Neratinib,C2BBe1,-2.416530019,PD_01,PD_04
PF 477736,MK-1775 (Advosertib),C2BBe1,-8.414304094,PD_02,PD_06
PF 477736,Niraparib,C2BBe1,-10.47037999,PD_02,PD_05
PF 477736,Olaparib,C2BBe1,-15.31584222,PD_02,PD_05
PF 477736,Palbociclib,C2BBe1,-4.380535022,PD_02,PD_08
PF 477736,PF-3644022,C2BBe1,-3.477347675,PD_02,PD_07
Prexasertib,MK-1775 (Advosertib),C2BBe1,4.538058563,PD_02,PD_06
Prexasertib,Niraparib,C2BBe1,-6.237335515,PD_02,PD_05
Prexasertib,Olaparib,C2BBe1,-19.10798206,PD_02,PD_05
Prexasertib,Palbociclib,C2BBe1,-9.140715434,PD_02,PD_08
Prexasertib,PF-3644022,C2BBe1,-4.935293171,PD_02,PD_07
Torin 1,Capivasertib,C2BBe1,7.223514586,PD_03,PD_01
Torin 1,Ipatasertib,C2BBe1,8.276035754,PD_03,PD_01
Torin 1,Lapatinib,C2BBe1,3.664141663,PD_03,PD_04
Torin 1,Navitoclax,C2BBe1,-5.794569796,PD_03,PD_09
Torin 1,Neratinib,C2BBe1,-6.389537197,PD_03,PD_04
Torin 1,Obatoclax Mesylate,C2BBe1,10.72333279,PD_03,PD_10
Torin 1,oxaliplatin,C2BBe1,-9.906598964,PD_03,
Torin 1,Palbociclib,C2BBe1,6.470396848,PD_03,PD_08
Torin 1,SN-38,C2BBe1,2.490828395,PD_03,
Torin 1,Ulixertinib,C2BBe1,8.954379952,PD_03,PD_11
AZD-8055,Capivasertib,CL-11,16.00748792,PD_03,PD_01
AZD-8055,Ipatasertib,CL-11,8.835394227,PD_03,PD_01
AZD-8055,Lapatinib,CL-11,6.100921618,PD_03,PD_04
AZD-8055,Navitoclax,CL-11,-2.683236904,PD_03,PD_09
AZD-8055,Neratinib,CL-11,-0.836731052,PD_03,PD_04
AZD-8055,Obatoclax Mesylate,CL-11,11.53248747,PD_03,PD_10
AZD-8055,oxaliplatin,CL-11,-3.157688951,PD_03,
AZD-8055,Palbociclib,CL-11,11.71088323,PD_03,PD_08
AZD-8055,SN-38,CL-11,-10.43427143,PD_03,
AZD-8055,Ulixertinib,CL-11,9.280361142,PD_03,PD_11
Capivasertib,Lapatinib,CL-11,11.35777485,PD_01,PD_04
Capivasertib,Neratinib,CL-11,13.37237348,PD_01,PD_04
Everolimus,Capivasertib,CL-11,24.46602386,PD_03,PD_01
Everolimus,Ipatasertib,CL-11,24.11538907,PD_03,PD_01
Everolimus,Lapatinib,CL-11,23.96373583,PD_03,PD_04
Everolimus,Navitoclax,CL-11,18.09144439,PD_03,PD_09
Everolimus,Neratinib,CL-11,8.58718386,PD_03,PD_04
Everolimus,Obatoclax Mesylate,CL-11,15.58839507,PD_03,PD_10
Everolimus,oxaliplatin,CL-11,1.15397474,PD_03,
Everolimus,Palbociclib,CL-11,15.8365685,PD_03,PD_08
Everolimus,SN-38,CL-11,1.09221887,PD_03,
Everolimus,Ulixertinib,CL-11,24.07248946,PD_03,PD_11
Ipatasertib,Lapatinib,CL-11,13.01560122,PD_01,PD_04
Ipatasertib,Neratinib,CL-11,4.195940713,PD_01,PD_04
PF 477736,MK-1775 (Advosertib),CL-11,7.133339405,PD_02,PD_06
PF 477736,Niraparib,CL-11,-1.448850031,PD_02,PD_05
PF 477736,Olaparib,CL-11,-1.829521049,PD_02,PD_05
PF 477736,Palbociclib,CL-11,7.512462528,PD_02,PD_08
PF 477736,PF-3644022,CL-11,10.81603473,PD_02,PD_07
Prexasertib,MK-1775 (Advosertib),CL-11,0.545916753,PD_02,PD_06
Prexasertib,Niraparib,CL-11,-8.076137487,PD_02,PD_05
Prexasertib,Olaparib,CL-11,-17.52355477,PD_02,PD_05
Prexasertib,Palbociclib,CL-11,-2.92655527,PD_02,PD_08
Prexasertib,PF-3644022,CL-11,-11.77412278,PD_02,PD_07
Torin 1,Capivasertib,CL-11,18.83803037,PD_03,PD_01
Torin 1,Ipatasertib,CL-11,12.8073266,PD_03,PD_01
Torin 1,Lapatinib,CL-11,14.90918491,PD_03,PD_04
Torin 1,Navitoclax,CL-11,9.41343627,PD_03,PD_09
Torin 1,Neratinib,CL-11,9.727001628,PD_03,PD_04
Torin 1,Obatoclax Mesylate,CL-11,17.55561135,PD_03,PD_10
Torin 1,oxaliplatin,CL-11,5.855678854,PD_03,
Torin 1,Palbociclib,CL-11,14.13143842,PD_03,PD_08
Torin 1,SN-38,CL-11,6.388773098,PD_03,
Torin 1,Ulixertinib,CL-11,9.766134957,PD_03,PD_11
AZD-8055,Capivasertib,HT-115,18.14475366,PD_03,PD_01
AZD-8055,Ipatasertib,HT-115,13.05147664,PD_03,PD_01
AZD-8055,Lapatinib,HT-115,-6.861975347,PD_03,PD_04
AZD-8055,Navitoclax,HT-115,-3.807890338,PD_03,PD_09
AZD-8055,Neratinib,HT-115,-1.60357319,PD_03,PD_04
AZD-8055,Obatoclax Mesylate,HT-115,19.39437201,PD_03,PD_10
AZD-8055,oxaliplatin,HT-115,-4.828651457,PD_03,
AZD-8055,Palbociclib,HT-115,15.08782935,PD_03,PD_08
AZD-8055,SN-38,HT-115,-9.402710397,PD_03,
AZD-8055,Ulixertinib,HT-115,5.860575126,PD_03,PD_11
Capivasertib,Lapatinib,HT-115,25.74002539,PD_01,PD_04
Capivasertib,Neratinib,HT-115,44.4501124,PD_01,PD_04
Everolimus,Capivasertib,HT-115,24.90643084,PD_03,PD_01
Everolimus,Ipatasertib,HT-115,27.90307815,PD_03,PD_01
Everolimus,Lapatinib,HT-115,2.702676674,PD_03,PD_04
Everolimus,Navitoclax,HT-115,13.84188781,PD_03,PD_09
Everolimus,Neratinib,HT-115,9.37152486,PD_03,PD_04
Everolimus,Obatoclax Mesylate,HT-115,35.78897997,PD_03,PD_10
Everolimus,oxaliplatin,HT-115,9.553218189,PD_03,
Everolimus,Palbociclib,HT-115,34.28965846,PD_03,PD_08
Everolimus,SN-38,HT-115,19.76506637,PD_03,
Everolimus,Ulixertinib,HT-115,33.30103357,PD_03,PD_11
Ipatasertib,Lapatinib,HT-115,23.22843899,PD_01,PD_04
Ipatasertib,Neratinib,HT-115,20.66545463,PD_01,PD_04
PF 477736,MK-1775 (Advosertib),HT-115,9.744231635,PD_02,PD_06
PF 477736,Niraparib,HT-115,14.54125184,PD_02,PD_05
PF 477736,Olaparib,HT-115,9.356069742,PD_02,PD_05
PF 477736,Palbociclib,HT-115,26.43931646,PD_02,PD_08
PF 477736,PF-3644022,HT-115,23.03634884,PD_02,PD_07
Prexasertib,MK-1775 (Advosertib),HT-115,9.642748164,PD_02,PD_06
Prexasertib,Niraparib,HT-115,16.90818261,PD_02,PD_05
Prexasertib,Olaparib,HT-115,5.926000838,PD_02,PD_05
Prexasertib,Palbociclib,HT-115,10.84507786,PD_02,PD_08
Prexasertib,PF-3644022,HT-115,8.947545168,PD_02,PD_07
Torin 1,Capivasertib,HT-115,11.16464302,PD_03,PD_01
Torin 1,Ipatasertib,HT-115,3.981329183,PD_03,PD_01
Torin 1,Lapatinib,HT-115,1.95660483,PD_03,PD_04
Torin 1,Navitoclax,HT-115,-2.431726713,PD_03,PD_09
Torin 1,Neratinib,HT-115,4.04274089,PD_03,PD_04
Torin 1,Obatoclax Mesylate,HT-115,33.29391785,PD_03,PD_10
Torin 1,oxaliplatin,HT-115,17.74525274,PD_03,
Torin 1,Palbociclib,HT-115,28.2170931,PD_03,PD_08
Torin 1,SN-38,HT-115,11.9967031,PD_03,
Torin 1,Ulixertinib,HT-115,21.88541622,PD_03,PD_11
AZD-8055,Capivasertib,SW1116,-10.66197692,PD_03,PD_01
AZD-8055,Ipatasertib,SW1116,-11.83959943,PD_03,PD_01
AZD-8055,Lapatinib,SW1116,-9.567133754,PD_03,PD_04
AZD-8055,Navitoclax,SW1116,-0.813337738,PD_03,PD_09
AZD-8055,Neratinib,SW1116,-5.825406532,PD_03,PD_04
AZD-8055,Obatoclax Mesylate,SW1116,-9.851935144,PD_03,PD_10
AZD-8055,oxaliplatin,SW1116,-5.156411032,PD_03,
AZD-8055,Palbociclib,SW1116,-6.111028846,PD_03,PD_08
AZD-8055,SN-38,SW1116,-4.519332422,PD_03,
AZD-8055,Ulixertinib,SW1116,-3.186219668,PD_03,PD_11
Capivasertib,Lapatinib,SW1116,9.201870099,PD_01,PD_04
Capivasertib,Neratinib,SW1116,-4.370166031,PD_01,PD_04
Everolimus,Capivasertib,SW1116,-5.945281588,PD_03,PD_01
Everolimus,Ipatasertib,SW1116,-15.34458687,PD_03,PD_01
Everolimus,Lapatinib,SW1116,-4.501192894,PD_03,PD_04
Everolimus,Navitoclax,SW1116,-1.165237361,PD_03,PD_09
Everolimus,Neratinib,SW1116,-7.631416472,PD_03,PD_04
Everolimus,Obatoclax Mesylate,SW1116,-4.948089409,PD_03,PD_10
Everolimus,oxaliplatin,SW1116,-7.332908722,PD_03,
Everolimus,Palbociclib,SW1116,-7.459164445,PD_03,PD_08
Everolimus,SN-38,SW1116,-6.785099629,PD_03,
Everolimus,Ulixertinib,SW1116,-4.327529065,PD_03,PD_11
Ipatasertib,Lapatinib,SW1116,0.165006815,PD_01,PD_04
Ipatasertib,Neratinib,SW1116,-10.86527398,PD_01,PD_04
PF 477736,MK-1775 (Advosertib),SW1116,-15.8173797,PD_02,PD_06
PF 477736,Niraparib,SW1116,-23.85766704,PD_02,PD_05
PF 477736,Olaparib,SW1116,-26.36033043,PD_02,PD_05
PF 477736,Palbociclib,SW1116,-1.879436088,PD_02,PD_08
PF 477736,PF-3644022,SW1116,-2.57479032,PD_02,PD_07
Prexasertib,MK-1775 (Advosertib),SW1116,-16.83030705,PD_02,PD_06
Prexasertib,Niraparib,SW1116,-23.92694713,PD_02,PD_05
Prexasertib,Olaparib,SW1116,-27.75587854,PD_02,PD_05
Prexasertib,Palbociclib,SW1116,-6.607375454,PD_02,PD_08
Prexasertib,PF-3644022,SW1116,-6.857200725,PD_02,PD_07
Torin 1,Capivasertib,SW1116,-8.656700694,PD_03,PD_01
Torin 1,Ipatasertib,SW1116,-14.44329476,PD_03,PD_01
Torin 1,Lapatinib,SW1116,-8.269764988,PD_03,PD_04
Torin 1,Navitoclax,SW1116,-2.451077898,PD_03,PD_09
Torin 1,Neratinib,SW1116,-10.7879841,PD_03,PD_04
Torin 1,Obatoclax Mesylate,SW1116,-7.361920456,PD_03,PD_10
Torin 1,oxaliplatin,SW1116,-6.472388252,PD_03,
Torin 1,Palbociclib,SW1116,-11.87919728,PD_03,PD_08
Torin 1,SN-38,SW1116,-11.14325885,PD_03,
Torin 1,Ulixertinib,SW1116,-11.33738857,PD_03,PD_11
