Perturbation	Synergies	Non-synergies
[PD_01]-[PD_03]	0	9
[PD_07]-[PD_08]	25	25
[PD_01]-[PD_07]	12	38
[PD_05]-[PD_12]	0	50
[PD_03]-[PD_06]	0	9
[PD_07]-[PD_10]	11	39
[PD_03]-[PD_07]	0	9
[PD_07]-[PD_12]	16	34
[PD_03]-[PD_05]	9	0
[PD_01]-[PD_08]	6	44
[PD_06]-[PD_07]	4	46
[PD_03]-[PD_09]	0	9
[PD_03]-[PD_08]	0	9
[PD_05]-[PD_07]	0	50
[PD_01]-[PD_02]	0	50
[PD_03]-[PD_10]	0	9
[PD_08]-[PD_10]	27	23
[PD_06]-[PD_08]	13	37
[PD_05]-[PD_08]	49	1
[PD_08]-[PD_11]	0	50
