Perturbation	Synergies	Non-synergies
[PD_01]-[PD_03]	0	33
[PD_07]-[PD_08]	13	37
[PD_01]-[PD_07]	9	41
[PD_05]-[PD_12]	0	50
[PD_03]-[PD_06]	0	33
[PD_07]-[PD_10]	13	37
[PD_03]-[PD_07]	0	33
[PD_07]-[PD_12]	35	15
[PD_03]-[PD_05]	33	0
[PD_01]-[PD_08]	3	47
[PD_06]-[PD_07]	8	42
[PD_03]-[PD_09]	0	33
[PD_03]-[PD_08]	0	33
[PD_05]-[PD_07]	0	50
[PD_01]-[PD_02]	0	50
[PD_03]-[PD_10]	0	33
[PD_08]-[PD_10]	14	36
[PD_06]-[PD_08]	7	43
[PD_05]-[PD_08]	50	0
[PD_08]-[PD_11]	0	50
