Perturbation	Response excess over subset
[PD_01]-[PD_02]	0.0
[PD_01]-[PD_03]	0.0
[PD_01]-[PD_04]	-0.08397940702216578
[PD_01]-[PD_05]	-0.5575153726637466
[PD_01]-[PD_06]	0.0
[PD_01]-[PD_07]	-0.3381303721332177
[PD_01]-[PD_08]	-0.3841365962916441
[PD_01]-[PD_09]	-0.09509052601895607
[PD_01]-[PD_10]	-0.3717054026995519
[PD_01]-[PD_11]	0.0
[PD_01]-[PD_12]	-0.2389904879784399
[PD_01]-[PD_13]	-0.2821791443344235
[PD_01]-[PD_14]	0.0
[PD_01]-[PD_15]	-0.3905711991657581
[PD_01]-[PD_16]	-0.30788114089374397
[PD_01]-[PD_17]	-0.12765479272650193
[PD_01]-[PD_18]	-0.03029721282249276
[PD_01]-[PD_19]	-0.04030424847915359
[PD_01]-[PD_20]	-0.6029684731184064
[PD_01]-[PD_21]	-0.6029684731184064
[PD_02]-[PD_03]	0.0
[PD_02]-[PD_04]	-0.008872821176652446
[PD_02]-[PD_05]	-0.9027983104239266
[PD_02]-[PD_06]	0.0
[PD_02]-[PD_07]	-0.965590023627648
[PD_02]-[PD_08]	0.0
[PD_02]-[PD_09]	0.0
[PD_02]-[PD_10]	-0.6738209347073123
[PD_02]-[PD_11]	-0.46820727516623106
[PD_02]-[PD_12]	-0.23112257264500902
[PD_02]-[PD_13]	-0.49110363235290677
[PD_02]-[PD_14]	0.0
[PD_02]-[PD_15]	-0.4702807639142592
[PD_02]-[PD_16]	-0.567206183783442
[PD_02]-[PD_17]	-0.13686167765006751
[PD_02]-[PD_18]	-0.05275940380508093
[PD_02]-[PD_19]	-0.0963912788002419
[PD_02]-[PD_20]	-1.074070418224999
[PD_02]-[PD_21]	-1.074070418224999
[PD_03]-[PD_04]	-0.06474820143884896
[PD_03]-[PD_05]	-0.9140463611776595
[PD_03]-[PD_06]	0.0
[PD_03]-[PD_07]	-0.8820874703236115
[PD_03]-[PD_08]	-0.05587538026219652
[PD_03]-[PD_09]	0.0
[PD_03]-[PD_10]	-0.6174660003442558
[PD_03]-[PD_11]	-0.46820727516623106
[PD_03]-[PD_12]	-0.23831692702478646
[PD_03]-[PD_13]	-0.5004561448497452
[PD_03]-[PD_14]	0.0
[PD_03]-[PD_15]	-0.4781945317769223
[PD_03]-[PD_16]	-0.5096522269489097
