Perturbation	Average	SD	Data
[PD_01]	1.3544362035290949	0.8477533629391634	2.0	-0.13333334	2.0	2.0	2.0	0.22222222	2.0	2.0	1.3333334	0.0	2.0	1.6666666	-0.5	2.0	2.0	1.8	2.0	1.5	2.0	1.0	2.0	2.0	2.0	1.0	2.0	2.0	1.0	2.0	2.0	0.25	0.0	2.0	2.0	2.0	2.0	1.0	1.3333334	2.0	2.0	1.5	2.0	2.0	1.0	1.5	0.875	2.0	2.0	-1.0	0.0	2.0	1.0	0.16666667	1.6666666	0.25	0.4	0.0	2.0	1.0	1.0	2.0	2.0	2.0	2.0	0.4	0.5	2.0	2.0	-0.5	0.0	2.0	1.6666666	2.0	1.0	0.22222222	2.0	0.0	0.0	0.25	1.0	-0.75	1.5	2.0	0.25	1.0	2.0	-0.5	-0.25	1.0	2.0	2.0	1.6666666	-0.5	2.0	1.0	2.0	2.0	2.0	2.0	1.6666666	2.0	-0.5	2.0	2.0	1.6666666	0.75	2.0	2.0	2.0	1.0	2.0	2.0	2.0	0.0	2.0	2.0	2.0	1.0	1.0	0.5	1.5	2.0	2.0	1.6666666	2.0	2.0	2.0	2.0	2.0	2.0	1.25	0.5555556	2.0	-1.1428572	2.0	2.0	2.0	2.0	2.0	1.3333334	1.0	0.6666667	1.6111112	-0.16666667	1.25	2.0
[PD_02]	1.98	0.14046901303903664	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	1.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	1.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	1.0	2.0	2.0	2.0
[PD_03]	1.775870564778646	0.5033806419051202	2.0	2.0	2.0	2.0	0.93333334	2.0	2.0	2.0	1.0	2.0	2.0	2.0	1.5	2.0	2.0	2.0	2.0	2.0	1.0	2.0	2.0	1.8	2.0	2.0	2.0	2.0	2.0	2.0	2.0	1.5	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	0.0	2.0	2.0	0.875	2.0	0.5555556	0.0	2.0	2.0	2.0	2.0	2.0	1.0	2.0	0.4	0.4	1.5	2.0	2.0	2.0	2.0	2.0	2.0	2.0	0.4	0.2	2.0	1.6666666	2.0	2.0	2.0	2.0	2.0	1.6666666	2.0	2.0	2.0	2.0	0.25	1.5	2.0	2.0	2.0	2.0	2.0	2.0	1.5	2.0	1.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	1.6666666	2.0	2.0	2.0	0.75	2.0	2.0	2.0	2.0	2.0	2.0	2.0	0.5	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	1.4	2.0	2.0	0.0	2.0	0.5555556	2.0	2.0	2.0	2.0	2.0	2.0	0.6666667	1.3333334	1.6111112	2.0	2.0	1.25
[PD_04]	0.0	0.0
[PD_05]	1.9986665852864582	0.01632993551211616	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	1.8	2.0	2.0	2.0
[PD_06]	1.755333251953125	0.48265716660272057	2.0	2.0	2.0	2.0	1.0	2.0	2.0	0.0	2.0	2.0	2.0	2.0	1.0	2.0	2.0	2.0	2.0	2.0	2.0	1.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	1.3333334	2.0	1.0	0.0	2.0	1.0	2.0	2.0	2.0	2.0	2.0	1.0	2.0	2.0	1.6666666	1.0	2.0	2.0	2.0	2.0	0.6666667	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	1.0	2.0	2.0	1.5	1.5	2.0	2.0	2.0	2.0	1.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	1.0	0.8	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	1.0	2.0	2.0	2.0	1.5	2.0	2.0	2.0	2.0	2.0	2.0	1.3333334	2.0	0.0	1.0	1.5	2.0	2.0	2.0	2.0	2.0	2.0	1.0	2.0	1.0	2.0	2.0	1.0	1.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	1.0	0.6666667	2.0	1.0	2.0	2.0	2.0	2.0	1.5	2.0	1.3333334	2.0	2.0	2.0	0.0	2.0	2.0	2.0	2.0	2.0	1.0	1.0	2.0	2.0	2.0
[PD_07]	1.8419999186197917	0.35944546629301116	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	1.0	2.0	2.0	2.0	2.0	2.0	2.0	1.0	2.0	2.0	2.0	1.5	2.0	2.0	2.0	1.3333334	2.0	2.0	2.0	1.5	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	1.8333334	2.0	2.0	2.0	2.0	1.5	1.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	1.5	1.25	2.0	2.0	2.0	1.75	2.0	1.0	2.0	2.0	1.5	2.0	2.0	2.0	2.0	2.0	1.25	2.0	2.0	2.0	0.8	1.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	1.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	1.0	2.0	1.3333334	2.0	1.0	1.75	1.5	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	0.0	2.0	2.0	1.5	1.5	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	0.6666667	1.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	0.8333333	2.0	2.0	1.0	2.0	2.0	1.5	2.0	2.0	2.0	2.0	2.0	2.0	2.0
[PD_08]	0.8633333333333333	0.34707148107470853	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0	0.5	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	0.5	0.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	-0.5	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0
[PD_09]	0.944920654296875	0.5208605255139365	1.0	0.5	1.0	1.0	1.0	1.0	1.0	0.0	1.5	2.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	2.0	1.0	1.0	0.5	1.0	1.0	1.0	1.0	1.0	0.5	1.0	1.0	1.0	2.0	1.0	0.0	1.5	1.0	0.0	1.0	0.5	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	0.5	1.0	1.0	0.0	1.0	0.5714286	2.0	0.5	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	2.0	1.0	0.0	0.0	1.0	2.0	1.0	1.6666666	1.0	1.5	0.0	1.0	1.0	1.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	1.0	1.0	2.0	1.0	1.0	1.0	2.0	1.0	0.0	0.0	0.0	1.5	1.0	1.0	1.0	0.5	2.0	1.0	1.0	2.0	1.0	1.0	2.0	0.0	1.0	1.0	1.0	2.0	1.0	0.0	1.0	1.5	0.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.5	0.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0
[PD_10]	1.4783332316080728	0.6467545028576264	1.0	1.0	1.0	1.0	2.0	2.0	1.0	2.0	2.0	2.0	2.0	0.0	1.5	1.0	2.0	0.0	2.0	1.0	2.0	0.0	2.0	2.0	2.0	1.0	0.5	2.0	1.0	1.5	2.0	2.0	1.0	2.0	1.0	0.5	2.0	0.0	1.5	2.0	0.33333334	0.5	1.0	2.0	2.0	1.5	1.0	2.0	2.0	1.0	2.0	1.0	0.5	1.5	1.0	0.0	2.0	2.0	2.0	2.0	1.5	1.5	2.0	2.0	2.0	1.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	1.0	1.0	1.5	0.0	2.0	1.0	2.0	2.0	2.0	2.0	1.0	2.0	1.5	1.0	2.0	2.0	1.5	2.0	1.0	2.0	2.0	2.0	2.0	1.25	0.0	0.0	1.5	2.0	1.0	1.0	0.5	2.0	2.0	2.0	2.0	1.0	2.0	2.0	1.0	1.5	2.0	2.0	2.0	1.0	0.0	1.0	1.5	1.0	2.0	1.0	2.0	1.0	2.0	2.0	2.0	2.0	1.5	1.3333334	1.5	1.0	2.0	2.0	2.0	0.8333333	1.0	0.0	2.0	0.0	2.0	2.0	2.0	2.0	2.0	1.0	2.0	0.0
[PD_11]	0.9528124277828304	0.8602646210599999	0.75	0.0	0.71428573	1.5	2.0	1.0	1.0	2.0	2.0	1.5	-1.0	1.7142857	1.5	1.4	0.5	1.25	0.9230769	1.875	1.0	1.3333334	2.0	1.0	1.0	1.8421053	0.3	1.5	1.6	0.875	0.16666667	0.0	1.0	1.0	2.0	-0.4	2.0	1.0	2.0	0.6666667	-0.9166667	-1.0	1.0833334	2.0	2.0	1.0	2.0	-1.3333334	1.4285715	1.5	-1.0	0.85714287	0.25	1.1052631	2.0	1.6666666	1.2307693	1.125	-0.75	1.0	1.2	-1.0	1.3333334	0.54545456	0.47619048	0.6666667	0.5	1.75	2.0	2.0	0.57575756	1.0	-0.75	1.36	0.25	2.0	1.2380953	1.0	1.0	1.6666666	2.0	0.5	1.3333334	1.6666666	0.25	0.0	0.46153846	1.35	1.3125	1.6315789	-1.0	0.33333334	0.020408163	0.1875	2.0	1.3333334	1.6666666	1.625	1.0	1.3333334	1.25	1.8571428	-0.5	2.0	1.0	-1.0	0.93333334	0.85714287	0.5	0.7058824	1.1923077	1.625	1.2	0.5	0.0	1.3125	1.0	2.0	0.8	0.78571427	0.71428573	2.0	-0.060606062	2.0	1.4545455	0.0	1.25	-0.25	1.2222222	1.25	1.2	-1.5555556	2.0
