,drug_name_A,drug_name_B,cell_line,synergy,PD_A,PD_B,Perturbation,drug_combination,inhibitor_group_A,inhibitor_group_B,inhibitor_combination,targets_A,targets_B,target_combination
181,AZD-8055,Obatoclax,NCI-H716,7.913572326,PD_02,PD_15,PD_02-PD_15,AZD-8055 + Obatoclax,PIK3_MTORi,BCL2i,PIK3_MTORi + BCL2i,"['PIK3CA', 'mTOR_c1', 'mTOR_c2']",['BCL2'],"['PIK3CA', 'mTOR_c1', 'mTOR_c2'] + ['BCL2']"
182,AZD-8055,Oxaliplatin,NCI-H716,-9.128841157,PD_02,,PD_02-nan,AZD-8055 + Oxaliplatin,PIK3_MTORi,,,"['PIK3CA', 'mTOR_c1', 'mTOR_c2']",,
183,AZD-8055,Palbociclib,NCI-H716,-3.541904063,PD_02,PD_16,PD_02-PD_16,AZD-8055 + Palbociclib,PIK3_MTORi,CyclinDi,PIK3_MTORi + CyclinDi,"['PIK3CA', 'mTOR_c1', 'mTOR_c2']","['CCND1', 'CyclinD_CDK4_6', 'CyclinE_CDK2', 'CyclinB_CDK1']","['PIK3CA', 'mTOR_c1', 'mTOR_c2'] + ['CCND1', 'CyclinD_CDK4_6', 'CyclinE_CDK2', 'CyclinB_CDK1']"
184,AZD-8055,SN-38,NCI-H716,17.18040291,PD_02,,PD_02-nan,AZD-8055 + SN-38,PIK3_MTORi,,,"['PIK3CA', 'mTOR_c1', 'mTOR_c2']",,
185,AZD-8055,Ulixertinib,NCI-H716,10.78640251,PD_02,PD_21,PD_02-PD_21,AZD-8055 + Ulixertinib,PIK3_MTORi,ERKi,PIK3_MTORi + ERKi,"['PIK3CA', 'mTOR_c1', 'mTOR_c2']",['ERK_f'],"['PIK3CA', 'mTOR_c1', 'mTOR_c2'] + ['ERK_f']"
186,Capivasertib,Lapatinib,NCI-H716,23.01587268,PD_03,PD_11,PD_03-PD_11,Capivasertib + Lapatinib,AKTi,EGFRi,AKTi + EGFRi,['AKT1'],"['ERBB2', 'EGFR']","['AKT1'] + ['ERBB2', 'EGFR']"
187,Capivasertib,Neratinib,NCI-H716,10.14585583,PD_03,PD_11,PD_03-PD_11,Capivasertib + Neratinib,AKTi,EGFRi,AKTi + EGFRi,['AKT1'],"['ERBB2', 'EGFR']","['AKT1'] + ['ERBB2', 'EGFR']"
188,Everolimus,Capivasertib,NCI-H716,19.04292697,PD_08,PD_03,PD_08-PD_03,Everolimus + Capivasertib,mTORi,AKTi,mTORi + AKTi,"['mTOR_c1', 'mTOR_c2']",['AKT1'],"['mTOR_c1', 'mTOR_c2'] + ['AKT1']"
189,Everolimus,Ipatasertib,NCI-H716,14.81865274,PD_08,PD_03,PD_08-PD_03,Everolimus + Ipatasertib,mTORi,AKTi,mTORi + AKTi,"['mTOR_c1', 'mTOR_c2']",['AKT1'],"['mTOR_c1', 'mTOR_c2'] + ['AKT1']"
190,Everolimus,Lapatinib,NCI-H716,14.35239411,PD_08,PD_11,PD_08-PD_11,Everolimus + Lapatinib,mTORi,EGFRi,mTORi + EGFRi,"['mTOR_c1', 'mTOR_c2']","['ERBB2', 'EGFR']","['mTOR_c1', 'mTOR_c2'] + ['ERBB2', 'EGFR']"
191,Everolimus,Navitoclax,NCI-H716,37.05498945,PD_08,PD_13,PD_08-PD_13,Everolimus + Navitoclax,mTORi,BCL2L1i,mTORi + BCL2L1i,"['mTOR_c1', 'mTOR_c2']","['BCL2', 'BCL2L1']","['mTOR_c1', 'mTOR_c2'] + ['BCL2', 'BCL2L1']"
192,Everolimus,Neratinib,NCI-H716,2.891922193,PD_08,PD_11,PD_08-PD_11,Everolimus + Neratinib,mTORi,EGFRi,mTORi + EGFRi,"['mTOR_c1', 'mTOR_c2']","['ERBB2', 'EGFR']","['mTOR_c1', 'mTOR_c2'] + ['ERBB2', 'EGFR']"
193,Everolimus,Obatoclax,NCI-H716,23.49582239,PD_08,PD_15,PD_08-PD_15,Everolimus + Obatoclax,mTORi,BCL2i,mTORi + BCL2i,"['mTOR_c1', 'mTOR_c2']",['BCL2'],"['mTOR_c1', 'mTOR_c2'] + ['BCL2']"
194,Everolimus,Oxaliplatin,NCI-H716,6.662027803,PD_08,,PD_08-nan,Everolimus + Oxaliplatin,mTORi,,,"['mTOR_c1', 'mTOR_c2']",,
195,Everolimus,Palbociclib,NCI-H716,13.68606742,PD_08,PD_16,PD_08-PD_16,Everolimus + Palbociclib,mTORi,CyclinDi,mTORi + CyclinDi,"['mTOR_c1', 'mTOR_c2']","['CCND1', 'CyclinD_CDK4_6', 'CyclinE_CDK2', 'CyclinB_CDK1']","['mTOR_c1', 'mTOR_c2'] + ['CCND1', 'CyclinD_CDK4_6', 'CyclinE_CDK2', 'CyclinB_CDK1']"
196,Everolimus,SN-38,NCI-H716,22.8976862,PD_08,,PD_08-nan,Everolimus + SN-38,mTORi,,,"['mTOR_c1', 'mTOR_c2']",,
197,Everolimus,Ulixertinib,NCI-H716,19.20340652,PD_08,PD_21,PD_08-PD_21,Everolimus + Ulixertinib,mTORi,ERKi,mTORi + ERKi,"['mTOR_c1', 'mTOR_c2']",['ERK_f'],"['mTOR_c1', 'mTOR_c2'] + ['ERK_f']"
198,Ipatasertib,Lapatinib,NCI-H716,7.960400019,PD_03,PD_11,PD_03-PD_11,Ipatasertib + Lapatinib,AKTi,EGFRi,AKTi + EGFRi,['AKT1'],"['ERBB2', 'EGFR']","['AKT1'] + ['ERBB2', 'EGFR']"
199,Ipatasertib,Neratinib,NCI-H716,5.047685935,PD_03,PD_11,PD_03-PD_11,Ipatasertib + Neratinib,AKTi,EGFRi,AKTi + EGFRi,['AKT1'],"['ERBB2', 'EGFR']","['AKT1'] + ['ERBB2', 'EGFR']"
200,PF-477736,MK-1775,NCI-H716,16.57541196,PD_18,PD_12,PD_18-PD_12,PF-477736 + MK-1775,CHEKi,Wee1i,CHEKi + Wee1i,"['CHEK1', 'CHEK2']","['PLK1', 'WEE1']","['CHEK1', 'CHEK2'] + ['PLK1', 'WEE1']"
201,PF-477736,Niraparib,NCI-H716,-4.027168729,PD_18,PD_14,PD_18-PD_14,PF-477736 + Niraparib,CHEKi,PARPi,CHEKi + PARPi,"['CHEK1', 'CHEK2']",['PARP1'],"['CHEK1', 'CHEK2'] + ['PARP1']"
202,PF-477736,Olaparib,NCI-H716,-6.472093151,PD_18,PD_14,PD_18-PD_14,PF-477736 + Olaparib,CHEKi,PARPi,CHEKi + PARPi,"['CHEK1', 'CHEK2']",['PARP1'],"['CHEK1', 'CHEK2'] + ['PARP1']"
203,PF-477736,Palbociclib,NCI-H716,6.074380095,PD_18,PD_16,PD_18-PD_16,PF-477736 + Palbociclib,CHEKi,CyclinDi,CHEKi + CyclinDi,"['CHEK1', 'CHEK2']","['CCND1', 'CyclinD_CDK4_6', 'CyclinE_CDK2', 'CyclinB_CDK1']","['CHEK1', 'CHEK2'] + ['CCND1', 'CyclinD_CDK4_6', 'CyclinE_CDK2', 'CyclinB_CDK1']"
204,PF-477736,PF-3644022,NCI-H716,6.616348642,PD_18,PD_17,PD_18-PD_17,PF-477736 + PF-3644022,CHEKi,MAPKi,CHEKi + MAPKi,"['CHEK1', 'CHEK2']",['MAPKAPK2'],"['CHEK1', 'CHEK2'] + ['MAPKAPK2']"
205,Prexasertib,MK-1775,NCI-H716,13.85641533,PD_18,PD_12,PD_18-PD_12,Prexasertib + MK-1775,CHEKi,Wee1i,CHEKi + Wee1i,"['CHEK1', 'CHEK2']","['PLK1', 'WEE1']","['CHEK1', 'CHEK2'] + ['PLK1', 'WEE1']"
206,Prexasertib,Niraparib,NCI-H716,-15.29654483,PD_18,PD_14,PD_18-PD_14,Prexasertib + Niraparib,CHEKi,PARPi,CHEKi + PARPi,"['CHEK1', 'CHEK2']",['PARP1'],"['CHEK1', 'CHEK2'] + ['PARP1']"
207,Prexasertib,Olaparib,NCI-H716,-17.03203743,PD_18,PD_14,PD_18-PD_14,Prexasertib + Olaparib,CHEKi,PARPi,CHEKi + PARPi,"['CHEK1', 'CHEK2']",['PARP1'],"['CHEK1', 'CHEK2'] + ['PARP1']"
208,Prexasertib,Palbociclib,NCI-H716,-17.1473225,PD_18,PD_16,PD_18-PD_16,Prexasertib + Palbociclib,CHEKi,CyclinDi,CHEKi + CyclinDi,"['CHEK1', 'CHEK2']","['CCND1', 'CyclinD_CDK4_6', 'CyclinE_CDK2', 'CyclinB_CDK1']","['CHEK1', 'CHEK2'] + ['CCND1', 'CyclinD_CDK4_6', 'CyclinE_CDK2', 'CyclinB_CDK1']"
209,Prexasertib,PF-3644022,NCI-H716,-10.62747686,PD_18,PD_17,PD_18-PD_17,Prexasertib + PF-3644022,CHEKi,MAPKi,CHEKi + MAPKi,"['CHEK1', 'CHEK2']",['MAPKAPK2'],"['CHEK1', 'CHEK2'] + ['MAPKAPK2']"
210,Torin 1,Capivasertib,NCI-H716,13.16731965,PD_08,PD_03,PD_08-PD_03,Torin 1 + Capivasertib,mTORi,AKTi,mTORi + AKTi,"['mTOR_c1', 'mTOR_c2']",['AKT1'],"['mTOR_c1', 'mTOR_c2'] + ['AKT1']"
211,Torin 1,Ipatasertib,NCI-H716,10.32559586,PD_08,PD_03,PD_08-PD_03,Torin 1 + Ipatasertib,mTORi,AKTi,mTORi + AKTi,"['mTOR_c1', 'mTOR_c2']",['AKT1'],"['mTOR_c1', 'mTOR_c2'] + ['AKT1']"
212,Torin 1,Lapatinib,NCI-H716,12.40652138,PD_08,PD_11,PD_08-PD_11,Torin 1 + Lapatinib,mTORi,EGFRi,mTORi + EGFRi,"['mTOR_c1', 'mTOR_c2']","['ERBB2', 'EGFR']","['mTOR_c1', 'mTOR_c2'] + ['ERBB2', 'EGFR']"
213,Torin 1,Navitoclax,NCI-H716,25.80577742,PD_08,PD_13,PD_08-PD_13,Torin 1 + Navitoclax,mTORi,BCL2L1i,mTORi + BCL2L1i,"['mTOR_c1', 'mTOR_c2']","['BCL2', 'BCL2L1']","['mTOR_c1', 'mTOR_c2'] + ['BCL2', 'BCL2L1']"
214,Torin 1,Neratinib,NCI-H716,0.702079936,PD_08,PD_11,PD_08-PD_11,Torin 1 + Neratinib,mTORi,EGFRi,mTORi + EGFRi,"['mTOR_c1', 'mTOR_c2']","['ERBB2', 'EGFR']","['mTOR_c1', 'mTOR_c2'] + ['ERBB2', 'EGFR']"
215,Torin 1,Obatoclax,NCI-H716,16.6158201,PD_08,PD_15,PD_08-PD_15,Torin 1 + Obatoclax,mTORi,BCL2i,mTORi + BCL2i,"['mTOR_c1', 'mTOR_c2']",['BCL2'],"['mTOR_c1', 'mTOR_c2'] + ['BCL2']"
216,Torin 1,Oxaliplatin,NCI-H716,10.03063804,PD_08,,PD_08-nan,Torin 1 + Oxaliplatin,mTORi,,,"['mTOR_c1', 'mTOR_c2']",,
217,Torin 1,Palbociclib,NCI-H716,9.418128373,PD_08,PD_16,PD_08-PD_16,Torin 1 + Palbociclib,mTORi,CyclinDi,mTORi + CyclinDi,"['mTOR_c1', 'mTOR_c2']","['CCND1', 'CyclinD_CDK4_6', 'CyclinE_CDK2', 'CyclinB_CDK1']","['mTOR_c1', 'mTOR_c2'] + ['CCND1', 'CyclinD_CDK4_6', 'CyclinE_CDK2', 'CyclinB_CDK1']"
218,Torin 1,SN-38,NCI-H716,19.80602802,PD_08,,PD_08-nan,Torin 1 + SN-38,mTORi,,,"['mTOR_c1', 'mTOR_c2']",,
219,Torin 1,Ulixertinib,NCI-H716,22.50956649,PD_08,PD_21,PD_08-PD_21,Torin 1 + Ulixertinib,mTORi,ERKi,mTORi + ERKi,"['mTOR_c1', 'mTOR_c2']",['ERK_f'],"['mTOR_c1', 'mTOR_c2'] + ['ERK_f']"
220,AZD-8055,Capivasertib,NCI-H747,8.782489377,PD_02,PD_03,PD_02-PD_03,AZD-8055 + Capivasertib,PIK3_MTORi,AKTi,PIK3_MTORi + AKTi,"['PIK3CA', 'mTOR_c1', 'mTOR_c2']",['AKT1'],"['PIK3CA', 'mTOR_c1', 'mTOR_c2'] + ['AKT1']"
221,AZD-8055,Ipatasertib,NCI-H747,6.411991059,PD_02,PD_03,PD_02-PD_03,AZD-8055 + Ipatasertib,PIK3_MTORi,AKTi,PIK3_MTORi + AKTi,"['PIK3CA', 'mTOR_c1', 'mTOR_c2']",['AKT1'],"['PIK3CA', 'mTOR_c1', 'mTOR_c2'] + ['AKT1']"
222,AZD-8055,Lapatinib,NCI-H747,9.72789885,PD_02,PD_11,PD_02-PD_11,AZD-8055 + Lapatinib,PIK3_MTORi,EGFRi,PIK3_MTORi + EGFRi,"['PIK3CA', 'mTOR_c1', 'mTOR_c2']","['ERBB2', 'EGFR']","['PIK3CA', 'mTOR_c1', 'mTOR_c2'] + ['ERBB2', 'EGFR']"
223,AZD-8055,Navitoclax,NCI-H747,8.326031374,PD_02,PD_13,PD_02-PD_13,AZD-8055 + Navitoclax,PIK3_MTORi,BCL2L1i,PIK3_MTORi + BCL2L1i,"['PIK3CA', 'mTOR_c1', 'mTOR_c2']","['BCL2', 'BCL2L1']","['PIK3CA', 'mTOR_c1', 'mTOR_c2'] + ['BCL2', 'BCL2L1']"
224,AZD-8055,Neratinib,NCI-H747,6.632716063,PD_02,PD_11,PD_02-PD_11,AZD-8055 + Neratinib,PIK3_MTORi,EGFRi,PIK3_MTORi + EGFRi,"['PIK3CA', 'mTOR_c1', 'mTOR_c2']","['ERBB2', 'EGFR']","['PIK3CA', 'mTOR_c1', 'mTOR_c2'] + ['ERBB2', 'EGFR']"
225,AZD-8055,Obatoclax,NCI-H747,8.162864264,PD_02,PD_15,PD_02-PD_15,AZD-8055 + Obatoclax,PIK3_MTORi,BCL2i,PIK3_MTORi + BCL2i,"['PIK3CA', 'mTOR_c1', 'mTOR_c2']",['BCL2'],"['PIK3CA', 'mTOR_c1', 'mTOR_c2'] + ['BCL2']"
226,AZD-8055,Oxaliplatin,NCI-H747,-0.064349177,PD_02,,PD_02-nan,AZD-8055 + Oxaliplatin,PIK3_MTORi,,,"['PIK3CA', 'mTOR_c1', 'mTOR_c2']",,
227,AZD-8055,Palbociclib,NCI-H747,-1.990159784,PD_02,PD_16,PD_02-PD_16,AZD-8055 + Palbociclib,PIK3_MTORi,CyclinDi,PIK3_MTORi + CyclinDi,"['PIK3CA', 'mTOR_c1', 'mTOR_c2']","['CCND1', 'CyclinD_CDK4_6', 'CyclinE_CDK2', 'CyclinB_CDK1']","['PIK3CA', 'mTOR_c1', 'mTOR_c2'] + ['CCND1', 'CyclinD_CDK4_6', 'CyclinE_CDK2', 'CyclinB_CDK1']"
228,AZD-8055,SN-38,NCI-H747,8.558020595,PD_02,,PD_02-nan,AZD-8055 + SN-38,PIK3_MTORi,,,"['PIK3CA', 'mTOR_c1', 'mTOR_c2']",,
229,AZD-8055,Ulixertinib,NCI-H747,11.1011702,PD_02,PD_21,PD_02-PD_21,AZD-8055 + Ulixertinib,PIK3_MTORi,ERKi,PIK3_MTORi + ERKi,"['PIK3CA', 'mTOR_c1', 'mTOR_c2']",['ERK_f'],"['PIK3CA', 'mTOR_c1', 'mTOR_c2'] + ['ERK_f']"
230,Capivasertib,Lapatinib,NCI-H747,17.07333697,PD_03,PD_11,PD_03-PD_11,Capivasertib + Lapatinib,AKTi,EGFRi,AKTi + EGFRi,['AKT1'],"['ERBB2', 'EGFR']","['AKT1'] + ['ERBB2', 'EGFR']"
231,Capivasertib,Neratinib,NCI-H747,22.22890596,PD_03,PD_11,PD_03-PD_11,Capivasertib + Neratinib,AKTi,EGFRi,AKTi + EGFRi,['AKT1'],"['ERBB2', 'EGFR']","['AKT1'] + ['ERBB2', 'EGFR']"
232,Everolimus,Capivasertib,NCI-H747,15.65867861,PD_08,PD_03,PD_08-PD_03,Everolimus + Capivasertib,mTORi,AKTi,mTORi + AKTi,"['mTOR_c1', 'mTOR_c2']",['AKT1'],"['mTOR_c1', 'mTOR_c2'] + ['AKT1']"
233,Everolimus,Ipatasertib,NCI-H747,14.61279642,PD_08,PD_03,PD_08-PD_03,Everolimus + Ipatasertib,mTORi,AKTi,mTORi + AKTi,"['mTOR_c1', 'mTOR_c2']",['AKT1'],"['mTOR_c1', 'mTOR_c2'] + ['AKT1']"
234,Everolimus,Lapatinib,NCI-H747,9.843448728,PD_08,PD_11,PD_08-PD_11,Everolimus + Lapatinib,mTORi,EGFRi,mTORi + EGFRi,"['mTOR_c1', 'mTOR_c2']","['ERBB2', 'EGFR']","['mTOR_c1', 'mTOR_c2'] + ['ERBB2', 'EGFR']"
235,Everolimus,Navitoclax,NCI-H747,10.47334336,PD_08,PD_13,PD_08-PD_13,Everolimus + Navitoclax,mTORi,BCL2L1i,mTORi + BCL2L1i,"['mTOR_c1', 'mTOR_c2']","['BCL2', 'BCL2L1']","['mTOR_c1', 'mTOR_c2'] + ['BCL2', 'BCL2L1']"
236,Everolimus,Neratinib,NCI-H747,13.31140522,PD_08,PD_11,PD_08-PD_11,Everolimus + Neratinib,mTORi,EGFRi,mTORi + EGFRi,"['mTOR_c1', 'mTOR_c2']","['ERBB2', 'EGFR']","['mTOR_c1', 'mTOR_c2'] + ['ERBB2', 'EGFR']"
237,Everolimus,Obatoclax,NCI-H747,25.73954041,PD_08,PD_15,PD_08-PD_15,Everolimus + Obatoclax,mTORi,BCL2i,mTORi + BCL2i,"['mTOR_c1', 'mTOR_c2']",['BCL2'],"['mTOR_c1', 'mTOR_c2'] + ['BCL2']"
238,Everolimus,Oxaliplatin,NCI-H747,5.042910182,PD_08,,PD_08-nan,Everolimus + Oxaliplatin,mTORi,,,"['mTOR_c1', 'mTOR_c2']",,
239,Everolimus,Palbociclib,NCI-H747,6.82589723,PD_08,PD_16,PD_08-PD_16,Everolimus + Palbociclib,mTORi,CyclinDi,mTORi + CyclinDi,"['mTOR_c1', 'mTOR_c2']","['CCND1', 'CyclinD_CDK4_6', 'CyclinE_CDK2', 'CyclinB_CDK1']","['mTOR_c1', 'mTOR_c2'] + ['CCND1', 'CyclinD_CDK4_6', 'CyclinE_CDK2', 'CyclinB_CDK1']"
240,Everolimus,SN-38,NCI-H747,14.37617632,PD_08,,PD_08-nan,Everolimus + SN-38,mTORi,,,"['mTOR_c1', 'mTOR_c2']",,
241,Everolimus,Ulixertinib,NCI-H747,13.01384223,PD_08,PD_21,PD_08-PD_21,Everolimus + Ulixertinib,mTORi,ERKi,mTORi + ERKi,"['mTOR_c1', 'mTOR_c2']",['ERK_f'],"['mTOR_c1', 'mTOR_c2'] + ['ERK_f']"
242,Ipatasertib,Lapatinib,NCI-H747,18.02310985,PD_03,PD_11,PD_03-PD_11,Ipatasertib + Lapatinib,AKTi,EGFRi,AKTi + EGFRi,['AKT1'],"['ERBB2', 'EGFR']","['AKT1'] + ['ERBB2', 'EGFR']"
243,Ipatasertib,Neratinib,NCI-H747,19.96852811,PD_03,PD_11,PD_03-PD_11,Ipatasertib + Neratinib,AKTi,EGFRi,AKTi + EGFRi,['AKT1'],"['ERBB2', 'EGFR']","['AKT1'] + ['ERBB2', 'EGFR']"
244,PF-477736,MK-1775,NCI-H747,-2.550416544,PD_18,PD_12,PD_18-PD_12,PF-477736 + MK-1775,CHEKi,Wee1i,CHEKi + Wee1i,"['CHEK1', 'CHEK2']","['PLK1', 'WEE1']","['CHEK1', 'CHEK2'] + ['PLK1', 'WEE1']"
245,PF-477736,Niraparib,NCI-H747,-1.603318793,PD_18,PD_14,PD_18-PD_14,PF-477736 + Niraparib,CHEKi,PARPi,CHEKi + PARPi,"['CHEK1', 'CHEK2']",['PARP1'],"['CHEK1', 'CHEK2'] + ['PARP1']"
246,PF-477736,Olaparib,NCI-H747,-3.792425151,PD_18,PD_14,PD_18-PD_14,PF-477736 + Olaparib,CHEKi,PARPi,CHEKi + PARPi,"['CHEK1', 'CHEK2']",['PARP1'],"['CHEK1', 'CHEK2'] + ['PARP1']"
247,PF-477736,Palbociclib,NCI-H747,-12.85391004,PD_18,PD_16,PD_18-PD_16,PF-477736 + Palbociclib,CHEKi,CyclinDi,CHEKi + CyclinDi,"['CHEK1', 'CHEK2']","['CCND1', 'CyclinD_CDK4_6', 'CyclinE_CDK2', 'CyclinB_CDK1']","['CHEK1', 'CHEK2'] + ['CCND1', 'CyclinD_CDK4_6', 'CyclinE_CDK2', 'CyclinB_CDK1']"
248,PF-477736,PF-3644022,NCI-H747,-11.61994761,PD_18,PD_17,PD_18-PD_17,PF-477736 + PF-3644022,CHEKi,MAPKi,CHEKi + MAPKi,"['CHEK1', 'CHEK2']",['MAPKAPK2'],"['CHEK1', 'CHEK2'] + ['MAPKAPK2']"
249,Prexasertib,MK-1775,NCI-H747,9.047794061,PD_18,PD_12,PD_18-PD_12,Prexasertib + MK-1775,CHEKi,Wee1i,CHEKi + Wee1i,"['CHEK1', 'CHEK2']","['PLK1', 'WEE1']","['CHEK1', 'CHEK2'] + ['PLK1', 'WEE1']"
250,Prexasertib,Niraparib,NCI-H747,0.73778724,PD_18,PD_14,PD_18-PD_14,Prexasertib + Niraparib,CHEKi,PARPi,CHEKi + PARPi,"['CHEK1', 'CHEK2']",['PARP1'],"['CHEK1', 'CHEK2'] + ['PARP1']"
251,Prexasertib,Olaparib,NCI-H747,1.922283458,PD_18,PD_14,PD_18-PD_14,Prexasertib + Olaparib,CHEKi,PARPi,CHEKi + PARPi,"['CHEK1', 'CHEK2']",['PARP1'],"['CHEK1', 'CHEK2'] + ['PARP1']"
252,Prexasertib,Palbociclib,NCI-H747,-8.090788519,PD_18,PD_16,PD_18-PD_16,Prexasertib + Palbociclib,CHEKi,CyclinDi,CHEKi + CyclinDi,"['CHEK1', 'CHEK2']","['CCND1', 'CyclinD_CDK4_6', 'CyclinE_CDK2', 'CyclinB_CDK1']","['CHEK1', 'CHEK2'] + ['CCND1', 'CyclinD_CDK4_6', 'CyclinE_CDK2', 'CyclinB_CDK1']"
253,Prexasertib,PF-3644022,NCI-H747,-2.212382303,PD_18,PD_17,PD_18-PD_17,Prexasertib + PF-3644022,CHEKi,MAPKi,CHEKi + MAPKi,"['CHEK1', 'CHEK2']",['MAPKAPK2'],"['CHEK1', 'CHEK2'] + ['MAPKAPK2']"
254,Torin 1,Capivasertib,NCI-H747,10.63717994,PD_08,PD_03,PD_08-PD_03,Torin 1 + Capivasertib,mTORi,AKTi,mTORi + AKTi,"['mTOR_c1', 'mTOR_c2']",['AKT1'],"['mTOR_c1', 'mTOR_c2'] + ['AKT1']"
255,Torin 1,Ipatasertib,NCI-H747,10.4158272,PD_08,PD_03,PD_08-PD_03,Torin 1 + Ipatasertib,mTORi,AKTi,mTORi + AKTi,"['mTOR_c1', 'mTOR_c2']",['AKT1'],"['mTOR_c1', 'mTOR_c2'] + ['AKT1']"
256,Torin 1,Lapatinib,NCI-H747,10.52437493,PD_08,PD_11,PD_08-PD_11,Torin 1 + Lapatinib,mTORi,EGFRi,mTORi + EGFRi,"['mTOR_c1', 'mTOR_c2']","['ERBB2', 'EGFR']","['mTOR_c1', 'mTOR_c2'] + ['ERBB2', 'EGFR']"
257,Torin 1,Navitoclax,NCI-H747,8.613168232,PD_08,PD_13,PD_08-PD_13,Torin 1 + Navitoclax,mTORi,BCL2L1i,mTORi + BCL2L1i,"['mTOR_c1', 'mTOR_c2']","['BCL2', 'BCL2L1']","['mTOR_c1', 'mTOR_c2'] + ['BCL2', 'BCL2L1']"
258,Torin 1,Neratinib,NCI-H747,9.196641522,PD_08,PD_11,PD_08-PD_11,Torin 1 + Neratinib,mTORi,EGFRi,mTORi + EGFRi,"['mTOR_c1', 'mTOR_c2']","['ERBB2', 'EGFR']","['mTOR_c1', 'mTOR_c2'] + ['ERBB2', 'EGFR']"
259,Torin 1,Obatoclax,NCI-H747,12.10425255,PD_08,PD_15,PD_08-PD_15,Torin 1 + Obatoclax,mTORi,BCL2i,mTORi + BCL2i,"['mTOR_c1', 'mTOR_c2']",['BCL2'],"['mTOR_c1', 'mTOR_c2'] + ['BCL2']"
260,Torin 1,Oxaliplatin,NCI-H747,2.427626785,PD_08,,PD_08-nan,Torin 1 + Oxaliplatin,mTORi,,,"['mTOR_c1', 'mTOR_c2']",,
261,Torin 1,Palbociclib,NCI-H747,2.318124683,PD_08,PD_16,PD_08-PD_16,Torin 1 + Palbociclib,mTORi,CyclinDi,mTORi + CyclinDi,"['mTOR_c1', 'mTOR_c2']","['CCND1', 'CyclinD_CDK4_6', 'CyclinE_CDK2', 'CyclinB_CDK1']","['mTOR_c1', 'mTOR_c2'] + ['CCND1', 'CyclinD_CDK4_6', 'CyclinE_CDK2', 'CyclinB_CDK1']"
262,Torin 1,SN-38,NCI-H747,9.888982076,PD_08,,PD_08-nan,Torin 1 + SN-38,mTORi,,,"['mTOR_c1', 'mTOR_c2']",,
263,Torin 1,Ulixertinib,NCI-H747,11.30109969,PD_08,PD_21,PD_08-PD_21,Torin 1 + Ulixertinib,mTORi,ERKi,mTORi + ERKi,"['mTOR_c1', 'mTOR_c2']",['ERK_f'],"['mTOR_c1', 'mTOR_c2'] + ['ERK_f']"
264,AZD-8055,Capivasertib,SNU-81,5.875838711,PD_02,PD_03,PD_02-PD_03,AZD-8055 + Capivasertib,PIK3_MTORi,AKTi,PIK3_MTORi + AKTi,"['PIK3CA', 'mTOR_c1', 'mTOR_c2']",['AKT1'],"['PIK3CA', 'mTOR_c1', 'mTOR_c2'] + ['AKT1']"
265,AZD-8055,Ipatasertib,SNU-81,4.220303947,PD_02,PD_03,PD_02-PD_03,AZD-8055 + Ipatasertib,PIK3_MTORi,AKTi,PIK3_MTORi + AKTi,"['PIK3CA', 'mTOR_c1', 'mTOR_c2']",['AKT1'],"['PIK3CA', 'mTOR_c1', 'mTOR_c2'] + ['AKT1']"
266,AZD-8055,Lapatinib,SNU-81,4.843770577,PD_02,PD_11,PD_02-PD_11,AZD-8055 + Lapatinib,PIK3_MTORi,EGFRi,PIK3_MTORi + EGFRi,"['PIK3CA', 'mTOR_c1', 'mTOR_c2']","['ERBB2', 'EGFR']","['PIK3CA', 'mTOR_c1', 'mTOR_c2'] + ['ERBB2', 'EGFR']"
267,AZD-8055,Navitoclax,SNU-81,19.78773505,PD_02,PD_13,PD_02-PD_13,AZD-8055 + Navitoclax,PIK3_MTORi,BCL2L1i,PIK3_MTORi + BCL2L1i,"['PIK3CA', 'mTOR_c1', 'mTOR_c2']","['BCL2', 'BCL2L1']","['PIK3CA', 'mTOR_c1', 'mTOR_c2'] + ['BCL2', 'BCL2L1']"
268,AZD-8055,Neratinib,SNU-81,-2.3710483,PD_02,PD_11,PD_02-PD_11,AZD-8055 + Neratinib,PIK3_MTORi,EGFRi,PIK3_MTORi + EGFRi,"['PIK3CA', 'mTOR_c1', 'mTOR_c2']","['ERBB2', 'EGFR']","['PIK3CA', 'mTOR_c1', 'mTOR_c2'] + ['ERBB2', 'EGFR']"
269,AZD-8055,Obatoclax,SNU-81,9.28287095,PD_02,PD_15,PD_02-PD_15,AZD-8055 + Obatoclax,PIK3_MTORi,BCL2i,PIK3_MTORi + BCL2i,"['PIK3CA', 'mTOR_c1', 'mTOR_c2']",['BCL2'],"['PIK3CA', 'mTOR_c1', 'mTOR_c2'] + ['BCL2']"
270,AZD-8055,Oxaliplatin,SNU-81,-3.794254574,PD_02,,PD_02-nan,AZD-8055 + Oxaliplatin,PIK3_MTORi,,,"['PIK3CA', 'mTOR_c1', 'mTOR_c2']",,
