,drug_combination,cell_line,synergy
508,Everolimus + Neratinib,SW837,1.359997669
509,Everolimus + Obatoclax,SW837,7.118228137
510,Everolimus + Palbociclib,SW837,0.885087775
511,Everolimus + Ulixertinib,SW837,1.316713492
512,Ipatasertib + Lapatinib,SW837,16.02071915
513,Ipatasertib + Neratinib,SW837,11.22586995
514,PF-477736 + MK-1775,SW837,6.744520906
515,PF-477736 + Niraparib,SW837,-0.509542366
516,PF-477736 + Olaparib,SW837,-0.733369812
517,PF-477736 + PF-3644022,SW837,-0.722686637
518,PF-477736 + Palbociclib,SW837,-6.544959341
519,Prexasertib + MK-1775,SW837,6.542212019
520,Prexasertib + Niraparib,SW837,-2.859069112
521,Prexasertib + Olaparib,SW837,-0.685123349
522,Prexasertib + PF-3644022,SW837,-0.959242029
523,Prexasertib + Palbociclib,SW837,-8.336367485
524,Torin 1 + Capivasertib,SW837,5.39075182
525,Torin 1 + Ipatasertib,SW837,7.532483802
526,Torin 1 + Lapatinib,SW837,8.29385471
527,Torin 1 + Navitoclax,SW837,22.23685776
528,Torin 1 + Neratinib,SW837,6.30428563
529,Torin 1 + Obatoclax,SW837,4.005375046
530,Torin 1 + Palbociclib,SW837,-1.706612285
531,Torin 1 + Ulixertinib,SW837,-1.263106291
532,AZD-8055 + Capivasertib,SW948,11.48249361
533,AZD-8055 + Ipatasertib,SW948,14.29622341
534,AZD-8055 + Lapatinib,SW948,19.14798562
535,AZD-8055 + Navitoclax,SW948,21.35125509
536,AZD-8055 + Neratinib,SW948,3.721114319
537,AZD-8055 + Obatoclax,SW948,5.562877154
538,AZD-8055 + Palbociclib,SW948,2.168639871
539,AZD-8055 + Ulixertinib,SW948,15.52562719
540,Capivasertib + Lapatinib,SW948,25.9980947
541,Capivasertib + Neratinib,SW948,10.27745395
542,Everolimus + Capivasertib,SW948,18.48060176
543,Everolimus + Ipatasertib,SW948,15.00044431
544,Everolimus + Lapatinib,SW948,20.70480728
545,Everolimus + Navitoclax,SW948,22.05690745
546,Everolimus + Neratinib,SW948,8.997834727
547,Everolimus + Obatoclax,SW948,2.274815328
548,Everolimus + Palbociclib,SW948,2.393139073
549,Everolimus + Ulixertinib,SW948,15.15930073
550,Ipatasertib + Lapatinib,SW948,22.65986623
551,Ipatasertib + Neratinib,SW948,7.473154525
552,PF-477736 + MK-1775,SW948,13.68267582
553,PF-477736 + Niraparib,SW948,-9.923716682
554,PF-477736 + Olaparib,SW948,0.540056896
555,PF-477736 + PF-3644022,SW948,5.446654713
556,PF-477736 + Palbociclib,SW948,-4.135512325
557,Prexasertib + MK-1775,SW948,12.22025106
558,Prexasertib + Niraparib,SW948,-14.71541822
559,Prexasertib + Olaparib,SW948,-4.035372293
560,Prexasertib + PF-3644022,SW948,3.695878719
561,Prexasertib + Palbociclib,SW948,-11.05284949
562,Torin 1 + Capivasertib,SW948,11.15083392
563,Torin 1 + Ipatasertib,SW948,13.60609336
564,Torin 1 + Lapatinib,SW948,12.47788867
565,Torin 1 + Navitoclax,SW948,23.46498678
566,Torin 1 + Neratinib,SW948,5.243945872
567,Torin 1 + Obatoclax,SW948,-1.549835066
568,Torin 1 + Palbociclib,SW948,2.490851872
569,Torin 1 + Ulixertinib,SW948,10.36758712
570,AZD-8055 + Capivasertib,T84,4.385304065
571,AZD-8055 + Ipatasertib,T84,18.63053595
572,AZD-8055 + Lapatinib,T84,30.6091966
573,AZD-8055 + Navitoclax,T84,32.17602391
574,AZD-8055 + Neratinib,T84,21.40115194
575,AZD-8055 + Obatoclax,T84,6.940772205
576,AZD-8055 + Palbociclib,T84,6.621643111
577,AZD-8055 + Ulixertinib,T84,23.72198463
578,Capivasertib + Lapatinib,T84,18.61143967
579,Capivasertib + Neratinib,T84,18.28655805
580,Everolimus + Capivasertib,T84,-4.296885041
581,Everolimus + Ipatasertib,T84,9.297607642
582,Everolimus + Lapatinib,T84,22.43872373
583,Everolimus + Navitoclax,T84,27.67981463
584,Everolimus + Neratinib,T84,18.04518076
585,Everolimus + Obatoclax,T84,9.468724074
586,Everolimus + Palbociclib,T84,5.945518302
587,Everolimus + Ulixertinib,T84,33.90520676
588,Ipatasertib + Lapatinib,T84,17.89778977
589,Ipatasertib + Neratinib,T84,11.8212632
590,PF-477736 + MK-1775,T84,29.19306692
591,PF-477736 + Niraparib,T84,17.22530504
592,PF-477736 + Olaparib,T84,2.100593177
593,PF-477736 + PF-3644022,T84,29.14477387
594,PF-477736 + Palbociclib,T84,27.97296776
595,Prexasertib + MK-1775,T84,44.96404262
596,Prexasertib + Niraparib,T84,12.765712
597,Prexasertib + Olaparib,T84,5.64384734
598,Prexasertib + PF-3644022,T84,24.12934529
599,Prexasertib + Palbociclib,T84,16.13862722
600,Torin 1 + Capivasertib,T84,-2.863349731
601,Torin 1 + Ipatasertib,T84,7.267595715
602,Torin 1 + Lapatinib,T84,18.68349368
603,Torin 1 + Navitoclax,T84,21.36683406
604,Torin 1 + Neratinib,T84,11.59941416
605,Torin 1 + Obatoclax,T84,7.153675549
606,Torin 1 + Palbociclib,T84,6.938734263
607,Torin 1 + Ulixertinib,T84,25.82933225
